oracle, Pattern, NLP, TM, MAT, MAT_TM, MAT_NLP,Comments
1,0,1,1,1,1,1,// TODO - improve this check
1,0,1,1,1,1,1,// TODO - could this be return?
1,0,0,0,0,0,0,//very wrong.
1,0,1,1,1,1,1,// TODO - should this be a failure?
1,0,1,1,1,1,1,"/*     * Wrapper to convert a JUnit4 class into a TestCase     *     *  TODO - work out how to convert JUnit4 assertions so they are treated as failures rather than errors     */"
1,0,1,1,1,1,1,// TODO should really return most specific (i.e. longest) match.
1,0,1,1,1,1,1,// TODO - should this be done for embedded usage? // Note: the element is a ConfigTestElement when used standalone, so we cannot use FTPSampler access methods
1,0,1,1,1,1,1,// TODO: replace all this url2 mess with a proper method // "areEquivalent(url1, url2)" that // would also ignore case in protocol and host names, etc. -- use that // method in the CookieManager too.
1,0,1,1,1,1,1,// TODO is this possible?
1,0,0,1,0,1,1,"/*     * Holder for storing cache details.     * Perhaps add original response later?     */"
1,0,1,1,1,1,1,// TODO not used by GUI
1,0,0,0,0,0,0,// not currently used
1,0,1,1,1,1,1,// TODO correct URL?
1,1,1,1,1,1,1,// NOTE: the handling of simple- vs. double-quotes could be formally // more accurate, but I can't imagine a session id containing // either, so we should be OK. The whole set of expressions is a // quick hack anyway, so who cares.
1,0,1,1,1,1,1,"/*         * TODO improve string version to better match browser behaviour? e.g.         * do browsers regard http://host/ and http://Host:80/ as the same? If         * so, it would be better to reflect this in the string         */"
1,0,0,1,0,1,1,// Code also allows for LF only (not sure why - perhaps because the test code uses it?)
1,0,1,1,1,1,1,// TODO: find a way to avoid the cost of creating a String here -- // probably a new PatternMatcherInput working on a byte[] would do // better.
1,0,1,1,1,1,1,// TODO should setBaseForScript be called here rather than above?
1,0,1,0,1,1,1,// Java 1.6.0_22+ no longer allows Content-Length to be set, so don't check it. // See: http://bugs.sun.com/bugdatabase/view_bug.do?bug_id=6996110 // TODO any point in checking the other headers?
1,0,0,1,1,1,1,// SampleEvent is not passed JMeterVariables, because they don't make sense for Proxy Recording // TODO - is this the correct threadgroup name?
1,0,1,1,1,1,1,// TODO needs cleaning up
1,0,1,1,1,1,1,// $NON-NLS-1$ TODO should this be a variable?
1,0,1,1,1,1,1,// TODO replace repeated substr() above and below with more efficient method.
1,0,1,1,1,1,1,// TODO perhaps make more specific than this? // no point parsing anything else, e.g. GIF ...
1,1,0,1,1,1,1,// won't work: writeErrorToClient(HttpReplyHdr.formInternalError()); // Generate result (if nec.) and populate it // hack to skip processing
1,0,1,1,1,1,1,// TODO - should this be done when the client is created? // If so, then the details need to be added as part of HttpClientKey
1,0,1,1,1,1,1,// HACK
1,0,0,0,0,0,0,// May be replaced later
1,1,1,1,1,1,1,// TODO hack, to be removed later
1,0,0,0,0,0,0,// Could we drop the Sync here?
1,0,1,1,1,1,1,// TODO - should LF-only EOL be allowed? 
1,0,1,1,1,1,1,// DirContext dc = //TODO perhaps return this?
1,0,1,1,1,1,1,// $NON-NLS-1$ // TODO - change to use URL version? Will this affect test plans?
1,0,1,1,1,1,1,// TODO specify collection type without breaking callers
1,0,1,1,1,1,1,// TODO - can this eever happen?
1,0,1,1,1,1,1,// All form parameter always have text/plain as mime type //TODO make this a parameter?
1,0,1,1,1,1,1,// $NON-NLS-1$ // TODO can this be obtained from the file somehow?
1,0,0,0,0,0,0,// Does not appear to be used
1,0,0,0,0,0,0,// NOTUSED: GuiPackage guiPack =
1,0,0,1,1,1,1,// Allow serializable test to work // TODO: is the serializable test necessary now that JMeterTreeNode is // no longer a GUI component?
1,0,1,1,1,1,1,// TODO is null correct?
1,0,1,1,1,1,1,// TODO - how to handle thread stopped here
1,1,1,1,1,1,1,// Slight hack - we need to ensure the TestClass is not reset by the previous call
1,0,0,1,1,1,1,// TODO should this be called if basedir == null?
1,0,1,1,1,1,1,// TODO - could be converted to generic class?
1,0,1,1,1,1,1,// TODO not used?
1,0,1,1,1,1,1,// TODO: make static?
1,0,1,1,1,1,1,// Hack to allow entire URL to be provided in host field
1,0,0,1,1,1,1,// TODO Should this be OK ? //assertEquals(contentEncoding, s.getContentEncoding()); // Check arguments // We should have one argument, with the value equal to the post body
1,0,1,1,1,1,1,// TODO downcase UPPER case non-final variables
1,0,1,1,1,1,1,// TODO - belongs elsewhere 
1,0,1,1,1,1,1,// TODO can this happen?
1,0,0,1,1,1,1,// TODO needed here because currently done on sample completion in JMeterThread, // but that only catches top-level samples.
1,0,1,1,1,1,1,// TODO : This is a bit fragile
1,0,1,0,1,1,1,// TODO is this correct? // If this is not the first file we can't write its header now // for simplicity we always save it, even if there is only one file
1,0,1,1,1,1,1,// TODO - should this return something else?
1,1,1,1,1,1,1,// Don't allow override of Content-Length // This helps with SoapSampler hack too // TODO - what other headers are not allowed?
1,0,1,1,1,1,1,//$NON-NLS-1$ TODO should this be variable?
1,0,0,1,1,1,1,// TODO - is this the correct default?
1,0,1,1,1,1,1,// TODO do we need to add a charset for the file contents? // $NON-NLS-1$
1,0,1,1,1,1,1,// TODO merge put and post methods as far as possible. // e.g. post checks for multipart form/files, and if not, invokes sendData(HttpEntityEnclosingRequestBase)
1,0,1,1,1,1,1,// Get the content length, it tells us how much data to read // TODO : Maybe support chunked encoding, then we cannot rely on content length
1,0,0,1,1,1,1,// TODO: is this the correct default?
1,0,1,1,1,1,1,// TODO should we allow mimetype only?
1,0,1,0,1,1,1,"/*     * TODO should these fields be public?     * They don't appear to be used externally.     *      * Also, are they any different from HTTPConstants.GET etc. ?     * In some cases they seem to be used as the method name from the Tomcat log.     * However the RMETHOD field is used as the value for HTTPSamplerBase.METHOD,     * for which HTTPConstants is most approriate.     */"
1,0,1,1,1,1,1,// NOTUSED org.apache.jmeter.monitor.model.Status st = // TODO - charset?
1,0,1,0,1,1,1,// TODO: find out how to retrieve these from the script // At present the script has to use SampleResult methods to set them. // $NON-NLS-1$ // $NON-NLS-1$
1,0,0,1,1,1,1,// TODO: process warnings? Set Code and Message to success?
1,0,1,1,1,1,1,// TODO - should the encoding be configurable? // $NON-NLS-1$
1,0,1,1,1,1,1,//$NON-NLS-1$ // TODO - probably wrong
1,0,1,1,1,1,1,// TODO Method with 0 reference, really useful ?
1,0,1,1,0,1,1,// Maybe we should consider creating a global cache for the // random files to make JMeter more efficient.
1,0,1,0,0,0,0,// Should we use java.naming.security.[principal|credentials] to create the QueueConnection?
1,0,0,1,1,1,1,// TODO set different status if not enough messages found?
1,0,0,1,1,1,1,"/** * FIXME BROKEN CODE */"
1,0,0,0,0,0,0,// NOTUSED private String chosenFile;
1,0,1,0,1,1,1,"/* * Find all beans out there and check their resource property files: - Check * that non-default property files don't have any extra keys. - Check all * necessary properties are defined at least in the default property file, * except for beans whose name contains ""Experimental"" or ""Alpha"".  *  * TODO: - Check property files don't have duplicate keys (is this important) *  */"
1,0,1,1,0,1,1,// This could perhaps be a variable name
1,0,0,0,0,0,0,// Should we add the "_" separator?
1,0,1,1,1,1,1,// TODO - should we skip processing here?
1,0,1,1,1,1,1,//TODO add some real tests now that split() has been removed
1,0,1,0,0,0,0,// NOT USED transient protected ThreadGroup THREADGROUP = null; // Anyway, was this supposed to be the class from java.lang, or // jmeter.threads?
1,0,0,0,0,0,0,// all the others could be private too?
1,0,1,1,1,1,1,// TODO can this ever happen?
1,0,0,1,1,1,1,// TODO fetch list of languages from a file? // N.B. Changes to language list need to be reflected in // resources/PackageTest.java
1,0,1,1,1,1,1,//TODO: move to utils class (JMeterUtils?)
1,0,1,1,1,1,1,// TODO: do we need to implement any kind of connection pooling? // If so, which connections should be shared? // Should threads share connections to the same destination? // What about cross-thread sharing?
1,0,1,1,1,1,1,//            // Set the content type TODO - needed? //            String multiPartContentType = multiPart.getContentType().getValue(); //            post.setHeader(HEADER_CONTENT_TYPE, multiPartContentType);
1,0,1,1,1,1,1,"/*     * TODO this assumes that the redirected response will always immediately follow the original response.     * This may not always be true.     * Is there a better way to do this?     */"
1,0,1,1,1,1,1,// TODO is it the best way ? https://issues.apache.org/bugzilla/show_bug.cgi?id=55634
1,0,1,1,1,1,1,// Keep the unexpanded path // TODO - allow directories to end with .jar by removing this check?
1,1,1,1,1,1,1,// TODO: the above works in the current situation, but it's // just a hack. How to get each editor to report whether it // wants to grow bigger? Whether the property label should // be at the left or at the top of the editor? ...?
1,0,0,1,1,1,1,// Hack: save the package for any transaction controllers
1,0,1,1,1,1,1,// How many classes can we assign from? // TODO: there must be a nicer way...
1,0,0,0,0,0,0,// Should the TestBean be hidden?
1,0,0,1,1,1,1,// TODO - why lower case? OK to use the default Locale?
1,1,1,1,1,1,1,//A hack to make user-defined variables in the testplan element more dynamic
1,0,1,1,1,1,1,// HACK: force the controller to load its tree
1,0,0,0,0,0,0,// It might be useful also to make this available in the 'Request' tab, for // when posting JSON.
1,0,0,0,0,0,0,// should header be saved with the data? //$NON-NLS-1$
1,0,1,1,1,1,1,// Showing large strings can be VERY costly, so we will avoid // doing so if the response // data is larger than 200K. TODO: instead, we could delay doing // the result.setText // call until the user chooses the "Response data" tab. Plus we // could warn the user // if this happens and revert the choice if he doesn't confirm // he's ready to wait.
1,0,1,1,1,1,1,// TODO strings should be resources
1,0,1,1,1,1,1,// result.setError(true); // TODO is this the correct strategy? // throw exception; // allow assertion to pass
1,0,1,0,0,0,0,// Why does this not call guiInstance.clearTestPlan() ? // Is there a reason for not clearing everything?
1,0,0,0,0,0,0,// NOTUSED yet private JTextField filename;
1,0,1,1,1,1,1,// TODO somehow show progress
1,0,1,1,1,1,1,// TODO support multiple signers
1,0,1,1,1,1,1,// TODO: fetch this once as per vars above?
1,0,1,1,1,1,1,// TODO: add and delete not currently supported // $NON-NLS-1$
1,0,0,0,0,0,0,// Fix path to allow the use of UNC URLs
1,0,0,1,1,1,1,// TODO should this use setDone()? // TODO should this use setFirst()?
1,0,1,1,1,1,1,// Set the overall status for the transaction sample // TODO: improve, e.g. by adding counts to the SampleResult class
1,0,0,0,0,0,0,// Should we exit at end of the test? (only applies to server, because host is non-null)
1,0,0,0,0,0,0,"/*         * Have we reached the reporting boundary?         * Need to allow for a margin of error, otherwise can miss the slot.         * Also need to check we've not hit the window already         */"
1,0,0,1,1,1,1,// TODO save hostname; save sample type (plain or http)
1,0,0,0,1,1,1,// Allow the mimetype of the file to control the content type // This is not obvious in GUI if you are not uploading any files, // but just sending the content of nameless parameters // TODO: needs a multiple file upload scenerio
1,0,0,0,0,0,0,// REMIND: convert arg list Vectors here?
1,0,1,0,1,1,1,// It is chunked transfer encoding, which we do not really support yet. // So we just read without blocking, because we do not know when to // stop reading, so we cannot block // TODO propery implement support for chunked transfer, i.e. to // know when we have read the whole request, and therefore allow // the reading to block
1,0,1,1,1,1,1,// TODO handle filenames
1,0,0,0,0,0,0,// not yet handled
1,0,0,1,1,1,1,// TODO - should check that error has been logged...
1,0,1,1,1,1,1,// Don't allow override of Content-Length // TODO - what other headers are not allowed?
1,0,1,1,1,1,1,// TODO ? perhaps note connection so it can be disconnected at end of test?
0,0,0,0,0,0,0,// Check request headers
0,0,0,0,0,0,0,// $NON-NLS-1$
0,0,0,0,0,0,0,// --------------------------------------------------------------------- // PROPERTY FILE CONSTANTS // ---------------------------------------------------------------------
0,0,0,0,0,0,0,// package protected so can be accessed by test class
0,0,0,0,0,0,0,// Test sending data with default encoding
0,0,0,0,0,0,0,// return with an error
0,0,0,0,0,0,0,"/*     * Low-level (recursive) routine to define the method - if not already defined.     * Synchronized to protect access to methodToInvoke.     */"
0,0,0,0,0,0,0,// regular expression used to match against embedded resource URLs
0,0,0,0,0,0,0,// Don't save this - only needed for processing CSV headers currently
0,0,0,0,0,0,0,// flush
0,0,0,0,0,0,0,"/*     * Test method for 'org.apache.jmeter.protocol.http.sampler.postWriter.setHeaders(URLConnection, HTTPSampler)'     */"
0,0,0,0,0,0,0,// OPTIONAL TASKS
0,0,0,0,0,0,0,// List of variable names to be saved in JTL files
0,0,0,0,0,0,0,// flag - if all machines within a given domain can access the variable. //(from http://www.cookiecentral.com/faq/ 3.5)
0,0,0,0,0,0,0,///////////////// End of standard field accessors /////////////////////
0,0,0,0,0,0,0,"/*         * Run tidy.         */"
0,0,0,0,0,0,0,// Get appropriate sender class governed by the behaviour set in the JMeter property
0,0,0,0,0,0,0,// Column numbers - must agree with order above
0,0,0,0,0,0,0,// We don't want this passed on to browser
0,0,0,0,0,0,0,// return with no error
0,0,0,0,0,0,0,// Fix the content length
0,0,0,0,0,0,0,// only http and https are supported
0,0,0,0,0,0,0,// Obtain another URL with an explicit port:
0,0,0,0,0,0,0,"/*     * Constructor is initially called once for each occurrence in the test plan     * For GUI, several more instances are created Then clear is called at start     * of test Called several times during test startup The name will not     * necessarily have been set at this point.     */"
0,0,0,0,0,0,0,// write output to file
0,0,0,0,0,0,0,"/*     * For use by SaveService only.     *     * @param stamp -     *            this may be a start time or an end time     * @param elapsed     */"
0,0,0,0,0,0,0,// this should never happen // anyway, we'll continue with url2 set to null.
