oracle, Pattern, NLP, TM, MAT, MAT_TM, ,Comments
1,0,1,0,1,1,,// FIXME: We should not be regenerating this over and over
1,0,0,0,1,1,,// XXX: This check previously used callMethod("==") to check for equality between classes // when scanning the hierarchy. However the == check may be safe; we should only ever have // one instance bound to a given type/constant. If it's found to be unsafe, examine ways // to avoid the == call.
1,0,1,1,1,1,,// TODO: why are we duplicating the constants here, and then in // File::Constants below? File::Constants is included in IO.
1,0,1,1,1,1,,// A cloned method now belongs to a new class.  Set it. // TODO: Make DynamicMethod immutable
1,0,1,1,1,1,,// TODO: These were missing, so we're not handling them elsewhere?
1,0,1,1,1,1,,// TODO: cache?
1,0,1,1,1,1,,// FIXME: wtf is this? Why would these use the class?
1,0,1,1,1,1,,// TODO: Figure out how this can happen and possibly remove
1,0,1,0,1,1,,// FIXME: I don't like this
1,0,1,1,1,1,,// FIXME: these descriptions should probably be moved out, // to Constantine project which deals with all platform-dependent constants.
1,0,1,1,1,1,,// FIXME this below is temporary, but its much safer for COW (it prevents not shared Strings with begin != 0) // this allows now e.g.: ByteList#set not to be begin aware
1,0,1,1,1,1,,// TODO: what about n arg?
1,0,1,0,1,1,,// FIXME: I think this chunk is equivalent to MRI id2name (and not our public method  // id2name).  Make into method if used more than once.  
1,0,1,1,1,1,,// FIXME: This is probably not very efficient, since it loads all methods for each call
1,0,1,1,1,1,,/* Hack in to replace usual readline with this */
1,0,0,1,1,1,,// if we get here, we found a matching method, use it // TODO: choose narrowest method by continuing to search
1,0,1,1,1,1,,// TODO: this is kinda gross
1,0,0,1,1,1,,// FIXME: In order for Thread to play well with the standard 'new' behavior, // it must provide an allocator that can create empty object instances which // initialize then fills with appropriate data.
1,0,0,1,0,1,,// these extra arrays are really unfortunate; split some of these paths out to eliminate?
1,0,0,0,0,0,,// We clone dynamic scope because this will be a new instance of a block.  Any previously // captured instances of this block may still be around and we do not want to start // overwriting those values when we create a new one. // ENEBO: Once we make self, lastClass, and lastMethod immutable we can remove duplicate
1,0,1,1,1,1,,// TODO: protected methods.  this is going to require a rework // of some of the mechanism.
1,0,1,0,1,1,,// if not overloaded, we add a method that guesses at which signature to use // TODO: just adding first one right now...add in signature-guessing logic
1,0,1,0,1,1,,// SSS FIXME: This should never get called for constant svalues
1,1,1,1,1,1,,"/*         * TODO: This version is better than the hackish previous one. Windows         *       behavior needs to be defined though. I suppose this version         *       could be improved more too.         * TODO: /etc/passwd is also inadequate for MacOSX since it does not         *       use /etc/passwd for regular user accounts         */"
1,0,1,1,1,1,,// FIXME: There's some code duplication here with RubyObject#inspect
1,0,1,1,1,1,,// for visibility checking without requiring frame self // TODO: don't bother passing when fcall or vcall, and adjust callsite appropriately
1,0,1,1,1,1,,// FIXME: figure out why we get null sometimes
1,0,1,0,1,1,,// Hacky: Advance position to eat newline here....
1,0,0,0,0,0,,// need to reexamine this
1,0,0,1,1,1,,// FIXME: This is currently only here because of some problems with IOOutputStream writing to a "bare" runtime without a proper scope
1,0,1,1,0,1,,// Workaround for JRUBY-4149
1,0,0,0,0,0,,// using IOOutputStream may not be the most performance way, but it's easy.
1,0,1,1,1,1,,// ignore...bean doesn't get registered // TODO: Why does that bother me?
1,0,0,0,0,0,,/* ENEBO: Lots of optz in 1.9 parser here*/
1,0,1,1,1,1,,// FIXME: move out of this class!
1,0,0,1,0,1,,// IN FACT, we should probably raise an error, yes?
1,0,1,1,1,1,,//TODO: ary_sort_check should be done here
1,0,1,1,1,1,,// TODO: get rid of this (lax returns 0.0, strict will throw)
1,0,0,0,0,0,,// bit risky if someone changes completor, but useful for method calls
1,0,1,1,1,1,,// TODO: the rest of this...seeking to same position is unnecessary since we share a channel // but some of this may be needed?
1,0,1,1,1,1,,// TODO: is this the right thing to do?
1,0,1,1,1,1,,// FIXME: this probably belongs in a different package.
1,0,1,1,1,1,,// FIXME: not very efficient
1,0,1,0,0,0,,// This is GROSS, but Java API's aren't ISO 8601 compliant at all
1,0,1,1,1,1,,// TODO: is this correct ?
1,0,1,1,0,1,,/* Workaround for JRUBY-2326 (MRI does not enter this production for some reason)*/
1,0,1,1,1,1,,// Create block for this iter node // FIXME: We shouldn't use the current scope if it's not actually from the same hierarchy of static scopes
1,0,1,0,1,1,,/* SSS FIXME: Do we need to check if l is same as whatever popped? */
1,0,1,0,1,1,,// SSS FIXME: Where is this set up?  How is this diff from ClassVarDeclNode??
1,0,1,0,1,1,,// Fixme: Do we need the check or does methods.Main.java not call this...they should consolidate
1,0,1,1,1,1,,// FIXME: This table will get moved into POSIX library so we can get all actual supported // signals.  This is a quick fix to support basic signals until that happens.
1,0,1,1,1,1,,// FIXME: This worries me a bit, since it could allocate a lot with a large newLength
1,0,1,1,1,1,,// TODO: This filtering is kind of gross...it would be nice to get some parser help here
1,0,1,1,1,1,,// TODO: decompose getJavaPackageModule so we don't parse fullName
1,0,0,0,1,1,,// FIXME: Get rid of laziness and handle restricted access elsewhere
1,0,1,1,1,1,,// TODO: for now, we use a faithful // reimplementation of MRI's algorithm, // but should use UTF8Encoding facilities // from Joni, once it starts prefroming // UTF-8 content validation. 
1,1,1,0,1,1,,// if we don't have opt args, start after args (they will be assigned later) // this is for crap like def foo(a = (b = true; 1)) which numbers b before a // FIXME: only starting after required args, since opt args may access others // and rest args conflicts with compileRoot using "0" to indicate [] signature.
1,0,1,1,1,1,,// FIXME: Determine if a real allocator is needed here. Do people want to extend // JavaClass? Do we want them to do that? Can you Class.new(JavaClass)? Should // you be able to? // TODO: NOT_ALLOCATABLE_ALLOCATOR is probably ok here, since we don't intend for people to monkey with // this type and it can't be marshalled. Confirm. JRUBY-415
1,0,0,0,0,0,,// grrr, arghh, want to subclass sun.misc.FloatingDecimal, but can't, // so we must do all this (the next 70 lines of code), which has already // been done by FloatingDecimal.
1,0,1,1,1,1,,// FIXME: do we really want 'declared' methods?  includes private/protected, and does _not_ // include superclass methods.  also, the getDeclared calls may throw SecurityException if // we're running under a restrictive security policy.
1,1,1,1,1,1,,// small hack to save a cast later on
1,0,1,1,0,1,,// This is perhaps innefficient timewise?  Optimal spacewise
1,0,1,1,1,1,,// TODO: confirm expected args are IRubyObject (or similar)
1,0,1,1,1,1,,// There's not a compelling reason to keep JavaClass instances in a weak map // (any proxies created are [were] kept in a non-weak map, so in most cases they will // stick around anyway), and some good reasons not to (JavaClass creation is // expensive, for one; many lookups are performed when passing parameters to/from // methods; etc.). // TODO: faster custom concurrent map
1,0,0,1,1,1,,// TODO: check for Java reserved names and raise exception if encountered
1,0,1,0,1,1,,// FIXME: JRUBY-3188 ends up with condition returning null...quick fix until I can dig into it
1,0,1,1,0,1,,// Workaround for a bug in Sun's JDK 1.5.x, see // http://bugs.sun.com/bugdatabase/view_bug.do?bug_id=6303753
1,0,0,1,1,1,,// FIXME weakref.rb also does caller(2) here for the backtrace
1,0,1,0,1,1,,// FIXME: Remove this from grammars.
1,0,1,1,1,1,,// TODO: It's perhaps just a coincidence that all the channels for // which we should raise are instanceof SelectableChannel, since // stdio is not...so this bothers me slightly. -CON
1,0,1,1,1,1,,// FIXME: Not sure what the semantics of transfer are //cFiber.defineFastMethod("transfer", cb.getFastOptMethod("transfer"));
1,0,1,1,1,1,,// FIXME: This is pretty gross; we should have a cleaner initialization // that doesn't depend on package-visible fields and ideally is atomic, // probably using an immutable structure we replace all at once. // lazy, null when no groups defined
1,0,1,0,0,0,,// This is a dummy scope; we should find a way to make that more explicit
1,0,1,1,1,1,,/* FIXME: Resolve what the hell is going on*/
1,0,1,1,1,1,,"/** rb_obj_id     *     * Return the internal id of an object.     *     * FIXME: Should this be renamed to match its ruby name?     */"
1,0,1,1,1,1,,// again, shouldn't happen. TODO: might want to throw exception instead.
1,0,1,1,1,1,,// FIXME: Maybe not best place, but move it to a good home
1,0,1,1,1,1,,// TODO: NOT_ALLOCATABLE_ALLOCATOR may be ok here, but it's unclear how Structs // work with marshalling. Confirm behavior and ensure we're doing this correctly. JRUBY-415
1,0,0,1,1,1,,//TODO: Should next and return also catch here?
1,0,0,0,0,0,,// We always prepend an org.jruby.proxy package to the beginning // because java and javax packages are protected and signed // jars prevent us generating new classes with those package // names. See JRUBY-2439.
1,0,1,1,1,1,,// TODO: we should be able to optimize this quite a bit post-1.0.  JavaClass already // has all the methods organized by method name; the next version (supporting protected // methods/fields) will have them organized even further. So collectMethods here can // just lookup the overridden methods in the JavaClass map, should be much faster.
1,0,1,1,0,1,,// index for the item // this could probably be more efficient, bailing out on assigning args past the end?
1,0,1,1,1,1,,// TODO: make more efficient by not creating IRubyArray[]
1,0,1,1,1,1,,"/** rb_mod_remove_cvar     *     * FIXME: any good reason to have two identical methods? (same as remove_class_variable)     */"
1,0,0,0,0,0,,// from DUP_SETUP // rb_copy_generic_ivar from DUP_SETUP here ...unlikely..
1,0,1,1,1,1,,// If it's a single-arg when but contains an array, we know it's a real literal array // FIXME: This is a gross way to figure it out; parser help similar to yield argument passing (expandArguments) would be better
1,0,1,1,1,1,,// TODO: Only setAccessible to account for pattern found by // accessing constants included from a non-public interface. // (aka java.util.zip.ZipConstants being implemented by many // classes)
1,0,1,1,1,1,,// not intended to be called directly by users (private) // OLD TODO from Ruby code: // This should be implemented in JavaClass.java, where we can // check for reserved Ruby names, conflicting methods, etc.
1,0,0,1,1,1,,// FIXME: Don't allow multiple threads to do this at once
1,0,1,1,1,1,,// TODO: Bleeding runtime into parser.  Arity may be should be in parser (to keep bleeding oneway)
1,0,1,1,1,1,,"/** rb_ary_push_m     * FIXME: Whis is this named ""push_m""?     */"
1,1,1,1,1,1,,// TODO: This probably isn't the best hack, but it works until we can have different // root frame setup for 1.9 easily.
1,0,1,1,1,1,,// TODO: At least ParserSupport.attrset passes argsNode as null.  ImplicitNil is wrong magic for  // setupArgs since it will IRubyObject[] { nil }.  So we need to figure out a nice fast // null pattern for setupArgs. // assert argsNode != null : "receiverNode is not null";
1,0,1,1,1,1,,// HACK: in order to have stdout/err act like ttys and flush always, // we set anything assigned to stdout/stderr to sync
1,0,1,1,1,1,,// TODO: People extending GzipWriter/reader will break.  Find better way here.
1,0,1,1,1,1,,// FIXME: set up a call configuration for this
1,0,0,0,1,1,,"/**     * Process streams get Channel.newChannel()ed into FileChannel but are not actually     * seekable. So instead of just the isSeekable check doing instanceof FileChannel,     * we must also add this boolean to check, which we set to false when it's known     * that the incoming channel is from a process.     *      * FIXME: This is gross, and it's NIO's fault for not providing a nice way to     * tell if a channel is ""really"" seekable.     */"
1,0,1,1,1,1,,// FIXME: Somehow I'd feel better if this could get the appropriate var index from the ArgumentNode
1,0,1,0,1,1,,// FIXME: Can get optimized for IEqlNode
1,0,1,1,1,1,,// TODO: rounding mode should not be hard-coded. See #mode.
1,0,1,1,1,1,,// FIXME moved this here to get what's obviously a utility method out of IRubyObject. // perhaps security methods should find their own centralized home at some point.
1,0,1,0,1,1,,// FIXME: If NativeException is expected to be used from Ruby code, it should provide // a real allocator to be used. Otherwise Class.new will fail, as will marshalling. JRUBY-415
1,1,1,1,1,1,,// Object#to_a is obsolete.  We match Ruby's hack until to_a goes away.  Then we can  // remove this hack too.
1,0,1,1,1,1,,// TODO: callback for value would be more efficient, but unlikely to be a big cost (constants are rarely assigned)
1,0,1,1,1,1,,// FIXME: this should go somewhere more generic -- maybe IdUtil
1,0,1,0,1,1,,// SSS FIXME: Move this code to some utils area .. or probably there is already a method for this in some jruby utils class // Holy cow!  Just to append two darned arrays!
1,0,0,1,1,1,,// TODO: set our metaclass to target's class (i.e. scary!)
1,0,1,1,1,1,,// add 'new' with full signature, so it's guaranteed to be directly accessible // TODO: no need for this to be a full, formal JVM signature
1,0,0,0,0,0,,// context is null, wipe out the SoftReference (this could be done with a reference queue)
1,0,1,1,1,1,,// TODO: remove
1,1,1,1,1,1,,// FIXME: Big fat hack here, because scope names are expected to be interned strings by the parser
1,0,1,1,1,1,,// TODO: This is actually now returning the scope of whoever called Method#to_proc // which is obviously wrong; but there's no scope to provide for many methods. // It fixes JRUBY-2237, but needs a better solution.
1,0,1,1,1,1,,"/** * * @author headius * FIXME convert to enum ? */"
1,0,0,0,0,0,,// The following three methods must be defined fast, since they expect to modify the current frame // (i.e. they expect no frame will be allocated for them). JRUBY-1185.
1,0,1,1,1,1,,// TODO: NOT_ALLOCATABLE_ALLOCATOR is probably ok here, since we don't intend for people to monkey with // this type and it can't be marshalled. Confirm. JRUBY-415
1,0,1,0,1,1,,// SSS FIXME: Can this return anything other than nil?
1,0,1,1,1,1,,// XXX: const lookup can trigger const_missing; is that enough to warrant it always being executed?
1,0,1,1,1,1,,// TODO: Should frozen error have its own distinct class?  If not should more share?
1,0,1,1,1,1,,// TODO: Only used by interface implementation; eliminate it
1,0,1,1,1,1,,// FIXME: null check is removable once we figure out how to assign to unset named block args
1,0,1,0,0,0,,// For JRUBY-2759, when MET choose CET timezone to work around Joda
1,0,1,0,1,1,,// FIXME: This is gross. Don't do this.
1,0,1,1,1,1,,// FIXME: I think we need these pushed somewhere?
1,0,1,1,1,1,,// SSS FIXME: Deprecated!  Going forward, all instructions should come from the CFG
1,0,1,1,1,1,,// TODO: should probably apply the null object pattern for a // non-allowed class, rather than null
1,1,1,1,0,1,,// Yow...this is still ugly
1,0,1,1,1,1,,// add method with full signature, so it's guaranteed to be directly accessible // TODO: no need for this to be a full, formal JVM signature
1,0,0,0,1,1,,"/** * FIXME: This version is faster than the previous, but both suffer from a * crucial flaw: It is impossible to create an ObjectSpace with an iterator * that doesn't either: a. hold on to objects that might otherwise be collected * or b. have no way to guarantee that a call to hasNext() will be correct or * that a subsequent call to next() will produce an object. For our purposes, * for now, this may be acceptable. */"
1,0,1,1,1,1,,// FIXME: Clearing read buffer here...is this appropriate?
1,0,1,1,1,1,,// TODO: specifying soft refs, may want to compare memory consumption, // behavior with weak refs (specify WEAK in place of SOFT below)
1,0,1,1,1,1,,/* FIXME: lose syntactical elements here (and others like this)*/
1,0,0,0,0,0,,// ENEBO: Totally weird naming (in MRI is not allocated and is a local var name)
1,0,1,0,1,1,,// FIXME: This doesn't actually support anything but String
1,0,1,1,1,1,,// up to ten, stuff into tmp locals, load in reverse order, and assign // FIXME: There's probably a slightly smarter way, but is it important?
1,0,0,0,1,1,,// XXX: do something?
1,0,1,1,1,1,,// TODO: Only setAccessible to account for pattern found by // accessing constants included from a non-public interface. // (aka java.util.zip.ZipConstants being implemented by many // classes) // TODO: not sure we need this at all, since we only expose // public fields. //field.setAccessible(true);
1,0,1,1,1,1,,// FIXME we want to eliminate these type casts when possible
1,0,1,1,1,1,,// HACK: force clinit to be created
1,0,1,1,1,1,,// FIXME: If true array is common enough we should pre-allocate and stick somewhere
1,0,1,1,1,1,,// optional args, so we have IRubyObject[] // TODO: confirm
1,0,1,1,1,1,,// TODO: This is almost RubyModule#instance_methods on the metaClass.  Perhaps refactor.
1,0,0,1,1,1,,// FIXME: Added this because marshal_spec seemed to reconstitute objects without calling dataWrapStruct // this resulted in object being null after unmarshalling...
1,0,1,1,1,1,,// TODO: factor this chunk as in MRI/YARV GETASTER
1,0,0,0,1,1,,// exit monitor before making call // FIXME: this not being in a finally is a little worrisome
1,0,1,1,1,1,,// self = args[0] // SSS FIXME: Verify that this is correct
1,0,0,1,0,1,,// This is for JRUBY-2988, since after a suspend the terminal seems // to need to be reinitialized. Since we can't easily detect suspension, // initialize after every readline. Probably not fast, but this is for // interactive terminals anyway...so who cares?
1,0,0,1,1,1,,// TODO: do above but not below for additional newline nodes
1,0,0,1,1,1,,// SSS FIXME: Receiver -- this is the class meta object basically? // Operand receiver = build(defsNode.getReceiverNode(), s);
1,0,1,1,1,1,,// FIXME This whole thing could probably be implemented as a module and // mixed into appropriate classes, especially if it uses either // IOInput/OutputStream or is smart about the kind of IO-like object // it's being used against.
1,1,1,1,1,1,,// FIXME: bit of a kludge here (non-interface classes assigned to both // class and module fields). simplifies proxy extender code, will go away // when JI is overhauled (and proxy extenders are deprecated).
1,0,1,1,1,1,,// FIXME: what should these really be? Numeric?       assert x instanceof RubyComplex && y instanceof RubyComplex;
1,0,0,0,0,0,,// we're depending on the side effect of the load, which loads the class but does not turn it into a script // I don't like it, but until we restructure the code a bit more, we'll need to quietly let it by here.
1,0,1,0,1,1,,// FIXME: we should also support orgs that use capitalized package // names (including, embarrassingly, the one I work for), but this // should be enabled by a system property, as the expected default // behavior for an upper-case value should be (and is) to treat it // as a class name, and raise an exception if it's not found 
1,0,1,1,1,1,,// TODO: This version differs from ioctl by checking whether fcntl exists // and raising notimplemented if it doesn't; perhaps no difference for us?
1,0,1,1,1,1,,// FIXME: This is temporary since the variable compilers assume we want // args already on stack for assignment. We just pop and continue with // 1.9 args logic.
1,0,0,1,1,1,,// TODO: eliminate?
1,0,1,1,1,1,,// TODO: handle writing into original buffer better
1,1,1,1,1,1,,// This is a fairly specific hack for empty string, but it does the job
1,1,1,1,1,1,,// XXX This constructor is a hack to implement the __END__ syntax. //     Converting a reader back into an InputStream doesn't generally work.
1,0,0,0,0,0,,// method has more than 500 lines; we'll need to split it // and therefore need to use a heap-based scope
1,0,1,1,1,1,,// The implementations of these are all bonus (see TODO above)  I was going // to throw an error from these, but it appears to be the wrong place to // do it.
1,0,1,1,1,1,,// entry exists, proxy doesn't match. replace. // this could happen if old proxy was gc'ed // TODO: raise exception if stored proxy is non-null? (not gc'ed)
1,0,1,1,1,1,,// TODO: better algorithm to set precision needed
1,0,1,1,1,1,,"/** * SSS FIXME: Used anywhere?  I don't see calls to this anywhere    public Operand buildDAsgnAssignment(Node node, IR_Scope s) {        DAsgnNode dasgnNode = (DAsgnNode) node;        s.getVariableCompiler().assignLocalVariable(dasgnNode.getIndex(), dasgnNode.getDepth());    }**/"
1,0,1,1,1,1,,// TODO: Make this more intelligible value
1,0,1,1,1,1,,// TODO: Split this into two sub-classes so that name and constNode can be specified seperately.
1,0,1,1,0,1,,// Not sure how well this works, but it works much better than // just currentTimeMillis by itself.
1,1,1,1,1,1,,// FIXME: This is copied code from RubyArray.  Both RE, Struct, and Array should share one impl // This is also hacky since I construct ruby objects to access ruby arrays through aref instead // of something lower.
1,0,1,0,1,1,,// FIXME: No, I don't like it.
1,0,1,1,1,1,,// arguments compilers always create IRubyObject[], but we want to use RubyArray.concat here; // FIXME: as a result, this is NOT efficient, since it creates and then later unwraps an array
1,0,0,1,1,1,,// SSS FIXME: What is the difference between ClassVarAsgnNode & ClassVarDeclNode
1,0,1,1,1,1,,// FIXME: set up a CallConfiguration for this
1,0,0,1,1,1,,// TODO: reads/writes from frame // TODO: information on scoping // TODO: visibility?
1,0,1,0,1,1,,// FIXME: This is almost entirely duplicated from methods.Main.java
1,0,0,0,0,0,,// we might need to perform a DST correction
1,0,1,0,1,1,,// FIXME: How much more obtuse can this be? // Heredoc already parsed this and saved string...Do not parse..just return
1,0,1,0,0,0,,// this needs to be split, since conditional calling #inherited doesn't fit standard ruby semantics
1,0,0,0,1,1,,// XXX: Again, screwy evaling under previous frame's scope
1,0,0,0,1,1,,// SSS FIXME: Maybe this is not really a concern after all ... // Nesting level of this scope in the lexical nesting of scopes in the current file -- this is not to be confused // with semantic nesting of scopes across files. // // Consider this code in a file f // class M1::M2::M3::C  //   ... // end // // So, C is at lexical nesting level of 1 (the file script is at 0) in the file 'f' // Semantically it is at level 3 (M1, M2, M3 are at 0,1,2). // // This is primarily used to ensure that variable names don't clash! // i.e. definition of %v_1 in a closure shouldn't override the use of %v_1 from the parent scope! //    private int _lexicalNestingLevel;
1,0,1,0,1,1,,// actual type does not exactly match method return type, re-get converter // FIXME: when the only autoconversions are primitives, this won't be needed
1,0,1,1,1,1,,// FIXME we should probably still be dyncalling 'write' here
1,0,1,0,1,1,,/* FIXME: finalizer should be dupped here */
1,0,0,0,0,0,,// don't bother to check if final method, it won't // be there (not generated, can't be!)
1,0,1,1,1,1,,// TODO: Generalize this type-checking code into IRubyObject helper.
1,0,1,0,1,1,,// FIXME: needs to be rethought
1,0,1,0,0,0,,// ruby constants for strings (should this be moved somewhere else?)
1,0,0,0,1,1,,// Let's only generate methods for those the user may actually  // intend to override.  That includes any defined in the current // class, and any ancestors that are also JavaProxyClasses (but none // from any other ancestor classes). Methods defined in mixins will // be considered intentionally overridden, except those from Kernel, // Java, and JavaProxyMethods, as well as Enumerable.  // TODO: may want to exclude other common mixins?
1,0,1,0,1,1,,// FIXME: I don't like the null checks here
1,0,1,1,1,1,,// invoke callMethodMissing method directly // TODO: this could be further optimized, since some DSLs hit method_missing pretty hard...
1,0,1,1,1,1,,// TODO this is really ineffient, and potentially a problem everytime anyone require's something. // we should try to make LoadPath a special array object.
1,0,1,1,1,1,,// FIXME: Why was this using a FullFunctionCallbackMethod before that did callSuper?
1,0,1,1,1,1,,// if body is a rescue node, inspect its pieces separately to avoid it disabling all optz // TODO: this is gross.
1,0,1,1,1,1,,"/*     * Fixme:  This does not have exact same semantics as RubyArray.join, but they     * probably could be consolidated (perhaps as join(args[], sep, doChomp)).     */"
1,0,1,0,0,0,,// lame generics issues: making Segment class static and manually // inserting cache reference to work around various problems generically // referencing methods/vars across classes.
1,0,1,1,1,1,,// FIXME:  This determine module is in a strange location and should somehow be in block
1,0,0,1,1,1,,// TODO? I think this ends up propagating from normal Java exceptions // sys_fail(openFile.getPath())
1,0,0,0,0,0,,// this seems unlikely to happen unless it's a totally bogus fileno // ...so do we even need to bother trying to create one?
1,0,1,1,1,1,,// TODO: turn off the negative? will return -0.0 in lax mode
1,0,1,1,1,1,,// TODO: list.subList(from, to).clear() is supposed to clear the sublist from the list. // How can we support this operation?
1,1,1,0,0,0,,// see note below re: 2-field kludge
1,1,1,1,1,1,,// We're not setting the provider or anything, but it seems that BouncyCastle does some internal things in its // provider's constructor which require it to be executed in a secure context. // Ideally this hack should be removed. See JRUBY-3919 and this BC bug: //   http://www.bouncycastle.org/jira/browse/BJA-227
1,1,1,1,1,1,,// this is a rather ugly hack, but similar to MRI. See hash.c:ruby_setenv and similar in MRI // we search all keys for a case-insensitive match, and use that
1,0,1,1,1,1,,// TODO: WRONG - get interfaces from class
1,0,1,1,1,1,,// TODO: Make callCoerced work in block context...then fix downto, step, and upto.
1,0,1,0,1,1,,// FIXME: the code below is a copy of RubyIO.puts, // and we should avoid copy-paste.
1,0,1,1,1,1,,// install invokedynamic bootstrapper // TODO need to abstract this setup behind another compiler interface
1,0,1,1,1,1,,// FIXME: inefficient; constructing a bignum just for dumping?
1,0,1,1,1,1,,// TODO: Ruby does not seem to care about invalid numeric mode values // I am not sure if ruby overflows here also...
1,1,1,1,1,1,,// FIXME: Obvious issue that not all platforms can display all attributes.  Ugly hacks. // Using generic posix library makes pushing inspect behavior into specific system impls // rather painful.
1,0,0,0,0,0,,// rb_copy_generic_ivar from DUP_SETUP here ...unlikely..
1,0,0,1,1,1,,// FIXME: this really ought to be in clinit, but it doesn't matter much
1,0,0,0,0,0,,// using IOChannel may not be the most performant way, but it's easy.
1,0,1,1,1,1,,// TODO this should entry into error handling somewhere
1,0,1,1,1,1,,// TODO: make this do specific-arity calling
1,0,1,1,1,1,,// SSS FIXME: What happens to the add class in this case??
1,0,0,0,1,1,,// SSS FIXME: Are we guaranteed that we splats dont head to multiple-assignment nodes!  i.e. |*(a,b)|?
1,0,1,1,1,1,,// TODO: catch exception if constant is already set by other // thread
1,0,1,1,1,1,,// TODO: Implement tty? and isatty.  We have no real capability to // determine this from java, but if we could set tty status, then // we could invoke jruby differently to allow stdin to return true // on this.  This would allow things like cgi.rb to work properly.
1,0,0,0,1,1,,// FIXME: We should be getting this from the runtime rather than assume none? //return runtime.getEncodingService().getEncoding(runtime.getDefaultExternalEncoding());
