oracle,Pattern,TM,MAT,MAT_TM,,Comments
0,0,0,0,0,,// log options used
0,0,0,0,0,,// dummy formatter just to catch the error
0,0,0,0,0,,// we don't expect to find this
0,0,0,0,0,,// resolve relative paths through Project
0,0,0,0,0,,//patch file into the fileset
0,0,0,0,0,,// type value
0,0,0,0,0,,// bit3 set to signal, we use a data descriptor
0,0,0,0,0,,//underscores go in front of invalid start chars
0,0,0,0,0,,// use to scan own archive
0,0,0,1,1,,"/** * Tests the {@link XSLTProcess} task. * XXX merge with {@link StyleTest}? * @since Ant 1.5 */"
0,0,0,0,0,,// it is a modified file // set the revision and the prevrevision
0,0,0,0,0,,"/*             * throw in drive letters             */"
0,0,0,0,0,,//set our parent dir
0,0,0,0,0,,"/*             * promised to eliminate consecutive slashes after drive letter.             */"
0,0,0,0,0,,// -cfile
0,0,0,0,0,,// avoid multiple configurations
0,0,0,0,0,,/** Version to use for addXXX and addConfiguredXXX */
0,0,0,0,0,,// Compare the destination with the temp file
0,0,0,0,0,,// SMTP auth only allowed with MIME mail
0,0,0,0,0,,// All three specified and all three exist -> true
0,0,0,0,0,,// an address to send from is required
0,0,0,0,0,,// File is not found in specified filepath
0,0,0,0,0,,// set the character set if not done already (and required)
0,0,0,0,0,,// 2 is != 0 and even, so it is considered // failure on any platform currently supported // by Execute#isFailure.
0,0,0,0,0,,// Eof has been reached
0,0,0,0,0,,//decide whether to copy the existing arg set, or //build a new one from the list of all args excluding the special //operations that only we handle
0,0,0,0,0,,// type
0,0,0,0,0,,// wait for TIME_OUT/2, there should be about TIME_OUT/2 ms remaining before timeout
0,0,0,0,0,,"/*                fragments.addElement(value.substring(pos + 1, pos + 2));                prev = pos + 2;                */"
0,0,0,0,0,,// Well, no matching constructor.
0,0,0,0,0,,//check that dir and src are incompatible
0,0,0,0,0,,// OK, try without.
0,0,0,0,0,,// Set up a VSSHistory task
0,0,0,0,0,,// -ptime
0,0,0,0,0,,// Throws EjbcException if unsuccessful
0,0,0,0,0,,// tests one the file object
0,0,0,0,0,,// Make a limited attempt to extract a sanitized name and email address // Algorithm based on the one found in Ant's MailMessage.java
0,0,0,0,0,,// If the file being added is META-INF/application.xml, we // warn if it's not the one specified in the "appxml" // attribute - or if it's being added twice, meaning the same // file is specified by the "appxml" attribute and in a // <fileset> element.
0,0,0,0,0,,// if at eolcount == 0 and trailing characters of string // are CTRL-Zs, set eofStr
0,0,0,0,0,,// We have extra elements
0,0,0,0,0,,// -keep
0,0,0,0,0,,// keep searching for the first ^Z
0,0,0,0,0,,// -identical
0,0,0,0,0,,// conversion to URL via FileUtils like in XMLResultAggregator, not as suggested in the bug report
0,0,0,0,0,,// Trailing characters are ^Zs // Construct new line and eofStr
0,0,0,0,0,,// Check for required attributes
0,0,0,0,0,,// DO NOTHING
0,0,0,0,0,,// permissible values for compression attribute
0,0,0,0,0,,// build the command line from what we got. the format is // cleartool mkattr [options...] [viewpath ...] // as specified in the CLEARTOOL help
0,0,0,0,0,,// ================  testcases for the cache implementations  ================
0,0,0,0,0,,// does the selection
0,0,0,0,0,,// -replace
0,0,0,0,0,,// should be full moon
0,0,0,0,0,,// ADD or ADD_CONFIGURED
0,0,0,0,0,,// 60s // a further 30s
0,0,0,0,0,,// For directories:
0,0,0,0,0,,// -recurse
0,0,0,0,0,,// Renamed version of original file, if it exists
0,0,0,0,0,,// order of headers cannot be guaranteed
0,0,0,0,0,,// now stop the watchdog.
0,0,0,0,0,,// the method called to set the attribute
0,0,0,0,0,,// Add the files found in groupfileset to fileset
0,0,0,0,0,,// can also handle empty archives
0,0,0,0,0,,// maintain a sorted list of targets
0,0,0,0,0,,// quick exit if the target is up to date
0,0,0,0,0,,// Choosing character set of the mail message // First: looking it from MimeType
0,0,0,0,0,,// Next: looking if charset having explicit definition
0,0,0,0,0,,// Scanner to find our inputs // list of files to process
0,0,0,0,0,,// if src and dest dirs are the same, require the extension // to be set, so we don't stomp every file.  One could still // include a file with the same extension, but ....
0,0,0,0,0,,// Ignore
0,0,0,0,0,,// CheckStyle:VisibilityModifier OFF - bc // CheckStyle:MemberNameCheck OFF - bc
0,0,0,0,0,,//couldnt use the xerces or jaxp calls
0,0,0,0,0,,//enable schema //setFeature(XmlConstants.FEATURE_VALIDATION, false);
0,0,0,0,0,,// first CR in this line
0,0,0,0,0,,//if this is our context we assume there must be something here:
0,0,0,0,0,,// wait for the thread to die, should be the end of the process
0,0,0,0,0,,// we are recreating the archive, need all resources
0,0,0,0,0,,// Windows quoting of the value
0,0,0,0,0,,// Mac-style linebreak or EOF (or both)
0,0,0,0,0,,// build the command line from what we got. the format is // cleartool mkelem [options...] [viewpath ...] // as specified in the CLEARTOOL.EXE help
0,0,0,0,0,,// variables to hold arguments
0,0,0,0,0,,// impossible as getMethods should only return public methods
0,0,0,0,0,,// copy the source and support files
0,0,0,0,0,,// boolean and Boolean get special treatment because we // have a nice method in Project
0,0,0,0,0,,// create an array of strings for input to the compiler: one array // comes from the compile options, the other from the compileList
0,0,0,0,0,,"/*         * Should choose either -ci or -nco.         */"
0,0,0,0,0,,// -nco
0,0,0,0,0,,// 'sync' is needed - otherwise 2 threads can load the same class // twice, resulting in LinkageError: duplicated class definition. // findLoadedClass avoids that, but without sync it won't work.
0,0,0,0,0,,// make sure we aren't going to get the path separator next
0,0,0,0,0,,// error level logging for compiler errors
0,0,0,0,0,,// Execute the top-level target
0,0,0,0,0,,// need to reset java.class.path property // since the NetRexx compiler has no option for the classpath
0,0,0,0,0,,// The current character is always emitted.
0,0,0,0,0,,// Check the command line options
0,0,0,0,0,,// if at EOF with no characters in the buffer, return EOF
0,0,0,0,0,,// ant task properties // defaults // CheckStyle:VisibilityModifier OFF - bc
0,0,0,0,0,,// set in/excludes to reasonable defaults if needed:
0,0,0,0,0,,// delete a bogus ZIP file (but only if it's not the original one)
0,0,0,0,0,,// if parent is null, then we are at the root of the fs, // complain that we can't find the build file.
0,0,0,0,0,,/*<URL>*/
0,0,0,0,0,,// object selector
0,0,0,0,0,,// ignore path elements which are invalid // relative to the project
0,0,0,0,0,,// In this case using java.util.zip will not work // because it does not permit a zero-entry archive. // Must create it manually.
0,0,0,0,0,,// record data about the last scanned resource
0,0,0,0,0,,// build the command line from what we got the format is // cleartool uncheckout [options...] [viewpath ...] // as specified in the CLEARTOOL.EXE help
0,0,0,0,0,,// Not significant for the class loader.
0,0,0,0,0,,// Cf. PKZIP specification.
0,0,0,0,0,,//ignore
0,0,0,0,0,,// -master
0,0,0,0,0,,// Initialize the globalFileSet's project
0,0,0,0,0,,"/*     * I'm not fond of this pattern: ""sub-method expected to throw     * task-cancelling exceptions"".  It feels too much like programming     * for side-effects to me...     */"
0,0,0,0,0,,// don't have to check for public, since // getMethod finds public method only. // don't have to check for abstract, since then // taskClass would be abstract too.
0,0,0,0,0,,// overriding target from imported buildfile is allowed
0,0,0,0,0,,// end of try-catch
0,0,0,0,0,,// sorted by newest Kaffe version first
0,0,0,0,0,,// remainder zeros
0,0,0,0,0,,// first build exception
0,0,0,0,0,,// -eltype
0,0,0,0,0,,// Not been visited
0,0,0,0,0,,// Create the stream pumpers to forward listcab's stdout and stderr to the log // note: listcab is an interactive program, and issues prompts for every new line. //       Therefore, make it show only with verbose logging turned on.
0,0,0,0,0,,// Create.
0,0,0,0,0,,// Attributes
0,0,0,0,0,,// the buildfile to use
0,0,0,0,0,,//not included, do nothing
0,0,0,0,0,,// process should be dead and well finished
0,0,0,0,0,,// Mac
0,0,0,0,0,,// Already present
0,0,0,0,0,,//empty
0,0,0,0,0,,// initialResources is not empty
0,0,0,0,0,,// avoid double scanning of directories, can only happen in fast mode
0,0,0,0,0,,// Default to string type // which means do nothing
0,0,0,0,0,,// higher derived
0,0,0,0,0,,// ----------------------------------------- //  Predefined filters // -----------------------------------------
0,0,0,0,0,,// If only value is specified, the property is set to it // regardless of its previous value.
0,0,0,0,0,,// -------------------- Common properties  -------------------- // The following properties are required by import ( and other tasks // that read build files using ProjectHelper ).
0,0,0,0,0,,// If value and default are both specified and the property // did not exist in the property file, the property is set // to default.
0,0,0,0,0,,// collect filesets to pass them to getResourcesToAdd
0,0,0,0,0,,// check to what is in the classname
0,0,0,0,0,,"/*             * Bad luck.             *             * There are resources in the filesets that make the             * archive out of date, but not in the non-fileset             * resources. We need to rescan the non-FileSets to grab             * all of them now.             */"
0,0,0,0,0,,// no emptyBehavior handling since the FileSet version // will take care of it.
0,0,0,0,0,,// may be altered in validate
0,0,0,0,0,,//calculate our destination directory; it is either the destDir //attribute, or the base dir of the fileset (for in situ updates)
0,0,0,0,0,,// we will return initialResources anyway, no reason // to scan further.
0,0,0,0,0,,// Error messages
0,0,0,0,0,,//not a known type
0,0,0,0,0,,//no point in setting a message
0,0,0,0,0,,// If filename does not match the To attribute of the mapper // then filter it out of the files we are considering
0,0,0,0,0,,// WARN: Don't use the StreamSource(File) ctor. It won't work with // xalan prior to 2.2 because of systemid bugs.
0,0,0,0,0,,/* disk number start               */
0,0,0,0,0,,// -rmall -force
0,0,0,0,0,,// byte - byte compare
0,0,0,0,0,,// specify output in UTF8 otherwise accented characters will blow // up everything
0,0,0,0,0,,"/* Had to make two separate commands here because if a space is               inserted between the flag and the value, it is treated as a               Windows filename with a space and it is enclosed in double               quotes (""). This breaks clearcase.            */"
0,0,1,0,1,,// print the stacktrace in the build file it is always useful... // better have too much info than not enough.
0,0,0,0,0,,// may be on a case insensitive file system.  We want // the results to show what's really on the disk, so // we need to double check.
0,0,0,0,0,,// build the command line from what we got. the format is // cleartool checkin [options...] [viewpath ...] // as specified in the CLEARTOOL.EXE help
0,0,0,0,0,,// put back the original security manager //The following will never eval to true. (PD)
0,0,0,0,0,,// all the names are the same: check if the class path of the loader // is the same
0,0,0,0,0,,"/* For debugging purposes uncomment:        org.w3c.dom.Comment s = doc.createComment(""stack="" + threadStack);        buildElement.element.appendChild(s);         */"
0,0,0,0,0,,// find the line breaks and pass other chars through in blocks
0,0,0,0,0,,// don't add directories we've already added. // no warning if we try, it is harmless in and of itself
0,0,0,0,0,,// -------------------------------------------------- BuildLogger interface
0,0,0,0,0,,// <path> swallows the basedir, it seems //assertTrue(!getProject().resolveFile("A").exists());
0,0,0,0,0,,// Use a stream so that you can close it yourself quickly // and avoid keeping the handle until the object is garbaged. // (always keep control), otherwise you won't be able to delete // the file quickly on windows.
0,0,0,0,0,,// Returns list of EJBs for processing
0,0,0,0,0,,// A "refid" attribute for a node within a Path object.
0,0,0,0,0,,// Ignore Exception
0,0,0,0,0,,// type-kind:type-name
0,0,0,0,0,,// -ignore
0,0,0,0,0,,// JUnit 4 does not distinguish between errors and failures // even in the JUnit 3 adapter. // So we need to help it a bit to retain compatibility for JUnit 3 tests.
0,0,0,0,0,,// get the fileset and its basedir
0,0,0,0,0,,// Shouldn't happen
0,0,0,0,0,,// Return the type-selector
0,0,0,0,0,,"/*          Now another magic 48-bit number, 0x177245385090, to          indicate the end of the last block.  (sqrt(pi), if          you want to know.  I did want to use e, but it contains          too much repetition -- 27 18 28 18 28 46 -- for me          to feel statistically comfortable.  Call me paranoid.)        */"
