projectname,classification,commenttext
Tomcat,SATD,//  The Range header is present but not formatted correctly.   Could argue for a 400 response but 416 is more specific.   There is also the option to ignore the (invalid) Range header.   RFC7233#4.4 notes that many servers do ignore the Range header in   these circumstances but Tomcat has always returned a 416. 
Tomcat,SATD,//  TODO: should we use the Ant Project's log? 
Tomcat,SATD,//  TODO: Should the createWebResourceSet() methods be removed to some         utility class for file system based resource sets? 
Tomcat,SATD,// I'm not sure this is always exactly the same 
Tomcat,SATD,/*  Initial size - should be == average number of headers per request     *  XXX  make it configurable ( fine-tuning of web-apps )      */
Tomcat,SATD,/*     * sendMessage    *    * @param data ChannelMessage    * @throws IOException    * TODO Implement this org.apache.catalina.tribes.transport.IDataSender method     */
Tomcat,SATD,/*      * Configure the connection pool to use a DataSource according to {@link PoolConfiguration#setDataSource(Object)}     * But instead of injecting the object specify the JNDI location.     * After a successful JNDI look the {@link PoolConfiguration#getDataSource()} will not return null.     * @param jndiDS -the JNDI string @TODO specify the rules here.      */
Tomcat,SATD,//  TODO: Find a better solution than this variable 
Tomcat,SATD,// make an assumption that an empty response is a failure. This is   a problem   if a truly empty file 
Tomcat,SATD,//  FIXME (if possible): Not available in the OpenSSL API 
Tomcat,SATD,/*      * TODO SERVLET3 - Add comments     * @param <T> TODO     * @param t   TODO     * @throws UnsupportedOperationException    If called from a     *    {@link ServletContextListener#contextInitialized(ServletContextEvent)}     *    method of a {@link ServletContextListener} that was not defined in a     *    web.xml file a web-fragment.xml file nor annotated with     *    {@link javax.servlet.annotation.WebListener}. For example a     *    {@link ServletContextListener} defined in a TLD would not be able to     *    use this method.     * @since Servlet 3.0      */
Tomcat,SATD,//  FIXME - log configuration problem 
Tomcat,SATD,/*      * @return TODO     * @since Servlet 3.0 TODO SERVLET3 - Add comments      */
Tomcat,SATD,//  TODO: Tests for unexpected flags. Better located in tests for section 6? 
Tomcat,SATD,// There's no way to specify the century in SimpleDateFormat.  We don't want to hard-code  20 since this could be wrong for the pre-2000 files. 
Tomcat,SATD,//  XXX Should be moved to embedded 
Tomcat,SATD,// synchronize big time FIXME 
Tomcat,SATD,// todo implement  should only return keys where this is active. 
Tomcat,SATD,//  Socket write buffer is empty. Write the provided buffer directly   to the network.   TODO Shouldn't smaller writes be buffered anyway? 
Tomcat,SATD,//  XXX we shouldn't assume that the only kind of POST body   is FORM data encoded using ASCII or ISO Latin/1 ... or 
Tomcat,SATD,/*      * TODO SERVLET3 - Add comments     * @param <T> TODO     * @param c   TODO     * @return TODO     * @throws ServletException TODO     * @throws UnsupportedOperationException    If called from a     *    {@link ServletContextListener#contextInitialized(ServletContextEvent)}     *    method of a {@link ServletContextListener} that was not defined in a     *    web.xml file a web-fragment.xml file nor annotated with     *    {@link javax.servlet.annotation.WebListener}. For example a     *    {@link ServletContextListener} defined in a TLD would not be able to     *    use this method.     * @since Servlet 3.0      */
Tomcat,SATD,//  should notify pool of error so the pooled connection can   be removed !FIXME! 
Tomcat,SATD,//  16 MB should be more than enough for Tomcat   TODO: Refactoring this entire class so it uses streaming rather than         buffering the entire set of files in memory would make it more         widely useful. 
Tomcat,SATD,//  The JDBC spec requires that a statement closes any open   ResultSet's when it is closed.   FIXME The PreparedStatement we're wrapping should handle this for us. 
Tomcat,SATD,//  This is a hack that won't work generally as servlets are expected to   handle more than one request. 
Tomcat,SATD,/*              * Error line number is delimited by set of colons.             * Ignore colon following drive letter on Windows (fromIndex = 2).             * XXX Handle deprecation warnings that don't have line info              */
Tomcat,SATD,//  The JDBC spec requires that a statement close any open   ResultSet's when it is closed.   FIXME The PreparedStatement we're wrapping should handle this for us.   See DBCP-10 for what could happen when ResultSets are closed twice. 
Tomcat,SATD,/*  * A message that represents a drawing action. * Note that we use primitive types instead of Point Color etc. * to reduce object allocation.<br><br> * * TODO: But a Color objects needs to be created anyway for drawing this * onto a Graphics2D object so this probably does not save much.  */
Tomcat,SATD,//  FIXME: Feature idea. Add support for patterns (ex: WEB-INF/*          WEB-INF/*.xml) where we would only check if at least one          resource is newer than app.timestamp 
Tomcat,SATD,// Jasper incorrectly SMAPs certain Nodes giving them an  outputStartLine of 0.  This can cause a fatal error in  optimizeLineSection making it impossible for Jasper to  compile the JSP.  Until we can fix the underlying
Tomcat,SATD,//  XXX TODO: Source code line length   XXX TODO: More JavaDoc   XXX Optional: Add support for com.sun.management specific mbean                 (http://docs.oracle.com/javase/7/docs/jre/api/management/extension/index.html)   XXX Optional: Wire additional public static methods implemented here                 to the manager (think about manager access roles!)                   setLoggerLevel()                   setVerboseClassLoading()                   setThreadContentionMonitoringEnabled()                   setThreadCpuTimeEnabled()                   resetPeakThreadCount()                   setVerboseGarbageCollection()                   gc()                   resetPeakUsage()                   setUsageThreshold()                   setCollectionUsageThreshold() 
Tomcat,SATD,/*      * TODO SERVLET3 - Add comments     * @param className TODO     * @throws UnsupportedOperationException    If called from a     *    {@link ServletContextListener#contextInitialized(ServletContextEvent)}     *    method of a {@link ServletContextListener} that was not defined in a     *    web.xml file a web-fragment.xml file nor annotated with     *    {@link javax.servlet.annotation.WebListener}. For example a     *    {@link ServletContextListener} defined in a TLD would not be able to     *    use this method.     * @since Servlet 3.0      */
Tomcat,SATD,//  XXX Group ?? Use Group + Type 
Tomcat,SATD,//  Hack the output buffer to extend the EOS marker for the header value   by another byte 
Tomcat,SATD,/*      * Get JMX Broadcaster Info     * FIXME: This two events we not send j2ee.state.failed and j2ee.attribute.changed!     * @see javax.management.NotificationBroadcaster#getNotificationInfo()      */
Tomcat,SATD,/*      * keepalive     *     * @return boolean     * TODO Implement this org.apache.catalina.tribes.transport.DataSender method      */
Tomcat,SATD,//  Has it been previously resolved? 
Tomcat,SATD,//  TODO add other attributes
Tomcat,SATD,//  TODO: These certificate setters can be removed once it is no longer   necessary to support the old configuration attributes (Tomcat 10?). 
Tomcat,SATD,/*      * memberAdded     *     * @param member Member     * TODO Implement this org.apache.catalina.tribes.MembershipListener     *   method      */
Tomcat,SATD,//  End of Tomcat specific hack 
Tomcat,SATD,//  FIXME add Loader.getObjectName 
Tomcat,SATD,//  TODO Figure out why non-blocking writes with the NIO connector appear 
Tomcat,SATD,//               case 0 : // impossible as excluded above   6 bits - ignore entirely   TODO not currently tested; perhaps it is impossible? 
Tomcat,SATD,//  FIXME - should we do anything besides log these? 
Tomcat,SATD,//  TODO: Add tests for the individual operators 
Tomcat,SATD,//  XXX   warning: rather sticky code; heavily tuned 
Tomcat,SATD,// NB:  Trailing whitespace on these header strings will just be discarded. 
Tomcat,SATD,//  Assume the GSSContext is stateless   TODO: Confirm this assumption 
Tomcat,SATD,/*      * Provide default configuration for a context. This is the programmatic     * equivalent of the default web.xml.     *     *  TODO: in normal Tomcat if default-web.xml is not found use this     *  method     *     * @param contextPath   The context to set the defaults for      */
Tomcat,SATD,/*  * A smart implementation of a stateful replicated map. uses primary/secondary backup strategy. * One node is always the primary and one node is always the backup. * This map is synchronized across a cluster and only has one backup member.<br> * A perfect usage for this map would be a session map for a session manager in a clustered environment.<br> * The only way to modify this list is to use the <code>put putAll remove</code> methods. * entrySet entrySetFull keySet keySetFull returns all non modifiable sets.<br><br> * If objects (values) in the map change without invoking <code>put()</code> or <code>remove()</code> * the data can be distributed using two different methods:<br> * <code>replicate(boolean)</code> and <code>replicate(Object boolean)</code><br> * These two methods are very important two understand. The map can work with two set of value objects:<br> * 1. Serializable - the entire object gets serialized each time it is replicated<br> * 2. ReplicatedMapEntry - this interface allows for a isDirty() flag and to replicate diffs if desired.<br> * Implementing the <code>ReplicatedMapEntry</code> interface allows you to decide what objects * get replicated and how much data gets replicated each time.<br> * If you implement a smart AOP mechanism to detect changes in underlying objects you can replicate * only those changes by implementing the ReplicatedMapEntry interface and return true when isDiffable() * is invoked.<br><br> * * This map implementation doesn't have a background thread running to replicate changes. * If you do have changes without invoking put/remove then you need to invoke one of the following methods: * <ul> * <li><code>replicate(Objectboolean)</code> - replicates only the object that belongs to the key</li> * <li><code>replicate(boolean)</code> - Scans the entire map for changes and replicates data</li> *  </ul> * the <code>boolean</code> value in the <code>replicate</code> method used to decide * whether to only replicate objects that implement the <code>ReplicatedMapEntry</code> interface * or to replicate all objects. If an object doesn't implement the <code>ReplicatedMapEntry</code> interface * each time the object gets replicated the entire object gets serialized hence a call to <code>replicate(true)</code> * will replicate all objects in this map that are using this node as primary. * * <br><br><b>REMEMBER TO CALL</b> <code>breakdown()</code> or <code>finalize()</code> when you are done with the map to * avoid memory leaks.<br><br> * TODO implement periodic sync/transfer thread * * @param <K> The type of Key * @param <V> The type of Value  */
Tomcat,SATD,//  FIXME : Facade this object ? 
Tomcat,SATD,//  TODO - Various icon description etc elements are skipped - mainly          because they are ignored when web.xml is parsed - see above 
Tomcat,SATD,/*      * Load sessions from other cluster node.     * FIXME replace currently sessions with same id without notification.     * FIXME SSO handling is not really correct with the session replacement!     * @param data Serialized data     * @exception ClassNotFoundException     *                if a serialized class cannot be found during the reload     * @exception IOException     *                if an input/output error occurs      */
Tomcat,SATD,//  Not strictly true but enables us to report both 
Tomcat,SATD,// XXX Please check. 
Tomcat,SATD,/*      * disconnect     *     * TODO Implement this org.apache.catalina.tribes.transport.IDataSender method      */
Tomcat,SATD,/*      * Convert string to datatype FIXME How we can transfer values from ant     * project reference store (ref)?     *     * @param value The value     * @param valueType The type     * @return The converted object      */
Tomcat,SATD,//  it is also possible that the user modified jre/lib/logging.properties -   but that's really stupid in most cases 
Tomcat,SATD,// always disconnect UDP TODO optimize the keepalive handling 
Tomcat,SATD,//  -------------------- Additional methods --------------------   XXX What do we do about charset ???? 
Tomcat,SATD,//  This isn't good. 
Tomcat,SATD,//  Hack to work-around JarInputStream swallowing these   entries. TomcatJarInputStream is used above which   extends JarInputStream and the method that creates   the entries over-ridden so we can a) tell if the   entries are present and b) cache them so we can   access them here. 
Tomcat,SATD,//  Not ideal. This will indicate that data is available   which should trigger a read which in turn will trigger   another IOException and that one can be thrown. 
Tomcat,SATD,//  TODO: description (multiple with language) is ignored 
Tomcat,SATD,//  Hack (?) to get the stack trace. 
Tomcat,SATD,//  servlet   TODO: description (multiple with language) is ignored   TODO: display-name (multiple with language) is ignored   TODO: icon (multiple) is ignored   TODO: init-param/description (multiple with language) is ignored 
Tomcat,SATD,//  FIXME this stats update are not cheap!! 
Tomcat,SATD,//  NamingManager.getObjectInstance would simply return the reference here   Use the configured object factory to resolve it directly if possible   Note: This may need manual constructor reflection configuration 
Tomcat,SATD,//  This is the hard-coded default - ignore the call 
Tomcat,SATD,//  XXX Should be moved to embedded ! 
Tomcat,SATD,/*      * Returns the contents of the file as a String using the default     * character encoding.  This method uses {@link #get()} to retrieve the     * contents of the file.     *     * <b>TODO</b> Consider making this method throw UnsupportedEncodingException.     *     * @return The contents of the file as a string.      */
Tomcat,SATD,/*      * TODO SERVLET3 - Add comments     * @param wrapped The request to compare to the wrapped request     * @return <code>true</code> if the request wrapped by this wrapper (or     *         series of wrappers) is the same as the supplied request     *         otherwise <code>false</code>     * @since Servlet 3.0      */
Tomcat,SATD,/*  Get JMX Broadcaster Info     * @TODO use StringManager for international support!     * @TODO This two events we not send j2ee.state.failed and j2ee.attribute.changed!     * @see javax.management.NotificationBroadcaster#getNotificationInfo()      */
Tomcat,SATD,//  Close the socket as the response would be incomplete 
Tomcat,SATD,/*      * memberDisappeared     *     * @param member Member     * TODO Implement this org.apache.catalina.tribes.MembershipListener     *   method      */
Tomcat,SATD,//  FIXME - currently this removes *all* notifications for this listener 
Tomcat,SATD,/*      * process filter annotation and merge with existing one!     * FIXME: refactoring method too long and has redundant subroutines with     *        processAnnotationWebServlet!     * @param className The filter class name     * @param ae The filter annotation     * @param fragment The corresponding fragment      */
Tomcat,SATD,//  FIXME - It is tempting to use request.getRequestDispatcher() to   resolve a relative path directly but Catalina currently does not   take into account whether the caller is inside a RequestDispatcher   include or not.  Whether Catalina *should* take that into account   is a spec issue currently under review.  In the mean time   replicate Jasper's previous behavior 
Tomcat,SATD,// todo implement a counter variable instead  only count active members in this node 
Tomcat,SATD,// FIXME ? 
Tomcat,SATD,//  TODO: Async requests may trigger multiple replication requests. How         if at all should the stats handle this? 
Tomcat,SATD,//  TODO Consider changing this to a single property for 3.x 
Tomcat,SATD,//  The JDBC spec requires that a statement close any open   ResultSet's when it is closed.   FIXME The PreparedStatement we're wrapping should handle this for us.   See bug 17301 for what could happen when ResultSets are closed twice. 
Tomcat,SATD,/*      * @return TODO     * @throws IllegalStateException If async is not supported for this request     * @since Servlet 3.0 TODO SERVLET3 - Add comments      */
Tomcat,SATD,/*      * This is a hack.     * We need to use streaming to avoid OOME on large uploads.     * We'd like to use Authenticator.setDefault() for authentication as the JRE     * then provides the DIGEST client implementation.     * However the above two are not compatible. When the request is made the     * resulting 401 triggers an exception because when using streams the     * InputStream is no longer available to send with the repeated request that     * now includes the appropriate Authorization header.     * The hack is to make a simple OPTIONS request- i.e. without a request     * body.     * This triggers authentication and the requirement to authenticate for this     * host is cached and used to provide an appropriate Authorization when the     * next request is made (that includes a request body).      */
Tomcat,SATD,//  XXX - A possible optimization here would be to check to see   if the only child of the parent node is TemplateText. If so   we know there won't be any parameters etc so we can   generate a low-overhead JspFragment that just echoes its   body. The implementation of this fragment can come from 
Tomcat,SATD,//  FIXME: the regular processor syncs on socketWrapper but here this deadlocks 
Tomcat,SATD,/*      * connect     *     * @throws IOException     * TODO Implement this org.apache.catalina.tribes.transport.DataSender method      */
Tomcat,SATD,//  TODO: The method should already be accessible here but the following   code seems to be necessary in some as yet not fully understood cases. 
Tomcat,SATD,//  Conversion often results fewer/more/different bytes.   That does not play nicely with range requests. 
Tomcat,SATD,/*      * TODO: would a properties resource be better ? Or just parsing     * /etc/mime.types ?     * This is needed because we don't use the default web.xml where this     * is encoded.      */
Tomcat,SATD,/*      * TODO SERVLET3 - Add comments     * @param <T> TODO     * @param c   TODO     * @return TODO     * @throws UnsupportedOperationException    If called from a     *    {@link ServletContextListener#contextInitialized(ServletContextEvent)}     *    method of a {@link ServletContextListener} that was not defined in a     *    web.xml file a web-fragment.xml file nor annotated with     *    {@link javax.servlet.annotation.WebListener}. For example a     *    {@link ServletContextListener} defined in a TLD would not be able to     *    use this method.     * @throws ServletException TODO     * @since Servlet 3.      */
Tomcat,SATD,//  TODO: this matches the current implementation but the URL logic looks fishy   map URI to location per JSP 7.3.6.2 
Tomcat,SATD,//  XXX - We use a proprietary call to the interpreter for now   as the current standard machinery is inefficient and requires   lots of wrappers and adapters. This should all clear up once   the EL interpreter moves out of JSTL and into its own project.   In the future this should be replaced by code that calls   ExpressionEvaluator.parseExpression() and then cache the resulting   expression objects. The interpreterCall would simply select   one of the pre-cached expressions and evaluate it.   Note that PageContextImpl implements VariableResolver and   the generated Servlet/SimpleTag implements FunctionMapper so   that machinery is already in place (mroth). 
Tomcat,SATD,//  Note this is a hack since nextChar only returns a single char   It is safe since <% does not require special treatment for EL   or for literals 
Tomcat,SATD,/*      * @return TODO     * @throws UnsupportedOperationException    If called from a     *    {@link ServletContextListener#contextInitialized(ServletContextEvent)}     *    method of a {@link ServletContextListener} that was not defined in a     *    web.xml file a web-fragment.xml file nor annotated with     *    {@link javax.servlet.annotation.WebListener}. For example a     *    {@link ServletContextListener} defined in a TLD would not be able to     *    use this method.     *     * @since Servlet 3.0 TODO SERVLET3 - Add comments      */
Tomcat,SATD,//  TODO add other attributes   TODO encapsulate state and other attribute display in parent 
Tomcat,SATD,//  FIXME we have a lot of sends but the trouble with one node stops the correct replication to other nodes! 
Tomcat,SATD,//  XXX to implement 
Tomcat,SATD,// FIXME check url or host/parameter 
Tomcat,SATD,//  TODO: Can this limitation be removed? 
Tomcat,SATD,//  FIXME better is to grap this sessions again ! 
Tomcat,SATD,/*          * The test below deliberately uses != to compare two Strings. This is         * because the code is looking to see if the default character encoding         * has been returned because no explicit character encoding has been         * defined. There is no clean way of doing this via the Servlet API. It         * would be possible to add a Tomcat specific API but that would require         * quite a bit of code to get to the Tomcat specific request object that         * may have been wrapped. The != test is a (slightly hacky) quick way of         * doing this.          */
Tomcat,SATD,//  XXX - Actually there is no need to declare those   "_jspx_" + varName + "_" + nestingLevel variables when we are   inside a JspFragment. 
Tomcat,SATD,//  XXX - Fixed a bug here - width and height can be set   dynamically. Double-check if this generation is correct. 
Tomcat,SATD,//  Ugly but the easiest way to test of the session is valid or not 
Tomcat,SATD,//  TODO: lazy init for the temp dir - only when a JSP is compiled or   get temp dir is called we need to create it. This will avoid the   need for the baseDir 
Tomcat,SATD,// were using a shared channel document says its thread safe  TODO check optimization one channel per thread? 
Tomcat,SATD,//  FIXME: Older spec revisions may still check this 
Tomcat,SATD,/*      * connect - blocking in this operation     *     * @throws IOException     * TODO Implement this org.apache.catalina.tribes.transport.IDataSender method      */
Tomcat,SATD,//  XXX   should a length of 0 be an IllegalArgumentException
Tomcat,SATD,//  TODO Add a new state to the AsyncStateMachine and remove        ASYNC_END (if possible)
Tomcat,SATD,//  Note: Hard-coded domain used since this object is per Server/JVM 
Tomcat,SATD,//  TODO - May need to add code here once additional   states are used
Tomcat,SATD,/*  * Changes from commons.modeler: * *  - use DynamicMBean *  - remove methods not used in tomcat and redundant/not very generic *  - must be created from the ManagedBean - I don't think there were any direct *    uses but now it is required. *  - some of the gratuitous flexibility removed - instead this is more predictive and *    strict with the use cases. *  - all Method and metadata is stored in ManagedBean. BaseModelBMean and ManagedBean act *    like Object and Class. *  - setModelMBean is no longer called on resources ( not used in tomcat ) *  - no caching of Methods for now - operations and setters are not called repeatedly in most *  management use cases. Getters shouldn't be called very frequently either - and even if they *  are the overhead of getting the method should be small compared with other JMX costs ( RMI etc ). *  We can add getter cache if needed. *  - removed unused constructor fields * *  TODO: *   - clean up catalina.mbeans stop using weird inheritance  */
Tomcat,SATD,//  Number of tries is the number of attempts to connect to the database   during this login attempt (if we need to open the database)   This needs rewritten wuth better pooling support the existing code   needs signature changes since the Prepared statements needs cached   with the connections.   The code below will try twice if there is an SQLException so the   connection may try to be opened again. On normal conditions (including 
Tomcat,SATD,/*      * The player that is associated with this Endpoint and the current room.     * Note that this variable is only accessed from the Room Thread.<br><br>     *     * TODO: Currently Tomcat uses an Endpoint instance once - however     * the java doc of endpoint says:     * "Each instance of a websocket endpoint is guaranteed not to be called by     * more than one thread at a time per active connection."     * This could mean that after calling onClose() the instance     * could be reused for another connection so onOpen() will get called     * (possibly from another thread).<br>     * If this is the case we would need a variable holder for the variables     * that are accessed by the Room thread and read the reference to the holder     * at the beginning of onOpen onMessage onClose methods to ensure the room     * thread always gets the correct instance of the variable holder.      */
Tomcat,SATD,//  TODO could be simplified if there is no requirement to reject invalid line sep when length <=0 
Tomcat,SATD,//  TLS 1.0 needs additional handling   TODO Figure out why this is necessary and if a simpler / better 
Tomcat,SATD,//  This method is deprecated and for good reason. This   is very risky code but is the only option at this   point. A *very* good reason for apps to do this   clean-up themselves. 
Tomcat,SATD,/*      * Class name of the generated file ( without package ).     * Can only be used if a single file is converted.     * XXX Do we need this feature ?     * @param p New value      */
Tomcat,SATD,//  TODO: Should support multiple icon elements ??? 
Tomcat,SATD,//  hack fix for resolveRelativeURI 
Tomcat,SATD,//  '*' has been added without removing other values. Optimise. 
Tomcat,SATD,/*      * TODO: Add support for more efficient bulk operations.     *     * We don't want to acquire the lock for every iteration but we     * also want other threads a chance to interact with the     * collection especially when count is close to capacity.      */
Tomcat,SATD,/*      * XXX Find if the 'className' is the name of the MBean or     *       the real class ( I suppose first )     * XXX Read (optional) descriptions from a .properties generated     *       from source     * XXX Deal with constructors     *     * @param registry The Bean registry (not used)     * @param domain The bean domain (not used)     * @param realClass The class to analyze     * @param type The bean type     * @return ManagedBean The create MBean      */
Tomcat,SATD,//  FIXME - Accessible methods in superinterfaces? 
Tomcat,SATD,//    XXX NOTE: This is clearly incorrect for many strings   but is the only consistent approach within the current   servlet framework. It must suffice until servlet output   streams properly encode their output.     high order byte must be zero 
Tomcat,SATD,//  Warning: JSP attribute escaping != Java String escaping   TODO - Currently we allow a single unescaped \ in attribute values 
Tomcat,SATD,//  FIXME: Strange why servletDef is Boolean and FilterDef is String? 
Tomcat,SATD,//  Workaround for certain files on platforms that use   EBCDIC encoding when they are read through FileInputStream.   See commit message of rev.303915 for original details   https://svn.apache.org/viewvc?view=revision&revision=303915 
Tomcat,SATD,//  Nasty - instrument PooledConnection to drive time measurement instead of hard-coded System.currentTimeMillis() 
Tomcat,SATD,//  Hack via a static since we can't pass an instance in the test. 
Tomcat,SATD,/*              * REMIND:  this method feels too big; should it be re-written?              */
Tomcat,SATD,/*  * @since Servlet 3.0 * TODO SERVLET3 - Add comments  */
Tomcat,SATD,//  TODO: This certificate setter can be removed once it is no longer   necessary to support the old configuration attributes (Tomcat 10?).
Tomcat,SATD,//  XXX Not sure whether the following MBeans should better   be retrieved on demand i.e. whether they can change   dynamically in the MBeanServer. 
Tomcat,SATD,/*      * Checks to see if there are any writes pending and if there are calls     * {@link #registerWriteInterest()} to trigger a callback once the pending     * writes have completed.     * <p>     * Note: Once this method has returned <code>false</code> it <b>MUST NOT</b>     *       be called again until the pending write has completed and the     *       callback has been fired.     *       TODO: Modify {@link #registerWriteInterest()} so the above     *       restriction is enforced there rather than relying on the caller.     *     * @return <code>true</code> if no writes are pending and data can be     *         written otherwise <code>false</code>      */
Tomcat,SATD,//  TODO Move this validation to the parsing stage
Tomcat,SATD,/*      * @param servletRequest    The ServletRequest with which to initialise the     *                          asynchronous context     * @param servletResponse   The ServletResponse with which to initialise the     *                          asynchronous context     * @return TODO     * @throws IllegalStateException If async is not supported for this request     * @since Servlet 3.0 TODO SERVLET3 - Add comments      */
Tomcat,SATD,//  TODO: I'm not entirely sure when onError should be called 
Tomcat,SATD,/*      * Add a context - programmatic mode no default web.xml used. This means     * that there is no JSP support (no JSP servlet) no default servlet and     * no web socket support unless explicitly enabled via the programmatic     * interface. There is also no     * {@link javax.servlet.ServletContainerInitializer} processing and no     * annotation processing. If a     * {@link javax.servlet.ServletContainerInitializer} is added     * programmatically there will still be no scanning for     * {@link javax.servlet.annotation.HandlesTypes} matches.     *     * <p>     * API calls equivalent with web.xml:     *     * <pre>{@code     *  // context-param     *  ctx.addParameter("name" "value");     *     *     *  // error-page     *  ErrorPage ep = new ErrorPage();     *  ep.setErrorCode(500);     *  ep.setLocation("/error.html");     *  ctx.addErrorPage(ep);     *     *  ctx.addMimeMapping("ext" "type");     * }</pre>     *     *     * <p>     * Note: If you reload the Context all your configuration will be lost. If     * you need reload support consider using a LifecycleListener to provide     * your configuration.     *     * <p>     * TODO: add the rest     *     * @param contextPath The context mapping to use "" for root context.     * @param docBase Base directory for the context for static files.     *  Must exist relative to the server home     * @return the deployed context      */
Tomcat,SATD,/*      * TODO SERVLET3 - Add comments     * @param filterName TODO     * @return TODO     * @throws UnsupportedOperationException    If called from a     *    {@link ServletContextListener#contextInitialized(ServletContextEvent)}     *    method of a {@link ServletContextListener} that was not defined in a     *    web.xml file a web-fragment.xml file nor annotated with     *    {@link javax.servlet.annotation.WebListener}. For example a     *    {@link ServletContextListener} defined in a TLD would not be able to     *    use this method.     * @since Servlet 3.0      */
Tomcat,SATD,//  TODO: Remove the internal representation and use Ranges
Tomcat,SATD,/*      * Indicate whether the session has been idle for longer     * than its expiration date as of the supplied time.     *     * FIXME: Probably belongs in the Session class.     * @param session The session to check     * @param timeNow The current time to check for     * @return <code>true</code> if the session is past its expiration      */
