projectname,classification,commenttext
Zookeeper,WITHOUT_CLASSIFICATION,/*      * Converting an observer into a participant may sometimes fail with a     * NewConfigNoQuorum exception. This test-case demonstrates the scenario.     * Current configuration is (A B C D) where A B and C are participant     * and D is an observer. Suppose that B has crashed (or never booted). If a     * reconfiguration is submitted where D is said to become a participant it     * will fail with NewConfigNoQuorum since in this configuration a majority     * of voters in the new configuration (any 3 voters) must be connected and     * up-to-date with the leader. An observer cannot acknowledge the history     * prefix sent during reconfiguration and therefore it does not count towards     * these 3 required servers and the reconfiguration will be aborted. In case     * this happens a client can achieve the same task by two reconfig commands:     * first invoke a reconfig to remove D from the configuration and then invoke a     * second command to add it back as a participant (follower). During the     * intermediate state D is a non-voting follower and can ACK the state     * transfer performed during the second reconfig command.      */
Zookeeper,WITHOUT_CLASSIFICATION,//  register most recent relogin attempt 
Zookeeper,WITHOUT_CLASSIFICATION,//  Check if client's current server is in the new list of servers 
Zookeeper,WITHOUT_CLASSIFICATION,//  read txnlog but this should be sufficient 
Zookeeper,WITHOUT_CLASSIFICATION,/*                  * Avoids running finish() twice.                  */
Zookeeper,WITHOUT_CLASSIFICATION,//  truncate the log 
Zookeeper,WITHOUT_CLASSIFICATION,/*          * Address of sender          */
Zookeeper,WITHOUT_CLASSIFICATION,//  We need to log the stuff that came in between the snapshot and the uptodate 
Zookeeper,WITHOUT_CLASSIFICATION,//  property is set to an valid int we should get the set value 
Zookeeper,WITHOUT_CLASSIFICATION,//  If notification > current replace and send messages out 
Zookeeper,WITHOUT_CLASSIFICATION,//  check for differences 
Zookeeper,WITHOUT_CLASSIFICATION,//  the clients may or may not have already reconnected   to the recovered cluster force a check but ignore 
Zookeeper,WITHOUT_CLASSIFICATION,//  zks cannot be null otherwise we would not have gotten here! 
Zookeeper,WITHOUT_CLASSIFICATION,//  check leader running status 
Zookeeper,WITHOUT_CLASSIFICATION,//  reconnect with the same session id 
Zookeeper,WITHOUT_CLASSIFICATION,//  delete the node in the trie.   we need to update the trie as well 
Zookeeper,WITHOUT_CLASSIFICATION,//  or diff 
Zookeeper,WITHOUT_CLASSIFICATION,//  10.10.10.4:1238 10.10.10.3:1237 10.10.10.2:1236 
Zookeeper,WITHOUT_CLASSIFICATION,//  lets assert that the first election is the leader 
Zookeeper,WITHOUT_CLASSIFICATION,//  for a dead peer                  
Zookeeper,WITHOUT_CLASSIFICATION,//  If a null Stat object is passed the create should still   succeed but no Stat info will be returned. 
Zookeeper,WITHOUT_CLASSIFICATION,//  ignore connection loss 
Zookeeper,WITHOUT_CLASSIFICATION,//  Filter out the extra ENTRY_CREATE events that are   sometimes seen at the start. Even though we create the watcher   after the file exists sometimes we still get a create event. 
Zookeeper,WITHOUT_CLASSIFICATION,//  connect to one of them 
Zookeeper,WITHOUT_CLASSIFICATION,//  Otherwise start worker threads to receive data. 
Zookeeper,WITHOUT_CLASSIFICATION,//  sets quorum sasl authentication configurations 
Zookeeper,WITHOUT_CLASSIFICATION,//  request.hdr is set for write requests which are the only ones 
Zookeeper,WITHOUT_CLASSIFICATION,//  ensure thread is started once and only once 
Zookeeper,WITHOUT_CLASSIFICATION,//  Write the truststore 
Zookeeper,WITHOUT_CLASSIFICATION,//  This configuration section 'MyZookeeperClient' is missing from the JAAS configuration.   As a result SASL authentication should fail which is tested by this test (testAuth()).
Zookeeper,WITHOUT_CLASSIFICATION,//  find the last snapshot 
Zookeeper,WITHOUT_CLASSIFICATION,//  We didn't find \n read the whole buffer into string buffer 
Zookeeper,WITHOUT_CLASSIFICATION,//  LocalPeerBean 
Zookeeper,WITHOUT_CLASSIFICATION,/*      * Listener thread      */
Zookeeper,WITHOUT_CLASSIFICATION,//  /e is unset its acl should remain the same. 
Zookeeper,WITHOUT_CLASSIFICATION,//  good expected that 
Zookeeper,WITHOUT_CLASSIFICATION,/*  The current vote for the leader. Initially me!  */
Zookeeper,WITHOUT_CLASSIFICATION,//  Oh well never mind 
Zookeeper,WITHOUT_CLASSIFICATION,//  Width of the toster 
Zookeeper,WITHOUT_CLASSIFICATION,//  Verify lastProcessedZxid is set correctly 
Zookeeper,WITHOUT_CLASSIFICATION,//  By default disable starting a JettyAdminServer in tests to avoid   accidentally attempting to start multiple admin servers on the 
Zookeeper,WITHOUT_CLASSIFICATION,/*                      * If the peer has done enough rounds then consider joining. The thread                     * will only join if it is part of a quorum supporting the current                      * leader. Otherwise it will try again.                      */
Zookeeper,WITHOUT_CLASSIFICATION,/*  password is test  */
Zookeeper,WITHOUT_CLASSIFICATION,//  add watcher for each node and add node to collection of   watched nodes 
Zookeeper,WITHOUT_CLASSIFICATION,//  generate new config string 
Zookeeper,WITHOUT_CLASSIFICATION,//  do nothing special - stay with the current server 
Zookeeper,WITHOUT_CLASSIFICATION,//  Session has been re-validated 
Zookeeper,WITHOUT_CLASSIFICATION,//  we don't need to retry this operation in the case of failure   as ZK will remove ephemeral files and we don't wanna hang   this process when closing if we cannot reconnect to ZK
Zookeeper,WITHOUT_CLASSIFICATION,//  exactly as it is now except for role change 
Zookeeper,WITHOUT_CLASSIFICATION,//  make sure the watch is removed when the connection closed 
Zookeeper,WITHOUT_CLASSIFICATION,//  1. start up server and wait for leader election to finish 
Zookeeper,WITHOUT_CLASSIFICATION,//  Since SASL authentication has completed (if client is configured to do so)   outgoing packets waiting in the outgoingQueue can now be sent. 
Zookeeper,WITHOUT_CLASSIFICATION,//  objects holding a reference to this object. 
Zookeeper,WITHOUT_CLASSIFICATION,//  Handle situation of clientSection's being null: it might simply because the client does not intend to    use SASL so not necessarily an error. 
Zookeeper,WITHOUT_CLASSIFICATION,//  Make sure the settings applied above before the socket was potentially upgraded to   TLS still apply. 
Zookeeper,WITHOUT_CLASSIFICATION,//  after restart 
Zookeeper,WITHOUT_CLASSIFICATION,//  Set the factor to high value so that this test case always   resync using txnlog 
Zookeeper,WITHOUT_CLASSIFICATION,//  Trying to load a PEM file with JKS loader should fail 
Zookeeper,WITHOUT_CLASSIFICATION,//  ok 
Zookeeper,WITHOUT_CLASSIFICATION,//  close the input stream 
Zookeeper,WITHOUT_CLASSIFICATION,//  lets wait for any previous leaders to die and one of our new   nodes to become the new leader 
Zookeeper,WITHOUT_CLASSIFICATION,//  do nothing. 
Zookeeper,WITHOUT_CLASSIFICATION,//  add the last logfile that is less than the zxid 
Zookeeper,WITHOUT_CLASSIFICATION,/*  If we've already failed one of the ops don't bother                     * trying the rest as we know it's going to fail and it                     * would be confusing in the logfiles.                      */
Zookeeper,WITHOUT_CLASSIFICATION,//  waiting for child watchers to be notified 
Zookeeper,WITHOUT_CLASSIFICATION,//  ensure server started give enough time so that new leader election 
Zookeeper,WITHOUT_CLASSIFICATION,/*          * Proposed leader          */
Zookeeper,WITHOUT_CLASSIFICATION,//  snapshot files in snap dir 
Zookeeper,WITHOUT_CLASSIFICATION,//  If session has not been validated there must be NO watches 
Zookeeper,WITHOUT_CLASSIFICATION,//  NO-OP. Adding a packet will already wake up a netty connection   so we don't need to add a dummy packet to the queue to trigger   a wake-up. 
Zookeeper,WITHOUT_CLASSIFICATION,//  expected behavior 
Zookeeper,WITHOUT_CLASSIFICATION,//  this addr won't even be used since we fake the Socket.connect 
Zookeeper,WITHOUT_CLASSIFICATION,//  protocolVersion 
Zookeeper,WITHOUT_CLASSIFICATION,//  Second address doesn't work so we don't call onConnected() this time   StaticHostProvider should try to re-resolve the address in this case
Zookeeper,WITHOUT_CLASSIFICATION,/*              * Loop in which we exchange notifications until we find a leader              */
Zookeeper,WITHOUT_CLASSIFICATION,//  skip superhammer and clientcleanup as they are too expensive for quorum 
Zookeeper,WITHOUT_CLASSIFICATION,// avoid using literal IP address when security check fails 
Zookeeper,WITHOUT_CLASSIFICATION,/*      * (non-Javadoc)     *      * @see     * org.apache.zookeeper.inspector.gui.nodeviewer.ZooInspectorNodeViewer#     * nodeSelectionChanged(java.util.Set)      */
Zookeeper,WITHOUT_CLASSIFICATION,/*      * Pending sync requests      */
Zookeeper,WITHOUT_CLASSIFICATION,//  separate patch. 
Zookeeper,WITHOUT_CLASSIFICATION,// Updating version solves conflict -- order matters 
Zookeeper,WITHOUT_CLASSIFICATION,//  Creates principals in the KDC and adds them to a keytab file. 
Zookeeper,WITHOUT_CLASSIFICATION,//  If the client is asking to close the session then   mark as closing 
Zookeeper,WITHOUT_CLASSIFICATION,//  verify ClientCnxnSocketNetty creation 
Zookeeper,WITHOUT_CLASSIFICATION,//  After leader election lastProcessedZxid will point to new epoch 
Zookeeper,WITHOUT_CLASSIFICATION,//  prepare for next test 
Zookeeper,WITHOUT_CLASSIFICATION,//  small chance that an unexpected message was delivered    after this check but we would catch that next time    we check events 
Zookeeper,WITHOUT_CLASSIFICATION,//  Make delete fo fail then verify cversion.   this doesn't happen anymore we only set the cversion on create   LOG.info("Attempting to delete " + "/test/" + (count + 1));   doOp(logFile OpCode.delete "/test/" + (count + 1) dt zk); 
Zookeeper,WITHOUT_CLASSIFICATION,//  Get default cipher suites from JDK 
Zookeeper,WITHOUT_CLASSIFICATION,//  not necessary to repeat this expensive and not chroot related
Zookeeper,WITHOUT_CLASSIFICATION,//  inject problem in leader 
Zookeeper,WITHOUT_CLASSIFICATION,//  During startup of thread thread name will be overridden to 
Zookeeper,WITHOUT_CLASSIFICATION,/*      * Make sure to pass an explicit Watcher because we could be sharing this     * zooKeeper instance with someone else.      */
Zookeeper,WITHOUT_CLASSIFICATION,//  make sure tostring works in both cases 
Zookeeper,WITHOUT_CLASSIFICATION,//  Deleting child using chRoot client. 
Zookeeper,WITHOUT_CLASSIFICATION,/*      * Tests that a conditional reconfig fails if the specified version doesn't correspond     * to the version of the current config.      */
Zookeeper,WITHOUT_CLASSIFICATION,/*          * ZOOKEEPER-1324. the leader sends the new config it must complete         *  to others inside a NEWLEADER message (see LearnerHandler where         *  the NEWLEADER message is constructed) and once it has enough         *  acks we must execute the following code so that it applies the         *  config to itself.          */
Zookeeper,WITHOUT_CLASSIFICATION,//  close connection 
Zookeeper,WITHOUT_CLASSIFICATION,/*      * (non-Javadoc)     *      * @see     * org.apache.zookeeper.inspector.manager.NodeListener#processEvent(java     * .lang.String java.lang.String java.util.Map)      */
Zookeeper,WITHOUT_CLASSIFICATION,/*                  * Processing committedRequests: check and see if the commit                 * came in for the pending request. We can only commit a                 * request when there is no other request being processed.                  */
Zookeeper,WITHOUT_CLASSIFICATION,//  accounted for 
Zookeeper,WITHOUT_CLASSIFICATION,//  ignore this one 
Zookeeper,WITHOUT_CLASSIFICATION,//  Zookeeper client: get username and password from JAAS conf (only used if using DIGEST-MD5). 
Zookeeper,WITHOUT_CLASSIFICATION,//  Packet of death! 
Zookeeper,WITHOUT_CLASSIFICATION,//  these tests are serial we can speed up InterruptedException 
Zookeeper,WITHOUT_CLASSIFICATION,//  Add multiple child watches 
Zookeeper,WITHOUT_CLASSIFICATION,//  ..but still in progress because there is a final SASL   message from server which must be received. 
Zookeeper,WITHOUT_CLASSIFICATION,//  watch for everyone to die 
Zookeeper,WITHOUT_CLASSIFICATION,// close the socket to make sure the  other side can see it being close 
Zookeeper,WITHOUT_CLASSIFICATION,//  Test that when we ask for recent snaps we get the number we asked for and 
Zookeeper,WITHOUT_CLASSIFICATION,//  from local session 
Zookeeper,WITHOUT_CLASSIFICATION,//  Unique identifier for each znode that we create. 
Zookeeper,WITHOUT_CLASSIFICATION,//  Follower is within commitLog range 
Zookeeper,WITHOUT_CLASSIFICATION,//  Strip off the surrounding quotes 
Zookeeper,WITHOUT_CLASSIFICATION,//  Global sessions handled on the leader; this call is a no-op if   not tracked as a local session so safe to call in both cases. 
Zookeeper,WITHOUT_CLASSIFICATION,//  were able to talk to the ensemble 
Zookeeper,WITHOUT_CLASSIFICATION,//  now lets kill the leader 
Zookeeper,WITHOUT_CLASSIFICATION,//  ignore duplicate create 
Zookeeper,WITHOUT_CLASSIFICATION,//  Since for each snapshot we have a log file with same zxid expect same # logs as snaps to be kept 
Zookeeper,WITHOUT_CLASSIFICATION,//  should never be null but just to make   findbugs happy 
Zookeeper,WITHOUT_CLASSIFICATION,/*                      * When we call put later if the directBuffer is to                     * small to hold everything nothing will be copied                     * so we've got to slice the buffer if it's too big.                      */
Zookeeper,WITHOUT_CLASSIFICATION,//  Stop selecting this key while processing on its   connection 
Zookeeper,WITHOUT_CLASSIFICATION,//  and restart leader election if config changed. 
Zookeeper,WITHOUT_CLASSIFICATION,//  send out the kill signal 
Zookeeper,WITHOUT_CLASSIFICATION,//  Propose /foo1 update 
Zookeeper,WITHOUT_CLASSIFICATION,//  min is higher   max is lower 
Zookeeper,WITHOUT_CLASSIFICATION,//  3. SendThread has not created the authenticating object yet 
Zookeeper,WITHOUT_CLASSIFICATION,//  than 3. 
Zookeeper,WITHOUT_CLASSIFICATION,//  Command line args non-null.  Run what was passed. 
Zookeeper,WITHOUT_CLASSIFICATION,//  First filter out votes from unheard-from machines. Then   make the views consistent. Sometimes peers will have 
Zookeeper,WITHOUT_CLASSIFICATION,//  Make sure the vote is reset to -1 after shutdown. 
Zookeeper,WITHOUT_CLASSIFICATION,//  we run through 100 snapshots (not all of them)   if we cannot get it running within 100 snapshots   we should  give up 
Zookeeper,WITHOUT_CLASSIFICATION,//  Verify the data in the first transaction 
Zookeeper,WITHOUT_CLASSIFICATION,//  In the DIFF case we don't need to do a snapshot because the transactions will sync on top of any existing snapshot   For SNAP and TRUNC the snapshot is needed to save that history 
Zookeeper,WITHOUT_CLASSIFICATION,//  this will cause everything to shutdown on   this learner handler and will help notify   the learner/observer instantaneously
Zookeeper,WITHOUT_CLASSIFICATION,//  there is only server in the quorum -- run as standalone 
Zookeeper,WITHOUT_CLASSIFICATION,//  Don't log an error for shutdown.
Zookeeper,WITHOUT_CLASSIFICATION,//  assuming that a version uniquely identifies a configuration so if   version is the same nothing to do here. 
Zookeeper,WITHOUT_CLASSIFICATION,//  third party customized getAppConfigurationEntry could throw IllegalArgumentException when JAAS   configuration isn't set. We can reevaluate whether to catch RuntimeException instead when more    different types of RuntimeException found 
Zookeeper,WITHOUT_CLASSIFICATION,//  Number of machines stayed the same my server is not in the new 
Zookeeper,WITHOUT_CLASSIFICATION,//  skip the proposals the peer already has 
Zookeeper,WITHOUT_CLASSIFICATION,//  for Learner): 
Zookeeper,WITHOUT_CLASSIFICATION,//  Wait for request completion infinitely 
Zookeeper,WITHOUT_CLASSIFICATION,//  Id 
Zookeeper,WITHOUT_CLASSIFICATION,//  see ZOOKEEPER-3320 for more details 
Zookeeper,WITHOUT_CLASSIFICATION,// no candidate acked p return the best candidate found so far 
Zookeeper,WITHOUT_CLASSIFICATION,//  "Connection reset by peer" 
Zookeeper,WITHOUT_CLASSIFICATION,//  convert from a server path to a client path 
Zookeeper,WITHOUT_CLASSIFICATION,//  The first time we are configured it is just to tell   us which machine we are 
Zookeeper,WITHOUT_CLASSIFICATION,//  parts[i] == "host:leaderPort:leaderElectionPort;clientPort" 
Zookeeper,WITHOUT_CLASSIFICATION,//  does not send anything back when it is done. 
Zookeeper,WITHOUT_CLASSIFICATION,//  Convert windows path to UNIX to avoid problems with "\" 
Zookeeper,WITHOUT_CLASSIFICATION,//  reconfigMode = false (next shouldn't return null). 
Zookeeper,WITHOUT_CLASSIFICATION,//  closing so this is expected 
Zookeeper,WITHOUT_CLASSIFICATION,//  Watch status of ZooKeeper server. It will do a graceful shutdown 
Zookeeper,WITHOUT_CLASSIFICATION,//  lets start servers 2 3 4 with the new config 
Zookeeper,WITHOUT_CLASSIFICATION,//  remove hosts number 6 and 7 (the currently last two in the list) 
Zookeeper,WITHOUT_CLASSIFICATION,/*      * This is a simple test - try to connect two clients to a server     * accepting a maximum of one connection from each address. Check that     * only one is accepted. Close that connection and check that the other     * eventually connects.     *     * There is a possibility of a false positive here as when zk2 is tested     * for having connected it might not have been given enough time and finish     * connecting after the test is done. Since the     * server doesn't tell the client why it hasn't connected there's no     * obvious way to detect the difference.      */
Zookeeper,WITHOUT_CLASSIFICATION,/*      * (non-Javadoc)     *     * @see org.apache.zookeeper.server.ServerCnxnIface#getSessionTimeout()      */
Zookeeper,WITHOUT_CLASSIFICATION,//  Only the root path can end in a / so strip it off every other prefix 
Zookeeper,WITHOUT_CLASSIFICATION,//  this server wasn't around during the configuration change   we should check that it is able to connect finds out   about the change and becomes an observer. 
Zookeeper,WITHOUT_CLASSIFICATION,//  At this point there might still be new packets appended to outgoingQueue. 
Zookeeper,WITHOUT_CLASSIFICATION,/*              * We no longer process NEWLEADER ack with this method. However             * the learner sends an ack back to the leader after it gets             * UPTODATE so we just ignore the message.              */
Zookeeper,WITHOUT_CLASSIFICATION,/*         * I'm done so joining.         */
Zookeeper,WITHOUT_CLASSIFICATION,//  Disable receiving data for all open connections ... 
Zookeeper,WITHOUT_CLASSIFICATION,//  important for x-DC scenarios. 
Zookeeper,WITHOUT_CLASSIFICATION,//  now make environment for client hang 
Zookeeper,WITHOUT_CLASSIFICATION,//  servers from the old list that appear in the new list 
Zookeeper,WITHOUT_CLASSIFICATION,//  simulate log file 
Zookeeper,WITHOUT_CLASSIFICATION,//  Zxids should always be in order for write requests 
Zookeeper,WITHOUT_CLASSIFICATION,//  indicates that a reconfig just committed 
Zookeeper,WITHOUT_CLASSIFICATION,//  Start up a new instance 
Zookeeper,WITHOUT_CLASSIFICATION,//  Check that all clients connect properly 
Zookeeper,WITHOUT_CLASSIFICATION,//  If preAllocSize is positive and we are within 4KB of the known end of the file calculate a new file size 
Zookeeper,WITHOUT_CLASSIFICATION,//  determine client principal from subject. 
Zookeeper,WITHOUT_CLASSIFICATION,//  superuser: use Java system property for password if available. 
Zookeeper,WITHOUT_CLASSIFICATION,//  'B' 
Zookeeper,WITHOUT_CLASSIFICATION,//  consider as error
Zookeeper,WITHOUT_CLASSIFICATION,// good wanted to see that let's make sure we ran out of time 
Zookeeper,WITHOUT_CLASSIFICATION,//  create transactions to create the snapshot with create/delete pattern 
Zookeeper,WITHOUT_CLASSIFICATION,//  Construct a ConcurrentHashSet using a ConcurrentHashMap 
Zookeeper,WITHOUT_CLASSIFICATION,// 	    t3.start(); 
Zookeeper,WITHOUT_CLASSIFICATION,//  Should not happen because we check for IPv6 address above 
Zookeeper,WITHOUT_CLASSIFICATION,// Let's make sure that we hit the code that ran the real assertion above 
Zookeeper,WITHOUT_CLASSIFICATION,//  together like in testNextGoesRound() 
Zookeeper,WITHOUT_CLASSIFICATION,//  The synchronized block here is for two purpose:   1. synchronize with the final cleanup() in SendThread.run() to avoid race   2. synchronized against each packet. So if a closeSession packet is added 
Zookeeper,WITHOUT_CLASSIFICATION,//   "modprinc -maxlife 3mins <principal>" in kadmin. 
Zookeeper,WITHOUT_CLASSIFICATION,//  got results 
Zookeeper,WITHOUT_CLASSIFICATION,//  verify super with correct pass success 
Zookeeper,WITHOUT_CLASSIFICATION,//  cool this is what we want 
Zookeeper,WITHOUT_CLASSIFICATION,//  continuation 
Zookeeper,WITHOUT_CLASSIFICATION,//  Node 1 must be started first before quorum is formed to trigger the attempted invalid connection to 3 
Zookeeper,WITHOUT_CLASSIFICATION,//  Initialize with null vote 
Zookeeper,WITHOUT_CLASSIFICATION,//  Send back the ping with our session data 
Zookeeper,WITHOUT_CLASSIFICATION,//  We send DIFF to (60) and forward any packet starting at (41) 
Zookeeper,WITHOUT_CLASSIFICATION,/*      * ZOOKEEPER-2201 - OutputArchive.writeRecord can block for long periods of     * time we must call it outside of the node lock.     * We call tree.serialize which calls our modified writeRecord method that     * blocks until it can verify that a separate thread can lock the DataNode     * currently being written i.e. that DataTree.serializeNode does not hold     * the DataNode lock while calling OutputArchive.writeRecord.      */
Zookeeper,WITHOUT_CLASSIFICATION,//  check to see if this user is in the user password database. 
Zookeeper,WITHOUT_CLASSIFICATION,//  during the tests we run with 100K prealloc in the logs.   on windows systems prealloc of 64M was seen to take ~15seconds   resulting in test Assert.failure (client timeout on first session).   set env and directly in order to handle static init/gc issues 
Zookeeper,WITHOUT_CLASSIFICATION,//  start two servers to form a quorum; client should detect this and 
Zookeeper,WITHOUT_CLASSIFICATION,//  we don't have an option specified.   just delete whole quota node 
Zookeeper,WITHOUT_CLASSIFICATION,/*          * We return true if one of the following three cases hold:         * 1- New epoch is higher         * 2- New epoch is the same as current epoch but new zxid is higher         * 3- New epoch is the same as current epoch new zxid is the same         *  as current zxid but server id is higher.          */
Zookeeper,WITHOUT_CLASSIFICATION,// need to get the PID number of the process first 
Zookeeper,WITHOUT_CLASSIFICATION,//  Propose an update 
Zookeeper,WITHOUT_CLASSIFICATION,// Delete the leaves first and eventually get rid of the root  Delete all versions of the node with -1. 
Zookeeper,WITHOUT_CLASSIFICATION,//  child channels options 
Zookeeper,WITHOUT_CLASSIFICATION,//  ok lets find the leader and kill everything else we have a few 
Zookeeper,WITHOUT_CLASSIFICATION,//  Prior to ZOOKEEPER-2249 attempting to pad in association with the second transaction will corrupt the first 
Zookeeper,WITHOUT_CLASSIFICATION,//  ensure no late arrivals 
Zookeeper,WITHOUT_CLASSIFICATION,//  count down to avoid infinite blocking call due to this latch if   any. 
Zookeeper,WITHOUT_CLASSIFICATION,//  ignoring the interrupt 
