projectname,classification,commenttext
Maven,SATD,/*          * NOTE: This is primarily to keep backward-compat with Maven 2.x which did not validate that dependencies are         * unique within a single POM. Upon multiple declarations 2.x just kept the last one but retained the order of         * the first occurrence. So when we're in lenient/compat mode we have to deal with such broken POMs and mimic         * the way 2.x works. When we're in strict mode the removal of duplicates just saves other merging steps from         * aftereffects and bogus error messages.          */
Maven,SATD,//  TODO Validate for < 0? 
Maven,SATD,/*          * MNG-4312: We neither have reserved all of the above magic expressions nor is their set fixed/well-known (it         * gets occasionally extended by newer Maven versions). This imposes the risk for existing plugins to         * unintentionally use such a magic expression for an ordinary system property. So here we check whether we         * ended up with a magic value that is not compatible with the type of the configured mojo parameter (a string         * could still be converted by the configurator so we leave those alone). If so back off to evaluating the         * expression from properties only.          */
Maven,SATD,//    This is not ideal but there are events specifically for configuration from the CLI which I don't   believe are really valid but there are ITs which assert the right events are published so this   needs to be supported so the EventSpyDispatcher needs to be put in the CliRequest so that   it can be accessed by configuration processors. 
Maven,SATD,//  TODO could we use a map? Maybe if the parent did that for components too as this is too vulnerable to 
Maven,SATD,//  TODO current policy is to retain the original version - is this correct do we need strategies or is that handled elsewhere? 
Maven,SATD,//  TODO The configuration for the lifecycle needs to be externalized so that I can use the annotations properly for the   wiring and reference and external source for the lifecycle configuration. 
Maven,SATD,//  TODO a similar test should be created to test the dependency management (basically all usages   of DefaultModelBuilder.getCache() are affected by MNG-6530 
Maven,SATD,//  TODO shouldn't the versions be merged across relocations? 
Maven,SATD,//  TODO this should not need to be handed off... 
Maven,SATD,//  note this will not be hit for Maven 1.x project.xml as it is an incompatible schema 
Maven,SATD,//  TODO push all common bits back to plexus cli and prepare for transition to Guice. We don't need 50 ways to make CLIs 
Maven,SATD,//  ------------------------------------------------------------------------   Metadata Resolution Exceptions: ArtifactResolutionExceptions   ------------------------------------------------------------------------ 
Maven,SATD,// TODO why is this using the context 
Maven,SATD,//  TODO !![jc; 28-jul-2005] check this; if we're using '-r' and there are aggregator tasks this will result in weirdness. 
Maven,SATD,//  Validate versions aren't inherited when using parent ranges the same way as when read externally. 
Maven,SATD,//  TODO need to externalize CliRequest 
Maven,SATD,//    We should get a whole slew of dependencies resolving this artifact transitively 
Maven,SATD,//  NOTE: We SHOULD NOT be inheriting status since this is an assessment of the POM quality.   NOTE: We SHOULD NOT be inheriting relocation since this relates to a single POM 
Maven,SATD,//  TODO could be more efficient by sorting the list and then moving along the restrictions in order? 
Maven,SATD,//  set the recommended version   TODO maybe its better to just pass the range through to retrieval and use a   transformation? 
Maven,SATD,//    There are too many ConfigurationProcessors so we don't know which one to run so report the error.   
Maven,SATD,//  1.any < 1.1 ? 
Maven,SATD,/*  * Exception that occurs when an artifact file is used but has not been resolved. * * @author <a href="mailto:brett@apache.org">Brett Porter</a> * TODO it may be better for artifact.getFile() to throw it - perhaps it is a runtime exception?  */
Maven,SATD,//  TODO log message or throw exception? 
Maven,SATD,/*      * NOTE: This exists merely for backward-compat with legacy-style lifecycle definitions and allows configuration     * injection to work instead of failing.      */
Maven,SATD,//  This class needs to stick around because it was exposed the the remote resources plugin started using it instead of   getting the repositories from the project. 
Maven,SATD,//  Maven 2.x quirk: an artifact always points at the local repo regardless whether resolved or not 
Maven,SATD,//  TODO Optimize; or maybe just rewrite the whole way aggregating mojos are being run. 
Maven,SATD,/*              * NOTE: getId() was added in 3.x and is as such not implemented by plugins compiled against 2.x APIs.              */
Maven,SATD,//  TODO don't catch exception 
Maven,SATD,//  TODO use settings? 
Maven,SATD,/*      * TODO: Whether duplicates should be removed looks like an option for the generated merger.      */
Maven,SATD,// TODO These two tests display a lack of symmetry with respect to the input which is a free form string and the        mojo descriptor which comes back. All the free form parsing needs to be done somewhere else this is        really the function of the CLI and then the pre-processing of that output still needs to be fed into        a hinting process which helps flesh out the full specification of the plugin. The plugin manager should        only deal in concrete terms -- all version finding mumbo jumbo is a customization to base functionality        the plugin manager provides. 
Maven,SATD,// TODO this will be the basis of the customizable lifecycle execution so need to figure this out quickly. 
Maven,SATD,//  TODO Use the following two instead of manageArtifact   TODO Remove ResolutionListenerDM interface 
Maven,SATD,//  We have collected all the problems so let's mimic the way the old code worked and just blow up right here.   That's right lets just let it rip right here and send a big incomprehensible blob of text at unsuspecting   users. Bad dog!
Maven,SATD,//  note: see MNG-3454. This causes a problem but fixing it may break more.
Maven,SATD,//  FIXME: This is hacky. What if module directory doesn't match artifactid and parent   is coming from the repository?? 
Maven,SATD,//  NOTE: DuplicateArtifactAttachmentException is currently unchecked so be careful removing this try/catch!   This is necessary to avoid creating compatibility problems for existing plugins that use   MavenProjectHelper.attachArtifact(..). 
Maven,SATD,/*  * Describes a version transformation during artifact resolution. * * @author <a href="mailto:brett@apache.org">Brett Porter</a> * TODO try and refactor to remove abstract main.methods - not particular happy about current design  */
Maven,SATD,/*      * @return the required dependencies in a specified scope     * TODO the name is not intelligible      */
Maven,SATD,//  TODO shouldn't need to double up on this work only done for simplicity of handling   recommended 
Maven,SATD,//    Trying to give loggers back is a bad idea. Ceki said so :-)   notice to self: what was this method supposed to do?   
Maven,SATD,//  TODO Kristian wonders if this class really is necessary and if it overlaps other concepts. 
Maven,SATD,//  TODO might be better to have source.retrieve() throw a specific exception for this   situation 
Maven,SATD,//  This is really a wagon TransferFailedException so something went wrong after we successfully   retrieved the metadata. 
Maven,SATD,/*  * Filter to exclude from a list of artifact patterns. * * @author <a href="mailto:brett@apache.org">Brett Porter</a> * TODO I think this is equiv. to exclusion set filter in maven-core  */
Maven,SATD,//  TODO this is only to provide a project for plugins that don't need a project to execute but need some   of the values from a MavenProject. Ideally this should be something internal and nothing outside Maven 
Maven,SATD,//  TODO why MVN adds dot /./ in paths??? 
Maven,SATD,//  TODO introducing a space here...not sure what else to do but collapse whitespace 
Maven,SATD,//  igorf: Way too many declared exceptions!
Maven,SATD,/*  * Describes repository directory metadata. * * @author <a href="mailto:brett@apache.org">Brett Porter</a> * TODO not happy about the store method - they use "this"  */
Maven,SATD,//  TODO We currently cannot tell which <dependencyManagement> section contained the management        information. When the resolver provides this information these log messages should be updated        to contain it. 
Maven,SATD,//  TODO Hack to make the cycle detection the same for the new graph builder 
Maven,SATD,//  TODO the antrun plugin has its own configurator the only plugin that does. might need to think about how that works   TODO remove the coreArtifactFilterManager 
Maven,SATD,//    TODO jvz Why isn't all this checking the job of the duty of the workspace resolver we know that we   have a model that is suitable yet more checks are done here and the one for the version is problematic   before because with parents as ranges it will never work in this scenario.   
Maven,SATD,/*      * TODO: The order of the merged list could be controlled by an attribute in the model association: target-first     * source-first dominant-first recessive-first      */
Maven,SATD,//  TODO add better exception 
Maven,SATD,//  TODO let the scope handler deal with this 
Maven,SATD,//  artifact or not. things like the stupid dummy artifact coming from surefire.
Maven,SATD,//  this is just silly lookupList should return an empty list! 
Maven,SATD,//  TODO This needs to be colorized 
Maven,SATD,/*      * TODO: Whether the merge continues recursively into an existing node or not could be an option for the generated     * merger      */
Maven,SATD,/*  * Specific problems during resolution that we want to account for: * <ul> *   <li>missing metadata</li> *   <li>version range violations</li> *   <li>version circular dependencies</li> *   <li>missing artifacts</li> *   <li>network/transfer errors</li> *   <li>file system errors: permissions</li> * </ul> * * @author Jason van Zyl * TODO carlos: all these possible has*Exceptions and get*Exceptions main.methods make the clients too *       complex requiring a long list of checks need to create a parent/interface/encapsulation *       for the types of exceptions  */
Maven,SATD,/*      * TODO this needs to accept a {@link OverConstrainedVersionException} as returned by     *       {@link #getVersionRangeViolation(int)} but it's not used like that in     *       {@link org.apache.maven.repository.legacy.resolver.DefaultLegacyArtifactCollector}      */
Maven,SATD,//  MAVENAPI FIXME: the DAG used is NOT only used to represent the dependency relation   but also for <parent> <build><plugin> <reports>. We need multiple DAG's   since a DAG can only handle 1 type of relationship properly.   Usecase:  This is detected as a cycle:   org.apache.maven:maven-plugin-api                -(PARENT)->   org.apache.maven:maven                           -(inherited REPORTING)->   org.apache.maven.plugins:maven-checkstyle-plugin -(DEPENDENCY)->   org.apache.maven:maven-plugin-api   In this case both the verify and the report goals are called   in a different lifecycle. Though the compiler-plugin has a valid usecase although   that seems to work fine. We need to take versions and lifecycle into account. 
Maven,SATD,//  Don't want the artifact's version in here as this is stored in the directory above that 
Maven,SATD,/*  * Use a regular expression search to find and resolve expressions within the POM. * * @author jdcasey Created on Feb 3 2005 * TODO Consolidate this logic with the PluginParameterExpressionEvaluator minus deprecations/bans.  */
Maven,SATD,//  FIXME: Filter out the inherited == false stuff! 
Maven,SATD,/*      * TODO pluginDescriptor classRealm and artifacts are set as a side effect of this     *      call which is not nice.     * @throws PluginResolutionException      */
Maven,SATD,//  We need to set the file here or the resolver will fail with an NPE not fully equipped to deal   with multiple local repository implementations yet. 
Maven,SATD,//  TODO if it was null we really need to go find them now... or is this taken care of by the ordering? 
Maven,SATD,//  This won't be valid but it constructs something easy to read in the error message 
Maven,SATD,//  TODO This should eventually be migrated to DefaultPathTranslator. 
Maven,SATD,/*                      * NOTE: Other configurators like the map-oriented one don't call into the listener so do it the                     * hard way.                      */
Maven,SATD,/*  * Wraps an active project instance to be able to receive updates from its artifact without affecting the original * attributes of this artifact. * * @author <a href="mailto:brett@apache.org">Brett Porter</a> * TODO I think this exposes a design flaw in that the immutable and mutable parts of an artifact are in one class and * should be split. ie scope file etc depend on the context of use whereas everything else is immutable.  */
Maven,SATD,//  Some better conventions for the test poms needs to be created and each of these tests   that represent a verification of a specification item needs to be a couple lines at most.   The expressions help a lot but we need a clean to pick up a directory of POMs automatically load   them into a resolver create the expression to extract the data to validate the Model and the URI   to validate the properties. We also need a way to navigate from the Tex specification documents to 
Maven,SATD,//  TODO classpath check doesn't belong here - that's the other method 
Maven,SATD,//  TODO Not entirely the same message 
Maven,SATD,//  TODO this could be a lot nicer... should really be in the snapshot transformation? 
Maven,SATD,//  TODO should this be part of mediation? 
Maven,SATD,//  FIXME: somehow report to the user   that there are too many '..' elements.   For now ignore the extra '..'. 
Maven,SATD,/*              * MNG-4900: Hack to workaround deficiency of legacy API which makes it impossible for plugins to access the             * global profile manager which is required to build a POM like a CLI invocation does. Failure to consider             * the activated profiles can cause repo declarations to be lost which in turn will result in artifact             * resolution failures in particular when using the enhanced local repo which guards access to local files             * based on the configured remote repos.              */
Maven,SATD,//  TODO without # this could just be an evaluate call... 
Maven,SATD,//    Builder concurrency and parallelism     We preserve the existing main.methods for builder selection which is to look for various inputs in the threading   configuration. We don't have an easy way to allow a pluggable builder to provide its own configuration   parameters but this is sufficient for now. Ultimately we want components like Builders to provide a way to   extend the command line to accept its own configuration parameters.
Maven,SATD,//  TODO ick. this forces the OCE that should have come from the previous call. It is still 
Maven,SATD,// Maybe it's better to move some of those main.methods to separate class (SoC).
Maven,SATD,//  TODO Not sure how best to set these for this implementation... 
Maven,SATD,/*          * NOTE: This should be considered a quirk to support interop with Maven's legacy ArtifactDeployer which         * processes one artifact at a time and hence cannot associate the artifacts from the same project to use the         * same version index. Allowing the caller to pass in metadata from a previous deployment allows to re-establish         * the association between the artifacts of the same project.          */
Maven,SATD,//  TODO shouldn't need a file intermediatary - improve wagon to take a stream 
Maven,SATD,//  TODO should we deprecate? 
Maven,SATD,//  shouldn't it be java-sources given the classifier?   shouldn't it be false given the classifier? 
Maven,SATD,//  validation error continue project building and delay failing to help IDEs   result.getProblems().addAll(e.getProblems()) ? 
Maven,SATD,/*  * The bean containing the Mojo descriptor.<br> * For more information about the usage tag have a look to: * <a href="https://maven.apache.org/developers/mojo-api-specification.html"> * https://maven.apache.org/developers/mojo-api-specification.html</a> * * TODO is there a need for the delegation of MavenMojoDescriptor to this? * Why not just extend ComponentDescriptor here?  */
Maven,SATD,//  TODO add better exception that can detail the two conflicting artifacts 
Maven,SATD,//  TODO Remove this! 
Maven,SATD,//  TODO also do this logging for other metadata? 
Maven,SATD,/*          * NOTE: From Artifact.hasClassifier() an empty string and a null both denote "no classifier". However some         * plugins only check for null so be sure to nullify an empty classifier.          */
Maven,SATD,//  TODO not sure that it should assume this maybe the calls to addMetadata should pre-merge then artifact   replaces? 
Maven,SATD,//  Why are we just ignoring this exception? Are exceptions are being used for flow control 
Maven,SATD,//  TODO This is too early for build extensions so maybe just remove it? 
Maven,SATD,/*          * The workspace/reactor is in flux so we better not assume definitive information for any of its         * artifacts/projects.          */
Maven,SATD,//  blech! this isn't even intelligible as a method name. provided for   consistency... 
Maven,SATD,/*  * Pseudo test to generate documentation fragment about supported CLI options. TODO such documentation generation code * should not be necessary as unit test but should be run during site generation (Velocity? Doxia macro?)  */
Maven,SATD,//  TODO throw something instead? 
Maven,WITHOUT_CLASSIFICATION,//  will be reported via storeInlocalRepository 
Maven,WITHOUT_CLASSIFICATION,//         {              message.append( "There was 1 validation error: " );          }          else          {              message.append( "There was " + messages.size() + " validation errors: " + NEWLINE );          }   
Maven,WITHOUT_CLASSIFICATION,//  then relative path calculation will fail during build from disk but success when calculated from repo
Maven,WITHOUT_CLASSIFICATION,//  workspace 
Maven,WITHOUT_CLASSIFICATION,//  NOTE: Enforce recursive merge to trigger merging/inheritance logic for executions
Maven,WITHOUT_CLASSIFICATION,/*  (non-Javadoc)    * @see org.apache.maven.profiles.ProfileManager#explicitlyDeactivate(java.lang.String)     */
Maven,WITHOUT_CLASSIFICATION,//  Sun/Oracle advises to empty the char array 
Maven,WITHOUT_CLASSIFICATION,//  ----------------------------------------------------------------------   Requirements   ---------------------------------------------------------------------- 
Maven,WITHOUT_CLASSIFICATION,//  Arch 
Maven,WITHOUT_CLASSIFICATION,//  Comments 
Maven,WITHOUT_CLASSIFICATION,//  constants -------------------------------------------------------------- 
Maven,WITHOUT_CLASSIFICATION,//  noop 
Maven,WITHOUT_CLASSIFICATION,//  USED BY REMOTE RESOURCES PLUGIN 
Maven,WITHOUT_CLASSIFICATION,//  meta-versions are not valid <version/> values...don't write them.
Maven,WITHOUT_CLASSIFICATION,//  Post 
Maven,WITHOUT_CLASSIFICATION,//  MNG-3769: the [probably relocated] artifact is excluded.   We could process exclusions on relocated artifact details in the   MavenMetadataSource.createArtifacts(..) step BUT that would   require resolving the POM from the repository very early on in   the build.
Maven,WITHOUT_CLASSIFICATION,//  UpdatePolicy 
Maven,WITHOUT_CLASSIFICATION,//  disown the parent 
Maven,WITHOUT_CLASSIFICATION,//  ------------------------------------------------------------------------   ErrorArtifactExceptions: ArtifactResolutionExceptions   ------------------------------------------------------------------------
Maven,WITHOUT_CLASSIFICATION,//  @Configuration(source="org/apache/maven/lifecycle/lifecycles.xml") 
Maven,WITHOUT_CLASSIFICATION,//  phase 1 
Maven,WITHOUT_CLASSIFICATION,//  Was not an expression
Maven,WITHOUT_CLASSIFICATION,//  Includes 
Maven,WITHOUT_CLASSIFICATION,//    The plugin has a custom component configurator but does not have a custom mojo execution configurator   so fall back to the default mojo execution configurator.   
Maven,WITHOUT_CLASSIFICATION,//  We need to take in multiple lifecycles
Maven,WITHOUT_CLASSIFICATION,/*  MNG-3938  */
Maven,WITHOUT_CLASSIFICATION,//  v1-->v2 
Maven,WITHOUT_CLASSIFICATION,// [01] clean:clean  [02] resources:resources  [03] compiler:compile  [04] it:generate-metadata  [05] resources:testResources  [06] compiler:testCompile  [07] it:generate-test-metadata  [08] surefire:test  [09] jar:jar  [10] install:install   
Maven,WITHOUT_CLASSIFICATION,//    Acceptable versions for continuous delivery     changelist   revision   sha1   
Maven,WITHOUT_CLASSIFICATION,//  BASE64Encoder b64 = new BASE64Encoder(); 
Maven,WITHOUT_CLASSIFICATION,//  We want to eliminate any relative path nonsense and lock down the path so we   need to fully resolve it before any sub-modules use the path. This can happen   when you are using a custom settings.xml that contains a relative path entry   for the local repository setting. 
Maven,WITHOUT_CLASSIFICATION,//    We enter the session scope right after the MavenSession creation and before any of the   AbstractLifecycleParticipant lookups   so that @SessionScoped components can be @Injected into AbstractLifecycleParticipants.   
Maven,WITHOUT_CLASSIFICATION,/*              * MNG-2277 the check below compensates for our bad plugin support where we ended up with aggregator             * plugins that require dependency resolution although they usually run in phases of the build where project             * artifacts haven't been assembled yet. The prime example of this is "mvn release:prepare".              */
Maven,WITHOUT_CLASSIFICATION,//  exact matches win first 
Maven,WITHOUT_CLASSIFICATION,//  -------------------------------------------------------------------------------------   Alright here's the justification for all the regexp wizardry below...     Continuum and other server-like apps may need to locate the user-level and   global-level settings somewhere other than ${user.home} and ${maven.home}   respectively. Using a simple replacement of these patterns will allow them   to specify the absolute path to these files in a customized components.xml   file. Ideally we'd do full pattern-evaluation against the sysprops but this   is a first step. There are several replacements below in order to normalize   the path character before we operate on the string as a regex input and   in order to avoid surprises with the File construction...   ------------------------------------------------------------------------------------- 
Maven,WITHOUT_CLASSIFICATION,//  for the special case of a drive-relative Windows path make sure it's absolute to save plugins from trouble 
Maven,WITHOUT_CLASSIFICATION,//  Path Utils 
Maven,WITHOUT_CLASSIFICATION,//  TODO figure out how to use the same PluginDescriptor when running mojos
Maven,WITHOUT_CLASSIFICATION,//  ----------------------------------------------------------------------   Reactor Failure Mode   ---------------------------------------------------------------------- 
Maven,WITHOUT_CLASSIFICATION,//  populate the configuration section 
Maven,WITHOUT_CLASSIFICATION,//  this should never happen since we checked all possible error sources before but better be sure 
Maven,WITHOUT_CLASSIFICATION,//  Keep this class in sync with org.apache.maven.plugin.internal.DefaultPluginDependenciesResolver.GraphLogger 
Maven,WITHOUT_CLASSIFICATION,//  -------< groupId:artifactId >------- 
Maven,WITHOUT_CLASSIFICATION,/* MNG-3900 */
Maven,WITHOUT_CLASSIFICATION,//  Contributor 
Maven,WITHOUT_CLASSIFICATION,//  version but the restriction is identical 
Maven,WITHOUT_CLASSIFICATION,//  ----------------------------------------------------------------------------------------------------------------       D E P R E C A T E D       ----------------------------------------------------------------------------------------------------------------     Everything below will be removed for Maven 4.0.0     ---------------------------------------------------------------------------------------------------------------- 
Maven,WITHOUT_CLASSIFICATION,//  likely Boolean -> boolean Short -> int etc. conversions it's not the problem case we try to avoid 
Maven,WITHOUT_CLASSIFICATION,//  should have been AbstractToolchain... 
Maven,WITHOUT_CLASSIFICATION,//  last ANSI escape code is reset: no next color 
Maven,WITHOUT_CLASSIFICATION,//  guard against modification/removal of keys in the given properties (MNG-5670 MNG-6053 MNG-6105) 
Maven,WITHOUT_CLASSIFICATION,//  We only check for groupId/artifactId/version/classifier cause if there is another   module with the same groupId/artifactId/version/classifier this will fail the build   earlier like "Project '...' is duplicated in the reactor.   So it is sufficient to check only groupId/artifactId/version/classifier and not the   packaging type. 
Maven,WITHOUT_CLASSIFICATION,/*                      * Most existing extensions don't define exported packages i.e. no classes are to be exposed to                     * plugins yet the components provided by the extension (e.g. artifact handlers) must be                     * accessible i.e. we still must import the extension realm into the project realm.                      */
Maven,WITHOUT_CLASSIFICATION,//  ok 
Maven,WITHOUT_CLASSIFICATION,// ------------------------------------------------------------------------------------------ 
Maven,WITHOUT_CLASSIFICATION,//  version skew drop back to resolution from the repository 
Maven,WITHOUT_CLASSIFICATION,//  aliases 
Maven,WITHOUT_CLASSIFICATION,//  ----------------------------------------------------------------------   Goal specific configuration   ---------------------------------------------------------------------- 
Maven,WITHOUT_CLASSIFICATION,//  Used by m2eclipse 
Maven,WITHOUT_CLASSIFICATION,//  Group id 
Maven,WITHOUT_CLASSIFICATION,//  normal for non-http wagons 
Maven,WITHOUT_CLASSIFICATION,//  phase 2 
Maven,WITHOUT_CLASSIFICATION,/*      * @see junit.framework.TestCase#setUp()      */
Maven,WITHOUT_CLASSIFICATION,//  2nd pass of initialization: resolve and build parent if necessary 
Maven,WITHOUT_CLASSIFICATION,// =================================================================================================== 
Maven,WITHOUT_CLASSIFICATION,//  no workspace resolver or workspace resolver returned null (i.e. model not in workspace) 
Maven,WITHOUT_CLASSIFICATION,//  to be processed in the outer catch block 
Maven,WITHOUT_CLASSIFICATION,//  hide constructor 
Maven,WITHOUT_CLASSIFICATION,//  -----------------------------------------------------------------------    String version String artifactUri ) 
Maven,WITHOUT_CLASSIFICATION,//  nothing to do. 
Maven,WITHOUT_CLASSIFICATION,//  NB this is live injected collection 
Maven,WITHOUT_CLASSIFICATION,//  The remaining are basically "for future expansion" 
Maven,WITHOUT_CLASSIFICATION,//  optional flag is not managed
Maven,WITHOUT_CLASSIFICATION,//  remove once createArtifacts() is removed 
Maven,WITHOUT_CLASSIFICATION,//  CHECKSTYLE_OFF: MagicNumber 
Maven,WITHOUT_CLASSIFICATION,/* MNG-1957 */
Maven,WITHOUT_CLASSIFICATION,/*  MNG-4102 */
Maven,WITHOUT_CLASSIFICATION,//  ignore. The parent artifact will handle metadata.   we must fail silently here to avoid problems with the artifact transformers.
Maven,WITHOUT_CLASSIFICATION,/*                  * NOTE: This is to provide a migration path for implementors of the legacy API which did not know about                 * getLifecycles().                  */
Maven,WITHOUT_CLASSIFICATION,//  lower than 2^63 
Maven,WITHOUT_CLASSIFICATION,//  "pluginPrefix:goal" or "groupId:artifactId[:version]:goal" 
Maven,WITHOUT_CLASSIFICATION,//                              
Maven,WITHOUT_CLASSIFICATION,//  of cause 
Maven,WITHOUT_CLASSIFICATION,//  add default toolchain 
Maven,WITHOUT_CLASSIFICATION,//  switch dominant with recessive 
Maven,WITHOUT_CLASSIFICATION,//  ----------------------------------------------------------------------   Dependencies   ---------------------------------------------------------------------- 
Maven,WITHOUT_CLASSIFICATION,//  ChildScmConnectionInheritAppendPath 
Maven,WITHOUT_CLASSIFICATION,// */ 
Maven,WITHOUT_CLASSIFICATION,//  this node 
Maven,WITHOUT_CLASSIFICATION,//  ----------[ packaging ]---------- 
Maven,WITHOUT_CLASSIFICATION,//  SnapshotRepository 
Maven,WITHOUT_CLASSIFICATION,//  avoid concurrent modification if someone else sets/removes an unrelated system property 
Maven,WITHOUT_CLASSIFICATION,//  3. the parent's <inherited/> flag is set to true 
Maven,WITHOUT_CLASSIFICATION,//  resolve plugin artifacts 
Maven,WITHOUT_CLASSIFICATION,//  Prefixes 
Maven,WITHOUT_CLASSIFICATION,//    Public API   
Maven,WITHOUT_CLASSIFICATION,//  Plugin management :: aggregate 
Maven,WITHOUT_CLASSIFICATION,//  USED BY DEPENDENCY PLUGIN ARCHETYPE DOWNLOADER 
Maven,WITHOUT_CLASSIFICATION,//  DeveloperConnection 
Maven,WITHOUT_CLASSIFICATION,//  v1-->v3 
Maven,WITHOUT_CLASSIFICATION,//  Backward compat 
Maven,WITHOUT_CLASSIFICATION,//  parent references child with directory name (which is not artifact id) 
Maven,WITHOUT_CLASSIFICATION,//  It's a POM - we don't need to retrieve it first
Maven,WITHOUT_CLASSIFICATION,/*  MNG-3567 */
Maven,WITHOUT_CLASSIFICATION,//  TODO deep compare the lists
Maven,WITHOUT_CLASSIFICATION,//  Dependencies 
Maven,WITHOUT_CLASSIFICATION,//  Unsubscribe 
Maven,WITHOUT_CLASSIFICATION,//  ensure canonical order of standard lifecycles 
Maven,WITHOUT_CLASSIFICATION,//  This is being lazy instead of making interface 
Maven,WITHOUT_CLASSIFICATION,//  System 
Maven,WITHOUT_CLASSIFICATION,//  re-build pom with modified parent 
Maven,WITHOUT_CLASSIFICATION,//  added to retain compile artifactScope. Remove if you want compile inherited as runtime 
Maven,WITHOUT_CLASSIFICATION,/*  MNG-4008  */
Maven,WITHOUT_CLASSIFICATION,//  if we haven't added this arg to the buffer and we ARE building an argument   buffer then append it with a preceding space...again not sure what else to   do other than collapse whitespace. 
Maven,WITHOUT_CLASSIFICATION,//  keep the checksum files from showing up on the download monitor... 
Maven,WITHOUT_CLASSIFICATION,//  TargetPath 
Maven,WITHOUT_CLASSIFICATION,//  only show msg if a change is actually taking place 
Maven,WITHOUT_CLASSIFICATION,//  overlaps 
Maven,WITHOUT_CLASSIFICATION,//  prime realm cache 
Maven,WITHOUT_CLASSIFICATION,//  ModelVersion 
Maven,WITHOUT_CLASSIFICATION,//  [groupId]:artifactId 
Maven,WITHOUT_CLASSIFICATION,//  Id 
Maven,WITHOUT_CLASSIFICATION,/*     * @see org.apache.maven.artifact.resolver.conflict.ConflictResolverFactory#getConflictResolver(java.lang.String)     */
Maven,WITHOUT_CLASSIFICATION,//  inheritance assembly 
Maven,WITHOUT_CLASSIFICATION,//  BuildBase 
Maven,WITHOUT_CLASSIFICATION,/*  getArtifact  */
