projectname,classification,commenttext
JFreeChart,DESIGN,// FIXME: add setBaseItemURLGenerator(CategoryURLGenerator boolean) ?
JFreeChart,DESIGN,// FIXME: add setSeriesItemURLGenerator(int CategoryURLGenerator boolean)?
JFreeChart,DESIGN,// now we handle some special cases - yes UGLY code alert!
JFreeChart,DESIGN,// FIXME:  it probably makes sense to allocate an array of 256 Colors // and lazily populate this array...
JFreeChart,DESIGN,// TODO: need to fetch this from localised resources
JFreeChart,DESIGN,// FIXME: No getValueFormat() method?
JFreeChart,DESIGN,// here we could probably be a little faster by searching for both // indices simultaneously but I'll look at that later if it seems // like it matters...
JFreeChart,DESIGN,// TODO: complete this
JFreeChart,DESIGN,// FIXME: this attribute is never used - deprecate?
JFreeChart,DESIGN,// FIXME: Clone the attributed string if it is not null
JFreeChart,DESIGN,// report this?
JFreeChart,DESIGN,// this may be obsolete (not used anywhere)
JFreeChart,DESIGN,// TODO: is this a good idea?
JFreeChart,DESIGN,/// a kludge to make everything work when no rows returned
JFreeChart,DESIGN,//TODO: shift block down by half
JFreeChart,DESIGN,// FIXME better ask the renderer instead of DatasetUtilities
JFreeChart,DESIGN,// TODO: implement the entity for the annotation
JFreeChart,DESIGN,// needs to be improved !!!
JFreeChart,DESIGN,// not used by plot
JFreeChart,DESIGN,// FIXME:  need a locale as well as a timezone
JFreeChart,DESIGN,// TODO: For JFreeChart 1.2.0 this method should go in the //       ShapeUtilities class
JFreeChart,DESIGN,// we'll have to use the method in the interface but // this doesn't have the paint and stroke settings...
JFreeChart,DESIGN,// FIXME: Check that there isn't already a series with the same key
JFreeChart,DESIGN,// I know it's bad to create object. better idea?
JFreeChart,DESIGN,// FIXME: clone generator
JFreeChart,DESIGN,// TODO: use a generator here
JFreeChart,IMPLEMENTATION,// TODO: I think we need to make sure the keys are actually cloned // whereas the paint instances are always immutable so they're OK
JFreeChart,IMPLEMENTATION,// FIXME: draw outliers
JFreeChart,IMPLEMENTATION,// TODO: I think we need to make sure the keys are actually cloned // whereas the stroke instances are always immutable so they're OK
JFreeChart,IMPLEMENTATION,// not implemented
JFreeChart,IMPLEMENTATION,"/**     * Returns a string representing the week (e.g. ""Week 9 2002"").     *     * TODO: look at internationalisation.     *     * @return A string representing the week.     */"
JFreeChart,IMPLEMENTATION,// FIXME: show a dialog with the error
JFreeChart,IMPLEMENTATION,// TODO: draw the interval marker with a 3D effect
JFreeChart,IMPLEMENTATION,// TODO: add serialization support for images
JFreeChart,IMPLEMENTATION,// could make this configurable
JFreeChart,IMPLEMENTATION,// TODO see if we need to apply some line color and style to the // axis traces
JFreeChart,IMPLEMENTATION,// FIXME:  implement this...
JFreeChart,IMPLEMENTATION,"/** * An annotation that allows an image to be placed at some location on * an {@link XYPlot}. * * TODO:  implement serialization properly (image is not serializable). */"
JFreeChart,WITHOUT_CLASSIFICATION,// if not check if there is a paint defined for the specified key
JFreeChart,WITHOUT_CLASSIFICATION,// RANGE / RANGE
JFreeChart,WITHOUT_CLASSIFICATION,// height is OK but width must be constrained
JFreeChart,WITHOUT_CLASSIFICATION,// do we need to fill the buffer?
JFreeChart,WITHOUT_CLASSIFICATION,// check that the clone doesn't share the same underlying arrays.
JFreeChart,WITHOUT_CLASSIFICATION,// now replacing the dataset should update the axis range...
JFreeChart,WITHOUT_CLASSIFICATION,// minorTickCount
JFreeChart,WITHOUT_CLASSIFICATION,// create a dataset...
JFreeChart,WITHOUT_CLASSIFICATION,// check that the renderer has a corresponding dataset (it doesn't // matter if the dataset is null)
JFreeChart,WITHOUT_CLASSIFICATION,// build first tab
JFreeChart,WITHOUT_CLASSIFICATION,/*Comparable k =*/
JFreeChart,WITHOUT_CLASSIFICATION,//row 2: background paint for the chart
JFreeChart,WITHOUT_CLASSIFICATION,// mercuryPaint
JFreeChart,WITHOUT_CLASSIFICATION,// period
JFreeChart,WITHOUT_CLASSIFICATION,// should get IllegalArgumentException for negative index
JFreeChart,WITHOUT_CLASSIFICATION,// create a legend if requested...
JFreeChart,WITHOUT_CLASSIFICATION,// Segment fromSegment = getSegment(from); // fromSegment.inc(); // Segment toSegment = getSegment(to); // toSegment.dec();
JFreeChart,WITHOUT_CLASSIFICATION,// Dispose of any fonts we have created
JFreeChart,WITHOUT_CLASSIFICATION,// CASE 1 : Comparing to another TimeSeriesDataPair object // -------------------------------------------------------
JFreeChart,WITHOUT_CLASSIFICATION,//empty cell // row 2
JFreeChart,WITHOUT_CLASSIFICATION,// The following angle calc will ensure there isn't a top // vertical axis - this may be useful if you don't want any // given criteria to 'appear' move important than the // others.. //  + (getDirection().getFactor() //        * (cat + 0.5) * 360 / catCount);
JFreeChart,WITHOUT_CLASSIFICATION,// Create the color-change dialog
JFreeChart,WITHOUT_CLASSIFICATION,// draw the item labels if there are any...
JFreeChart,WITHOUT_CLASSIFICATION,// build second tab
JFreeChart,WITHOUT_CLASSIFICATION,// you can add a null list - it would have been better if this // required EMPTY_LIST
JFreeChart,WITHOUT_CLASSIFICATION,// row 4
JFreeChart,WITHOUT_CLASSIFICATION,// check if previously colinear
JFreeChart,WITHOUT_CLASSIFICATION,// set the plot properties...
JFreeChart,WITHOUT_CLASSIFICATION,// draw the standard deviation lines *before* the shapes (if they're // visible) - it looks better if the shape fill colour is different to // the line colour
JFreeChart,WITHOUT_CLASSIFICATION,//label.setFont(font);
JFreeChart,WITHOUT_CLASSIFICATION,// we create an event with a special flag set...the purpose of // this is to communicate to the plot (the default receiver of // the event) that series visibility has changed so the axis // ranges might need updating...
JFreeChart,WITHOUT_CLASSIFICATION,// don't need to do anything
JFreeChart,WITHOUT_CLASSIFICATION,// no need to instantiate this
JFreeChart,WITHOUT_CLASSIFICATION,// row 1
JFreeChart,WITHOUT_CLASSIFICATION,// roseHighlightPaint
JFreeChart,WITHOUT_CLASSIFICATION,// return the appropriate axis editor
JFreeChart,WITHOUT_CLASSIFICATION,/* TimeSeriesDataItem item = */
JFreeChart,WITHOUT_CLASSIFICATION,// Create the new font and set it into the title // label
JFreeChart,WITHOUT_CLASSIFICATION,/* shape visible = */
JFreeChart,WITHOUT_CLASSIFICATION,// check a regular value
JFreeChart,WITHOUT_CLASSIFICATION,// test collection 3 which doesn't define all tasks in all series
JFreeChart,WITHOUT_CLASSIFICATION,/* XYSeries s = */
JFreeChart,WITHOUT_CLASSIFICATION,// row 3
JFreeChart,WITHOUT_CLASSIFICATION,// when the dataset contains one or more series but those series  // contain no items we expect the value range to be null
JFreeChart,WITHOUT_CLASSIFICATION,// Use a colored text field to show the color
JFreeChart,WITHOUT_CLASSIFICATION,//not first tick to be displayed //no tick label
JFreeChart,WITHOUT_CLASSIFICATION,// Create the font-change dialog
JFreeChart,WITHOUT_CLASSIFICATION,// in the following code barL0 is (in Java2D coordinates) the LEFT // end of the bar for a horizontal bar chart and the TOP end of the // bar for a vertical bar chart.  Whether this is the BASE of the bar // or not depends also on (a) whether the data value is 'negative' // relative to the base value and (b) whether or not the range axis is // inverted.  This only matters if/when we apply the minimumBarLength // attribute because we should extend the non-base end of the bar
JFreeChart,WITHOUT_CLASSIFICATION,// Get the item count for the series so that we can know which is the // end of the series.
JFreeChart,WITHOUT_CLASSIFICATION,//deal with range axis
JFreeChart,WITHOUT_CLASSIFICATION,/* shape filled = */
JFreeChart,WITHOUT_CLASSIFICATION,// set the range axis to display integers only...
JFreeChart,WITHOUT_CLASSIFICATION,// convert the font size (in pt for awt) to height in pixels for swt
JFreeChart,WITHOUT_CLASSIFICATION,// pass the click on to the plot... // rely on the plot to post a plot change event and redraw the chart...
JFreeChart,WITHOUT_CLASSIFICATION,// use item paint for outlines by // default not outline paint
JFreeChart,WITHOUT_CLASSIFICATION,// handle the special case where the dataset has y-intervals that // we want to measure
JFreeChart,WITHOUT_CLASSIFICATION,/*CategoryPlot plot =*/
JFreeChart,WITHOUT_CLASSIFICATION,//deal with domain axis
JFreeChart,WITHOUT_CLASSIFICATION,// we're doing this for testing only and make sure that we // only add data in ascending order by x-value
JFreeChart,WITHOUT_CLASSIFICATION,// verify max value
JFreeChart,WITHOUT_CLASSIFICATION,// change a series outline stroke
JFreeChart,WITHOUT_CLASSIFICATION,// verify min value
JFreeChart,WITHOUT_CLASSIFICATION,// check an inherited attribute
JFreeChart,WITHOUT_CLASSIFICATION,//gridBandPaint
JFreeChart,WITHOUT_CLASSIFICATION,// starts at the back wraps around front and // finishes at back again
JFreeChart,WITHOUT_CLASSIFICATION,//deal with plot appearance
JFreeChart,WITHOUT_CLASSIFICATION,// test a customised instance
JFreeChart,WITHOUT_CLASSIFICATION,// row 4: orientation
JFreeChart,WITHOUT_CLASSIFICATION,// rangeAxisLocation...
JFreeChart,WITHOUT_CLASSIFICATION,// row 2
JFreeChart,WITHOUT_CLASSIFICATION,// here we change the AffineTransform so we can draw the annotation // to a larger area and scale it down into the display area // afterwards the original transform is restored
JFreeChart,WITHOUT_CLASSIFICATION,// row 3: background paint
JFreeChart,WITHOUT_CLASSIFICATION,// time zone
JFreeChart,WITHOUT_CLASSIFICATION,// row 1: stroke
JFreeChart,WITHOUT_CLASSIFICATION,// clip top and bottom bounds to data area
JFreeChart,WITHOUT_CLASSIFICATION,// check dataset with one time period
JFreeChart,WITHOUT_CLASSIFICATION,// BAR X
JFreeChart,WITHOUT_CLASSIFICATION,// we can't do anything
JFreeChart,WITHOUT_CLASSIFICATION,// sectionOutlinePaint
JFreeChart,WITHOUT_CLASSIFICATION,// we use ValueMarker for the tests because we need a concrete // subclass...
JFreeChart,WITHOUT_CLASSIFICATION,// borderVisible
JFreeChart,WITHOUT_CLASSIFICATION,// to be consistent with other Graphics2D implementations
JFreeChart,WITHOUT_CLASSIFICATION,// validate base timeline exclusions added as timeline's esceptions
JFreeChart,WITHOUT_CLASSIFICATION,// domainAxisLocation - no longer a separate field but test anyway...
JFreeChart,WITHOUT_CLASSIFICATION,// row keys...
JFreeChart,WITHOUT_CLASSIFICATION,//private TickUnits standardTickUnits;
JFreeChart,WITHOUT_CLASSIFICATION,// backgroundImage
JFreeChart,WITHOUT_CLASSIFICATION,// try unknown column key
JFreeChart,WITHOUT_CLASSIFICATION,// minorTickLength
JFreeChart,WITHOUT_CLASSIFICATION,// when the dataset contains one or more series but those series // contain no items we still expect the range to be null
JFreeChart,WITHOUT_CLASSIFICATION,// labelFont
JFreeChart,WITHOUT_CLASSIFICATION,// TBLRC // 01010 - bottom and right only
JFreeChart,WITHOUT_CLASSIFICATION,// build the third tab
JFreeChart,WITHOUT_CLASSIFICATION,// do we need to resize the buffer?
JFreeChart,WITHOUT_CLASSIFICATION,// column keys...
JFreeChart,WITHOUT_CLASSIFICATION,// even though the axis is not visible we need ticks for the // gridlines...
JFreeChart,WITHOUT_CLASSIFICATION,// ok and cancel buttons
JFreeChart,WITHOUT_CLASSIFICATION,// does nothing - override if necessary
JFreeChart,WITHOUT_CLASSIFICATION,// don't zoom unless the mouse pointer is in the plot's data area
JFreeChart,WITHOUT_CLASSIFICATION,// if there is a tool tip we expect it to generate the title and // alt values so we only add an empty alt if there is no tooltip
JFreeChart,WITHOUT_CLASSIFICATION,// borderStroke
JFreeChart,WITHOUT_CLASSIFICATION,// ensure we have a maximum value to use on the axes
JFreeChart,WITHOUT_CLASSIFICATION,// we dispose resources we own but user must dispose gc
JFreeChart,WITHOUT_CLASSIFICATION,// remove plot2 but plot1 is removed instead
JFreeChart,WITHOUT_CLASSIFICATION,// set the line style to solid by default
JFreeChart,WITHOUT_CLASSIFICATION,// we are starting a new series path
JFreeChart,WITHOUT_CLASSIFICATION,// apply dash style if any
JFreeChart,WITHOUT_CLASSIFICATION,// it is too slow to look at every data item so let's just look at // the first middle and last items...
JFreeChart,WITHOUT_CLASSIFICATION,//showing "1e#"-style ticks or negative exponent // generating tick value between 0 & 1; show fewer
JFreeChart,WITHOUT_CLASSIFICATION,//axisLabelPaint;
JFreeChart,WITHOUT_CLASSIFICATION,// properties // save // print // zoom // tooltips
JFreeChart,WITHOUT_CLASSIFICATION,// retrieve the swt font description in an os indept way
JFreeChart,WITHOUT_CLASSIFICATION,// collect entity and tool tip information...
JFreeChart,WITHOUT_CLASSIFICATION,// create a new awt font with the appropiate data
JFreeChart,WITHOUT_CLASSIFICATION,// and independent...
JFreeChart,WITHOUT_CLASSIFICATION,// for now we simply want to extract the chars from the iterator // and call an unstyled text renderer
JFreeChart,WITHOUT_CLASSIFICATION,// first get the range without the interval then expand it for the // interval width
JFreeChart,WITHOUT_CLASSIFICATION,// see comment above //this.colorsPool.put(Integer.valueOf(awtColor.getRGB()) swtColor);
JFreeChart,WITHOUT_CLASSIFICATION,// renderingHints
JFreeChart,WITHOUT_CLASSIFICATION,// Next setup the plot area
JFreeChart,WITHOUT_CLASSIFICATION,//this.myColor = new Color(getDisplay() color.getRGB());
JFreeChart,WITHOUT_CLASSIFICATION,// seems to be the same...
JFreeChart,WITHOUT_CLASSIFICATION,// SWT and AWT share the same style constants.
JFreeChart,WITHOUT_CLASSIFICATION,// set the axis properties
JFreeChart,WITHOUT_CLASSIFICATION,// FIXME: add setBaseStroke(Stroke boolean) ?
JFreeChart,WITHOUT_CLASSIFICATION,// create the dataset...
JFreeChart,WITHOUT_CLASSIFICATION,// null will be returned
JFreeChart,WITHOUT_CLASSIFICATION,// subtitles
JFreeChart,WITHOUT_CLASSIFICATION,// erase the previous zoom rectangle (if any).  We only need to do // this is we are using XOR mode which we do when we're not using // the buffer (if there is a buffer then at the end of this method we // just trigger a repaint)
JFreeChart,WITHOUT_CLASSIFICATION,// borderPaint
JFreeChart,WITHOUT_CLASSIFICATION,// draw the markers that are associated with a specific dataset...
JFreeChart,WITHOUT_CLASSIFICATION,// title
JFreeChart,WITHOUT_CLASSIFICATION,// start with a unit that is at least 1/10th of the axis length
JFreeChart,WITHOUT_CLASSIFICATION,// backgroundPaint
JFreeChart,WITHOUT_CLASSIFICATION,// adjust the plot area for interior spacing and labels...
JFreeChart,WITHOUT_CLASSIFICATION,// plot
JFreeChart,WITHOUT_CLASSIFICATION,// create the chart...
JFreeChart,WITHOUT_CLASSIFICATION,// add an item entity if this information is being collected
JFreeChart,WITHOUT_CLASSIFICATION,// try a Double.POSITIVE_INFINITY
JFreeChart,WITHOUT_CLASSIFICATION,// Reference: http://www.antigrain.com/research/bezier_interpolation/
JFreeChart,WITHOUT_CLASSIFICATION,// pdfDocument class will be null so the function will return false
JFreeChart,WITHOUT_CLASSIFICATION,// as a special case if the bar colour has alpha == 0 we draw // nothing.
JFreeChart,WITHOUT_CLASSIFICATION,//private double angle;
JFreeChart,WITHOUT_CLASSIFICATION,// avoid to draw overlapping tick labels
JFreeChart,WITHOUT_CLASSIFICATION,// check independence
JFreeChart,WITHOUT_CLASSIFICATION,// a null key should throw an IllegalArgumentException
JFreeChart,WITHOUT_CLASSIFICATION,// adding something to the returned list should NOT change the chart
JFreeChart,WITHOUT_CLASSIFICATION,//axis.setRangeType(RangeType.POSITIVE); //axis.setLowerBound(-5.0); //assertEquals(0.0 axis.getLowerBound() EPSILON);
JFreeChart,WITHOUT_CLASSIFICATION,// perform the zoom on each range axis
JFreeChart,WITHOUT_CLASSIFICATION,// include legend
JFreeChart,WITHOUT_CLASSIFICATION,// draw the domain grid lines if any...
JFreeChart,WITHOUT_CLASSIFICATION,// chart title
JFreeChart,WITHOUT_CLASSIFICATION,// check for bounds interval that includes 1
JFreeChart,WITHOUT_CLASSIFICATION,// outlinePaint
JFreeChart,WITHOUT_CLASSIFICATION,// deregister the collection as a change listener to each series in the // collection
JFreeChart,WITHOUT_CLASSIFICATION,//private Paint arrowPaint;
JFreeChart,WITHOUT_CLASSIFICATION,// value 1
JFreeChart,WITHOUT_CLASSIFICATION,// CASE 2 : Comparing to another TimePeriod object // -----------------------------------------------
JFreeChart,WITHOUT_CLASSIFICATION,// align this rectangle to the frameAnchor
JFreeChart,WITHOUT_CLASSIFICATION,// data // include legend // tooltips // urls
JFreeChart,WITHOUT_CLASSIFICATION,// standard test
JFreeChart,WITHOUT_CLASSIFICATION,// setup for collecting optional entity info...
JFreeChart,WITHOUT_CLASSIFICATION,//private NumberTickUnit tickUnit;
JFreeChart,WITHOUT_CLASSIFICATION,// do nothing if item is not visible
JFreeChart,WITHOUT_CLASSIFICATION,//drawingSupplier;
JFreeChart,WITHOUT_CLASSIFICATION,// get the previous point and the next point so we can calculate a // "hot spot" for the area (used by the chart entity)...
JFreeChart,WITHOUT_CLASSIFICATION,// use reflection to get the SVG string
JFreeChart,WITHOUT_CLASSIFICATION,//legendItemPaint;
JFreeChart,WITHOUT_CLASSIFICATION,// we suppress shadow generation because SVG is a vector format and // the shadow effect is applied via bitmap effects...
JFreeChart,WITHOUT_CLASSIFICATION,// clear any exceptions in this timeline
JFreeChart,WITHOUT_CLASSIFICATION,// create array xIndex to hold // new column indices
JFreeChart,WITHOUT_CLASSIFICATION,// domainAxis...
JFreeChart,WITHOUT_CLASSIFICATION,// && state.getBarWidth() > BAR_OUTLINE_WIDTH_THRESHOLD) {
JFreeChart,WITHOUT_CLASSIFICATION,//wallPaint;
JFreeChart,WITHOUT_CLASSIFICATION,// selected rectangle shouldn't extend outside the data area...
JFreeChart,WITHOUT_CLASSIFICATION,// if the axes use a linear scale you can uncomment the code below and // switch to the alternative transX/transY calculation inside the loop // that follows - it is a little bit faster then. // // int xx = (int) dataArea.getMinX(); // int ww = (int) dataArea.getWidth(); // int yy = (int) dataArea.getMaxY(); // int hh = (int) dataArea.getHeight(); // double domainMin = this.domainAxis.getLowerBound(); // double domainLength = this.domainAxis.getUpperBound() - domainMin; // double rangeMin = this.rangeAxis.getLowerBound(); // double rangeLength = this.rangeAxis.getUpperBound() - rangeMin;
JFreeChart,WITHOUT_CLASSIFICATION,// close
JFreeChart,WITHOUT_CLASSIFICATION,// reserve some space for the domain axis...
JFreeChart,WITHOUT_CLASSIFICATION,// seriesKey
JFreeChart,WITHOUT_CLASSIFICATION,// check that the listener lists are independent
JFreeChart,WITHOUT_CLASSIFICATION,//shadowPaint;
JFreeChart,WITHOUT_CLASSIFICATION,// reset the min and max
JFreeChart,WITHOUT_CLASSIFICATION,//private Stroke arrowStroke;
JFreeChart,WITHOUT_CLASSIFICATION,// return the override if there is one...
JFreeChart,WITHOUT_CLASSIFICATION,//shadowVisible;
JFreeChart,WITHOUT_CLASSIFICATION,// bar is not visible
JFreeChart,WITHOUT_CLASSIFICATION,// actual value set below
JFreeChart,WITHOUT_CLASSIFICATION,//tickLabelPaint;
JFreeChart,WITHOUT_CLASSIFICATION,//parameter value is > 0 // The Math.log() function is based on e not 10.
JFreeChart,WITHOUT_CLASSIFICATION,//thermometerPaint;
JFreeChart,WITHOUT_CLASSIFICATION,// appendData() writes new data at the index position given by newestAt/ // When adding new data dynamically use advanceTime() followed by this:
JFreeChart,WITHOUT_CLASSIFICATION,// now try to reject equality...
JFreeChart,WITHOUT_CLASSIFICATION,//barPainter;
JFreeChart,WITHOUT_CLASSIFICATION,// if the axis is not visible don't draw it...
JFreeChart,WITHOUT_CLASSIFICATION,//xyBarPainter;
JFreeChart,WITHOUT_CLASSIFICATION,// shadowXOffset
JFreeChart,WITHOUT_CLASSIFICATION,//errorIndicatorPaint;
JFreeChart,WITHOUT_CLASSIFICATION,// draw the plot (axes and data visualisation)
JFreeChart,WITHOUT_CLASSIFICATION,//if small log values and lower bound value too small // then set to a small value (don't allow <= 0):
JFreeChart,WITHOUT_CLASSIFICATION,// find optimum height
JFreeChart,WITHOUT_CLASSIFICATION,//private double tipRadius;
JFreeChart,WITHOUT_CLASSIFICATION,// add a second dataset plotted against a second x axis
JFreeChart,WITHOUT_CLASSIFICATION,// Note that for consistency with the AWT implementation it is // necessary to switch temporarily the foreground and background // colours
JFreeChart,WITHOUT_CLASSIFICATION,// work out if scaling is required...
JFreeChart,WITHOUT_CLASSIFICATION,//private double arrowLength;
JFreeChart,WITHOUT_CLASSIFICATION,// don't draw this tick label
JFreeChart,WITHOUT_CLASSIFICATION,//private double baseRadius;
JFreeChart,WITHOUT_CLASSIFICATION,// redraw the zoom rectangle (if present) - if useBuffer is false // we use XOR so we can XOR the rectangle away again without redrawing // the chart
JFreeChart,WITHOUT_CLASSIFICATION,//private boolean autoRangeIncludesZero;
JFreeChart,WITHOUT_CLASSIFICATION,// set the outline paint to fully transparent then the legend shape // will just have the same colour as the lines drawn by the renderer
JFreeChart,WITHOUT_CLASSIFICATION,// first field contains the row key
JFreeChart,WITHOUT_CLASSIFICATION,// weight
JFreeChart,WITHOUT_CLASSIFICATION,// TBLRC // 01001 - bottom and center only
JFreeChart,WITHOUT_CLASSIFICATION,// now map the dataset to the second xAxis
JFreeChart,WITHOUT_CLASSIFICATION,//g2.clip(clipArea);
JFreeChart,WITHOUT_CLASSIFICATION,// five dates to check...
JFreeChart,WITHOUT_CLASSIFICATION,/////////////////////////////////////////////////////////////////////////// // From IntervalXYDataset ///////////////////////////////////////////////////////////////////////////
JFreeChart,WITHOUT_CLASSIFICATION,//private double labelOffset;
JFreeChart,WITHOUT_CLASSIFICATION,//handle panning if we have a start point else unregister
JFreeChart,WITHOUT_CLASSIFICATION,/* BufferedImage image = */
JFreeChart,WITHOUT_CLASSIFICATION,// @mgs: using the method's return value was missing
JFreeChart,WITHOUT_CLASSIFICATION,// TBLRC // 10100 - top and left only
JFreeChart,WITHOUT_CLASSIFICATION,//get upper bound value
JFreeChart,WITHOUT_CLASSIFICATION,// value
JFreeChart,WITHOUT_CLASSIFICATION,// Unregister the collection as a change listener to each series in // the collection.
JFreeChart,WITHOUT_CLASSIFICATION,// stroke
JFreeChart,WITHOUT_CLASSIFICATION,// create the renderer...
JFreeChart,WITHOUT_CLASSIFICATION,// replace an existing series
JFreeChart,WITHOUT_CLASSIFICATION,// category
JFreeChart,WITHOUT_CLASSIFICATION,// add an entity for the item but only if it falls within the // data area...
JFreeChart,WITHOUT_CLASSIFICATION,// categoryAnchor
JFreeChart,WITHOUT_CLASSIFICATION,// START: check d0 and d1
JFreeChart,WITHOUT_CLASSIFICATION,// tickMarkPosition
JFreeChart,WITHOUT_CLASSIFICATION,// test a default instance
JFreeChart,WITHOUT_CLASSIFICATION,// check that setting the min date to something on or after the // current min date works...
JFreeChart,WITHOUT_CLASSIFICATION,// offset the start of the boxes if the total width used is smaller // than the category width
JFreeChart,WITHOUT_CLASSIFICATION,// tickUnit
JFreeChart,WITHOUT_CLASSIFICATION,// draw the category labels and axis label
JFreeChart,WITHOUT_CLASSIFICATION,// timeline
JFreeChart,WITHOUT_CLASSIFICATION,//negative values are allowed //parameter value is > 10 // The Math.log() function is based on e not 10.
JFreeChart,WITHOUT_CLASSIFICATION,// range
JFreeChart,WITHOUT_CLASSIFICATION,// suppresses compiler warning
