projectname,classification,commenttext
Poi,SATD,//  TODO: close() re-writes the sample-file?! Resort to revert() for now to close file handle... 
Poi,SATD,//  TODO Fix this to convert line to equivalent value or deprecate this in 
Poi,SATD,//  TODO: implement support for denormalized XMLs (see   OpenOffice part 4: chapter 3.5.1.7) 
Poi,SATD,/*      * Check if cell range A contains cell range B (B <= A)     *      * TODO: move this into {@link CellRangeAddressBase}     *      * @param crA cell range A     * @param crB cell range B     * @return true if cell range A contains cell range B      */
Poi,SATD,//  Check for bits that only apply when attached to a core document   TODO Make this nicer by tracking the XWPFFootnotes directly 
Poi,SATD,/*      * TODO - would not be required if calling code used RecordStream or similar      */
Poi,SATD,//  TODO: handle srcUnit 
Poi,SATD,//  TODO: What is this? 
Poi,SATD,//  TODO - simplify logic using a generalised record ordering 
Poi,SATD,//  FIXME: (performance optimization) this should be moved outside the for-loop so that comments only needs to be iterated over once. 
Poi,SATD,//  FIXME: serves same purpose as org.apache.poi.xssf.usermodel.XSSFEvaluationSheet$CellKey 
Poi,SATD,//  FIXME: can these be merged with {@link CellType}?   are the numbers specific to the HSSF formula record format or just a poor-man's enum? 
Poi,SATD,/*      * FIXME:     * bug 58779: Closing an XMLSlideShow that was created with {@link SlideShowFactory#create(File)} modifies the file     *     * @param filename the sample filename or full path of the slideshow to check before and after closing     * @param ss the slideshow to close or revert      */
Poi,SATD,//  XXX: temporary workaround for old Word95 document 
Poi,SATD,//  TODO - check the contents 
Poi,SATD,//  tricky: indexing outside of A10:A12 
Poi,SATD,//  This is not a very useful test as written. It is not worth the execution time for a unit test 
Poi,SATD,//  TODO: implement! 
Poi,SATD,//  TODO This should be 2 but we don't support CFEX formattings yet see #58149 
Poi,SATD,//  TODO: Check for NaN 
Poi,SATD,//  TODO: fix me 
Poi,SATD,//  TODO: support rich text fragments 
Poi,SATD,//  TODO: dead fields? 
Poi,SATD,//  TODO: some documents fail currently...  XSSFFormulaEvaluator evaluator = new XSSFFormulaEvaluator(wb);  evaluator.evaluateAll(); 
Poi,SATD,//  TODO Are these right? 
Poi,SATD,//  TODO: any properties??? 
Poi,SATD,//  FIXME (byte array properties not yet implemented): assertEquals(P_ dsi.getDocparts()); 
Poi,SATD,// this is a complete hack.  The challenge is that there  can be many 0 length or junk streams that are uncompressed  look in the first 20 characters for "Attribute" 
Poi,SATD,// TODO: it is possible to have an SDT that contains a cell in within a row  need to modify this code so that it pulls out SDT wrappers around cells too. 
Poi,SATD,//  TODO: implement setting bullet color to null 
Poi,SATD,// TODO: Convert this to generate an AreaReference 
Poi,SATD,//  TODO: fails XMLExportTest is this ok? 
Poi,SATD,//  FIXME (byte array properties not yet implemented): dsi.setHeadingPair(P_HEADING_PAIR); 
Poi,SATD,/*      * tests that the create record function returns a properly      * constructed record in the case of a continued record.     * TODO - need a real world example to put in a unit test      */
Poi,SATD,//  casting here is wrong but there's no other way of getting the value   as it doesn't seem to be exposed by complex types (even though this   is a mixed type) 
Poi,SATD,//  TODO - prune this method out of the hierarchy 
Poi,SATD,//  wrong size 
Poi,SATD,//  TODO: check why original bitmaps scale/behave differently to vector based images 
Poi,SATD,//  TODO Could we do the read-only case with MapMode.PRIVATE instead?   See https://docs.oracle.com/javase/7/docs/api/java/nio/channels/FileChannel.MapMode.html#PRIVATE   Or should we have 3 modes instead of the current boolean -     read-write read-only read-to-write-elsewhere?  
Poi,SATD,//  TODO: find out character style for empty but bulleted/numbered lines 
Poi,SATD,/*      * Retrieves the region at the row/column indicated     * @param main FIXME: Document this!     * @return The Break or null if no break exists at the row/col specified.      */
Poi,SATD,//  this is not implemented yet 
Poi,SATD,//  TODO - refactor cell reference parsing logic to one place.   Current known incarnations:     FormulaParser.GetName()     CellReference.parseSheetName() (here)     AreaReference.separateAreaRefs()     SheetNameFormatter.format() (inverse) 
Poi,SATD,//  FIXME (byte array properties not yet implemented): assertEquals(P_THUMBNAIL si.getThumbnail()); 
Poi,SATD,//  TODO: fix line width calculation 
Poi,SATD,//  NOTE: This is currently based on current behavior of POI somehow   what POI returns in the calls to collapsed/hidden is not fully matching    the examples in the spec or I did not fully understand how POI stores the data internally... 
Poi,SATD,//  I do not really like it!! 
Poi,SATD,//  TODO - replace no-arg constructor with this logic 
Poi,SATD,/*      * Determines if there is a page break at the indicated column     * @param column FIXME: Document this!     * @return FIXME: Document this!      */
Poi,SATD,//  hack because I can't figure out how to get XMLBeans to parse a sub-element in a standalone manner 
Poi,SATD,/*                      * TODO: make sense of the remaining bytes                     * According to the spec they consist of:                     * 1. 16-byte  GUID: This field MUST equal                     *    {0xF4815879 0x1D3B 0x487F 0xAF 0x2C 0x82 0x5D 0xC4 0x85 0x27 0x63}                     * 2. Serial version this field MUST equal 0 if present.                     * 3. URI Flags                      */
Poi,SATD,//  TODO: implement second operation based on playback device context 
Poi,SATD,/* 	 * TODO - use simple JDK methods on {@link File} instead:<br>	 * {@link File#getParentFile()} instead of {@link FileHelper#getDirectory(File)	 * {@link File#getName()} instead of {@link FileHelper#getFilename(File)	  */
Poi,SATD,//  TODO implement or throw exception if not supported 
Poi,SATD,//  TODO - RowRecord column boundaries need to be updated for cell comments too 
Poi,SATD,// The token_1_columns and token_2_rows do not follow the documentation.  The number of physical rows and columns is actually +1 of these values.  Which is not explicitly documented. 
Poi,SATD,//  TODO - do we need "this.records.remove(...);" similar to that in this.removeName(int namenum) {}? 
Poi,SATD,//  FIXME: this may be faster if it looped over array formulas directly rather than looping over each cell in   the region and searching if that cell belongs to an array formula 
Poi,SATD,//  TODO: is immutable ??? 
Poi,SATD,// passing HSSFRichTextString is incorrect 
Poi,SATD,//  workaround for IBM JDK assigning the classname to the lowercase instance provided by Definer!?!   I could not find out why that happens the wrong assignment seems to be done somewhere deep inside Ant itself   or even in IBM JDK as Oracle JDK does not have this problem. 
Poi,SATD,//  Check the CF colours   TODO 
Poi,SATD,//  FIXME: should be protected   FindBugs category MALICIOUS_CODE FI_PUBLIC_SHOULD_BE_PROTECTED   A class's finalize() method should have protected access not public 
Poi,SATD,//                     // TODO - would like to keep the chart aggregate packed but one unit test needs attention                      records.add(chartAgg); 
Poi,SATD,/*      * A protected sheet with comments when written out by     * POI ends up upsetting excel.     * TODO Identify the cause and add extra asserts for     * the bit excel cares about      */
Poi,SATD,/*      * TODO - while this is internally consistent I'm not     *  completely clear in all cases what it's supposed to     *  be doing... Someone who understands the goals a little     *  better should really review this!      */
Poi,SATD,/*  * A variable length {@link PropertyValue} that is backed by a {@link Chunk} * TODO Provide a way to link these up with the chunks  */
Poi,SATD,/*         //TODO: figure out why this isn't working        data[0] = (byte)0xF9;        data[1] = (byte)0xD8;        assertCharEquals('\u88CF' data);      */
Poi,SATD,//  TODO: implement TextCFException10 structure 
Poi,SATD,//  TODO - update OOO document to include this value 
Poi,SATD,/*              * YK: reading the ClipboardData packet (VT_CF) is not quite             * correct. The size of the data is determined by the first four             * bytes of the packet while the current implementation calculates             * it in the Section constructor. Test files in Bugzilla 42726 and             * 45583 clearly show that this approach does not always work. The             * workaround below attempts to gracefully handle such cases instead             * of throwing exceptions.             *             * August 20 2009              */
Poi,SATD,//  TODO - this code probably never executes 
Poi,SATD,/*      *      * @return the blur radius of the shadow     * TODO: figure out how to make sense of this property when rendering shadows       */
