projectname,classification,commenttext
Groovy,SATD,//  TODO: this method is very similar to StaticTypesCheckingSupport#extractGenericsConnections   but operates on ClassNodes instead of GenericsType 
Groovy,SATD,// TODO: set correct type here   if setting type and a methodcall is the last expression in a method   then the method will return null if the method itself is not void too!   (in bytecode after call: aconst_null areturn) 
Groovy,SATD,//  TODO handle the owner and delegate cases better for nested scenarios and potentially remove the need for the implicit this case 
Groovy,SATD,// LOGME   do we ignore it or fail? 
Groovy,SATD,//         "The class 'DodgyClass' has an incorrect modifier synchronized."; 
Groovy,SATD,//  we can't have a specialized version of call(Object...) because the dispatch logic in ClosureMetaClass   is too complex! 
Groovy,SATD,// TODO: implement 
Groovy,SATD,//  Don't do this in static initializer because we may never be needed.   TODO: Put this lineSeparator property somewhere everyone can use it. 
Groovy,SATD,/*      * NOTE: as per the class javadoc this class doesn't obey the normal equals/hashCode contract.     * The following field and method could assist some scenarios which required a similar sort of contract     * (but between fastEquals and the custom fastHashCode). Currently commented out since we haven't     * found a real need. We will likely remove this commented out code if no usage is identified soon.      */
Groovy,SATD,//  this should always be the case but adding a test is safer 
Groovy,SATD,//  TODO: not sure why but groovy.ui.view.BasicContentPane#buildOutputArea classDoc is null 
Groovy,SATD,//  todo: the check for isWildcard should be replaced with a more complete check 
Groovy,SATD,//  TODO: is it safe to remove this? What was the original intention? 
Groovy,SATD,//  TODO is this needed so we can click through on default values?      @Override 
Groovy,SATD,//  TODO implement below if/when needed 
Groovy,SATD,//  TODO expose this for stream based stripping? 
Groovy,SATD,//  RFC 2045 says that I'm allowed to take the presence of   these characters as evidence of data corruption   So I will   TODO: change this exception type 
Groovy,SATD,// todo: doesn't parse correctly...   assertEquals("class Foo<T super C> {T t}"pretty("class Foo<T super C> {T t}")); 
Groovy,SATD,//  todo : confirm that TYPE_LOWER_BOUNDS does not have multiple children 
Groovy,SATD,//  todo: handle vargs! 
Groovy,SATD,//  TODO: can STCV be made smarter to avoid this check? 
Groovy,SATD,// TODO: maybe use more specialized type here 
Groovy,SATD,//  TODO make this a method to be called from TupleConstructor xform add check for 'defaults'? 
Groovy,SATD,//  normally we would do the following   handle = MethodHandles.dropArguments(handle0Class.class);   but because there is a bug in invokedynamic in all jdk7 versions    maybe use Unsafe.ensureClassInitialized 
Groovy,SATD,//  TODO this really should find "best" match or find all matches and complain about ambiguity if more than one   TODO handle getAt with more than one parameter   TODO handle default getAt methods on Java 8 interfaces 
Groovy,SATD,//  is method name correct? 
Groovy,SATD,/*      * Compiler configuration.     * <p>     * Used to specify the debug output to print stacktraces in case something fails.     * TODO: Could probably be reused to specify the encoding of the files to load or other properties.      */
Groovy,SATD,// TODO: the case of a NoClassDefFoundError needs a bit more research   a simple recompilation is not possible it seems. The current class   we are searching for is there so we should mark that somehow.   Basically the missing class needs to be completely compiled before   we can again search for the current name. 
Groovy,SATD,//  TODO below will be deleted once we fix type checker to understand   readonly Map otherwise seen as Map<String Serializable> 
Groovy,SATD,//  GROOVY-5814: Immutable is not compatible with @CompileStatic 
Groovy,SATD,//  todo: remove after putAt(Splice) gets deleted 
Groovy,SATD,// TODO in Groovy 2.0 use varargs? 
Groovy,SATD,//  TODO expose this for other usage scenarios e.g. stream based stripping? 
Groovy,SATD,/*     A better set of more complete tests of everything below is on the way!     */
Groovy,SATD,//  todo - the visitor doesn't always take PrintStreams as constructor params!  Could be a more reusable implementation than this... 
Groovy,SATD,//  TODO: remove this visit 
Groovy,SATD,//  TODO we might wanna only try to resolve the name if we are   on the left hand side of an expression or before a dot? 
Groovy,SATD,//  TODO GroovyDoc doesn't parse this file as our java.g doesn't handle this JDK7 syntax 
Groovy,SATD,//  Convenience hack: try convert single-char strings to ints 
Groovy,SATD,//  not thread safe 
Groovy,SATD,//  TODO refactor PIPE to be BITWISE_OR 
Groovy,SATD,//  Implementation note - there are several ways for the Groovy compiler   to report an unexpected EOF. Perhaps this implementation misses some.   If you find another way please add it. 
Groovy,SATD,//  Keep the same default source encoding with the one used by #parseClass(InputStream String)   TODO should we use org.codehaus.groovy.control.CompilerConfiguration.DEFAULT_SOURCE_ENCODING instead? 
Groovy,SATD,//  TODO should we make ProxyGenerator singleton? 
Groovy,SATD,// TODO: this Object[] can be constant 
Groovy,SATD,/*  here is a different implementation that uses getProperties(). I have left         * it commented out because it returns a slightly different list of properties;         * i.e. it does not return privates. I don't know what dump() really should be doing         * although IMO showing private fields is a no-no          */
Groovy,SATD,//  TODO also check for phase after sourceUnit.getPhase()? but will be ignored anyway?   TODO we should only copy those annotations with FIELD_TARGET but haven't visited annotations   and gathered target info at this phase so we can't do this:   return annotation.isTargetAllowed(AnnotationNode.FIELD_TARGET);   instead just don't copy ourselves for now 
Groovy,SATD,// todo: these fail because regexp_literals are converted into string_literals on the antlr AST 
Groovy,SATD,//  TODO remove this once we support declarations in the while condition 
Groovy,SATD,//  TODO: have to think about how to optimize this! 
Groovy,SATD,//  TODO cache these?? 
Groovy,SATD,//  TODO find a way to inject any GroovyLexer/GroovyRecognizer 
Groovy,SATD,/*      * TODO(jwagenleitner): remove or fix in future release     *     * According to the spec getContentEncoding() returns the Content-Encoding     * HTTP Header which typically carries values such as 'gzip' or 'deflate'     * and is not the character set encoding. For compatibility in 2.4.x     * this behavior is retained but should be removed or fixed (parse     * charset from Content-Type header) in future releases.     *     * see GROOVY-8056 and https://github.com/apache/groovy/pull/500      */
Groovy,SATD,//             //TODO: test if this is OK with new MOP should be changed!              // we don't want the exception being unwrapped if it is a IllegalArgumentException              // but in the case it is for example a IllegalThreadStateException we want the unwrapping              // from the runtime              //Note: the reason we want unwrapping sometimes and sometimes not is that the method              // invocation tries to invoke the method with and then reacts with type transformation              // if the invocation failed here. This is OK for IllegalArgumentException but it is              // possible that a Reflector will be used to execute the call and then an Exception from inside              // the method is not wrapped in a InvocationTargetException and we will end here.              boolean setReason = e.getClass() != IllegalArgumentException.class || this instanceof org.codehaus.groovy.reflection.GeneratedMetaMethod;              return MetaClassHelper.createExceptionText("failed to invoke method: " this object argumentArray e setReason);          } 
Groovy,SATD,//  TODO @Deprecated 
Groovy,SATD,//  should we throw invalid binding exception?  or fail quietly? 
Groovy,SATD,//  todo: is there anything to do with the module ??? 
Groovy,SATD,// TODO: we should consider calling this one directly for MetaClassImpl        then we save the new method selection 
Groovy,SATD,//  todo will 'super' be allowed in non-parentheses method call styles? 
Groovy,SATD,// todo AntlrParserPlugin: Unexpected node type: '.' found when expecting type: an identifier   fails after parser 
Groovy,SATD,//                     TODO: should be better check for case when only diff in modifiers can be SYNTHETIC flag                      && method.getModifiers() == aMethod.getModifiers() 
Groovy,SATD,//  TODO: checking for isThisOrSuper is enough for AttributeExpression but if this is moved into   visitAttributeOrProperty to handle attributes and properties equally then the extended check should be done 
Groovy,SATD,// TODO: These are the arguments for -p and -i.  Why are we searching using Groovy script extensions?   Where is this documented? 
Groovy,SATD,//  TODO decide if we should support VOLATILE 
Groovy,SATD,//  the groovy.compiler.strictNames system property is experimental and may change default value or be removed in a future version of Groovy 
Groovy,SATD,//  TODO: delete this constant? 
Groovy,SATD,//  TODO track Deprecated usage and give a warning? 
Groovy,SATD,//  fail early with a direct message if possible') 
Groovy,SATD,//  Java2Groovy produces a slightly different tree structure (TODO fix converter or java.g instead?) 
Groovy,SATD,// TODO: maybe use a different bootstrap method since no arguments are needed here 
Groovy,SATD,/*          * TODO : Enable auto ".groovy" extension replacing here!         * http://cvs.groovy.codehaus.org/viewrep/groovy/groovy/groovy-core/src/main/groovy/servlet/GroovyServlet.java?r=1.10#l259          */
Groovy,SATD,//  TODO: spread safe should be handled inside 
Groovy,SATD,//  TODO: do we need to lock down things like: $ownClass 
Groovy,SATD,//  todo : are there other import types that can be specified? 
Groovy,SATD,//  TODO consider creating an element for this 
Groovy,SATD,//  try to get a better error message location based on the property 
Groovy,SATD,//  TODO: add more tests in here (is there a way to share snippets with SourcePrinterTest?) 
Groovy,SATD,// TODO: create a WriteOnlyException class? 
Groovy,SATD,//  TODO: if our code can never access inspect in this way it would be better 
Groovy,SATD,//  TODO: investigate the trait exclusion a bit further needed otherwise   CallMethodOfTraitInsideClosureAndClosureParamTypeInference fails saying   not static method can't be called from a static context 
Groovy,SATD,// TODO: need errors for write-only too! 
Groovy,SATD,// TODO: optimize: add guard based on type Closure 
Groovy,SATD,//  TODO fix 
Groovy,SATD,//  TODO remove? 
Groovy,SATD,//  todo: should this be directly handled by getPlainNodeReference? 
Groovy,SATD,// TODO: apply generics on parameter[0]?                                  storeType(pexp setter.getParameters()[0].getType()); 
Groovy,SATD,// TODO: more than one lower bound for wildcards? 
Groovy,SATD,//  BUG! exception in phase 'conversion' in source unit 'Script1.groovy' null   fails after parser 
Groovy,SATD,//  TODO: Add methods like addMetaConstructor addMetaAttribute addMetaAnnotation etc. 
Groovy,SATD,//  todo: above is not quite the spacing I would expect but good enough for now...   todo not yet implemented in parser: assertEquals("(new Outer()).super()" pretty("(new Outer()).super()")); 
Groovy,SATD,//  GROOVY-7316 : it is an apparently legal thing to allow this. It's not type safe 
Groovy,SATD,//  TODO handle ACC_SYNTHETIC for enum method parameters? 
Groovy,SATD,//  TODO: change this exception type 
Groovy,SATD,//  by default use GrapeIvy  TODO META-INF/services resolver? 
Groovy,SATD,//  this is a limitation that must be removed in a future version   we cannot check generic type arguments if there are default parameters! 
Groovy,SATD,//  todo : type inference on maps and lists if possible 
Groovy,SATD,//  HACK: JavaStubGenerator could have snuck in a constructor we don't want 
Groovy,SATD,// TODO: apply right generics here! 
Groovy,SATD,// TODO: get the type's of the expressions to specify the   list type to List<X> if possible. 
Groovy,SATD,//  TODO a better way to do this? 
Groovy,SATD,//  TODO make @CS lookup smarter so that we don't need both these maps 
Groovy,SATD,// TODO: that is just a quick prototype not the real thing! 
Groovy,SATD,//  TODO IllegalArgumentException for marginChar.length() > 1 ? Or support String as marker? 
Groovy,SATD,// todo the spacing here is... unusual 
Groovy,SATD,//  should we check interfaces as well?  if so at what level? 
Groovy,SATD,//  TODO add generics support so this can be used for @EAHC 
Groovy,SATD,//  since the calling code will push the type again we better remove it here 
Groovy,SATD,//  cater for explicit href in e.g. @see TODO: push this earlier? 
Groovy,SATD,// TODO: if rhs is VariableSlotLoader already then skip crating a new one 
Groovy,SATD,//  todo: inner class nodes don't have a constructors field available 
Groovy,SATD,//  FRICKIN' HACK!!!!! For some reason deleting a string at offset 0   does not get done properly so first replace and remove after parsing 
Groovy,SATD,//  note: def not needed in parameter declarations but it is valid  todo: is it ok to strip out 'def' from parameter declarations? 
Groovy,SATD,// TODO: get the type's of the expressions to specify the   map type to Map<X> if possible. 
Groovy,SATD,// todo spacing is odd c.f. last space in class vs interface above 
Groovy,SATD,//  todo - 17 July 2006 - test fine however this parses but causes error in AntlrParserPlugin   fails after parser 
Groovy,SATD,//  TODO expose this for stream based scenarios? 
Groovy,SATD,//  TODO This is the only area where this MetaClass needs to do some interception because Groovy's current   MetaClass uses hard coded references to the java.lang.reflect.Constructor class so you can't simply   inject Constructor like you can do properties methods and fields. When Groovy's MetaClassImpl is   refactored we can fix this 
Groovy,SATD,//  TODO: is there a better way to do this? 
Groovy,SATD,//  TODO FIX if empty AssertionWriter fails because source text is null 
Groovy,SATD,//  TODO this won't strictly be true when using list expansion in argument calls 
Groovy,SATD,//  should always be the case but safe guard is better 
Groovy,SATD,// TODO: remove this method if possible by switchpoint usage 
Groovy,SATD,//  are we a local variable?   it should not be an explicitly "this" qualified method call   and the current class should have a possible method 
Groovy,SATD,//  TODO: move somewhere else 
Groovy,SATD,//  TODO: Shouldn't these extensions be kept elsewhere?  What about CompilerConfiguration?   This method probably shouldn't be in GroovyMain either. 
Groovy,SATD,/*  Should we make the following method private?  */
Groovy,SATD,// FIXME the warning message will NPE with what I have :( 
Groovy,SATD,//  TODO need returnType.qualifiedTypeName() here 
Groovy,SATD,// FIXME: do we really want this() to create a new object regardless   the position.. for example not as first statement in a constructor   this=first statement in constructor is handled by specialConstructorCallExpression 
Groovy,SATD,/*  *  todo: order methods alphabetically (implement compareTo enough?)  */
Groovy,SATD,//  todo: performance would be better if we created a StringBuilder 
Groovy,SATD,//  TODO remove dupe with SimpleGroovyType 
Groovy,SATD,// TODO: more finals? 
Groovy,SATD,//  ugly hack   type definition i.e.   int[] x; 
Groovy,SATD,//  GROOVY-8914: pre-compiled classes lose synthetic boolean - TODO fix earlier as per GROOVY-4346 then remove extra check here 
Groovy,SATD,//  TODO: Should we have some unified function like PrintWriter.checkError()? 
Groovy,SATD,// TODO: check if this part is actually used 
Groovy,SATD,//  todo: above is not quite the spacing I would expect but good enough for now... 
Groovy,SATD,//  TODO consider moving next two statements "up a level" i.e. have just one more widely invoked 
Groovy,SATD,//  TODO: this should go away once we have proper tags 
Groovy,SATD,/*  @todo we should check if we have the property with the metaClass instead of try/catch   */
Groovy,SATD,//  TODO shouldn't really be treating annotation fields as methods - remove this hack 
Groovy,SATD,//  TODO intern types?   TODO configureAST(...) 
Groovy,SATD,//  todo - inline open block is great but it doesn't work as one would expect (yet). (c.f. with)   slist inside a method body (needed label to distinguish from a closure)   slist inside each case body... 
Groovy,SATD,/*              * TODO treble equal?             return binaryExpression(Types.COMPARE_IDENTICAL node);             case ???:             return binaryExpression(Types.LOGICAL_AND_EQUAL node);             case ???:             return binaryExpression(Types.LOGICAL_OR_EQUAL node);              */
Groovy,SATD,//  FIXME:  What should we use as the base URI?   It is unlikely we get to this point with a relative URI since making a URL   from will make it absolute I think.  But lets handle the simple case of   using file paths and turning that into an absolute file URI.   So we will use the current working directory as the base. 
Groovy,SATD,// todo the following is legal Java but pretty strange...?   fails after parser 
Groovy,SATD,//  TODO should this really be static???   cleared on build() to be safe 
Groovy,SATD,//  TODO validate args? 
Groovy,SATD,// TODO Joche: replace with real implementation 
Groovy,SATD,//  Shall we allow this ? Using Boolean ctors is usually not what user wants... 
Groovy,SATD,//  GROOVY-8174: we'd like stricter checking here but many drivers currently in use just aren't consistent enough so we log 
Groovy,SATD,//  Create one script per socket connection.   This is purposefully not caching the Script   so that the script source file can be changed on the fly   as each connection is made to the server.  FIXME: Groovy has other mechanisms specifically for watching to see if source code changes.   We should probably be using that here.   See also the comment about the fact we recompile a script that can't change. 
Groovy,SATD,// todo test newlines inside strings somehow... 
Groovy,SATD,// TODO: maybe use more special type StringBuffer here 
Groovy,SATD,/*              * Other internal error. Perhaps syntax?!              */
Groovy,SATD,/*               Currently leaving BigInteger and BigDecimal in list but see:              http://bugs.sun.com/bugdatabase/view_bug.do?bug_id=6348370              Also Color is not final so while not normally used with child              classes it isn't strictly immutable. Use at your own risk.              This list can by extended by providing "known immutable" classes              via Immutable.knownImmutableClasses              */
Groovy,SATD,//  todo - incomplete as body of do...while... should be executed at least once which this doesn't provide. 
Groovy,SATD,//  we found multiple matching methods   this is a problem because we can use only one   if it is a getter then use the most general return   type to decide which method to use. If it is a setter 
Groovy,SATD,//  todo: replace with a real fast path unary expression helper when available 
Groovy,SATD,// TODO: if we would know exactly which paths require the exceptions        and which paths not we can sometimes save this guard  
Groovy,SATD,// TODO (blackdrag): this if branch needs a rework. There should be no direct method calls be produced the   handling of this/super could be much simplified (see visitAttributeExpression) the field accessibility check   could be moved directly into the search which would also no longer require the GroovyBugError then   the outer class field access seems to be without any tests (if there are tests for that then the code   here is dead code) 
Groovy,SATD,//  TODO don't allow override? 
Groovy,SATD,//  todo need process multi 
Groovy,SATD,//  does this operator make any sense? 
Groovy,SATD,/*  @todo we should use the real Josh Bloch algorithm here  */
Groovy,SATD,//  we have a duplicate class!   One possibility for this is that we declared a script and a   class in the same file and named the class like the file 
Groovy,SATD,/*                      * todo there is no CompileUnit in scope so class name                     * checking won't work but that mostly affects the bytecode                     * generation rather than viewing the AST                      */
Groovy,SATD,/*  @todo maybe a double dispatch thing to handle new large numbers?  */
Groovy,SATD,// TODO: This logic mostly duplicates InvokerHelper.createScript.  They should probably be unified. 
Groovy,SATD,/*      * Should be called when descending into a loop that defines     * also a scope. Calls pushVariableScope and prepares labels     * for a loop structure. Creates a element for the state stack     * so pop has to be called later TODO: @Deprecate      */
Groovy,SATD,//  TODO check that we reset everything here 
Groovy,SATD,//  TODO Jochen: replace with new MetaMethod 
Groovy,SATD,//  todo is '' deprecated now?  assertEquals("assert b == true  99" pretty("assert b==true99")); 
Groovy,SATD,//   TODO: I (ait) don't know why these strange tricks needed and comment following as it effects some Grails tests 
Groovy,SATD,// TODO: implement int operations for this 
Groovy,SATD,//  TODO: should be able to remove the klazz field once 2.5 becomes the mainline release   Gradle has a cleanup mechanism in place to reflectively access this klazz field.   The klazz field is being kept for compatibility so as to not break builds that depend   on versions of Groovy after the field was changed to a WeakReference (classRef).  It   appears that Gradle only performs the cleanup when it detects a groovy version of 2.4.x   so the klazz field and placeholder Sentinel class can likely be safely removed once   the release version bumps to 2.5 (or beyond).   See:   https://github.com/gradle/gradle/blob/711f64/subprojects/core/src/main/java/org/gradle/api/internal/classloading/LeakyOnJava7GroovySystemLoader.java#L74 
Groovy,SATD,//  todo suspicious spacing in the following assertion 
Groovy,SATD,// more than one matching method found --> ambiguous! 
Groovy,SATD,//         "The method 'java.lang.Object vo()' has an incorrect modifier volatile."; 
Groovy,SATD,// todo should the colon be postfixed to the label? 
Groovy,SATD,//  Bad enough to have side effects but worse if their behavior is wonky. 
Groovy,SATD,//  TODO could be made more efficient by using a reverse index 
Groovy,SATD,// TODO: Cater for comments? 
Groovy,WITHOUT_CLASSIFICATION,// lines.add(new StringBuilder()); // dummy row for position [0] in the List 
Groovy,WITHOUT_CLASSIFICATION,/*     * true if either \n or \r     */
Groovy,WITHOUT_CLASSIFICATION,//  ex : (Character) 'c' 
Groovy,WITHOUT_CLASSIFICATION,//  fallback to Map#get 
Groovy,WITHOUT_CLASSIFICATION,//  use a comparator of one item or two 
Groovy,WITHOUT_CLASSIFICATION,/*     The basic strategy is an optimistic-style scheme based on    the guarantee that the hash table and its lists are always    kept in a consistent enough state to be read without locking:    * Read operations first proceed without locking by traversing the       apparently correct list of the apparently correct bin. If an       entry is found but not invalidated (value field null) it is       returned. If not found operations must recheck (after a memory       barrier) to make sure they are using both the right list and       the right table (which can change under re-sizes). If       invalidated reads must acquire main update lock to wait out       the update and then re-traverse.    * All list additions are at the front of each bin making it easy       to check changes and also fast to traverse.  Entry next       pointers are never assigned. Remove() builds new nodes when       necessary to preserve this.    * Remove() (also clear()) invalidates removed nodes to alert read       operations that they must wait out the full modifications.   */
Groovy,WITHOUT_CLASSIFICATION,//  path for JavaStubGenerator 
Groovy,WITHOUT_CLASSIFICATION,//  let's invoke the closure method 
Groovy,WITHOUT_CLASSIFICATION,//  Load the file name list 
Groovy,WITHOUT_CLASSIFICATION,//  structural match route 
Groovy,WITHOUT_CLASSIFICATION,//  add property setter dispatcher 
Groovy,WITHOUT_CLASSIFICATION,//  ClassLoader parentLoader = Thread.currentThread().getContextClassLoader(); 
Groovy,WITHOUT_CLASSIFICATION,//  noop 
Groovy,WITHOUT_CLASSIFICATION,//  adjust stack length 
Groovy,WITHOUT_CLASSIFICATION,//  NOTE: it's important to do no lookup against script files   here since the GroovyClassLoader would 0create a new CompilationUnit 
Groovy,WITHOUT_CLASSIFICATION,/*       * Execute the script represented by scriptStr using the supplied codebase.  If missingPermission      * is non-null then this invocation expects an AccessControlException with missingPermission      * as the reason.  If missingPermission is null the script is expected to execute successfully.       */
Groovy,WITHOUT_CLASSIFICATION,//  and then apply the found information to refine the method level   information. This way the method level information slowly turns 
Groovy,WITHOUT_CLASSIFICATION,// NOTE: we might return false here even if we found a class        because  we want to give a possible script a chance to        recompile. This can only be done if the loader was not 
Groovy,WITHOUT_CLASSIFICATION,//  check if we have \r\n like on Windows   if it's not \r\n we reset otherwise the \n is just consummed 
Groovy,WITHOUT_CLASSIFICATION,//  Make sure we switch over to callback manager 
Groovy,WITHOUT_CLASSIFICATION,/*      * Should be called when descending into a loop that does     * not define a scope. Creates a element for the state stack     * so pop has to be called later TODO: @Deprecate      */
Groovy,WITHOUT_CLASSIFICATION,/*                              * Here we just additionally tried to find another no-arg mixin method of the same name and register that as well if found.                             * Safe to ignore a MethodSelectionException in this additional exercise. (GROOVY-4999)                              */
Groovy,WITHOUT_CLASSIFICATION,//  add method:   PropertyChangeListener[] getPropertyChangeListeners() {     return this$propertyChangeSupport.getPropertyChangeListeners 
Groovy,WITHOUT_CLASSIFICATION,//  visit SlComment()     never visited/created by parser 
Groovy,WITHOUT_CLASSIFICATION,//                 throw new IllegalArgumentException("Arguments to method [respondsTo] must be of type java.lang.Class!"); 
Groovy,WITHOUT_CLASSIFICATION,//  process args as input files 
Groovy,WITHOUT_CLASSIFICATION,//  byte char and short require an extra cast 
Groovy,WITHOUT_CLASSIFICATION,//  the non-hidden ones. 
Groovy,WITHOUT_CLASSIFICATION,//  otherwise the file would not be human readable 
Groovy,WITHOUT_CLASSIFICATION,// ---------------------------------------------------------------------------   WARNING LEVELS 
Groovy,WITHOUT_CLASSIFICATION,//  receiver 
Groovy,WITHOUT_CLASSIFICATION,//  after states can only be empty if try and catch statements all return in which case nothing to do 
Groovy,WITHOUT_CLASSIFICATION,//  Message text   Data when the message text is an I18N identifier 
Groovy,WITHOUT_CLASSIFICATION,//  import is like  "import Foo" 
Groovy,WITHOUT_CLASSIFICATION,//  may be we have C[k1:v1] -> should become (C)([k1:v1]) 
Groovy,WITHOUT_CLASSIFICATION,//  disable the replacement whilst the closure is being executed 
Groovy,WITHOUT_CLASSIFICATION,/*  (non-Javadoc)         * @see java.lang.Runnable#run()          */
Groovy,WITHOUT_CLASSIFICATION,//  the current meta class 
Groovy,WITHOUT_CLASSIFICATION,//  load this 
Groovy,WITHOUT_CLASSIFICATION,//  now output 
Groovy,WITHOUT_CLASSIFICATION,//  Locate the specific method based on the name and number of parameters 
