projectname,classification,commenttext
Ant,DESIGN,// This may change if we add advanced parsing capabilities.
Ant,DESIGN,// We assume that every output jikes does stands for an error/warning // XXX // Is this correct?
Ant,DESIGN,// The line below is a hack: the system id must an URI but it is not // cleat to get the URI of an resource so just set the name of the // resource as a system id
Ant,DESIGN,// XXX what is the following doing? //     should it run if !javadoc4 && executable != null?
Ant,DESIGN,// MAC OS 9 and previous //TODO: I have no idea how to get it someone must fix it
Ant,DESIGN,//TODO: nothing appears to read this but is set using a public setter.
Ant,DESIGN,// XXX - we are committing CombiningChar and Extender here
Ant,DESIGN,"/*                 * XXX - failed to load the class properly.                 *                 * should we print a warning here?                 */"
Ant,DESIGN,// XXX could perhaps also call thread.stop(); not sure if anyone cares
Ant,DESIGN,"/**         * XXX         * Perhaps we shouldn't use properties for these         * three options (emacs mode warnings and pedantic)         * but include it in the javac directive?         */"
Ant,DESIGN,// XXX maybe use reflection to addPathElement (other patterns ?)
Ant,DESIGN,// TODO there is a problem with the constructor for the RBC. // you have to provide the rules in the constructors - no setters // available.
Ant,DESIGN,// probably not the best choice but it solves the problem of // relative paths in CLASSPATH
Ant,DESIGN,// Fix for invalid characters. If you think of more add to the list.
Ant,DESIGN,"/*             * fallback in case we have trouble loading the class or             * don't know how to handle it (there is no easy way to             * know what IDL mode would generate.             *             * This is supposed to make Ant always recompile the             * class as a file of that name should not exist.             */"
Ant,DESIGN,// Check it out; also ugly.
Ant,DESIGN,//I can't get my head around this; is encoding treatment needed here?
Ant,DESIGN,//quick & dirty to make nested mapped p-sets work:
Ant,DESIGN,// XXX is this code still necessary? is there any 1.2+ port? // Pull in *.zip from packages directory
Ant,DESIGN,// only: the developer knows what (s)he is doing
Ant,DESIGN,// XXX Unfortunately JDK1.2 adds entrySet() keySet() values() - // implementing this requires a small hack we can add it later.
Ant,DESIGN,// first: developer could use a little help
Ant,DESIGN,// XXX     should we silently catch possible exceptions and try to //         load a different implementation?
Ant,DESIGN,// since Java 1.4 //return normalizedPath.split("/"); // workaround for Java 1.2-1.3
Ant,DESIGN,// HAMMER // end inline mainGTU
Ant,DESIGN,"/**     * This array really shouldn't be here.     * Again for historical purposes it is.     *     * <p>FIXME: This array should be in a private or package private     * location since it could be modified by malicious code.</p>     */"
Ant,DESIGN,// Should move to a separate public class - and have API to add // listeners etc.
Ant,DESIGN,// "" should become a single empty argument same for '' // PR 5906
Ant,DESIGN,// not very nice but will do the job
Ant,DESIGN,// provide public visibility
Ant,DESIGN,// not used but public so theoretically must remain for BC?
Ant,DESIGN,// super.validateAttributes(); // don't want to call this method
Ant,DESIGN,// XXX what is this for?
Ant,DESIGN,// We keep this so we have something to delete in later tests :-)
Ant,DESIGN,// *************  copied from ConcatTest  *************
Ant,DESIGN,// not sure whether this is clean but this method is // declared not to throw exceptions.
Ant,DESIGN,// We just set the prefix for this fileset and pass it up. // Do we need to do this? LH
Ant,DESIGN,//why do we do nothing?
Ant,DESIGN,// // We have to deal with assembly!!! // The programmer can be writing little 32 byte chunks for all // we know and we must assemble complete records for writing. // REVIEW Maybe this should be in TarBuffer? Could that help to // eliminate some of the buffer copying. //
Ant,DESIGN,// This is the new better way - use classespath instead // of sourcespath.  The code is currently the same - you // need class files in a directory to use this or jar files.
Ant,DESIGN,// XXX - why not simply new File(dir filename)?
Ant,DESIGN,// This is ugly; checking for the root folder.
Ant,DESIGN,//TODO: Parameterise ?? //Call compiler as class... dont want to fork again //Use classic compiler -- can be parameterised?
Ant,DESIGN,//XXX // All this to get package according to weblogic standards // Can be written better... this is too hacky! // Careful.. similar code in scanDir  but slightly different!!
Ant,DESIGN,//stolen from writeManifest
Ant,DESIGN,"/* If the jarfile already exists then whack it and recreate it.             * Should probably think of a more elegant way to handle this             * so that in case of errors we don't leave people worse off             * than when we started =)             */"
Ant,DESIGN,// XXX is the following really necessary? it is in the same thread group...
Ant,DESIGN,// we have to find a cleaner way to put this output
Ant,DESIGN,// This is the old way and is deprecated - classespath is // the right way to do this and is above
Ant,DESIGN,// For Script example that modifies id'ed tasks in other // targets to work. *very* Ugly // The reference is replaced by RuntimeConfigurable
Ant,DESIGN,// don't call super.close() because that reader is used // on other places ...
Ant,DESIGN,// report error if something weird happens...this is diagnostic.
Ant,DESIGN,// sorry - otherwise we will get a ClassCastException because the MockCache // is loaded by two different classloader ...
Ant,DESIGN,// ***HACK*** We ask the VM to create an instance // by voluntarily providing illegal arguments to force // the VM to run the class' static initializer while // at the same time not running a valid constructor.
Ant,DESIGN,// Singleton for now it may change ( per/classloader )
Ant,DESIGN,// XXX - shouldn't this always return false in isolated mode?
Ant,IMPLEMENTATION,//TO DO : delete the file if it is not a valid file.
Ant,IMPLEMENTATION,"/** * TODO: * comment field doesn't include all options yet */"
Ant,IMPLEMENTATION,"/**     * This method checks the timestamp on each file listed in the <code>     * ejbFiles</code> and compares them to the timestamp on the <code>jarFile     * </code>.  If the <code>jarFile</code>'s timestamp is more recent than     * each EJB file <code>true</code> is returned.  Otherwise <code>false     * </code> is returned.     * TODO: find a way to check the manifest-file that is found by naming convention     *     * @param ejbFiles Hashtable of EJB classes (and other) files that will be     *                 added to the completed JAR file     * @param jarFile  JAR file which will contain all of the EJB classes (and     *                 other) files     * @return         boolean indicating whether or not the <code>jarFile</code>     *                 is up to date     */"
Ant,IMPLEMENTATION,// Have to think about lazy initialization here...  JHM // comparator = new java.text.RuleBasedCollator();
Ant,IMPLEMENTATION,//TODO no methods yet for getClassname //TODO no method for newInstance using a reverse-classloader
Ant,IMPLEMENTATION,"/*     * The displayName variable stores the value of the ""display-name"" element     * from the standard EJB descriptor.  As a future enhancement to this task     * we may determine the name of the EJB JAR file using this display-name     * but this has not be implemented yet.     */"
Ant,IMPLEMENTATION,"/** * An output stream that compresses into the BZip2 format (without the file * header chars) into another stream. * <p>The compression requires large amounts of memory. Thus you * should call the {@link #close() close()} method as soon as * possible to force <tt>CBZip2OutputStream</tt> to release the * allocated memory.</p> * * <p>You can shrink the amount of allocated memory and maybe raise * the compression speed by choosing a lower blocksize which in turn * may cause a lower compression ratio.  You can avoid unnecessary * memory allocation by avoiding using a blocksize which is bigger * than the size of the input. </p> * * <p>You can compute the memory usage for compressing by the * following formula:</p> * <pre> * <code>400k + (9 * blocksize)</code>. * </pre> *  * <p>To get the memory required for decompression by {@link * CBZip2InputStream CBZip2InputStream} use</p> * <pre> * <code>65k + (5 * blocksize)</code>. * </pre> * * <table width=""100%"" border=""1""> *  <colgroup> *    <col width=""33%"" /> *    <col width=""33%"" /> *    <col width=""33%"" /> *  </colgroup> *  <tr> *    <th colspan=""3"">Memory usage by blocksize</th> *  </tr><tr> *    <th align=""right"">Blocksize</th> *    <th align=""right"">Compression<br>memory usage</th> *    <th align=""right"">Decompression<br>memory usage</th> *  </tr><tr> *    <td align=""right"">100k</td> *    <td align=""right"">1300k</td> *    <td align=""right""> 565k</td> *  </tr><tr> *    <td align=""right"">200k</td> *    <td align=""right"">2200k</td> *    <td align=""right"">1065k</td> *  </tr><tr> *    <td align=""right"">300k</td> *    <td align=""right"">3100k</td> *    <td align=""right"">1565k</td> *  </tr><tr> *    <td align=""right"">400k</td> *    <td align=""right"">4000k</td> *    <td align=""right"">2065k</td> *  </tr><tr> *    <td align=""right"">500k</td> *    <td align=""right"">4900k</td> *    <td align=""right"">2565k</td> *  </tr><tr> *    <td align=""right"">600k</td> *    <td align=""right"">5800k</td> *    <td align=""right"">3065k</td> *  </tr><tr> *    <td align=""right"">700k</td> *    <td align=""right"">6700k</td> *    <td align=""right"">3565k</td> *  </tr><tr> *    <td align=""right"">800k</td> *    <td align=""right"">7600k</td> *    <td align=""right"">4065k</td> *  </tr><tr> *    <td align=""right"">900k</td> *    <td align=""right"">8500k</td> *    <td align=""right"">4565k</td> *  </tr> * </table> * * <p>For decompression <tt>CBZip2InputStream</tt> allocates less * memory if the bzipped input is smaller than one block.</p> * * <p>Instances of this class are not threadsafe.</p> * * <p> * TODO:    Update to BZip2 1.0.1 * </p> * */"
Ant,IMPLEMENTATION,// XXX - log an error?  throw an exception?
Ant,IMPLEMENTATION,// TODO: allow user to request the system or no parent
Ant,IMPLEMENTATION,//if there was any text before this add it as a fragment //TODO this check could be modified to go if pos>prev; //seems like this current version could stick empty strings //into the list
Ant,IMPLEMENTATION,// XXX add exceptions
Ant,WITHOUT_CLASSIFICATION,// test a process that runs and failed
Ant,WITHOUT_CLASSIFICATION,// ignore
Ant,WITHOUT_CLASSIFICATION,// process should abort
Ant,WITHOUT_CLASSIFICATION,// user:password@host:/path notation
Ant,WITHOUT_CLASSIFICATION,"/*          * @param event the build event that is being logged.         */"
Ant,WITHOUT_CLASSIFICATION,// only track progress for files larger than 100kb in verbose mode
Ant,WITHOUT_CLASSIFICATION,// Element doesn't handle text content
Ant,WITHOUT_CLASSIFICATION,// send "C0644 filesize filename" where filename should not include '/'
Ant,WITHOUT_CLASSIFICATION,// ClearCase items
Ant,WITHOUT_CLASSIFICATION,/* Assign actual codes for the tables. */
Ant,WITHOUT_CLASSIFICATION,// -reserved
Ant,WITHOUT_CLASSIFICATION,/* size of the central directory   */
Ant,WITHOUT_CLASSIFICATION,// gcj doesn't support an extension dir (-extdir) // so we'll emulate it for compatibility and convenience.
Ant,WITHOUT_CLASSIFICATION,// At this point we are probably in failure mode but // try to use the bare URI as a last gasp
Ant,WITHOUT_CLASSIFICATION,// -unreserved
Ant,WITHOUT_CLASSIFICATION,// DataType can have a "no arg" constructor or take a single // Project argument.
Ant,WITHOUT_CLASSIFICATION,// -out
Ant,WITHOUT_CLASSIFICATION,// b may be 0 for success //          1 for error //          2 for fatal error
Ant,WITHOUT_CLASSIFICATION,// Not whitespace - fail
Ant,WITHOUT_CLASSIFICATION,// Fall tru
Ant,WITHOUT_CLASSIFICATION,// -ndata
Ant,WITHOUT_CLASSIFICATION,// C0644 filesize filename - header for a regular file // T time 0 time 0\n - present if perserve time. // D directory - this is the header for a directory.
Ant,WITHOUT_CLASSIFICATION,// -version
Ant,WITHOUT_CLASSIFICATION,//wince isn't really 9x but crippled enough to //be a muchness. Ant doesnt run on CE anyway.
Ant,WITHOUT_CLASSIFICATION,// -nwarn
Ant,WITHOUT_CLASSIFICATION,// if a label has been supplied and it is a revision label use the raw // the view as the snapshot
Ant,WITHOUT_CLASSIFICATION,// Class doesn't have a String constructor but a decent factory method
Ant,WITHOUT_CLASSIFICATION,/* total number of entries in      */
Ant,WITHOUT_CLASSIFICATION,// Check for \r \r\n and \r\r\n // Regard \r\r not followed by \n as two lines
Ant,WITHOUT_CLASSIFICATION,// // Success!  The xml-commons resolver library is // available so use it. //
Ant,WITHOUT_CLASSIFICATION,// it is a new file // set the revision but not the prevrevision
Ant,WITHOUT_CLASSIFICATION,//catch script/ant mismatch with a meaningful message //we could ignore it but there are likely to be other //version problems so we stamp down on the configuration now
Ant,WITHOUT_CLASSIFICATION,// don't know the type should throw exception instead?
Ant,WITHOUT_CLASSIFICATION,// char and Character get special treatment - take the first character
Ant,WITHOUT_CLASSIFICATION,// do nothing
Ant,WITHOUT_CLASSIFICATION,// scan base dirs to build up compile lists only if a // specific classname is not given
Ant,WITHOUT_CLASSIFICATION,// write a Properties file in each directory:
Ant,WITHOUT_CLASSIFICATION,// **   simple name specified   == parent dir + name
Ant,WITHOUT_CLASSIFICATION,// requires version 2 as we are going to store length info // in the data descriptor
Ant,WITHOUT_CLASSIFICATION,// the test runner that wrap the dummy formatter that interests us
Ant,WITHOUT_CLASSIFICATION,// CheckStyle:VisibilityModifier OFF - bc
Ant,WITHOUT_CLASSIFICATION,// First try with Project.
Ant,WITHOUT_CLASSIFICATION,// // The ResourceLocation may specify a relative path for its // location attribute.  This is resolved using the appropriate // base. //
Ant,WITHOUT_CLASSIFICATION,// Can return null to represent the bootstrap class loader. // see API docs of Class.getClassLoader.
Ant,WITHOUT_CLASSIFICATION,/* start of the central directory  */
Ant,WITHOUT_CLASSIFICATION,//private static final int GET_ENTRY = 0;
Ant,WITHOUT_CLASSIFICATION,// file comment
Ant,WITHOUT_CLASSIFICATION,//There were no revisions in this changelog //entry so lets move onto next file
Ant,WITHOUT_CLASSIFICATION,//same date if dest timestamp is within granularity of the srcfile
Ant,WITHOUT_CLASSIFICATION,// must be "add"
Ant,WITHOUT_CLASSIFICATION,// ---------------------------------------------------------- // somewhat arbitrary choices that are quite common for shared // installations // -----------------------------------------------------------
Ant,WITHOUT_CLASSIFICATION,// EnumeratedAttributes have their own helper class
Ant,WITHOUT_CLASSIFICATION,// selectors are implicitly ANDed in DirectoryScanner.  To // revert their logic we wrap them into a <none> selector // instead.
Ant,WITHOUT_CLASSIFICATION,// first off make sure that we've got a srcdir and destdir
Ant,WITHOUT_CLASSIFICATION,// ZIPs store time with a granularity of 2 seconds round up
Ant,WITHOUT_CLASSIFICATION,// viewpath
Ant,WITHOUT_CLASSIFICATION,// ------------------------------------------------------ //   Helper methods - should be in BuildFileTest // -----------------------------------------------------
Ant,WITHOUT_CLASSIFICATION,// build the command line from what we got the format is // cleartool lsco [options...] [viewpath ...] // as specified in the CLEARTOOL.EXE help
Ant,WITHOUT_CLASSIFICATION,// Check if list of files to check has been specified
Ant,WITHOUT_CLASSIFICATION,// testNoCrash is the test invoked by the captureToSummary's junit task
Ant,WITHOUT_CLASSIFICATION,// if the two substrings are longer than the original then name // contains address - so reset the name to null
Ant,WITHOUT_CLASSIFICATION,//default
Ant,WITHOUT_CLASSIFICATION,// log options used
Ant,WITHOUT_CLASSIFICATION,// dummy formatter just to catch the error
Ant,WITHOUT_CLASSIFICATION,// we don't expect to find this
Ant,WITHOUT_CLASSIFICATION,// resolve relative paths through Project
Ant,WITHOUT_CLASSIFICATION,//patch file into the fileset
Ant,WITHOUT_CLASSIFICATION,// type value
Ant,WITHOUT_CLASSIFICATION,// bit3 set to signal we use a data descriptor
Ant,WITHOUT_CLASSIFICATION,//underscores go in front of invalid start chars
Ant,WITHOUT_CLASSIFICATION,// use to scan own archive
Ant,WITHOUT_CLASSIFICATION,"/** * Tests the {@link XSLTProcess} task. * XXX merge with {@link StyleTest}? * @since Ant 1.5 */"
Ant,WITHOUT_CLASSIFICATION,// it is a modified file // set the revision and the prevrevision
Ant,WITHOUT_CLASSIFICATION,"/*             * throw in drive letters             */"
Ant,WITHOUT_CLASSIFICATION,//set our parent dir
Ant,WITHOUT_CLASSIFICATION,"/*             * promised to eliminate consecutive slashes after drive letter.             */"
Ant,WITHOUT_CLASSIFICATION,// -cfile
Ant,WITHOUT_CLASSIFICATION,// avoid multiple configurations
Ant,WITHOUT_CLASSIFICATION,/** Version to use for addXXX and addConfiguredXXX */
Ant,WITHOUT_CLASSIFICATION,// Compare the destination with the temp file
Ant,WITHOUT_CLASSIFICATION,// SMTP auth only allowed with MIME mail
Ant,WITHOUT_CLASSIFICATION,// All three specified and all three exist -> true
Ant,WITHOUT_CLASSIFICATION,// an address to send from is required
Ant,WITHOUT_CLASSIFICATION,// File is not found in specified filepath
Ant,WITHOUT_CLASSIFICATION,// set the character set if not done already (and required)
Ant,WITHOUT_CLASSIFICATION,// 2 is != 0 and even so it is considered // failure on any platform currently supported // by Execute#isFailure.
Ant,WITHOUT_CLASSIFICATION,// Eof has been reached
Ant,WITHOUT_CLASSIFICATION,//decide whether to copy the existing arg set or //build a new one from the list of all args excluding the special //operations that only we handle
Ant,WITHOUT_CLASSIFICATION,// type
Ant,WITHOUT_CLASSIFICATION,// wait for TIME_OUT/2 there should be about TIME_OUT/2 ms remaining before timeout
Ant,WITHOUT_CLASSIFICATION,"/*                fragments.addElement(value.substring(pos + 1 pos + 2));                prev = pos + 2;                */"
Ant,WITHOUT_CLASSIFICATION,// Well no matching constructor.
Ant,WITHOUT_CLASSIFICATION,//check that dir and src are incompatible
Ant,WITHOUT_CLASSIFICATION,// OK try without.
Ant,WITHOUT_CLASSIFICATION,// Set up a VSSHistory task
Ant,WITHOUT_CLASSIFICATION,// -ptime
Ant,WITHOUT_CLASSIFICATION,// Throws EjbcException if unsuccessful
Ant,WITHOUT_CLASSIFICATION,// tests one the file object
Ant,WITHOUT_CLASSIFICATION,// Make a limited attempt to extract a sanitized name and email address // Algorithm based on the one found in Ant's MailMessage.java
Ant,WITHOUT_CLASSIFICATION,// If the file being added is META-INF/application.xml we // warn if it's not the one specified in the "appxml" // attribute - or if it's being added twice meaning the same // file is specified by the "appxml" attribute and in a // <fileset> element.
Ant,WITHOUT_CLASSIFICATION,// if at eolcount == 0 and trailing characters of string // are CTRL-Zs set eofStr
Ant,WITHOUT_CLASSIFICATION,// We have extra elements
Ant,WITHOUT_CLASSIFICATION,// -keep
Ant,WITHOUT_CLASSIFICATION,// keep searching for the first ^Z
Ant,WITHOUT_CLASSIFICATION,// -identical
Ant,WITHOUT_CLASSIFICATION,// conversion to URL via FileUtils like in XMLResultAggregator not as suggested in the bug report
Ant,WITHOUT_CLASSIFICATION,// Trailing characters are ^Zs // Construct new line and eofStr
Ant,WITHOUT_CLASSIFICATION,// Check for required attributes
Ant,WITHOUT_CLASSIFICATION,// DO NOTHING
Ant,WITHOUT_CLASSIFICATION,// permissible values for compression attribute
Ant,WITHOUT_CLASSIFICATION,// build the command line from what we got. the format is // cleartool mkattr [options...] [viewpath ...] // as specified in the CLEARTOOL help
Ant,WITHOUT_CLASSIFICATION,// ================  testcases for the cache implementations  ================
Ant,WITHOUT_CLASSIFICATION,// does the selection
Ant,WITHOUT_CLASSIFICATION,// -replace
Ant,WITHOUT_CLASSIFICATION,// should be full moon
Ant,WITHOUT_CLASSIFICATION,// ADD or ADD_CONFIGURED
Ant,WITHOUT_CLASSIFICATION,// 60s // a further 30s
Ant,WITHOUT_CLASSIFICATION,// For directories:
Ant,WITHOUT_CLASSIFICATION,// -recurse
Ant,WITHOUT_CLASSIFICATION,// Renamed version of original file if it exists
Ant,WITHOUT_CLASSIFICATION,// order of headers cannot be guaranteed
Ant,WITHOUT_CLASSIFICATION,// now stop the watchdog.
Ant,WITHOUT_CLASSIFICATION,// the method called to set the attribute
Ant,WITHOUT_CLASSIFICATION,// Add the files found in groupfileset to fileset
Ant,WITHOUT_CLASSIFICATION,// can also handle empty archives
Ant,WITHOUT_CLASSIFICATION,// maintain a sorted list of targets
Ant,WITHOUT_CLASSIFICATION,// quick exit if the target is up to date
Ant,WITHOUT_CLASSIFICATION,// Choosing character set of the mail message // First: looking it from MimeType
Ant,WITHOUT_CLASSIFICATION,// Next: looking if charset having explicit definition
Ant,WITHOUT_CLASSIFICATION,// Scanner to find our inputs // list of files to process
Ant,WITHOUT_CLASSIFICATION,// if src and dest dirs are the same require the extension // to be set so we don't stomp every file.  One could still // include a file with the same extension but ....
Ant,WITHOUT_CLASSIFICATION,// Ignore
Ant,WITHOUT_CLASSIFICATION,// CheckStyle:VisibilityModifier OFF - bc // CheckStyle:MemberNameCheck OFF - bc
Ant,WITHOUT_CLASSIFICATION,//couldnt use the xerces or jaxp calls
Ant,WITHOUT_CLASSIFICATION,//enable schema //setFeature(XmlConstants.FEATURE_VALIDATION false);
Ant,WITHOUT_CLASSIFICATION,// first CR in this line
Ant,WITHOUT_CLASSIFICATION,//if this is our context we assume there must be something here:
Ant,WITHOUT_CLASSIFICATION,// wait for the thread to die should be the end of the process
Ant,WITHOUT_CLASSIFICATION,// we are recreating the archive need all resources
Ant,WITHOUT_CLASSIFICATION,// Windows quoting of the value
Ant,WITHOUT_CLASSIFICATION,// Mac-style linebreak or EOF (or both)
Ant,WITHOUT_CLASSIFICATION,// build the command line from what we got. the format is // cleartool mkelem [options...] [viewpath ...] // as specified in the CLEARTOOL.EXE help
Ant,WITHOUT_CLASSIFICATION,// variables to hold arguments
Ant,WITHOUT_CLASSIFICATION,// impossible as getMethods should only return public methods
Ant,WITHOUT_CLASSIFICATION,// copy the source and support files
Ant,WITHOUT_CLASSIFICATION,// boolean and Boolean get special treatment because we // have a nice method in Project
Ant,WITHOUT_CLASSIFICATION,// create an array of strings for input to the compiler: one array // comes from the compile options the other from the compileList
Ant,WITHOUT_CLASSIFICATION,"/*         * Should choose either -ci or -nco.         */"
Ant,WITHOUT_CLASSIFICATION,// -nco
Ant,WITHOUT_CLASSIFICATION,// 'sync' is needed - otherwise 2 threads can load the same class // twice resulting in LinkageError: duplicated class definition. // findLoadedClass avoids that but without sync it won't work.
Ant,WITHOUT_CLASSIFICATION,// make sure we aren't going to get the path separator next
Ant,WITHOUT_CLASSIFICATION,// error level logging for compiler errors
Ant,WITHOUT_CLASSIFICATION,// Execute the top-level target
Ant,WITHOUT_CLASSIFICATION,// need to reset java.class.path property // since the NetRexx compiler has no option for the classpath
Ant,WITHOUT_CLASSIFICATION,// The current character is always emitted.
Ant,WITHOUT_CLASSIFICATION,// Check the command line options
Ant,WITHOUT_CLASSIFICATION,// if at EOF with no characters in the buffer return EOF
Ant,WITHOUT_CLASSIFICATION,// ant task properties // defaults // CheckStyle:VisibilityModifier OFF - bc
Ant,WITHOUT_CLASSIFICATION,// set in/excludes to reasonable defaults if needed:
Ant,WITHOUT_CLASSIFICATION,// delete a bogus ZIP file (but only if it's not the original one)
Ant,WITHOUT_CLASSIFICATION,// if parent is null then we are at the root of the fs // complain that we can't find the build file.
Ant,WITHOUT_CLASSIFICATION,/*<URL>*/
Ant,WITHOUT_CLASSIFICATION,// object selector
Ant,WITHOUT_CLASSIFICATION,// ignore path elements which are invalid // relative to the project
Ant,WITHOUT_CLASSIFICATION,// In this case using java.util.zip will not work // because it does not permit a zero-entry archive. // Must create it manually.
Ant,WITHOUT_CLASSIFICATION,// record data about the last scanned resource
Ant,WITHOUT_CLASSIFICATION,// build the command line from what we got the format is // cleartool uncheckout [options...] [viewpath ...] // as specified in the CLEARTOOL.EXE help
Ant,WITHOUT_CLASSIFICATION,// Not significant for the class loader.
Ant,WITHOUT_CLASSIFICATION,// Cf. PKZIP specification.
Ant,WITHOUT_CLASSIFICATION,//ignore
Ant,WITHOUT_CLASSIFICATION,// -master
Ant,WITHOUT_CLASSIFICATION,// Initialize the globalFileSet's project
Ant,WITHOUT_CLASSIFICATION,"/*     * I'm not fond of this pattern: ""sub-method expected to throw     * task-cancelling exceptions"".  It feels too much like programming     * for side-effects to me...     */"
Ant,WITHOUT_CLASSIFICATION,// don't have to check for public since // getMethod finds public method only. // don't have to check for abstract since then // taskClass would be abstract too.
Ant,WITHOUT_CLASSIFICATION,// overriding target from imported buildfile is allowed
Ant,WITHOUT_CLASSIFICATION,// end of try-catch
Ant,WITHOUT_CLASSIFICATION,// sorted by newest Kaffe version first
Ant,WITHOUT_CLASSIFICATION,// remainder zeros
Ant,WITHOUT_CLASSIFICATION,// first build exception
Ant,WITHOUT_CLASSIFICATION,// -eltype
Ant,WITHOUT_CLASSIFICATION,// Not been visited
Ant,WITHOUT_CLASSIFICATION,// Create the stream pumpers to forward listcab's stdout and stderr to the log // note: listcab is an interactive program and issues prompts for every new line. //       Therefore make it show only with verbose logging turned on.
Ant,WITHOUT_CLASSIFICATION,// Create.
Ant,WITHOUT_CLASSIFICATION,// Attributes
Ant,WITHOUT_CLASSIFICATION,// the buildfile to use
Ant,WITHOUT_CLASSIFICATION,//not included do nothing
Ant,WITHOUT_CLASSIFICATION,// process should be dead and well finished
Ant,WITHOUT_CLASSIFICATION,// Mac
Ant,WITHOUT_CLASSIFICATION,// Already present
Ant,WITHOUT_CLASSIFICATION,//empty
Ant,WITHOUT_CLASSIFICATION,// initialResources is not empty
Ant,WITHOUT_CLASSIFICATION,// avoid double scanning of directories can only happen in fast mode
