projectname,classification,commenttext
Hive,SATD,//  TODO: given the specific data and lookups perhaps the nested thing should not be a map         In fact CSLM has slow single-threaded operation and one file is probably often read         by just one (or few) threads so a much more simple DS with locking might be better.         Let's use CSLM for now since it's available. 
Hive,SATD,//  TODO Ideally this should be done independent of whether mr is setup or not. 
Hive,SATD,//  This is not modeled as a @Before because it needs to be parameterized per-test.   If there is a better way to do this we should do it. 
Hive,SATD,//  todo HIVE-5269 
Hive,SATD,//  Make sure null-valued ConfVar properties do not override the Hadoop Configuration   NOTE: Comment out the following test case for now until a better way to test is found   as this test case cannot be reliably tested. The reason for this is that Hive does   overwrite fs.default.name in HiveConf if the property is set in system properties.   checkHadoopConf(ConfVars.HADOOPFS.varname "core-site.xml");   checkConfVar(ConfVars.HADOOPFS null);   checkHiveConf(ConfVars.HADOOPFS.varname "core-site.xml"); 
Hive,SATD,//  @deprecated in favour of {@link HCatPartition.#getDatabaseName()}. To be removed in Hive 0.16. 
Hive,SATD,// TODO: due to value 101 this probably should throw an exception 
Hive,SATD,//  @deprecated in favour of {@link HCatTable.#getSortCols()}. To be removed in Hive 0.16. 
Hive,SATD,//  Hmm.. not good   the only type expected here is STRUCT which maps to HCatRecord   - anything else is an error. Return null as the inspector. 
Hive,SATD,//  TODO: should these rather be arrays? 
Hive,SATD,//  TODO Change all this to be based on a regular interface instead of relying on the Proto service - Exception signatures cannot be controlled without this for the moment. 
Hive,SATD,//  PolicyChangeListener will be implemented later 
Hive,SATD,//  TODO: do we actually need this reader? the caller just extracts child readers. 
Hive,SATD,//  TODO HIVE-14042. What is mergeWork and why is it not part of the regular operator chain.   The mergeMapOp.initialize call further down can block and will not receive information   about an abort request. 
Hive,SATD,//  TODO HIVE-15163. Handle cases where nodes go down and come back on the same port. Historic information 
Hive,SATD,//  TODO: most protocol exceptions are probably unrecoverable... throw? 
Hive,SATD,//  TODO: do we also need to remove the MapJoin from the list of RS's children? 
Hive,SATD,//  TODO: why is there a TezSession in MR ExecDriver? 
Hive,SATD,//  Replace INSERT OVERWRITE by MERGE equivalent rewriting.   Here we need to do this complex AST rewriting that generates the same plan   that a MERGE clause would generate because CBO does not support MERGE yet.   TODO: Support MERGE as first class member in CBO to simplify this logic. 
Hive,SATD,//  TODO: Current implementation of replication will result in DROP_PARTITION under replication   scope being called per-partition instead of multiple partitions. However to be robust we   must still handle the case of multiple partitions in case this assumption changes in the   future. However if this assumption changes we will not be very performant if we fetch   each partition one-by-one and then decide on inspection whether or not this is a candidate   for dropping. Thus we need a way to push this filter (replicationSpec.allowEventReplacementInto)   to the  metastore to allow it to do drop a partition or not depending on a Predicate on the   parameter key values. 
Hive,SATD,//  TODO: should we pass curr instead of null? 
Hive,SATD,//  Really not sure if this should go here.  Will have   to see how the storage mechanism evolves. 
Hive,SATD,//  TODO Force fs to file:// setup staging dir?        conf.set("fs.defaultFS" "file:///");        conf.set(TezConfiguration.TEZ_AM_STAGING_DIR "/tmp"); 
Hive,SATD,// todo: why not just use getRootDir()? 
Hive,SATD,//  TODO: lossy conversion! 
Hive,SATD,//  TODO: remove the copy after ORC-158 and ORC-197 
Hive,SATD,//  TODO: If the DB name doesn't match with the metadata from dump then need to rewrite the original and expanded   texts using new DB name. Currently it refers to the source database name. 
Hive,SATD,//  TODO: remove this constructor 
Hive,SATD,//  TODO: add the ability to extractFileTail to read from multiple buffers? 
Hive,SATD,//  TODO : instead of simply restricting by message format we should eventually   move to a jdbc-driver-stype registering of message format and picking message   factory per event to decode. For now however since all messages have the   same factory restricting by message format is effectively a guard against   older leftover data that would cause us problems. 
Hive,SATD,//  TODO: When hive moves to java8 make updateTimezone() as default method in 
Hive,SATD,//  Not strictly necessary noone will look at it. 
Hive,SATD,//  2**exponent part is scaling down while 10**scale is scaling up.   Now it's tricky.   unscaledValue = significand * 10**scale / 2**twoScaleDown 
Hive,SATD,//  TODO CAT - I am fairly certain that most calls to this are in error.  This should only be   used when the database location is unset which should never happen except when a   new database is being created.  Once I have confirmation of this change calls of this to   getDatabasePath() since it does the right thing.  Also merge this with   determineDatabasePath() as it duplicates much of the logic. 
Hive,SATD,//  TODO: Should this be the concern of the mutator? 
Hive,SATD,//  TODO: Provide support for reporting errors   This should never happen as server always returns a valid status on success 
Hive,SATD,/*  TODO: ideally when the splits UDF is made a proper API coordinator should not   *        be managed as a global. HS2 should create it and then pass it around.  */
Hive,SATD,//  TODO: convert sqlState etc. 
Hive,SATD,//  TODO Include EXTERNAL_PREEMPTION in this list? 
Hive,SATD,//  To workaround AvroUTF8 
Hive,SATD,//  TODO needs to go in InitializeInput? as part of InputJobInfo 
Hive,SATD,//  Note that this logic may drop some of the tables of the database   even if the drop database fail for any reason   TODO: Fix this 
Hive,SATD,//  Some walkers extending DefaultGraphWalker e.g. ForwardWalker   do not use opQueue and rely uniquely in the toWalk structure   thus we store the results produced by the dispatcher here   TODO: rewriting the logic of those walkers to use opQueue 
Hive,SATD,//  This is a corner case where we have an extract of time unit like day/month pushed as Extraction Fn  @TODO The best way to fix this is to add explicit output Druid types to Calcite Extraction Functions impls 
Hive,SATD,//  Workaround for HADOOP-12659 - remove when Hadoop 2.7.X is no longer supported. 
Hive,SATD,//  We could pass in the number of nodes that we expect instead of -1.   Also a single concurrent request per node is currently hardcoded. 
Hive,SATD,//  TODO: Strangely the default parametrization is to ignore missing tables 
Hive,SATD,//  FIXME : should clean up TEST_PATH but not doing it now for debugging's sake 
Hive,SATD,//  This will throw error if we close pout early. 
Hive,SATD,//  It is not a very clean way and should be modified later - due to   compatibility reasons   user sees the results as json for custom scripts and has no way for   specifying that.   Right now it is hard-coded in the code 
Hive,SATD,//  TODO This test passes fine locally but fails on Linux not sure why 
Hive,SATD,//  TODO: SeekableInputStream.readFully eventually calls a Hadoop method that used to be         buggy in 2.7 and also anyway just does a copy for a direct buffer. Do a copy here.   ((SeekableInputStream)stream).readFully(bb); 
Hive,SATD,//  TODO: 1) Expand to other functions as needed 2) What about types other than primitive. 
Hive,SATD,//  Set footer cache for current split generation. See field comment - not thread safe. 
Hive,SATD,//  TODO: the below seem like they should just be combined into partitionDesc 
Hive,SATD,//  CallableWithNdc inherits from NDC only when call() is invoked. CallableWithNdc has to   extended to provide access to its ndcStack that is cloned during creation. Until then   we will use reflection to access the private field.   FIXME: HIVE-14243 follow to remove this reflection 
Hive,SATD,//  TODO: this is brittle. Who said everyone has to upgrade using upgrade process? 
Hive,SATD,/*    * Check whether a task can run to completion or may end up blocking on it's sources.   * This currently happens via looking up source state.   * TODO: Eventually this should lookup the Hive Processor to figure out whether   * it's reached a state where it can finish - especially in cases of failures   * after data has been fetched.   *   * @return true if the task can finish false otherwise    */
Hive,SATD,//  UNDONE: How to look for all NULLs in a multi-key?????  Let nulls through for now. 
Hive,SATD,//  Note: this can still conflict with parallel transactions. We do not currently handle         parallel changes from two admins (by design :(). 
Hive,SATD,//  TODO: time good enough for now - we'll likely improve this.   We may also work in something the equivalent of pid thrid and move to nanos to ensure   uniqueness. 
Hive,SATD,//  FIXME: somehow place pointers that re-execution compilation have failed; the query have been successfully compiled before? 
Hive,SATD,//  UNDONE: Haven't finished isRepeated 
Hive,SATD,//  hack instead figure out a way to get the db paths 
Hive,SATD,// TODO: support complex types   for complex type we simply return 0 
Hive,SATD,//  TODO: the control flow for this needs to be defined. Hive is supposed to be thread-local. 
Hive,SATD,// todo: should be at the top of the file... 
Hive,SATD,//  Get rid of TOK_SELEXPR 
Hive,SATD,//  Clear the work map after build. TODO: remove caching instead? 
Hive,SATD,//  DO_NOT_UPDATE_STATS is supposed to be a transient parameter that is only passed via RPC   We want to avoid this property from being persistent.     NOTE: If this property *is* set as table property we will remove it which is incorrect but   we can't distinguish between these two cases     This problem was introduced by HIVE-10228. A better approach would be to pass the property 
Hive,SATD,//  This is using the payload from the RootVertexInitializer corresponding   to InputName. Ideally it should be using it's own configuration class -   but that 
Hive,SATD,//  like HiveHBaseTableInputFormat cannot be used with this (todo) 
Hive,SATD,//  @deprecated in favour of {@link HCatTable.#collectionItemsTerminatedBy()}. To be removed in Hive 0.16. 
Hive,SATD,//  TODO: Once HBASE-11163 is completed use that API or switch to   using mapreduce version of the APIs. rather than mapred   Copied from HBase's TableMapreduceUtil since it is not public API 
Hive,SATD,//  TODO: Fetch partitions in batches?   TODO: Threadpool to process partitions? 
Hive,SATD,//  TODO : simple wrap & rethrow for now clean up with error codes 
Hive,SATD,// todo: add method to only get current i.e. skip history - more efficient 
Hive,SATD,/*  * Simple wrapper of object with ObjectInspector. *  * TODO: we need to redefine the hashCode and equals methods so that it can be * put into a HashMap as a key. *  * This class also serves as a facility for a function that returns both an * object and an ObjectInspector.  */
Hive,SATD,//  The ordering of types here is used to determine which numeric types   are common/convertible to one another. Probably better to rely on the   ordering explicitly defined here than to assume that the enum values   that were arbitrarily assigned in PrimitiveCategory work for our purposes. 
Hive,SATD,//  Something else is wrong 
Hive,SATD,//  TODO: Comments in RexShuttle.visitCall() mention other   types in this category. Need to resolve those together   and preferably in the base class RexShuttle. 
Hive,SATD,//  TODO: Verify if this is needed (Why can't it be always null/empty 
Hive,SATD,//  is the outer join that we saw most recently is a right outer join? 
Hive,SATD,//  TODO: this relies on HDFS not changing the format; we assume if we could get inode ID this         is still going to work. Otherwise file IDs can be turned off. Later we should use         as public utility method in HDFS to obtain the inode-based path. 
Hive,SATD,//  TODO: should it rather do a prefix? 
Hive,SATD,/*    * TODO This method is temporary. Ideally Hive should only need to pass to Tez the amount of memory   *      it requires to do the map join and Tez should take care of figuring out how much to allocate   * Adjust the percentage of memory to be reserved for the processor from Tez   * based on the actual requested memory by the Map Join i.e. HIVECONVERTJOINNOCONDITIONALTASKTHRESHOLD   * @return the adjusted percentage    */
Hive,SATD,//  A hack to verify that authorization check passed. Exception can be thrown be cause   the functions are not being called with valid params.   verify that exception has come from ObjectStore code which means that the 
Hive,SATD,//  TODO: should this use getUserFromAuthenticator? 
Hive,SATD,// TODO: Move this to calcite 
Hive,SATD,//  TODO: add this to metadatareader in ORC - SI => metadata buffer not just metadata. 
Hive,SATD,//  TODO: This should come from type system; Currently there is no definition 
Hive,SATD,//  TODO At the moment there's no way of knowing whether a query is running or not.   A race is possible between dagComplete and registerFragment - where the registerFragment   is processed after a dagCompletes.   May need to keep track of completed dags for a certain time duration to avoid this.   Alternately - send in an explicit dag start message before any other message is processed.   Multiple threads communicating from a single AM gets in the way of this. 
Hive,SATD,/*     Should we allow writing to non-transactional tables in an explicit transaction?  The user may    issue ROLLBACK but these tables won't rollback.    Can do this by checking ReadEntity/WriteEntity to determine whether it's reading/writing    any non acid and raise an appropriate error    * Driver.acidSinks and Driver.transactionalInQuery can be used if any acid is in the query */
Hive,SATD,//  TODO: implement? 
Hive,SATD,// todo: what is this checking???? 
Hive,SATD,//  I think this is wrong the drop table statement should come on the table topic not the   DB topic - Alan. 
Hive,SATD,//  TODO: rather Tez sessions should not depend on SessionState. 
Hive,SATD,//  todo: support tez/vectorization 
Hive,SATD,//  TODO: read this somewhere useful like the task scheduler 
Hive,SATD,//  TODO Add support for serialization of values here 
Hive,SATD,//  TODO: Convert genIncludedColumns and setSearchArgument to use TypeDescription. 
Hive,SATD,//  TODO: when this code is a little less hot change most logs to debug.   We will determine what to do under lock and then do stuff outside of the lock.   The approach is state-based. We consider the task to have a duck when we have decided to   give it one; the sends below merely fix the discrepancy with the actual state. We may add the   ability to wait for LLAPs to positively ack the revokes in future.   The "procedural" approach requires that we track the ducks traveling on network   concurrent terminations etc. So while more precise it's much more complex. 
Hive,SATD,//  TODO: why doesn't this use context? 
Hive,SATD,//  Note: this is redundant with types 
Hive,SATD,//  The following 2 lines are exactly what MySQL does TODO: why do we do this? 
Hive,SATD,//  temporary variable for testing. This is added just to turn off this feature in case of a bug in   deployment. It has not been documented in hive-default.xml intentionally this should be removed 
Hive,SATD,//  TODO need session handle 
Hive,SATD,//  This is kind of hacky - the read entity contains the old table whereas   the write entity   contains the new table. This is needed for rename - both the old and the   new table names are   passed 
Hive,SATD,//  UNDONE: For now don't add more small keys... 
Hive,SATD,//  TODO: can this ever happen? 
Hive,SATD,//  TODO: there's a potential problem here if some table uses external schema like Avro         with a very large type name. It seems like the view does not derive the SerDe from         the table so it won't be able to just get the type from the deserializer like the         table does; we won't be able to properly store the type in the RDBMS metastore. 
Hive,SATD,//  TODO: this should depends on input format and be in a map or something. 
Hive,SATD,//  TODO: we can actually consider storing ALL the delta encoded row offsets - not a lot of         overhead compared to the data itself and with row offsets we could use columnar         blocks for inconsistent splits. We are not optimizing for inconsistent splits for now. 
Hive,SATD,//  TODO: should this just use physical IDs? 
Hive,SATD,//  TODO: wtf?!! why is this in this method? This has nothing to do with anything. 
Hive,SATD,//  This class isn't used and I suspect does totally the wrong thing.  It's only here so that I   can provide some output format to the tables and partitions I create.  I actually write to 
Hive,SATD,//  TODO: does arg need type cast? 
Hive,SATD,// what??!! 
Hive,SATD,//  TODO not sure this is the right exception 
Hive,SATD,//  we need to convert the Hive type to the SQL type name   TODO: this would be better handled in an enum 
Hive,SATD,//  TODO: NPE should not be thrown 
Hive,SATD,//  CONSIDER: Allocate a larger initial size. 
Hive,SATD,//  No good way to find out (may even have no app). 
Hive,SATD,//  Hardcode SASL here. ZKDTSM only supports none or sasl and we never want none. 
Hive,SATD,//  We support List<Object> Set<Object> and Object[]   so we have to do differently. 
Hive,SATD,//  If wh is still null after just having initialized it bail out - something's very wrong. 
Hive,SATD,//  TODO Convert this to an Assert.fail once HIVE-14682 is fixed 
Hive,SATD,//  TODO: we should be able to enable caches separately 
Hive,SATD,//  For dynamic partitioned hash join the big table will also be coming from a ReduceSinkOperator   Check for this condition.   TODO: use indexOf() or parentRS.getTag()? 
Hive,SATD,//  TODO:   Following HiveSubQueryFinder has been copied from RexUtil::SubQueryFinder   since there is BUG in there (CALCITE-1726).   Once CALCITE-1726 is fixed we should get rid of the following code 
Hive,SATD,//  TODO: Extend rule so it can be applied for these cases. 
Hive,SATD,//  TODO: Support case DATE: 
Hive,SATD,//  TODO figure out a better way to set repeat for Binary type 
Hive,SATD,//  TODO: If we are ok with breaking compatibility of existing 3rd party StorageHandlers   this method could be moved to the HiveStorageHandler interface. 
Hive,SATD,//  TODO: This global lock may not be necessary as all concurrent methods in ICacheableMetaStoreClient   are synchronized. 
Hive,SATD,// todo: FileSystem#setPermission() - should this make sure to set 777 on jobs/ ? 
Hive,SATD,/*  * Builder for relational expressions. * TODO: *  Note that this is copied from Calcite's RelBulder *  because CALCITE-1493 hasn't been fixed yet *  This should be deleted and replaced with RelBuilder in SubqueryRemoveRule *  once CALCITE-1493 is fixed. *  EDIT: Although CALCITE-1493 has been fixed and released but HIVE now has special handling *    in join (it gets a flag to see if semi join is to be created or not). So we still can not *    replace this with Calcite's RelBuilder * * <p>{@code RelBuilder} does not make possible anything that you could not * also accomplish by calling the factory methods of the particular relational * expression. But it makes common tasks more straightforward and concise. * * <p>{@code RelBuilder} uses factories to create relational expressions. * By default it uses the default factories which create logical relational * expressions ({@link org.apache.calcite.rel.logical.LogicalFilter} * {@link org.apache.calcite.rel.logical.LogicalProject} and so forth). * But you could override those factories so that say {@code filter} creates * instead a {@code HiveFilter}. * * <p>It is not thread-safe.  */
Hive,SATD,//  TODO: Setting autocommit should not generate an exception as long as it is set to false   beeLine.autocommitStatus(getConnection()); 
Hive,SATD,//  TODO: precision and scale would be practically invalid for string conversion (3838) 
Hive,SATD,//  TODO: Should this really default to FETCH_NEXT? 
Hive,SATD,//  TODO: Not sure about the use of this. Should we instead use workerIdentity as sessionId? 
Hive,SATD,//  @deprecated in favour of {@link HCatTable.#tableType(HCatTable.Type)}. To be removed in Hive 0.16. 
Hive,SATD,//  TODO: trace ranges here? Between data cache and incomplete cb cache 
Hive,SATD,//  FIXME: retain old error; or create a new one? 
Hive,SATD,//  we don't remove the work from the sparkWork here. The removal is done later. 
Hive,SATD,//  TODO: need to move from Python to Java for the rest of the script. 
Hive,SATD,//  check if input pruning is possible   TODO: this code is buggy - it relies on having one file per bucket; no MM support (by design). 
Hive,SATD,//  todo: strictly speaking you can commit an empty txn thus 2nd conjunct is wrong but   only   possible for for multi-stmt txns 
Hive,SATD,//  View DDL   "alter view add partition" does not work because of the nature of implementation   of the DDL in hive. Hive will internally invoke another Driver on the select statement   and HCat does not let "select" statement through. I cannot find a way to get around it   without modifying hive code. So just leave it unsupported. 
Hive,SATD,// todo: to test these need to link against 3.x libs - maven profiles?  runStatementOnDriver("create table TFlat (a int b int) stored as orc tblproperties('transactional'='false')");  runStatementOnDriver("create table TFlatText (a int b int) stored as textfile tblproperties('transactional'='false')"); 
Hive,SATD,//  NOTE : This is hacky and this section of code is fragile depending on DN code varnames   so it's likely to stop working at some time in the future especially if we upgrade DN   versions so we actively need to find a better way to make sure the leak doesn't happen   instead of just clearing out the cache after every call. 
Hive,SATD,//  TODO: should never happen? 
Hive,SATD,//  UNDONE: Don't know why HIVE-12894 causes this to return 0?   assertEquals(0.33 reader.getProgress() 0.01); 
Hive,SATD,//  @deprecated in favour of {@link HCatTable.#getLocation()}. To be removed in Hive 0.16. 
Hive,SATD,//  we do not support Windows we will revisit this if we really need it for windows. 
Hive,SATD,//  Pass an empty list as no columns will be written to the file.   TODO I should be able to make this work for update 
Hive,SATD,//  TODO: throw an exception? 
Hive,SATD,//  TODO: move to DynamicSerDe when it's ready 
Hive,SATD,//  TODO: Replace with direct call to ProgressHelper when reliably available. 
Hive,SATD,//  TODO: this is the only place that uses keepTmpDir. Why? 
Hive,SATD,//  TODO: use serdeConstants.COLLECTION_DELIM when the typo is fixed 
Hive,SATD,//  Indicates whether a node had a recent communication failure.   This is primarily for tracking and logging purposes for the moment.   TODO At some point treat task rejection and communication failures differently. 
Hive,SATD,//  TODO: move other protocols to use this too. 
Hive,SATD,//  TODO Move the following 2 properties out of Configuration to a constant. 
Hive,SATD,/*  * Creates size estimators for java objects. The estimators attempt to do most of the reflection * work at initialization time and also take some shortcuts to minimize the amount of work done * during the actual estimation. * TODO: clean up  */
Hive,SATD,//  TODO: move to a base class? 
Hive,SATD,//  Since the MapJoin has had all of its other parents removed at this point   it would be bad here if processReduceSinkToHashJoin() tries to do anything 
Hive,SATD,// todo: should this be done for MM?  is it ok to use CombineHiveInputFormat with MM 
Hive,SATD,//  todo this should be changed to be evaluated lazily especially for single segment case 
Hive,SATD,//  TODO Disable blacklisting in Tez when using LLAP until this is properly supported.   Blacklisting can cause containers to move to a terminating state which can cause attempt to be marked as failed.   This becomes problematic when we set #allowedFailures to 0   TODO HIVE-13484 What happens when we try scheduling a task on a node that Tez at this point thinks is blacklisted. 
Hive,SATD,// todo should this check be in conformToAcid()? 
Hive,SATD,//  TODO: Split count is not same as no of buckets 
Hive,SATD,// TODO: Cols that come through PTF should it retain (VirtualColumness)? 
Hive,SATD,//  TODO : verify if any quoting is needed for keys 
Hive,SATD,// todo: this should check that the job actually completed and likely use completion time 
Hive,SATD,//  TODO: move this to logicalEquals 
Hive,SATD,/*  * TODO:<br> * 1. Could we use combined RR instead of list of RR ?<br> * 2. Use Column Processing from TypeCheckProcFactory<br> * 3. Why not use GB expr ?  */
Hive,SATD,//  TODO: Temporary for debugging. Doesn't interfere with MTT failures (unlike LOG.debug). 
Hive,SATD,//  TODO Deprecation reason does not seem to reflect in the config ?   The ordering is important in case of keys which are also deprecated.   Unset will unset the deprecated keys and all its variants. 
Hive,SATD,//  GrpSet Col already part of input RS   TODO: Can't we just copy the ExprNodeDEsc from input (Do we need to   explicitly set table alias to null & VC to false 
Hive,SATD,// todo: DataOperationType is set conservatively here we'd really want to distinguish update/delete  and insert/select and if resource (that is written to) is ACID or not 
Hive,SATD,//  TODO [MM gap]: CTAS may currently be broken. It used to work. See the old code and why isCtas isn't used? 
Hive,SATD,// todo: add partitioned table that needs conversion to MM/Acid 
Hive,SATD,//  TODO: Do we really need all this nonsense? 
Hive,SATD,//  This is bad but we have to sort the keys of the maps in order   to be commutative. 
Hive,SATD,// @TODO this seems to be the same as org.apache.hadoop.hive.ql.parse.CalcitePlanner.TableType.DRUID do we really need both 
Hive,SATD,//  TODO: NPE should not be thrown. 
Hive,SATD,/*  * Tests for the worker thread and its MR jobs. * todo: most delta files in this test suite use txn id range i.e. [NN+M] * That means that they all look like they were created by compaction or by streaming api. * Delta files created by SQL should have [NN] range (and a suffix in v1.3 and later) * Need to change some of these to have better test coverage.  */
Hive,SATD,//  not good if we reach here this was initialized at setMetaStoreHandler() time.   this means handler.getWh() is returning null. Error out. 
Hive,SATD,/*  * The processor context for partition pruner. This contains the table alias * that is being currently processed. * TODO: this class may be not useful.  */
Hive,SATD,//  @deprecated in favour of {@link HCatTable.#nullDefinedAs()}. To be removed in Hive 0.16. 
Hive,SATD,//  TODO: enable this for production debug switching between two small buffers?  new CasLog(); 
Hive,SATD,/*  * A helper class to isolate newer HBase features from users running against older versions of * HBase that don't provide those features. * * TODO: remove this class when it's okay to drop support for earlier version of HBase.  */
Hive,SATD,//  NOTE: For Uniform Hash or no buckets/partitions when the key is empty we will use the VectorReduceSinkEmptyKeyOperator instead. 
Hive,SATD,//  TODO: verify if this is needed 
Hive,SATD,//  TODO: this class is completely unnecessary... 1-on-1 mapping with parent. 
Hive,SATD,/*    * If moving across different FileSystems or differnent encryption zone need to do a File copy instead of rename.   * TODO- consider if need to do this for different file authority.   * @throws HiveException    */
Hive,SATD,//  TODO: support propagation for partitioning/ordering in windowing 
Hive,SATD,//  named columns join   TODO: we can also do the same for semi join but it seems that other   DBMS does not support it yet. 
Hive,SATD,/*  * Helper class that generates SQL queries with syntax specific to target DB * todo: why throw MetaException?  */
Hive,SATD,//  We can continue   TODO: Need to check that this is the same MV that we are rebuilding 
