projectname,classification,commenttext
Gradle,SATD,//  TODO:LPTR Remove projection for reference node   This shouldn't be needed but if there's no actual value referenced model report can only   show the type of the node if we do this for now. It should use the schema instead to find   the type of the property node instead. 
Gradle,SATD,//  TODO:ADAM - switch the logging back on. Need to make sending messages from daemon to client async wrt log event generation                  LOGGER.debug("Ignoring failure to extract throwable stack trace." ignored); 
Gradle,SATD,//  TODO: Need failure handling e.g. cannot clone repository 
Gradle,SATD,//  TODO This should actually compare a SortedSet 
Gradle,SATD,//  TODO - validate that it's a valid model path 
Gradle,SATD,//  The visual C++ tools use the path to find other executables   TODO:ADAM - restrict this to the specific path for the target tool 
Gradle,SATD,//  TODO:pm Move this to WARN level once we fixed maven-publish see gradle/gradle#1662 
Gradle,SATD,//  TODO:ADAM - This isn't quite right   MB: I think ^ refers to the first capable classloader loading the class. This could be different   from the loader which originally loaded it which could pose equality and lifecycle issues. 
Gradle,SATD,//  TODO:Cedric This is an approximation: when a component wants to compile against the assembly of   a library (not the jar) then we should give it the *stubbed classes* instead of the raw classes. However:   - there's no such thing as a "stubbed classes assembly"   - for performance reasons only the classes that belong to the API are stubbed so we would miss the classes that do not belong to the API   So this makes the UsageKind.API misleading (should this be COMPILE?).
Gradle,SATD,/*  * An _immutable_ view of the variant of a component. * * TODO - this should replace or merge into VariantResolveMetadata OutgoingVariant ConfigurationMetadata  */
Gradle,SATD,//  because it's a capability conflict resolution there is only one candidate per module identifier   so we can be lenient wrt the version number used in the descriptor which helps whenever the user   used the convenience "notation" method 
Gradle,SATD,//  TODO improve lookup by reusing AvailableJavaHomes testfixture   for now we play it safe and just return false; 
Gradle,SATD,//  TODO - should decorate 
Gradle,SATD,//  TODO removing this stuff from the store should be handled through some sort of decoration 
Gradle,SATD,//  TODO: fix the way we work out which exception is important: TaskExecutionException is not always the most helpful
Gradle,SATD,//  TODO: do we need any factories here? 
Gradle,SATD,//  TODO:HH This should be moved back into languageNative project 
Gradle,SATD,//  TODO make this work with pending elements
Gradle,SATD,//  TODO: Ultimately this should be some kind of 3rd party dependency that's visible to dependency management.
Gradle,SATD,//  TODO: These should come from somewhere else probably 
Gradle,SATD,//  TODO: This should become smarter and move into the compiler infrastructure instead     of the task similar to how the other native languages are done.     For now this does a rudimentary incremental build analysis by looking at     which files changed . 
Gradle,SATD,/*  * A minimal resolver which does not use any native services. Used during bootstrap only. You should generally use {@link FileResolver} instead. * * TODO - share more stuff with AbstractFileResolver.  */
Gradle,SATD,// a list instance is needed here as org.gradle.internal.snapshot.ValueSnapshotter.processValue() does not support  serializing Iterators directly 
Gradle,SATD,//  TODO:lptr this should be added only if the scan plugin is applied but SnapshotTaskInputsOperationIntegrationTest   TODO:lptr expects it to be added also when the build cache is enabled (but not the scan plugin) 
Gradle,SATD,//  TODO: We should set this for macOS but this currently breaks XCTest support for Swift   when Swift depends on C++ libraries built by Gradle. 
Gradle,SATD,//  TODO:lptr When we drop Java 8 support we can switch to using ClassLoader.getName() instead of storing our own
Gradle,SATD,//  TODO: Provide an abstraction for accessing resources within the same module (maven-metadata directory listing etc)   That way we can avoid passing `ivyPatterns` and `artifactPatterns` around everywhere 
Gradle,SATD,//  TODO:instant-execution - remove kotlin predicate after updating the wrapper
Gradle,SATD,/*      * Closes the tooling API releasing all resources. Blocks until completed.     *     * <p>May attempt to expire some or all daemons started by this tooling API client. The exact behaviour here is implementation-specific and not guaranteed.     * The expiration is best effort only. This method may return before the daemons have stopped.</p>     *     * <p>Note: this is not yet part of the public tooling API yet.</p>     *     * TODO - need to model this as a long running operation and allow stdout stderr and progress listener to be supplied.     * TODO - need to define exceptions.     * TODO - no further operations are allowed after this has been called     * TODO - cancel current operations or block until complete     * TODO - introduce a 'tooling API client' interface and move this method there      */
Gradle,SATD,//  TODO LD use something more stable than a cast here 
Gradle,SATD,//  TODO: Make this more intelligent by matching the attributes of the runtime usage on the variant identities 
Gradle,SATD,//  Workaround for backwards compatibility. Previously this case would unintentionally cause the method to be invoked on the owner   continue below 
Gradle,SATD,//  TODO - capitalise the target name in the task name   TODO - don't create a launch target for a library 
Gradle,SATD,/*      * Create binaries for test suites. TODO: This should really be a @ComponentBinaries rule but at this point we have no clue what the concrete binary type is so everything has to be duplicated in     * specific plugins. See usages for example.      */
Gradle,SATD,//  Did we already consider it as an output after the previous execution? 
Gradle,SATD,//  TODO: To get rid of this we need a `FunctionalSourceSet` instance here and that's surprisingly difficult to get. 
Gradle,SATD,//  TODO generic model related super exception? 
Gradle,SATD,//  TODO - this should work for any build rather than just an included build 
Gradle,SATD,//  Workaround for https://issues.gradle.org/browse/GRADLE-2625 
Gradle,SATD,//  TODO: We basically don't support copying custom Javadoc options
Gradle,SATD,//  TODO: This exists because we detect all available native tool chains on a system (clang gcc swiftc msvc).     Many of our old tests assume that available tool chains can compile many/most languages so they do not try to   restrict the required set of tool chains.     The swiftc tool chain can build _only_ Swift so tests that expect to use the swiftc tool chain properly annotate   their requirements with ToolChainRequirement.SWIFTC (or a version-specific requirement).     Our multi-test runner is smart enough to disable tests that do not meet the test's requirements but since many   of the old tests do not have requirements we assume the tests require a "C" like tool chain (GCC Clang MSVC).     In the future... we want to go back to old tests and annotate them with tool chains requirements.
Gradle,SATD,// we don't handle Variables at the moment because users didn't request it yet  and it would probably push us to add support in the tooling api to retrieve the variable mappings.
Gradle,SATD,//  TODO: VersionSelector should be more descriptive so it can be directly translated 
Gradle,SATD,//  TODO:LPTR Should be a content-less @InputDirectory 
Gradle,SATD,//  TODO Need a smarter way to map usage to artifact classifier 
Gradle,SATD,/*      * TODO once source compatibility is raised to 1.7 this should be rewritten using the java.nio.FileSystem API     * which can deal with jars and folders the same way instead of duplicating code.      */
Gradle,SATD,//  TODO - better exception 
Gradle,SATD,// TODO SF this method accepts Closure instance as parameter but does not work correctly for it 
Gradle,SATD,//  TODO find a better way to present this information in the error message   Attempt to mimic Gradle nested exception output 
Gradle,SATD,//  TODO: we should really find a better solution for this...   maybe we could use a FilterReader instead of a FilterInputStream? 
Gradle,SATD,//  not fully accurate but a sensible fallback   see http://stackoverflow.com/questions/1288102/how-do-i-detect-whether-the-file-system-is-case-sensitive 
Gradle,SATD,//  TODO not sure if we can clean up the generics here and do less unchecked casting 
Gradle,SATD,//  TODO - deal with more than one header dir e.g. generated public headers 
Gradle,SATD,//  TODO: projectDependency should be transformed based on defaultProject (and other context) elsewhere. 
Gradle,SATD,//  TODO: This will have to be changed when we support setting credentials directly on the authentication 
Gradle,SATD,//  TODO: this is an approximation as we know swift currently supports only 64-bit runtimes - eventually we'll want to query for this 
Gradle,SATD,// TODO the async work tracker should wait for children of an operation to finish first.  It should not be necessary to call it here. 
Gradle,SATD,//  TODO - reduce duplication with C++ binary 
Gradle,SATD,//  TODO: This should be more specific to just the tasks that create the class files? 
Gradle,SATD,//  TODO: we aren't considering the filter 
Gradle,SATD,//  Send a end-of-line. This is a workaround to convince the console that the cursor is at the start of the line to avoid indenting the next line of text that is displayed   It would be better for the console to listen for stuff read from stdin that would also be echoed to the output and update its state based on this
Gradle,SATD,//  TODO - exception when type cannot be created 
Gradle,SATD,//  TODO bind with the sourceCompatibility property   TODO link to runtime configuration ? 
Gradle,SATD,//  We track this as an input since the Scala compiler output may depend on it.   TODO: This should be replaced by a property in the Scala toolchain as soon as we model these. 
Gradle,SATD,//  TODO:LPTR Instead of the first view property we should figure out these parameters from the actual property 
Gradle,SATD,//  TODO - DSL documentation? 
Gradle,SATD,//  TODO We can probably now support more versions with `strictly` but we'll need more test coverage 
Gradle,SATD,//  TODO: move this to ObjectFactory 
Gradle,SATD,// there are some exceptions attached to the suite. Let's make sure they are reported to the user.  this may happen for example when suite initialisation fails and no tests are executed 
Gradle,SATD,//  TODO: Does a static library have runtime elements? 
Gradle,SATD,//  TODO:LPTR This ignores changes to Project.buildDir after model node has been created
Gradle,SATD,//  TODO:LPTR Remove projection for reference node   This shouldn't be needed but if there's no actual value referenced model report can only   show the type of the node if we do this for now. It should use the schema instead to find 
Gradle,SATD,//  TODO: what if this errors? 
Gradle,SATD,//  TODO:instant-execution - remove this 
Gradle,SATD,//  TODO: remove this special case 
Gradle,SATD,//  Need to move those implicit JVM args that contain a space to the Gradle command-line (if possible)   Note that this isn't strictly correct as some system properties can only be set on JVM start up.   Should change the implementation to deal with these properly
Gradle,SATD,//  Doesn't really make sense 
Gradle,SATD,// "type-only model reference of type '%s'%s is ambiguous as multiple model elements are available for this type:%n  %s (created by %s)%n  %s (created by %s)"
Gradle,SATD,//  TODO - exceptions thrown here should point to some extensive documentation on the concept of class rule sources 
Gradle,SATD,// (SF) this is a workaround until this story is completed. I'm hardcoding setting the idle timeout to be max X mins.  this way we avoid potential runaway daemons that steal resources on linux and break builds on windows.
Gradle,SATD,//  TODO - move this to a base plugin   Setup the dependency on the main binary   This should all be replaced by a single dependency that points at some "testable" variants of the main binary 
Gradle,SATD,//  TODO - should we support this?   Adds a void $propName(Object value) method that simply delegates to the converting setter method 
Gradle,SATD,//  TODO: Send a message to workers to change their log level rather than stopping 
Gradle,SATD,//  TODO - this should also be using the decorating instantiator but cannot for backwards compatibility 
Gradle,SATD,//  TODO - visit the contents of this collection instead.   This is just a super simple implementation for now 
Gradle,SATD,//  TODO We should get rid of this reflection (will need to reimplement the parser to act on the metadata directly) 
Gradle,SATD,//  TODO: do we want to keep using SourceDirectorySet in the new API?   would feel more natural if dirs could be added directly to LanguageSourceSet   could also think about extending SourceDirectorySet 
Gradle,SATD,//  TODO:LPTR This should be removed once BinaryContainer is a ModelMap   We need to also implement all the interfaces of the delegate type because otherwise   BinaryContainer won't recognize managed binaries as BinarySpecInternal
Gradle,SATD,//  todo - stream serialised value to file   todo - handle hash collisions (properly this time)   todo - don't store null links to child blocks in leaf index blocks   todo - align block boundaries   todo - thread safety control   todo - merge small values into a single data block   todo - discard when file corrupt   todo - include data directly in index entry when serializer can guarantee small fixed sized data   todo - free list leaks disk space   todo - merge adjacent free blocks   todo - use more efficient lookup for free block with nearest size 
Gradle,SATD,//  This is a workaround for https://issues.gradle.org/browse/GRADLE-3324.   Somehow the ArrayList 'result' in `org.sonatype.aether.impl.internal.Utils#sortMetadataGeneratorFactories` ends up   being a list of nulls on windows and IBM's 1.6 JDK.
Gradle,SATD,//  TODO - binaries aren't an input to this rule they're an input to the action 
Gradle,SATD,/*  * Specifies how to build and where to place a native executable file. * * <p>TODO:HH resolve naming conflict with existing NativeExecutableSpec</p>  */
Gradle,SATD,//  This should be replaced by some stronger modelling and made open rather than hardcoding a set of source languages here 
Gradle,SATD,//  We moved the API back into internal so this isn't really correct. 
Gradle,SATD,//  TODO - refactor this action out so it can be unit tested 
Gradle,SATD,//  TODO - error if there are unknowns? 
Gradle,SATD,//  TODO:ADAM - using a UUID means we create a ClassLoader hierarchy for each daemon process we talk to. Instead use the spec to decide whether to reuse a ClassLoader 
Gradle,SATD,//  TODO - should supply and check for the same parameters as passed to reserveNewClient() 
Gradle,SATD,//  TODO - should use the _install_ task for an executable 
Gradle,SATD,//  Implement this if you need to specify individual toolchains via "org.gradle.integtest.versions" 
Gradle,SATD,//  todo annotate as required 
Gradle,SATD,//  TODO: CC cannot enable this assertion because moduleSource is not serialized so doesn't appear in the deserialized form  assert metadata.equals(forceRead);
Gradle,SATD,//  todo An ExcludeRule is a value object but we don't enforce immutability for DefaultExcludeRule as strong as we   should (we expose the Map). We should provide a better API for ExcludeRule (I don't want to use unmodifiable Map).   As soon as DefaultExcludeRule is truly immutable we don't need to create a new instance of DefaultExcludeRule.
Gradle,SATD,//  production code should handle these exceptions more gracefully 
Gradle,SATD,//  TODO - this isn't quite right 
Gradle,SATD,//  The isEmpty check is not required might look innocent but Guava's performance bad for an empty immutable list   because it still creates an inner class for an iterator which delegates to an Array iterator which does... nothing.   so just adding this check has a significant impact because most components do not declare any capability 
Gradle,SATD,//  TODO we are relying on the registration having established these links we should be checking
Gradle,SATD,// TODO SF add quotes to both formats (there will be *lots* of tests failing so I'm not sure if it is worth it). 
Gradle,SATD,//  TODO(ew): Consider whether this belongs in BuildProgressArea or here 
Gradle,SATD,//  TODO It would be better if these were added via a separate managed view rather than hard coded. 
Gradle,SATD,//  Shouldn't really be here. Currently this goal is used by {@link #bindAllReferences} which also expects the subject to be bound 
Gradle,SATD,//  This doesn't work.   It used to because at the bottom of the hierarchy chain the object implemented methodMissing().   However our normal “decorated” classes do not do this so it is not realistic. 
Gradle,SATD,//  TODO: This returns the wrong public type for domain objects   created with the eager APIs or added directly to the container.   This can leak internal types.   We do not currently keep track of the type used when creating   a domain object (via create) or the type of the container when   a domain object is added directly (via add). 
Gradle,SATD,//  TODO:LPTR What happens when the property has multiple accessors in the same role but with different type? 
Gradle,SATD,//  TODO: Should not be ignoring DEPENDENCY_ATTRIBUTE modifications after resolve
Gradle,SATD,// TODO this should be a container of platforms 
Gradle,SATD,/*      * TODO - hack to avoid classloading issues. We should use org.gradle.util.TextUtil     *     * Currently we can't use it reliably because it causes CNF issues with cross version integration tests running against tooling api < 1.3.      */
Gradle,SATD,//  TODO: else verify that the build definition is the same 
Gradle,SATD,//  TODO - make this lazy 
Gradle,SATD,//  TODO should this take Object? 
Gradle,SATD,//  Used by the Kotlin-dsl base plugin   TODO - remove this 
Gradle,SATD,//  TODO - sources is not actual an input to binaries it's an input to each binary
Gradle,SATD,//  TODO - mix in Groovy support using bytecode decoration instead   TODO - validate closure parameters to check they are within bounds
Gradle,SATD,// TODO this class attempts to mimic the behavior of the output of mvn help:effective-pom  instead of this class we should walk the maven project object model (instead of parsing the xml!)
Gradle,SATD,/*      * we have a name foo.bar and an import foo.foo. This means foo.bar is possibly     * foo.foo.bar rather than foo.bar. This means to cut at the dot in foo.bar and     * foo for import      */
Gradle,SATD,//  TODO - remove this once the above is removed 
Gradle,SATD,//  This is a workaround for https://github.com/gradle/gradle-private/issues/1690
Gradle,SATD,/*  * TODO only here because Kotlin DSL uses this. Please remove once that is fixed.  */
Gradle,SATD,//  Hold the lock while creating the connection. Not generally good form.   In this instance blocks other threads from creating the connection at the same time 
Gradle,SATD,//  Currently retains strong references to types that are not loaded using a VisitableURLClassLoader   This is fine for JVM types but a problem when a custom ClassLoader is used (which should probably be deprecated instead of supported) 
Gradle,SATD,// We might fail hard here on the assumption that something weird happened to the daemon.  However since we haven't yet started running the build we can recover by just trying again... 
Gradle,SATD,//  todo: improve configuration of reports 
Gradle,SATD,//  TODO: Fix tests that rely on this being set before we process arguments like this...
Gradle,SATD,//  TODO: turn into Set? 
Gradle,SATD,/*             There's a potential problem here in that DisconnectableInputStream reads from input in the background.            This won't automatically stop when the process is over. Therefore if input is not closed then this thread            will run forever. It would be better to ensure that this thread stops when the process does.          */
Gradle,SATD,//  TODO - need to do a better job of routing messages when there are multiple endpoints. This is just going to forward all queued messages to the first   waiting endpoint even if there are multiple waiting to do work 
Gradle,SATD,//  Create test suite component   TODO - Reuse logic from Swift*Plugin   TODO - component name and extension name aren't the same   TODO - should use `src/xctest/swift` as the convention?   Add the test suite and extension 
Gradle,SATD,//  Do not use this. It's here because some of the services this type needs are not easily accessed in certain cases and will be removed ay some point. Use one of the other methods instead 
Gradle,SATD,//  TODO: should validate that clazz is of a non parameterized type
Gradle,SATD,//  Workaround for when the task is given an input file that doesn't exist
Gradle,SATD,//  TODO: Figure out how to get rid of origin scope id in snapshot outputs step 
Gradle,SATD,//  get rid of the ivy [] token as [ ] are not valid URI characters 
Gradle,SATD,//  todo remove this property once configuration can handle normal file system dependencies 
Gradle,SATD,//  This piece of ugliness copies the JAXP (ie XML API) provider if any from the system ClassLoader. Here's why:     1. When looking for a provider JAXP looks for a service resource in the context ClassLoader which is our isolated ClassLoader. If our classpath above does not contain a      provider this returns null. If it does contain a provider JAXP extracts the classname from the service resource.   2. If not found JAXP looks for a service resource in the system ClassLoader. This happens to include all the application classes specified on the classpath. If the application      classpath does not contain a provider this returns null. If it does contain a provider JAXP extracts the implementation classname from the service resource.   3. If not found JAXP uses a default classname   4. JAXP attempts to load the provider using the context ClassLoader. which is our isolated ClassLoader. This is fine if the classname came from step 1 or 3. It blows up if the      classname came from step 2.     So as a workaround locate and make visible XML parser classes from the system classloader in our isolated ClassLoader.     Note that in practise this is only triggered when running in our tests 
Gradle,SATD,//  TODO Will be implemented without hard-coded access to `$GRADLE_USER_HOME/gradle.properties` for 5.1 in #6084 
Gradle,SATD,//  TODO: This hard-codes the assumption of a 'compile' configuration on the external module   Instead we should be creating an API configuration for each resolved module 
Gradle,SATD,//  This is a legacy quirk.   Scans use this to determine that progress logging is indicating start/finish of tasks.   This can be removed in Gradle 5.0 (along with the concept of a “logging category” of an operation) 
Gradle,SATD,//  See the comment in #taskCompleted above for why this is here and why this is a problem 
Gradle,SATD,//  TODO: CC the special casing of virtual platform should go away if we can implement   disambiguation of variants for a _single_ component 
Gradle,SATD,//  TODO This should actually extend from the api dependencies but since Swift currently   requires all dependencies to be treated like api dependencies (with transitivity) we just   use the implementation dependencies here.  See https://bugs.swift.org/browse/SR-1393. 
Gradle,SATD,//  TODO: Replace this with `JvmAssembly` once that type is public 
Gradle,SATD,// this is not very nice might be good enough until we get rid of ResolvedConfiguration and friends  avoid traversing the graph causing the full ResolvedDependency graph to be loaded for the most typical scenario 
Gradle,SATD,//  Not implemented - not yet required. Please implement if required 
Gradle,SATD,//  TODO: Extract the non-filesystem parts of the FileSystemChangeWaiter into a separate interface   This isn't really tied to file system watching we just need another type of waiter. 
Gradle,SATD,/*  * TODO: This class sources Gradle metadata files but there's no corresponding ModuleComponentResolveMetadata for this metadata yet. * Because of this we will generate an empty instance (either a Ivy or Maven) based on the repository type.  */
Gradle,SATD,//  TODO - this isn't correct assumes that a side effect is to add the element 
Gradle,SATD,//  TODO: `classes` should be a little more tied to the classesDirs for a SourceSet so every plugin   doesn't need to do this. 
Gradle,SATD,//  This is really not cool but we cannot rely on `readAttributes` because it will   THROW AN EXCEPTION if the file is missing which is really incredibly slow just   to determine if a file exists or not. 
Gradle,SATD,// TODO: use Twirl library instead? 
Gradle,SATD,//  DO NOT USE THIS CONSTRUCTOR DIRECTLY   It's only there for backwards compatibility with the Nebula plugin 
Gradle,SATD,//  Groovy does something very strange here.   For some reason (probably because the class is Java) it won't employ any dynamism.   Even implementing invokeMethod at the Java level has no effect. 
Gradle,SATD,//  TODO: We should see if we can go back to using HttpClient again.   This implementation is borrowed from the Apache HttpClient project   https://github.com/apache/httpclient/blob/4.2.2/httpclient/src/main/java/org/apache/http/conn/ssl/SSLSocketFactory.java#L246-L354
Gradle,SATD,//  TODO Change to Set? 
Gradle,SATD,//  TODO(daniel): Should support in a better way multi file invocation.   Override this method to have multi file invocation 
Gradle,SATD,//  @Todo: refactor this task configuration to extend a copy task and use replace tokens 
Gradle,SATD,//  TODO:REUSE Refactor after removing reuse   This is horrendously bad.   We need to set the platform _before_ the @Defaults rules of NativeBinaryRules assign the toolchain.   We can't just assign the toolchain here because the initializer would be closing over the toolchain which is not reusable and this breaks model reuse.   So here we are just closing over the safely reusable things and then using proper dependencies for the tool chain registry.   Unfortunately we can't do it in the create action because that would fire _after_ @Defaults rules.   We have to use a @Defaults rule to assign the tool chain because it needs to be there in user @Mutate rules   Or at least the file locations do so that they can be tweaked.   LD - 5/6/14 
Gradle,SATD,//  Check enum equality without checking loading ClassLoader.   There is a slight risk that two versions of the same enum class are compared   (that's why classloaders are used in equality checks) but checking both name   and ordinal should make this very unlikely. 
Gradle,SATD,// TODO version - could be different from main artifact's version 
Gradle,SATD,//  Should really be a parameter to the 'withContent' methods or baked into the accessor 
Gradle,SATD,//  TODO - error messages   TODO - display names for this container and the Provider implementations 
Gradle,SATD,//  Not subtypes as we don't know whether they are immutable or not 
Gradle,SATD,//  TODO: This check should really be done in the compiler process 
Gradle,SATD,//  Forced dependencies are only supported for enforced platforms so it is currently hardcoded.   Should we want to add this as a first class concept to Gradle metadata then it should be available on the component variant   metadata as well. 
Gradle,SATD,//  TODO Remove this attempt to guess packaging from artifacts. Packaging should come from component or be explicitly set.
Gradle,SATD,//  Was it created during execution? 
Gradle,SATD,//  TODO: Deprecate and eventually prevent these mutations when already resolved
Gradle,SATD,//  TODO: this doesn't quite guarantee immutability because the source may be holding closures that are doing god knows what 
Gradle,SATD,//  TODO: Get rid of destinationDirectory entirely and replace it with a   collection of link outputs 
Gradle,SATD,//  TODO: Migrate this to the worker API once the FileSystem and FileOperations services can be injected
Gradle,SATD,//  TODO:LPTR Have the paths of the projects serve as @Input maybe? 
Gradle,SATD,//  This could be handled just not implemented yet 
Gradle,SATD,//  TODO: Wrong using the full classpath of the application
Gradle,SATD,//  this is not very beautiful but at some point we will   get rid of ArchiveOutputStreamFactory in favor of the writable Resource 
Gradle,SATD,// this if is a bit cheesy but 1-letter classname surely means a generic type and the warning will be useless 
Gradle,SATD,/*      * Creates an instance of the given task type without invoking its constructors. This is used to recreate a task instance from the instant execution cache.     *     * TODO:instant-execution - review this      */
Gradle,SATD,//  TODO - this selection should happen per target platform
Gradle,SATD,//  TODO Resolve the JavaPlatform and ScalaPlatform from their PlatformResolvers rather than instantiating directly
Gradle,SATD,//  TODO should include some context on what the rule was trying to do (create vs. mutate) 
Gradle,SATD,//  TODO: Get this from somewhere else? 
Gradle,SATD,//  This is here to trigger creation of the ShutdownCoordinator. Could do this in a nicer way 
Gradle,SATD,//  TODO:pm Move this to RunAsBuildOperationBuildActionRunner when BuildOperationWorkerRegistry scope is changed 
Gradle,SATD,// TODO - outputEventListener and buildStandardInput are per-build settings  so down the road we should refactor the code accordingly and potentially attach them to BuildActionParameters 
Gradle,SATD,/*  * Exposes methods for those properties whose value is a closure. * * TODO: use composition instead of inheritance  */
Gradle,SATD,//  Platform specific arguments   TODO: Need to lazily configure compile task
Gradle,SATD,//  If this occurs while running gradle or running integration tests it is indicative of a problem.   If this occurs while running unit tests then either use the NativeServicesTestFixture or the '@UsesNativeServices' annotation. 
Gradle,SATD,//  Ugly but there are a few places where we need to instantiate a JavaDebugOptions and a regular ObjectFactory service   is not available. 
Gradle,SATD,// TODO adding the parent project first because the converter needs it this way ATM. This is oversimplified.  the converter should not depend on the order of reactor projects.  we should add coverage for nested multi-project builds with multiple parents. 
