projectname,classification,commenttext
JMeter,DESIGN,// Hack to resolve ModuleControllers in non GUI mode
JMeter,DESIGN,// add a system property so samplers can check to see if JMeter // is running in NonGui mode // $NON-NLS-1$ // TODO - why does it create a new instance?
JMeter,DESIGN,// Should we run a beanshell script on startup? // $NON-NLS-1$
JMeter,DESIGN,"/*         * A little hack - add each listener to the start of the list - this         * ensures that the thread running the show is the first listener and         * can modify certain values before other listeners are called.         */"
JMeter,DESIGN,// TODO: move this to components -- the only reason why it's in core is because // it's used as a guinea pig by a couple of tests.
JMeter,DESIGN,// TODO this bit of code needs to be tidied up // Unfortunately ModuleController is in components not core // Bug 47165
JMeter,DESIGN,// TODO: This class looks a lot like ArgumentsPanel. What exactly is the // difference? Could they be combined? // Note: it seems that this class is not actually used ...
JMeter,DESIGN,// TODO does not appear to be used
JMeter,DESIGN,"/*         * Ensure that the sample variables are correctly initialised for each run.         * TODO is this the best way to do this? should it be done elsewhere ?         */"
JMeter,DESIGN,"/*             * Add fix for Deadlocks see:             *              * See https://issues.apache.org/bugzilla/show_bug.cgi?id=48350            */"
JMeter,DESIGN,// Hack to allow external control
JMeter,DESIGN,// TODO - why use space?
JMeter,DESIGN,// TODO should this also clear isDynamic rawParameters permanentResults?
JMeter,DESIGN,// TODO should level be more than debug ?
JMeter,DESIGN,// This is effectively the same as saver.toXML(Object Writer) except we get to provide the DataHolder // Don't know why there is no method for this in the XStream class
JMeter,DESIGN,// TODO fix up for Nimbus LAF
JMeter,DESIGN,"/** * FIXME Why is searchTF not getting focus correctly after having been setVisible(false) once */"
JMeter,DESIGN,// MenuBar related methods // TODO: Do we really need to have all these menubar methods duplicated // here? Perhaps we can make the menu bar accessible through GuiPackage?
JMeter,DESIGN,// Hack to get full modifier value
JMeter,DESIGN,"/*     * TODO consider removing this method and providing method wrappers instead.     * This would allow the Gui package to do any additional clearups if required     * as has been done with clearTestPlan()    */"
JMeter,DESIGN,//Maybe do nothing at all?
JMeter,DESIGN,"/*     * NOTUSED private void initButtonMap() { }     */"
JMeter,DESIGN,//avoid error in ant task tests (good way?)
JMeter,DESIGN,// Does not appear to be used; called by MainFrame#setEditAddMenu() but that is not called
JMeter,DESIGN,"/** * Aggregates sample results for use by the Statistical remote batch mode. * Samples are aggregated by the key defined by getKey(). * TODO: merge error count into parent class? */"
JMeter,DESIGN,// TODO should errors be thrown back through RMI?
JMeter,DESIGN,"/*                 * JMeterTreeNode and TestBeanGUI are special GUI classes and                 * aren't intended to be added to menus                 *                 * TODO: find a better way of checking this                 */"
JMeter,DESIGN,// not used
JMeter,DESIGN,// TODO - perhaps save other items such as headers?
JMeter,DESIGN,// TODO should class implement SampleListener?
JMeter,DESIGN,// Settings; readResolve sets these from the server/client values as appropriate // TODO would be nice to make these final; not 100% sure volatile is needed as not changed after creation
JMeter,DESIGN,// should the samples be aggregated on thread name or thread group (default) ?
JMeter,DESIGN,// Make it easier to enter a tab (can use \<tab> but that is awkward)
JMeter,DESIGN,// TODO turn into method?
JMeter,DESIGN,// Does not appear to be used (yet)
JMeter,DESIGN,//@GuardedBy("sampleStore") TODO perhaps use ConcurrentHashMap ?
JMeter,DESIGN,//TODO clazz is probably always the same as testclass
JMeter,DESIGN,// TODO - should this be restored?
JMeter,DESIGN,//TODO provide proper name?
JMeter,DESIGN,// TODO: does it matter that an empty line will terminate the loop? // CSV output files should never contain empty lines so probably // not // If so then need to check whether the reader is at EOF
JMeter,DESIGN,"/*     * TODO - convert to work more like upgrade.properties/NameUpdater.java     *     * Special processing is carried out for the Header Class The String     * property TestElement.name is converted to Header.name for example:     * <elementProp name=""User-Agent""     * elementType=""org.apache.jmeter.protocol.http.control.Header""> <stringProp     * name=""Header.value"">Mozilla%2F4.0+%28compatible%3B+MSIE+5.5%3B+Windows+98%29</stringProp>     * <stringProp name=""TestElement.name"">User-Agent</stringProp>     * </elementProp> becomes <elementProp name=""User-Agent""     * elementType=""org.apache.jmeter.protocol.http.control.Header""> <stringProp     * name=""Header.value"">Mozilla%2F4.0+%28compatible%3B+MSIE+5.5%3B+Windows+98%29</stringProp>     * <stringProp name=""Header.name"">User-Agent</stringProp> </elementProp>     */"
JMeter,DESIGN,"/*     * These must be set before reading/writing the XML. Rather a hack but     * saves changing all the method calls to include an extra variable.     *     * AFAIK the variables should only be accessed from one thread so no need to synchronize.     */"
JMeter,DESIGN,// TODO: should this be restored?
JMeter,DESIGN,// TODO: not used - make private?
JMeter,DESIGN,// TODO appears to duplicate the threadName field in SampleResult
JMeter,DESIGN,// Yuck: TIFFImageEncoder uses Error to report runtime problems
JMeter,DESIGN,// a check just in case:
JMeter,DESIGN,// TODO is this the right thing to do?
JMeter,DESIGN,// results.setResponseCode("???"); TODO what code should be set here?
JMeter,DESIGN,// TODO should this implement supportsCustomEditor() ?
JMeter,DESIGN,// Not used as the <testResult> element is generated by the // ResultCollector class
JMeter,DESIGN,"/**     * Check if a string is a valid JMeter 'expression'.     * <p>     * The current implementation is very basic: it just accepts any string     * containing ""${"" as a valid expression. TODO: improve but keep returning     * true for ""${}"".     */"
JMeter,DESIGN,// TODO - use or remove
JMeter,DESIGN,// I guess this can happen as a result of a bad // file read? In this case it would be better to replace the // incorrect value with anything valid e.g. the default value // for the property. // But for the time being I just prefer to be aware of any // problems occuring here most likely programming errors // so I'll bail out. // (MS Note) Can't bail out - newly create elements have blank // values and must get the defaults. // Also when loading previous versions of jmeter test scripts // some values // may not be right and should get default values - MS // TODO: review this and possibly change to:
JMeter,DESIGN,// TODO does not work yet; need to determine the sample type
JMeter,DESIGN,// Temporary fix to allow default protocol to be changed
JMeter,DESIGN,//TODO consider using private logs for each derived class
JMeter,DESIGN,// Does not appear to be used yet
JMeter,DESIGN,// Remember to change this when the class changes ...
JMeter,DESIGN,// TODO temporary hack to avoid unnecessary bug reports for subclasses
JMeter,DESIGN,// TODO - yet another ambiguous name - does it need changing? // See also: Clearable JMeterGUIComponent
JMeter,DESIGN,// TODO Is this silent exception intended
JMeter,DESIGN,"/*     * The following variables are set by StandardJMeterEngine.     * This is done before start() is called so the values will be published to the thread safely     * TODO - consider passing them to the constructor so that they can be made final     * (to avoid adding lots of parameters perhaps have a parameter wrapper object.     */"
JMeter,DESIGN,// TODO should this set the thread names for all the subsamples? // might be more efficient than fetching the name elsewehere
JMeter,DESIGN,"/*         * Setting SamplingStarted before the contollers are initialised allows         * them to access the running values of functions and variables (however         * it does not seem to help with the listeners)         */"
JMeter,DESIGN,// TODO: remove this useless Entry parameter
JMeter,DESIGN,// TODO fix this when there is a real implementation
JMeter,DESIGN,// TODO only clear the relevant entry - if possible...
JMeter,DESIGN,// Surely this is always null in the constructor?
JMeter,DESIGN,// TODO why not use the super class value?
JMeter,DESIGN,// TODO - does not appear to be called directly
JMeter,DESIGN,"/** * Custom TrustManager ignores all certificate errors * * TODO: implement conditional checking and logging * * (Derived from AuthSSLX509TrustManager in HttpClient contrib directory) */"
JMeter,DESIGN,// Maps to contain page and form encodings // TODO - do these really need to be shared between all Proxy instances?
JMeter,DESIGN,// NOTE: Source and line arguments are nonsense in a call(). //       Any way to make these arguments *sensible?
JMeter,DESIGN,// Is it an exception wrapped in a JavaScriptException?
JMeter,DESIGN,// TODO Why empty block ?
JMeter,DESIGN,// TODO - perhaps this should be a fatal error?
JMeter,DESIGN,// clone will produce correct type // TODO but why do we need to clone the list?
JMeter,DESIGN,// TODO only called by UserParameterXMLParser.getXMLParameters which is a deprecated class
JMeter,DESIGN,// TODO probably not needed
JMeter,DESIGN,// TODO needs to be synch? Probably not changed after threads have started // JMeter Home directory (excludes trailing separator) // JMeter bin directory (excludes trailing separator)
JMeter,DESIGN,// Hack: bsh-2.0b5.jar BshScriptEngine implements Compilable but throws "java.lang.Error: unimplemented"
JMeter,DESIGN,// TODO: what is this for?
JMeter,DESIGN,// TODO should equals and hashCode depend on field other than count?
JMeter,DESIGN,// TODO is sync really needed?
JMeter,DESIGN,// TODO is this correct?
JMeter,DESIGN,// TODO cpercent is the same as cmedian here - why? and why pass it to "distributionLine"?
JMeter,DESIGN,// TODO: Should the method signature of this method be changed to // match the super-implementation (using a TestElement parameter // instead of AbstractListenerElement)? This would require an // instanceof check before adding the listener (below) but would // also make the behavior a bit more obvious for sub-classes -- the // Java rules dealing with this situation aren't always intuitive // and a subclass may think it is calling this version of the method // when it is really calling the superclass version instead.
JMeter,DESIGN,// TODO Should this method be synchronized ? all other function execute are
JMeter,DESIGN,// TODO should the engine be static?
JMeter,DESIGN,// N.B. Commons IO IOUtils has equivalent methods; these were added before IO was included // TODO - perhaps deprecate these in favour of Commons IO?
JMeter,DESIGN,// TODO should this be getMin()?
JMeter,DESIGN,"/*                 * Fix bug: -D arg1=arg2 was causing parse error; however                 * --define arg1=arg2 is OK This seems to be because the parser                 * skips the terminator for the long options but was not doing                 * so for the short options.                 */"
JMeter,DESIGN,// TODO improve the error handling
JMeter,DESIGN,"/**     * Add logTargets to root logger     * FIXME What's the clean way to add a LogTarget afterwards ?     * @param logTargets LogTarget array     */"
JMeter,DESIGN,// hack to reduce the need to load every class in non-GUI mode which only needs functions // TODO perhaps use BCEL to scan class files instead? // class name should contain this string // class name should not contain this string
JMeter,DESIGN,"/*             * TODO: Exact ordering is only required for some tests; change the             * comparison to do a set compare where necessary.             */"
JMeter,DESIGN,// TODO field always true what for ?
JMeter,DESIGN,// TODO - improve this check
JMeter,DESIGN,// TODO - could this be return?
JMeter,DESIGN,//very wrong.
JMeter,DESIGN,// TODO - should this be a failure?
JMeter,DESIGN,"/*     * Wrapper to convert a JUnit4 class into a TestCase     *     *  TODO - work out how to convert JUnit4 assertions so they are treated as failures rather than errors     */"
JMeter,DESIGN,// TODO should really return most specific (i.e. longest) match.
JMeter,DESIGN,// TODO - should this be done for embedded usage? // Note: the element is a ConfigTestElement when used standalone so we cannot use FTPSampler access methods
JMeter,DESIGN,// TODO: replace all this url2 mess with a proper method // "areEquivalent(url1 url2)" that // would also ignore case in protocol and host names etc. -- use that // method in the CookieManager too.
JMeter,DESIGN,// TODO is this possible?
JMeter,DESIGN,"/*     * Holder for storing cache details.     * Perhaps add original response later?     */"
JMeter,DESIGN,// TODO not used by GUI
JMeter,DESIGN,// not currently used
JMeter,DESIGN,// TODO correct URL?
JMeter,DESIGN,// NOTE: the handling of simple- vs. double-quotes could be formally // more accurate but I can't imagine a session id containing // either so we should be OK. The whole set of expressions is a // quick hack anyway so who cares.
JMeter,DESIGN,"/*         * TODO improve string version to better match browser behaviour? e.g.         * do browsers regard http://host/ and http://Host:80/ as the same? If         * so it would be better to reflect this in the string         */"
JMeter,DESIGN,// Code also allows for LF only (not sure why - perhaps because the test code uses it?)
JMeter,DESIGN,// TODO: find a way to avoid the cost of creating a String here -- // probably a new PatternMatcherInput working on a byte[] would do // better.
JMeter,DESIGN,// TODO should setBaseForScript be called here rather than above?
JMeter,DESIGN,// Java 1.6.0_22+ no longer allows Content-Length to be set so don't check it. // See: http://bugs.sun.com/bugdatabase/view_bug.do?bug_id=6996110 // TODO any point in checking the other headers?
JMeter,DESIGN,// SampleEvent is not passed JMeterVariables because they don't make sense for Proxy Recording // TODO - is this the correct threadgroup name?
JMeter,DESIGN,// TODO needs cleaning up
JMeter,DESIGN,// $NON-NLS-1$ TODO should this be a variable?
JMeter,DESIGN,// TODO replace repeated substr() above and below with more efficient method.
JMeter,DESIGN,// TODO perhaps make more specific than this? // no point parsing anything else e.g. GIF ...
JMeter,DESIGN,// won't work: writeErrorToClient(HttpReplyHdr.formInternalError()); // Generate result (if nec.) and populate it // hack to skip processing
JMeter,DESIGN,// TODO - should this be done when the client is created? // If so then the details need to be added as part of HttpClientKey
JMeter,DESIGN,// HACK
JMeter,DESIGN,// May be replaced later
JMeter,DESIGN,// TODO hack to be removed later
JMeter,DESIGN,// Could we drop the Sync here?
JMeter,DESIGN,// TODO - should LF-only EOL be allowed?
JMeter,DESIGN,// DirContext dc = //TODO perhaps return this?
JMeter,DESIGN,// $NON-NLS-1$ // TODO - change to use URL version? Will this affect test plans?
JMeter,DESIGN,// TODO specify collection type without breaking callers
JMeter,DESIGN,// TODO - can this eever happen?
JMeter,DESIGN,// All form parameter always have text/plain as mime type //TODO make this a parameter?
JMeter,DESIGN,// $NON-NLS-1$ // TODO can this be obtained from the file somehow?
JMeter,DESIGN,// Does not appear to be used
JMeter,DESIGN,// NOTUSED: GuiPackage guiPack =
JMeter,DESIGN,// Allow serializable test to work // TODO: is the serializable test necessary now that JMeterTreeNode is // no longer a GUI component?
JMeter,DESIGN,// TODO is null correct?
JMeter,DESIGN,// TODO - how to handle thread stopped here
JMeter,DESIGN,// Slight hack - we need to ensure the TestClass is not reset by the previous call
JMeter,DESIGN,// TODO should this be called if basedir == null?
JMeter,DESIGN,// TODO - could be converted to generic class?
JMeter,DESIGN,// TODO not used?
JMeter,DESIGN,// TODO: make static?
JMeter,DESIGN,// Hack to allow entire URL to be provided in host field
JMeter,DESIGN,// TODO Should this be OK ? //assertEquals(contentEncoding s.getContentEncoding()); // Check arguments // We should have one argument with the value equal to the post body
JMeter,DESIGN,// TODO downcase UPPER case non-final variables
JMeter,DESIGN,// TODO - belongs elsewhere
JMeter,DESIGN,// TODO can this happen?
JMeter,DESIGN,// TODO needed here because currently done on sample completion in JMeterThread // but that only catches top-level samples.
JMeter,DESIGN,// TODO : This is a bit fragile
JMeter,DESIGN,// TODO is this correct? // If this is not the first file we can't write its header now // for simplicity we always save it even if there is only one file
JMeter,DESIGN,// TODO - should this return something else?
JMeter,DESIGN,// Don't allow override of Content-Length // This helps with SoapSampler hack too // TODO - what other headers are not allowed?
JMeter,DESIGN,//$NON-NLS-1$ TODO should this be variable?
JMeter,DESIGN,// TODO - is this the correct default?
JMeter,DESIGN,// TODO do we need to add a charset for the file contents? // $NON-NLS-1$
JMeter,DESIGN,// TODO merge put and post methods as far as possible. // e.g. post checks for multipart form/files and if not invokes sendData(HttpEntityEnclosingRequestBase)
JMeter,DESIGN,// Get the content length it tells us how much data to read // TODO : Maybe support chunked encoding then we cannot rely on content length
JMeter,DESIGN,// TODO: is this the correct default?
JMeter,DESIGN,// TODO should we allow mimetype only?
JMeter,DESIGN,"/*     * TODO should these fields be public?     * They don't appear to be used externally.     *      * Also are they any different from HTTPConstants.GET etc. ?     * In some cases they seem to be used as the method name from the Tomcat log.     * However the RMETHOD field is used as the value for HTTPSamplerBase.METHOD     * for which HTTPConstants is most approriate.     */"
JMeter,DESIGN,// NOTUSED org.apache.jmeter.monitor.model.Status st = // TODO - charset?
JMeter,DESIGN,// TODO: find out how to retrieve these from the script // At present the script has to use SampleResult methods to set them. // $NON-NLS-1$ // $NON-NLS-1$
JMeter,DESIGN,// TODO: process warnings? Set Code and Message to success?
JMeter,DESIGN,// TODO - should the encoding be configurable? // $NON-NLS-1$
JMeter,DESIGN,//$NON-NLS-1$ // TODO - probably wrong
JMeter,DESIGN,// TODO Method with 0 reference really useful ?
JMeter,DESIGN,// Maybe we should consider creating a global cache for the // random files to make JMeter more efficient.
JMeter,DESIGN,// Should we use java.naming.security.[principal|credentials] to create the QueueConnection?
JMeter,DESIGN,// TODO set different status if not enough messages found?
JMeter,DESIGN,"/** * FIXME BROKEN CODE */"
JMeter,DESIGN,// NOTUSED private String chosenFile;
JMeter,DESIGN,"/* * Find all beans out there and check their resource property files: - Check * that non-default property files don't have any extra keys. - Check all * necessary properties are defined at least in the default property file * except for beans whose name contains ""Experimental"" or ""Alpha"".  *  * TODO: - Check property files don't have duplicate keys (is this important) *  */"
JMeter,DESIGN,// This could perhaps be a variable name
JMeter,DESIGN,// Should we add the "_" separator?
JMeter,DESIGN,// TODO - should we skip processing here?
JMeter,DESIGN,//TODO add some real tests now that split() has been removed
JMeter,DESIGN,// NOT USED transient protected ThreadGroup THREADGROUP = null; // Anyway was this supposed to be the class from java.lang or // jmeter.threads?
JMeter,DESIGN,// all the others could be private too?
JMeter,DESIGN,// TODO can this ever happen?
JMeter,DESIGN,// TODO fetch list of languages from a file? // N.B. Changes to language list need to be reflected in // resources/PackageTest.java
JMeter,DESIGN,//TODO: move to utils class (JMeterUtils?)
JMeter,DESIGN,// TODO: do we need to implement any kind of connection pooling? // If so which connections should be shared? // Should threads share connections to the same destination? // What about cross-thread sharing?
JMeter,DESIGN,//            // Set the content type TODO - needed? //            String multiPartContentType = multiPart.getContentType().getValue(); //            post.setHeader(HEADER_CONTENT_TYPE multiPartContentType);
JMeter,DESIGN,"/*     * TODO this assumes that the redirected response will always immediately follow the original response.     * This may not always be true.     * Is there a better way to do this?     */"
JMeter,DESIGN,// TODO is it the best way ? https://issues.apache.org/bugzilla/show_bug.cgi?id=55634
JMeter,DESIGN,// Keep the unexpanded path // TODO - allow directories to end with .jar by removing this check?
JMeter,DESIGN,// TODO: the above works in the current situation but it's // just a hack. How to get each editor to report whether it // wants to grow bigger? Whether the property label should // be at the left or at the top of the editor? ...?
JMeter,DESIGN,// Hack: save the package for any transaction controllers
JMeter,DESIGN,// How many classes can we assign from? // TODO: there must be a nicer way...
JMeter,DESIGN,// Should the TestBean be hidden?
JMeter,DESIGN,// TODO - why lower case? OK to use the default Locale?
JMeter,DESIGN,//A hack to make user-defined variables in the testplan element more dynamic
JMeter,DESIGN,// HACK: force the controller to load its tree
JMeter,DESIGN,// It might be useful also to make this available in the 'Request' tab for // when posting JSON.
JMeter,DESIGN,// should header be saved with the data? //$NON-NLS-1$
JMeter,DESIGN,// Showing large strings can be VERY costly so we will avoid // doing so if the response // data is larger than 200K. TODO: instead we could delay doing // the result.setText // call until the user chooses the "Response data" tab. Plus we // could warn the user // if this happens and revert the choice if he doesn't confirm // he's ready to wait.
JMeter,DESIGN,// TODO strings should be resources
JMeter,DESIGN,// result.setError(true); // TODO is this the correct strategy? // throw exception; // allow assertion to pass
JMeter,DESIGN,// Why does this not call guiInstance.clearTestPlan() ? // Is there a reason for not clearing everything?
JMeter,DESIGN,// NOTUSED yet private JTextField filename;
JMeter,IMPLEMENTATION,// TODO somehow show progress
JMeter,IMPLEMENTATION,// TODO support multiple signers
JMeter,IMPLEMENTATION,// TODO: fetch this once as per vars above?
JMeter,IMPLEMENTATION,// TODO: add and delete not currently supported // $NON-NLS-1$
JMeter,IMPLEMENTATION,// Fix path to allow the use of UNC URLs
JMeter,IMPLEMENTATION,// TODO should this use setDone()? // TODO should this use setFirst()?
JMeter,IMPLEMENTATION,// Set the overall status for the transaction sample // TODO: improve e.g. by adding counts to the SampleResult class
JMeter,IMPLEMENTATION,// Should we exit at end of the test? (only applies to server because host is non-null)
JMeter,IMPLEMENTATION,"/*         * Have we reached the reporting boundary?         * Need to allow for a margin of error otherwise can miss the slot.         * Also need to check we've not hit the window already         */"
JMeter,IMPLEMENTATION,// TODO save hostname; save sample type (plain or http)
JMeter,IMPLEMENTATION,// Allow the mimetype of the file to control the content type // This is not obvious in GUI if you are not uploading any files // but just sending the content of nameless parameters // TODO: needs a multiple file upload scenerio
JMeter,IMPLEMENTATION,// REMIND: convert arg list Vectors here?
JMeter,IMPLEMENTATION,// It is chunked transfer encoding which we do not really support yet. // So we just read without blocking because we do not know when to // stop reading so we cannot block // TODO propery implement support for chunked transfer i.e. to // know when we have read the whole request and therefore allow // the reading to block
JMeter,IMPLEMENTATION,// TODO handle filenames
JMeter,IMPLEMENTATION,// not yet handled
JMeter,IMPLEMENTATION,// TODO - should check that error has been logged...
JMeter,IMPLEMENTATION,// Don't allow override of Content-Length // TODO - what other headers are not allowed?
JMeter,IMPLEMENTATION,// TODO ? perhaps note connection so it can be disconnected at end of test?
JMeter,WITHOUT_CLASSIFICATION,// Check request headers
JMeter,WITHOUT_CLASSIFICATION,// $NON-NLS-1$
JMeter,WITHOUT_CLASSIFICATION,// --------------------------------------------------------------------- // PROPERTY FILE CONSTANTS // ---------------------------------------------------------------------
JMeter,WITHOUT_CLASSIFICATION,// package protected so can be accessed by test class
JMeter,WITHOUT_CLASSIFICATION,// Test sending data with default encoding
JMeter,WITHOUT_CLASSIFICATION,// return with an error
JMeter,WITHOUT_CLASSIFICATION,"/*     * Low-level (recursive) routine to define the method - if not already defined.     * Synchronized to protect access to methodToInvoke.     */"
JMeter,WITHOUT_CLASSIFICATION,// regular expression used to match against embedded resource URLs
JMeter,WITHOUT_CLASSIFICATION,// Don't save this - only needed for processing CSV headers currently
JMeter,WITHOUT_CLASSIFICATION,// flush
JMeter,WITHOUT_CLASSIFICATION,"/*     * Test method for 'org.apache.jmeter.protocol.http.sampler.postWriter.setHeaders(URLConnection HTTPSampler)'     */"
JMeter,WITHOUT_CLASSIFICATION,// OPTIONAL TASKS
JMeter,WITHOUT_CLASSIFICATION,// List of variable names to be saved in JTL files
JMeter,WITHOUT_CLASSIFICATION,// flag - if all machines within a given domain can access the variable. //(from http://www.cookiecentral.com/faq/ 3.5)
JMeter,WITHOUT_CLASSIFICATION,///////////////// End of standard field accessors /////////////////////
JMeter,WITHOUT_CLASSIFICATION,"/*         * Run tidy.         */"
JMeter,WITHOUT_CLASSIFICATION,// Get appropriate sender class governed by the behaviour set in the JMeter property
JMeter,WITHOUT_CLASSIFICATION,// Column numbers - must agree with order above
JMeter,WITHOUT_CLASSIFICATION,// We don't want this passed on to browser
JMeter,WITHOUT_CLASSIFICATION,// return with no error
JMeter,WITHOUT_CLASSIFICATION,// Fix the content length
JMeter,WITHOUT_CLASSIFICATION,// only http and https are supported
JMeter,WITHOUT_CLASSIFICATION,// Obtain another URL with an explicit port:
JMeter,WITHOUT_CLASSIFICATION,"/*     * Constructor is initially called once for each occurrence in the test plan     * For GUI several more instances are created Then clear is called at start     * of test Called several times during test startup The name will not     * necessarily have been set at this point.     */"
JMeter,WITHOUT_CLASSIFICATION,// write output to file
JMeter,WITHOUT_CLASSIFICATION,"/*     * For use by SaveService only.     *     * @param stamp -     *            this may be a start time or an end time     * @param elapsed     */"
JMeter,WITHOUT_CLASSIFICATION,// this should never happen // anyway we'll continue with url2 set to null.
JMeter,WITHOUT_CLASSIFICATION,// probably does not need to be synch (always accessed through ThreadLocal?) // give access to Test code
JMeter,WITHOUT_CLASSIFICATION,// For use by AJP
JMeter,WITHOUT_CLASSIFICATION,// vars will be null on TestPlan
JMeter,WITHOUT_CLASSIFICATION,// Original numeric order (we now use strings)
JMeter,WITHOUT_CLASSIFICATION,// Allow for old format file without the extra columnns
JMeter,WITHOUT_CLASSIFICATION,"/*     * Determine if content-type is known to be binary i.e. not displayable as text.     *     * @param ct content type     * @return true if content-type is of type binary.     */"
JMeter,WITHOUT_CLASSIFICATION,// Embedded URL match regex
JMeter,WITHOUT_CLASSIFICATION,// Extract charset and store as DataEncoding // N.B. The meta tag: // <META http-equiv="content-type" content="text/html; charset=foobar"> // is now processed by HTTPSampleResult#getDataEncodingWithDefault // $NON-NLS-1$
JMeter,WITHOUT_CLASSIFICATION,// check if filename defined
JMeter,WITHOUT_CLASSIFICATION,//    private static final Logger log = LoggingManager.getLoggerForClass();
JMeter,WITHOUT_CLASSIFICATION,// does not apply to Java implementation
JMeter,WITHOUT_CLASSIFICATION,// divisor is a positive number // should never case NFE
JMeter,WITHOUT_CLASSIFICATION,// add a listener to activate or not concurrent dwn.
JMeter,WITHOUT_CLASSIFICATION,// Note: Windows user preferences are stored relative to: HKEY_CURRENT_USER\Software\JavaSoft\Prefs
JMeter,WITHOUT_CLASSIFICATION,// close file
