projectname,classification,commenttext
Columba,WITHOUT_CLASSIFICATION,"/*        UIManager.put(""Label.font"" mainFont);        UIManager.put(""Textfield.font"" mainFont);        UIManager.put(""TextArea.font"" mainFont);        UIManager.put(""MenuItem.font"" mainFont);        UIManager.put(""MenuItem.acceleratorFont"" mainFont);        UIManager.put(""Menu.font"" mainFont);        UIManager.put(""Menu.acceleratorFont"" mainFont);        UIManager.put(""MenuBar.font"" mainFont);        UIManager.put(""Tree.font"" mainFont);        UIManager.put(""Table.font"" mainFont);        UIManager.put(""Button.font"" mainFont);        UIManager.put(""CheckBoxButton.font"" mainFont);        UIManager.put(""RadioButton.font"" mainFont);        UIManager.put(""ComboBox.font"" mainFont);        UIManager.put(""ToggleButton.font"" mainFont);        UIManager.put(""CheckBoxMenuItem.font"" mainFont);        UIManager.put(""RadioButtonMenuItem.font"" mainFont);        UIManager.put(""TabbedPane.font"" mainFont);        UIManager.put(""List.font"" mainFont);        */"
Columba,WITHOUT_CLASSIFICATION,// charset is found from line not lcLine => not // forced lower case
Columba,WITHOUT_CLASSIFICATION,// group
Columba,WITHOUT_CLASSIFICATION,// Add components to the panel:
Columba,WITHOUT_CLASSIFICATION,"/*		 * If no Content-Type header was found it is necessary to construct a		 * new one (for outgoing msg Eudora never includes a Content-Type =>		 * html msg is not shown correctly).		 */"
Columba,WITHOUT_CLASSIFICATION,"/*		 * JPanel panel= new JPanel(); panel.setLayout(new BorderLayout());		 * panel.add(resetButton BorderLayout.EAST); builder.add(panel		 * cc.xywh(5 7 1 1));		 */"
Columba,WITHOUT_CLASSIFICATION,"/* * Test for XmlElement(StringString) */"
Columba,WITHOUT_CLASSIFICATION,"/*		 * overwriteOptionsCheckBox = new JCheckBox(""Overwrite global		 * settings""); overwriteOptionsCheckBox.addActionListener(this);		 * overwriteOptionsCheckBox.setActionCommand(""OVERWRITE"");		 */"
Columba,WITHOUT_CLASSIFICATION,// defaultShapeFactory.setShape(AShapeCreator.createTraslucentShapeHorizontal() // null);
Columba,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ //$NON-NLS-2$ //$NON-NLS-3$ //$NON-NLS-4$ //$NON-NLS-5$
Columba,WITHOUT_CLASSIFICATION,// search across all providers
Columba,WITHOUT_CLASSIFICATION,// c.gridwidth = GridBagConstraints.RELATIVE;
Columba,WITHOUT_CLASSIFICATION,"/*LinkedList testList = new LinkedList(listFull_I);ListTools.intersect(testListlistFull_I);assertTrue(testList.equals(listFull_I));testList = new LinkedList(listFull_I);ListTools.intersect(testListnew LinkedList());assertTrue(testList.size()==0);testList = new LinkedList(listFull_I);ListTools.intersect(testListlistPart1_I);assertTrue(testList.equals(listPart1_I));testList = new LinkedList(listFull_I);ListTools.intersect(testListlistPart2_I);assertTrue(testList.equals(listPart2_I));testList = new LinkedList(listPart1_I);ListTools.intersect(testListlistPart2_I);assertTrue(testList.size()==0);*/"
Columba,WITHOUT_CLASSIFICATION,// if there is no search engine try the default one
Columba,WITHOUT_CLASSIFICATION,// execute command -> use mock object class as worker which does // nothing
Columba,WITHOUT_CLASSIFICATION,// read attribute "value"
Columba,WITHOUT_CLASSIFICATION,// save boolean headerfields compressing them to one int value
Columba,WITHOUT_CLASSIFICATION,//protected RemoteSearchEngine searchEngine;
Columba,WITHOUT_CLASSIFICATION,"/*					 * Such a header is used by Eudora to indicate attachments					 * for outgoing messages. Outgoing messages have no					 * Content-Type specified. Therefore the Content-Type header					 * can be safely set here without risk of conflicts with the					 * modifications made above					 */"
Columba,WITHOUT_CLASSIFICATION,// AShape textShape = new TextAShape("text" "$" + GridRow.NAME + "$" // textRect TextAShape.TYPE_SINGE_LINE font fgColor // AtFraction.CENTER AtStart.START0 Boolean.FALSE);
Columba,WITHOUT_CLASSIFICATION,// only local folders have an full-text indexing capability
Columba,WITHOUT_CLASSIFICATION,"/*		 * mainConstraints.fill = GridBagConstraints.BOTH;		 * mainConstraints.insets = new Insets(0 0 0 0);		 * mainConstraints.gridwidth = GridBagConstraints.REMAINDER;		 * mainConstraints.weightx = 1.0; mainConstraints.weighty = 1.0;		 */"
Columba,WITHOUT_CLASSIFICATION,// TODO i18n "Close" button
Columba,WITHOUT_CLASSIFICATION,// get unique boundary (not checked against att. // list part - but guess its ok)
Columba,WITHOUT_CLASSIFICATION,// get column of list
Columba,WITHOUT_CLASSIFICATION,// if user cancelled task exit immediately
Columba,WITHOUT_CLASSIFICATION,// display status message
Columba,WITHOUT_CLASSIFICATION,// group item
Columba,WITHOUT_CLASSIFICATION,// parameters ~ rest of string
Columba,WITHOUT_CLASSIFICATION,// enable lucene search index by default //$NON-NLS-1$ //$NON-NLS-2$
Columba,WITHOUT_CLASSIFICATION,// save last message (while loop terminated before last msg was saved)
Columba,WITHOUT_CLASSIFICATION,// Create the header of the multipart
Columba,WITHOUT_CLASSIFICATION,// Logging.log.severe( // "Not enough tokens in \"" // + dateStr // + "\" to create Date: header. Returning null" // e);
Columba,WITHOUT_CLASSIFICATION,// notify configuration changes listeners // @see org.columba.mail.gui.table.util.MarkAsReadTimer
Columba,WITHOUT_CLASSIFICATION,"/*							 * mixed or unknown multipart type (to be treated as							 * mixed). This is typically a message with							 * attachments. Eudora just stores links to them -							 * therefore we create a new multipart/mixed message							 * with 2nd part = html page with links to							 * attachments							 */"
Columba,WITHOUT_CLASSIFICATION,// get list of all uids
Columba,WITHOUT_CLASSIFICATION,//notifyTableListeners(new TableModelEvent(this 0 logMessages.size()));
Columba,WITHOUT_CLASSIFICATION,// move message to trash if marked as expunged
Columba,WITHOUT_CLASSIFICATION,// ask the user about the destination file
Columba,WITHOUT_CLASSIFICATION,// don't instantiate this class
Columba,WITHOUT_CLASSIFICATION,// register for configuration changes
Columba,WITHOUT_CLASSIFICATION,// get headerfield to search in (for example: Subject)
Columba,WITHOUT_CLASSIFICATION,// button panel
Columba,WITHOUT_CLASSIFICATION,// listener updates menu in case the tags where changed
Columba,WITHOUT_CLASSIFICATION,// return (ChatMediator) chatList.get(index);
Columba,WITHOUT_CLASSIFICATION,// notify listeners // @see org.columba.mail.gui.composer.SubjectController
Columba,WITHOUT_CLASSIFICATION,"/* (non-Javadoc) * @see org.columba.core.gui.themes.plugin.AbstractThemePlugin#setLookAndFeel() */"
Columba,WITHOUT_CLASSIFICATION,// send notification event // @see org.columba.mail.gui.message.TextViewer
Columba,WITHOUT_CLASSIFICATION,// apply transparent icon
Columba,WITHOUT_CLASSIFICATION,// example: fdietz@jabber.org/Jabber-client // -> remove "/Jabber-client"
Columba,WITHOUT_CLASSIFICATION,// replace with "MyListCellRenderer" for simple one-line renderer // replace with "MyComplexListCellRenderer" for an additional description line
Columba,WITHOUT_CLASSIFICATION,// notify listeners
Columba,WITHOUT_CLASSIFICATION,// mandatory String-based attribute
Columba,WITHOUT_CLASSIFICATION,"/*		 * Gets the platform specific default theme. This is in all cases but		 * MacOS X the Plastic theme. On MacOs X we use the System L&F.		 *		 */"
Columba,WITHOUT_CLASSIFICATION,// skip the first column
Columba,WITHOUT_CLASSIFICATION,// selected buddy in buddylist
Columba,WITHOUT_CLASSIFICATION,// private void addStatus(String tooltip ImageIcon icon) { // JLabel label = new JLabel(icon); // label.setToolTipText(tooltip); // // comboBox.addItem(tooltip); // }
Columba,WITHOUT_CLASSIFICATION,// update list view
