projectname,classification,commenttext
EMF,DESIGN,// Note that the way they are sorted the values of index[i++] always increase // so the objects are added from right to left in the list. // // EATM  TODO // // We could make this more efficient by grouping the adds when indices increment by one // so that a single grouped notification would result. //
EMF,DESIGN,// TODO deprecate (since no longer used by getEditPluginClass() getEditorPluginClass() getTestSuiteClass()) //
EMF,DESIGN,// if there are multiple variables in declaration  // separate this variable fragment into a separate declaration
EMF,DESIGN,//DMS factor this into a method? Use a non-static subclass?
EMF,DESIGN,//DMS this doesn't really produce nice output. //
EMF,IMPLEMENTATION,//FB TBD filter out volatile and other inappropriate links?
EMF,IMPLEMENTATION,// I don't know if this should be run this deferred // because we might have to give the editor a chance to process the viewer update events // and hence to update the views first. // //
EMF,IMPLEMENTATION,// TODO processing instructions are not sent to recordValues
EMF,IMPLEMENTATION,// TODO comments are not sent to recordValues
EMF,IMPLEMENTATION,// TODO Ignore for now.
EMF,IMPLEMENTATION,// TODO handle situation when ASTJNode is removed (compilationUnit is null)
EMF,IMPLEMENTATION,//TBD return super classes of classes in this package that come from a delegate package.
EMF,IMPLEMENTATION,// if current char is comma insert line break after it // // we should be able to find the comma because the range for enum constants includes all trailing comments up to the separator // if TargetSourceRangeComputer of ASTRewrite changes this logic should change to skip comments // see org.eclipse.emf.codegen.merge.java.facade.ast.CommentAwareSourceRangeComputer#getEnumConstantSourceRange(ASTNode)
EMF,IMPLEMENTATION,// TODO translation
EMF,IMPLEMENTATION,// TODO Binary incompatibility; an old override must override putAll.
EMF,IMPLEMENTATION,// This runs the options and shows progress. // (It appears to be a bad thing to fork this onto another thread.) //
EMF,IMPLEMENTATION,// we should be able to find the comma because the range for enum constants includes all preceding comments up to the previous constant // if TargetSourceRangeComputer of ASTRewrite changes this logic should change to skip comments // see org.eclipse.emf.codegen.merge.java.facade.ast.CommentAwareSourceRangeComputer#getEnumConstantSourceRange(ASTNode)
EMF,IMPLEMENTATION,// TODO we should generate this.
EMF,IMPLEMENTATION,// TODO What about the instance type name and the fact that we should be matching its type argument structure? // If they match so far we must assume they are okay and then check all the arguments. //
EMF,WITHOUT_CLASSIFICATION,// Set of options that we want to control
EMF,WITHOUT_CLASSIFICATION,// get the end position of the range for the previous node
EMF,WITHOUT_CLASSIFICATION,// adding 'at' allows distinguish annotations from other members // (i.e. inner class verses annotation of a class) //
EMF,WITHOUT_CLASSIFICATION,// Get the adapter from the factory. //
EMF,WITHOUT_CLASSIFICATION,// No methods added.
EMF,WITHOUT_CLASSIFICATION,"/*   * Javadoc copied from interface.   */"
EMF,WITHOUT_CLASSIFICATION,// add trailing comments if necessary
EMF,WITHOUT_CLASSIFICATION,// If the target is read-only we can ask the platform to release it. //
EMF,WITHOUT_CLASSIFICATION,// If entries don't have the same feature the feature maps aren't equal. //
EMF,WITHOUT_CLASSIFICATION,// Merge with an existing file. //
EMF,WITHOUT_CLASSIFICATION,// Walk up the superpackages collecting the package names. // Because empty packages are ommitted from the GenModel we need to walk up the EPackages. //
EMF,WITHOUT_CLASSIFICATION,// Any features that delegate to features in this package. //
EMF,WITHOUT_CLASSIFICATION,// See java.lang.Class.getName() javadoc for explanation of array encoding.
EMF,WITHOUT_CLASSIFICATION,// Additional useful character classes including characters valid in certain // URI components and separators used in parsing them out of a string.  // // | ucschar | escaped
EMF,WITHOUT_CLASSIFICATION,"/**   * Calls <code>caseXXX</code> for each class of the model until one returns a non null result; it yields that result.   * <!-- begin-user-doc -->   * <!-- end-user-doc -->   * @return the first non-null result returned by a <code>caseXXX</code> call.   * @generated   */"
EMF,WITHOUT_CLASSIFICATION,// If the target is read-only we can ask the platform to release it and it may be updated in the process. //
EMF,WITHOUT_CLASSIFICATION,// find start position of farthest preceding comment
EMF,WITHOUT_CLASSIFICATION,// was the details button pressed?
EMF,WITHOUT_CLASSIFICATION,// Set up the tree viewer. //
EMF,WITHOUT_CLASSIFICATION,// Process the children of the UnitTreeNode recursively. //
EMF,WITHOUT_CLASSIFICATION,// Create a code formatter for this compilation unit if needed. //
EMF,WITHOUT_CLASSIFICATION,// If the name isn't qualified it might be a primitive or from java.lang. Otherwise assume it's in the current // package and use the nsPrefix for the qualified package name. //
EMF,WITHOUT_CLASSIFICATION,// Determine the base URL by looking for the plugin.properties file in the standard way. //
EMF,WITHOUT_CLASSIFICATION,// The notification for this list is being thrown by the // delegating list //
EMF,WITHOUT_CLASSIFICATION,// Make sure our popups work. //
EMF,WITHOUT_CLASSIFICATION,// remove type insert enum
EMF,WITHOUT_CLASSIFICATION,// We need to screen out duplicates in the unlikely event that we have two //  features with the same class-qualified name. We'll only generate one property //  string in that case and let the user add the second one manually if necessary. //
EMF,WITHOUT_CLASSIFICATION,// build mapping from classes to list of features that use them
EMF,WITHOUT_CLASSIFICATION,// This runs the options and shows progress. //
EMF,WITHOUT_CLASSIFICATION,// no paths: keep query only
EMF,WITHOUT_CLASSIFICATION,// Select the root object in the view. //
EMF,WITHOUT_CLASSIFICATION,// else absolute path: keep it and query
EMF,WITHOUT_CLASSIFICATION,// Listen to selection so that we can handle it is a special way. //
EMF,WITHOUT_CLASSIFICATION,// The algorithm for the order of the features in this list should never change. // Also the fact that a new list is created whenever the contents change  // is something else that should never change. // There are clients who rely on both these behaviors  // and they will need to agree to any change // so that they can adjust their own code. //
EMF,WITHOUT_CLASSIFICATION,// This ensures that we handle selections correctly. //
EMF,WITHOUT_CLASSIFICATION,// Create an adapter factory that yields item providers. //
EMF,WITHOUT_CLASSIFICATION,// Get the current time in milliseconds since the epoch  // and adjust it to match the epoch required by the specification. //
EMF,WITHOUT_CLASSIFICATION,// Get the first selected element. //
EMF,WITHOUT_CLASSIFICATION,// Otherwise the path needs only the remaining segments.
EMF,WITHOUT_CLASSIFICATION,// log the error ignore the change and continue
EMF,WITHOUT_CLASSIFICATION,// absolute path or no path -> absolute path
EMF,WITHOUT_CLASSIFICATION,// Do a base 64 conversion by turning every 3 bytes into 4 base 64 characters //
EMF,WITHOUT_CLASSIFICATION,// create a composite with standard margins and spacing
EMF,WITHOUT_CLASSIFICATION,// source method return type is array (getExceptions) target is not array (i.e. addException)
EMF,WITHOUT_CLASSIFICATION,// And we need to set it on any cached GenModels holding the special Ecore and XML packages. //
EMF,WITHOUT_CLASSIFICATION,"/**   * Calls <code>validateXXX</code> for the corresponding classifier of the model.   * <!-- begin-user-doc -->   * <!-- end-user-doc -->   * @generated   */"
EMF,WITHOUT_CLASSIFICATION,// This is the page for the tree viewer //
EMF,WITHOUT_CLASSIFICATION,// empty last segment -> trailing separator
EMF,WITHOUT_CLASSIFICATION,// Refresh the necessary state. //
EMF,WITHOUT_CLASSIFICATION,// A set command without a feature sets the value of this wrapper hence replacing it with a new wrapper. So // we need a special command wrapper that selects this new wrapper as the affected object. //
EMF,WITHOUT_CLASSIFICATION,// Maintain a (weak hash) set on the type parameter of all referencing generic types. //
EMF,WITHOUT_CLASSIFICATION,// Force the project to be setup properly. //
EMF,WITHOUT_CLASSIFICATION,"/*    * Javadoc copied from interface.   */"
EMF,WITHOUT_CLASSIFICATION,// WizardContainer variables
EMF,WITHOUT_CLASSIFICATION,// return getPrefixedName("EditorPlugin");
EMF,WITHOUT_CLASSIFICATION,//EParameter
EMF,WITHOUT_CLASSIFICATION,// retrieve source node corresponding to target //
EMF,WITHOUT_CLASSIFICATION,// Ignore.
EMF,WITHOUT_CLASSIFICATION,// Create a default .jetsettings file file
EMF,WITHOUT_CLASSIFICATION,// Subclasses may overrride
EMF,WITHOUT_CLASSIFICATION,// Save the resources to the file system. //
EMF,WITHOUT_CLASSIFICATION,// Set the selection to the widget. //
EMF,WITHOUT_CLASSIFICATION,// ETypeParameter
EMF,WITHOUT_CLASSIFICATION,// Save only resources that have actually changed. //
EMF,WITHOUT_CLASSIFICATION,// This is only at avoid needing an @SuppressWarnings("unchecked") on the EMFObservableList
EMF,WITHOUT_CLASSIFICATION,// This is the method that gets invoked when the operation runs. //
EMF,WITHOUT_CLASSIFICATION,// Ignore this since we will throw an exception when all else fails.
EMF,WITHOUT_CLASSIFICATION,// Fill 3 of value (byte) -19
EMF,WITHOUT_CLASSIFICATION,// for enum constants use special range
EMF,WITHOUT_CLASSIFICATION,//ETypedElement
EMF,WITHOUT_CLASSIFICATION,// So if the resolved object is also present... //
EMF,WITHOUT_CLASSIFICATION,//EcorePackage
EMF,WITHOUT_CLASSIFICATION,// Subclasses may override this method
EMF,WITHOUT_CLASSIFICATION,// Create resource
EMF,WITHOUT_CLASSIFICATION,// Something went wrong that shouldn't. //
EMF,WITHOUT_CLASSIFICATION,// Create package meta-data objects
EMF,WITHOUT_CLASSIFICATION,// Fill 68 of value (byte) -19 // Fill 9 of value (byte) 33 // Fill 36 of value (byte) -19 // Fill 3 of value (byte) 33 // Fill 2 of value (byte) -19 // Fill 4 of value (byte) 33 // Fill 30 of value (byte) -19 // Fill 56 of value (byte) 33 // Fill 89 of value (byte) -19 // Fill 18 of value (byte) 33 // Fill 7 of value (byte) -19 // Fill 14 of value (byte) 33 // Fill 2 of value (byte) -87 // Fill 46 of value (byte) 33 // Fill 70 of value (byte) -87 // Fill 26 of value (byte) 33 // Fill 2 of value (byte) -87 // Fill 36 of value (byte) 33
EMF,WITHOUT_CLASSIFICATION,// getObjectsToDetachGen() should be changed only if required
EMF,WITHOUT_CLASSIFICATION,// If a newline from the previous character data remains add a generator for it. //
EMF,WITHOUT_CLASSIFICATION,// Obtain or create and register package
EMF,WITHOUT_CLASSIFICATION,// remove the node
EMF,WITHOUT_CLASSIFICATION,// Initialize simple dependencies
EMF,WITHOUT_CLASSIFICATION,// Fill 11 of value (byte) 33
EMF,WITHOUT_CLASSIFICATION,// Obtain other dependent packages
EMF,WITHOUT_CLASSIFICATION,// If the intersection is empty i.e. no ancestor is in the mapping... //
EMF,WITHOUT_CLASSIFICATION,// Create classes and their features
EMF,WITHOUT_CLASSIFICATION,// Continue with a different approach.
EMF,WITHOUT_CLASSIFICATION,// Initialize created meta-data
EMF,WITHOUT_CLASSIFICATION,// If this mapping isn't a parent it's children definitely won't be either. //
EMF,WITHOUT_CLASSIFICATION,// Set bounds for type parameters
EMF,WITHOUT_CLASSIFICATION,// Make sure the collections aren't identical... //
EMF,WITHOUT_CLASSIFICATION,// Initialize enums and add enum literals
EMF,WITHOUT_CLASSIFICATION,// Add supertypes to classes
EMF,WITHOUT_CLASSIFICATION,//FB used to check for parent != null. // Need to find the top most model object not including the resource. // parent instanceof Eobject only checks for trees in model object space.
EMF,WITHOUT_CLASSIFICATION,// FeatureMapEntry
EMF,WITHOUT_CLASSIFICATION,// Do the work within an operation because this is a long running activity that modifies the workbench. //
EMF,WITHOUT_CLASSIFICATION,// ResourceChange
EMF,WITHOUT_CLASSIFICATION,// Isolating the new objects
EMF,WITHOUT_CLASSIFICATION,//FeatureChangeImpl
EMF,WITHOUT_CLASSIFICATION,// set features and properties
EMF,WITHOUT_CLASSIFICATION,// cache result
EMF,WITHOUT_CLASSIFICATION,// This is the page for the list viewer //
EMF,WITHOUT_CLASSIFICATION,// insert line break and comment out the first line if needed // note that first line might move backward beyond node start (e.g. if a comma of the previous enum constant has been commented out)
EMF,WITHOUT_CLASSIFICATION,//ResourceChangeImpl
EMF,WITHOUT_CLASSIFICATION,// If we change to pattern defaults will have to specify plain suffix in no main package case. //
EMF,WITHOUT_CLASSIFICATION,// feature is instance of EAttribute
EMF,WITHOUT_CLASSIFICATION,// Different than the Edit and Editor projects this method is invoked while  // generating the model plugin xml.
EMF,WITHOUT_CLASSIFICATION,// Make sure that all the old values are cached.
EMF,WITHOUT_CLASSIFICATION,// Include only non-duplicate namespace declarations. //
EMF,WITHOUT_CLASSIFICATION,//EDataType
EMF,WITHOUT_CLASSIFICATION,// Create the command stack that will notify this editor as commands are executed. //
EMF,WITHOUT_CLASSIFICATION,// Try to select the items in the current content viewer of the editor. //
EMF,WITHOUT_CLASSIFICATION,// caches the list value.
EMF,WITHOUT_CLASSIFICATION,// Set the editors selection based on the current viewer's selection. //
EMF,WITHOUT_CLASSIFICATION,//ChangeFactory
EMF,WITHOUT_CLASSIFICATION,// Set of options that we want to copy from the current definition
EMF,WITHOUT_CLASSIFICATION,// Sorting only the genModels
EMF,WITHOUT_CLASSIFICATION,// We need to be careful that we don't end up requiring the no namespace package  // just because the feature is unqualified. //
EMF,WITHOUT_CLASSIFICATION,// Register package validator
EMF,WITHOUT_CLASSIFICATION,// We must have a qualifier for an attribute that needs qualified. //
EMF,WITHOUT_CLASSIFICATION,//System.err.println("DEBUG: fixed-only: "+this.fixedString);
EMF,WITHOUT_CLASSIFICATION,// cached already?
EMF,WITHOUT_CLASSIFICATION,// see if prefix already exists in current context
EMF,WITHOUT_CLASSIFICATION,// Initialize classes and features; add operations and parameters
EMF,WITHOUT_CLASSIFICATION,// default implementation does nothing
EMF,WITHOUT_CLASSIFICATION,// Initialize package
EMF,WITHOUT_CLASSIFICATION,// Walk up the super types until we reach a root. //
EMF,WITHOUT_CLASSIFICATION,//ChangeSwitch
EMF,WITHOUT_CLASSIFICATION,// Try to select the affected objects. //
EMF,WITHOUT_CLASSIFICATION,// Continue with no instanceClass.
EMF,WITHOUT_CLASSIFICATION,// Unwrap collection. //
EMF,WITHOUT_CLASSIFICATION,//case Notification.REMOVE_MANY:
EMF,WITHOUT_CLASSIFICATION,//case Notification.REMOVE:
EMF,WITHOUT_CLASSIFICATION,// Look for a matching element in the classifier's package but don't bother with the XML type package's document root. //
EMF,WITHOUT_CLASSIFICATION,// Create data types
EMF,WITHOUT_CLASSIFICATION,//EGenericTypeImpl
EMF,WITHOUT_CLASSIFICATION,//return eContainer;
EMF,WITHOUT_CLASSIFICATION,"/*   * INTERNAL: this is a specialized method to add attributes for a top/root element   */"
EMF,WITHOUT_CLASSIFICATION,// create containment one.
EMF,WITHOUT_CLASSIFICATION,// it's intentional to keep going
EMF,WITHOUT_CLASSIFICATION,// Initialize data types
EMF,WITHOUT_CLASSIFICATION,// Don't really unset it.
EMF,WITHOUT_CLASSIFICATION,//ETypeParameterImpl
EMF,WITHOUT_CLASSIFICATION,// Stop only on cancel. //
EMF,WITHOUT_CLASSIFICATION,// System bar.
EMF,WITHOUT_CLASSIFICATION,// Continue to try a different approach.
EMF,WITHOUT_CLASSIFICATION,// Produce the supplemental character as an entity
EMF,WITHOUT_CLASSIFICATION,// Keep trying until all else has failed.
EMF,WITHOUT_CLASSIFICATION,// If we can't determine it by reading the file // look at the preferences instead.
EMF,WITHOUT_CLASSIFICATION,//ETypedElementImpl
EMF,WITHOUT_CLASSIFICATION,// Since we're invoking plugged-in code we must be defensive against cycles. //
EMF,WITHOUT_CLASSIFICATION,// Subclasses may override
EMF,WITHOUT_CLASSIFICATION,// Combine the two lists. //
EMF,WITHOUT_CLASSIFICATION,//EcoreFactoryImpl
EMF,WITHOUT_CLASSIFICATION,// We not sure the encoding supports this code point so we write it as a character entity reference.
EMF,WITHOUT_CLASSIFICATION,// Keep trying until all else false.
EMF,WITHOUT_CLASSIFICATION,// no property
EMF,WITHOUT_CLASSIFICATION,"/**   * The switch that delegates to the <code>createXXX</code> methods.   * <!-- begin-user-doc -->   * <!-- end-user-doc -->   * @generated   */"
EMF,WITHOUT_CLASSIFICATION,//EParameterImpl
EMF,WITHOUT_CLASSIFICATION,// Identifies a file-type absolute URI.
EMF,WITHOUT_CLASSIFICATION,// Only handle classifiers from this package. //
EMF,WITHOUT_CLASSIFICATION,// ChangeDescription
EMF,WITHOUT_CLASSIFICATION,// FeatureChange
EMF,WITHOUT_CLASSIFICATION,// If it is an unqualified name we will assume it refers to a type parameter since we don't support default package. //
EMF,WITHOUT_CLASSIFICATION,// Mark meta-data to indicate it can't be changed
EMF,WITHOUT_CLASSIFICATION,// We effectively passed null "" to look up the general-content feature. //
EMF,WITHOUT_CLASSIFICATION,// EGenericType
EMF,WITHOUT_CLASSIFICATION,// insert line break at the first line if there is something before the node start and the beginning of the line
EMF,WITHOUT_CLASSIFICATION,//EcoreFactory
EMF,WITHOUT_CLASSIFICATION,// EATM Leave this disabled for now. //
EMF,WITHOUT_CLASSIFICATION,// Fill 3078 of value (byte) 33 // Fill 156 of value (byte) -19 // Fill 4 of value (byte) 33 // Fill 90 of value (byte) -19 // Fill 6 of value (byte) 33 // Fill 22 of value (byte) -19 // Fill 2 of value (byte) 33 // Fill 6 of value (byte) -19 // Fill 2 of value (byte) 33 // Fill 38 of value (byte) -19 // Fill 2 of value (byte) 33 // Fill 6 of value (byte) -19 // Fill 2 of value (byte) 33 // Fill 8 of value (byte) -19
EMF,WITHOUT_CLASSIFICATION,// Give all generator adapters the chance to do setup work. //
EMF,WITHOUT_CLASSIFICATION,//  Remove any non-Java dependencies from being added. //
EMF,WITHOUT_CLASSIFICATION,// clear old values
EMF,WITHOUT_CLASSIFICATION,// We can't update any properties via just a URL connection.
EMF,WITHOUT_CLASSIFICATION,// Trim off the segments corresponding to the package nesting. //
EMF,WITHOUT_CLASSIFICATION,// Ignore any exceptions and assume the class isn't available.
EMF,WITHOUT_CLASSIFICATION,// For an archive URI check for the plugin.properties in the archive. //
EMF,WITHOUT_CLASSIFICATION,// create the IV for the password generation algorithm
EMF,WITHOUT_CLASSIFICATION,// Opening the detail area
EMF,WITHOUT_CLASSIFICATION,// DocumentRoot
EMF,WITHOUT_CLASSIFICATION,// We do not want to diagnose any errors that have already been diagnosed by a super type. // Although we ignore all the first super's features there may be mixin classes that still would result in duplicates. //
EMF,WITHOUT_CLASSIFICATION,// loop for all commented out nodes
EMF,WITHOUT_CLASSIFICATION,// We need to be careful that the proxy may be resolved while we are attaching this adapter. // We need to avoid attaching the adapter during the resolve  // and also attaching it again as we walk the eContents() later. // Checking here avoids having to check during addAdapter. //
EMF,WITHOUT_CLASSIFICATION,// Produce different levels of diagnostic depending whether the names are exactly the same or only matching. //
EMF,WITHOUT_CLASSIFICATION,// Switch to the new selection provider. //
EMF,WITHOUT_CLASSIFICATION,// Look for duplicates among the generic super types. //
EMF,WITHOUT_CLASSIFICATION,// Keep trying other member types until all have failed.
EMF,WITHOUT_CLASSIFICATION,// Match against every other operation but this one. //
EMF,WITHOUT_CLASSIFICATION,// Fake a selection changed event to update the menus. //
EMF,WITHOUT_CLASSIFICATION,// The referencing generic type must be contained to be in scope //
EMF,WITHOUT_CLASSIFICATION,// Check the type of the specified child object and return the proper feature to use for // adding (see {@link AddCommand}) it as a child.
EMF,WITHOUT_CLASSIFICATION,// If none of the generic super types are bounded then we've failed. //
EMF,WITHOUT_CLASSIFICATION,// append extra dimensions since they are not stored in Type object
EMF,WITHOUT_CLASSIFICATION,// Check if the bound specifies a classifier... //
EMF,WITHOUT_CLASSIFICATION,// Trim off the "bin" or "runtime" segment. //
EMF,WITHOUT_CLASSIFICATION,// The classifier of an attribute's generic type must be a data type. //
EMF,WITHOUT_CLASSIFICATION,// Compact the results to remove unmatched objects //
EMF,WITHOUT_CLASSIFICATION,// If neither approach finds a contradiction we must assume they are okay and then check all the arguments. //
EMF,WITHOUT_CLASSIFICATION,// If we didn't find the plugin.properties in the usual place nor in the archive... //
EMF,WITHOUT_CLASSIFICATION,// The type arguments of a generic super type must not be a wildcard. //
EMF,WITHOUT_CLASSIFICATION,// If we can open  an input stream then the plugin.properties is in the folder and we have a good base URL. //
EMF,WITHOUT_CLASSIFICATION,// If we still don't have a good base URL complain about it. //
EMF,WITHOUT_CLASSIFICATION,// Consider the classifiers in a special way  // to take into account the fact they they often acts as wrappers for instance type names // and that two classifiers that wrap the same instance type name should be considered equal. //
EMF,WITHOUT_CLASSIFICATION,// Create the mapping domain with a special command stack. //
EMF,WITHOUT_CLASSIFICATION,// The content outline is just a tree. //
EMF,WITHOUT_CLASSIFICATION,// If we are still on the root mapping itself... //
EMF,WITHOUT_CLASSIFICATION,// If the type also specifies a classifier... //
EMF,WITHOUT_CLASSIFICATION,// Yield that mapping create a stack record it as the next one to prune and add it to the stack. //
EMF,WITHOUT_CLASSIFICATION,// I.e. the classifiers are considered equal if they wrap the same non-null type. //
EMF,WITHOUT_CLASSIFICATION,// Consider the instance type names they wrap  // to see if they are non-null and equal. //
EMF,WITHOUT_CLASSIFICATION,// Get the top iterator retrieve it's result and record it as the one to which remove will be delegated. //
EMF,WITHOUT_CLASSIFICATION,// If the result about to be returned has children... //
EMF,WITHOUT_CLASSIFICATION,// Record the iterator as the next one to prune and add it to the stack. //
EMF,WITHOUT_CLASSIFICATION,// Then eObject1 must be that match. //
EMF,WITHOUT_CLASSIFICATION,// There will be no iterator to prune. //
EMF,WITHOUT_CLASSIFICATION,// While the current iterator has no next... //
EMF,WITHOUT_CLASSIFICATION,// if the given class is subclass of enum and node is of subclass of type
EMF,WITHOUT_CLASSIFICATION,// Only if the feature kind is unspecified should we return a match. // Otherwise we might return an attribute feature when an element is required  // or vice versa. This also can be controlled by XMLResource.OPTION_LAX_FEATURE_PROCESSING. //
EMF,WITHOUT_CLASSIFICATION,// Pop it from the stack. //
EMF,WITHOUT_CLASSIFICATION,// If the stack is empty we're done. //
EMF,WITHOUT_CLASSIFICATION,// Pop it off the stack. //
EMF,WITHOUT_CLASSIFICATION,// Generate a 48 bit node identifier;  // This is an alternative to the IEEE 802 host address which is not available in Java. //
EMF,WITHOUT_CLASSIFICATION,// Get the next one down and then test it for has next. //
EMF,WITHOUT_CLASSIFICATION,// If there is an iterator to prune. //
EMF,WITHOUT_CLASSIFICATION,"/*   * Javadoc copied from source.   */"
EMF,WITHOUT_CLASSIFICATION,// You can only prune once. //
EMF,WITHOUT_CLASSIFICATION,// Undo the preparation for previous and continue.
EMF,WITHOUT_CLASSIFICATION,// We don't create an iterator stack until the root mapping itself has been returned by next once. // After that the stack should be non-empty and the top iterator should yield true for hasNext. //
EMF,WITHOUT_CLASSIFICATION,// printAdapters();
EMF,WITHOUT_CLASSIFICATION,// Keys that will be used to record visibility for the accessors. //
EMF,WITHOUT_CLASSIFICATION,// If that iterator is still at the top of the stack... //
EMF,WITHOUT_CLASSIFICATION,// If the referenced EObjects aren't equal the feature maps aren't equal. //
EMF,WITHOUT_CLASSIFICATION,// Allow for a bit-shift of growth. //
EMF,WITHOUT_CLASSIFICATION,// If eObject2 has been compared already... //
EMF,WITHOUT_CLASSIFICATION,// Keep popping the stack until an iterator that has a next is at the top. //
EMF,WITHOUT_CLASSIFICATION,// The feature maps must be equal. //
EMF,WITHOUT_CLASSIFICATION,// Conditionally create the data. //
EMF,WITHOUT_CLASSIFICATION,// The first case is the most common case. // It is slightly cheaper to call add without an index since an index will be range checked. //
EMF,WITHOUT_CLASSIFICATION,//  ++modCount //
EMF,WITHOUT_CLASSIFICATION,// If we find a match make this generic type be for this type parameter // and then stop the whole process.
EMF,WITHOUT_CLASSIFICATION,// clockseq_low
EMF,WITHOUT_CLASSIFICATION,// Guard for no data. //
EMF,WITHOUT_CLASSIFICATION,// The system clock has been rewound so the clock sequence must be incremented  // to ensure that a duplicate UUID is not generated. //
EMF,WITHOUT_CLASSIFICATION,// Suppress default constructor for noninstantiability.
EMF,WITHOUT_CLASSIFICATION,// ++modCount //
EMF,WITHOUT_CLASSIFICATION,// Ensure that anything can be handled even if it's not recognized. //
EMF,WITHOUT_CLASSIFICATION,"/* (non-Javadoc)   * @see org.eclipse.emf.ecore.xmi.DOMHelper#getValue(org.w3c.dom.Node)   */"
EMF,WITHOUT_CLASSIFICATION,// Strip off the array indices if any. //
