projectname,classification,commenttext
JRuby,DESIGN,// FIXME: If NativeException is expected to be used from Ruby code it should provide // a real allocator to be used. Otherwise Class.new will fail as will marshalling. JRUBY-415
JRuby,DESIGN,// Object#to_a is obsolete.  We match Ruby's hack until to_a goes away.  Then we can  // remove this hack too.
JRuby,DESIGN,// TODO: callback for value would be more efficient but unlikely to be a big cost (constants are rarely assigned)
JRuby,DESIGN,// FIXME: this should go somewhere more generic -- maybe IdUtil
JRuby,DESIGN,// SSS FIXME: Move this code to some utils area .. or probably there is already a method for this in some jruby utils class // Holy cow!  Just to append two darned arrays!
JRuby,DESIGN,// TODO: set our metaclass to target's class (i.e. scary!)
JRuby,DESIGN,// add 'new' with full signature so it's guaranteed to be directly accessible // TODO: no need for this to be a full formal JVM signature
JRuby,DESIGN,// context is null wipe out the SoftReference (this could be done with a reference queue)
JRuby,DESIGN,// TODO: remove
JRuby,DESIGN,// FIXME: Big fat hack here because scope names are expected to be interned strings by the parser
JRuby,DESIGN,// TODO: This is actually now returning the scope of whoever called Method#to_proc // which is obviously wrong; but there's no scope to provide for many methods. // It fixes JRUBY-2237 but needs a better solution.
JRuby,DESIGN,"/** * * @author headius * FIXME convert to enum ? */"
JRuby,DESIGN,// The following three methods must be defined fast since they expect to modify the current frame // (i.e. they expect no frame will be allocated for them). JRUBY-1185.
JRuby,DESIGN,// TODO: NOT_ALLOCATABLE_ALLOCATOR is probably ok here since we don't intend for people to monkey with // this type and it can't be marshalled. Confirm. JRUBY-415
JRuby,DESIGN,// SSS FIXME: Can this return anything other than nil?
JRuby,DESIGN,// XXX: const lookup can trigger const_missing; is that enough to warrant it always being executed?
JRuby,DESIGN,// TODO: Should frozen error have its own distinct class?  If not should more share?
JRuby,DESIGN,// TODO: Only used by interface implementation; eliminate it
JRuby,DESIGN,// FIXME: null check is removable once we figure out how to assign to unset named block args
JRuby,DESIGN,// For JRUBY-2759 when MET choose CET timezone to work around Joda
JRuby,DESIGN,// FIXME: This is gross. Don't do this.
JRuby,DESIGN,// FIXME: I think we need these pushed somewhere?
JRuby,DESIGN,// SSS FIXME: Deprecated!  Going forward all instructions should come from the CFG
JRuby,DESIGN,// TODO: should probably apply the null object pattern for a // non-allowed class rather than null
JRuby,DESIGN,// Yow...this is still ugly
JRuby,DESIGN,// add method with full signature so it's guaranteed to be directly accessible // TODO: no need for this to be a full formal JVM signature
JRuby,DESIGN,"/** * FIXME: This version is faster than the previous but both suffer from a * crucial flaw: It is impossible to create an ObjectSpace with an iterator * that doesn't either: a. hold on to objects that might otherwise be collected * or b. have no way to guarantee that a call to hasNext() will be correct or * that a subsequent call to next() will produce an object. For our purposes * for now this may be acceptable. */"
JRuby,DESIGN,// FIXME: Clearing read buffer here...is this appropriate?
JRuby,DESIGN,// TODO: specifying soft refs may want to compare memory consumption // behavior with weak refs (specify WEAK in place of SOFT below)
JRuby,DESIGN,/* FIXME: lose syntactical elements here (and others like this)*/
JRuby,DESIGN,// ENEBO: Totally weird naming (in MRI is not allocated and is a local var name)
JRuby,DESIGN,// FIXME: This doesn't actually support anything but String
JRuby,DESIGN,// up to ten stuff into tmp locals load in reverse order and assign // FIXME: There's probably a slightly smarter way but is it important?
JRuby,DESIGN,// XXX: do something?
JRuby,DESIGN,// TODO: Only setAccessible to account for pattern found by // accessing constants included from a non-public interface. // (aka java.util.zip.ZipConstants being implemented by many // classes) // TODO: not sure we need this at all since we only expose // public fields. //field.setAccessible(true);
JRuby,DESIGN,// FIXME we want to eliminate these type casts when possible
JRuby,DESIGN,// HACK: force clinit to be created
JRuby,DESIGN,// FIXME: If true array is common enough we should pre-allocate and stick somewhere
JRuby,DESIGN,// optional args so we have IRubyObject[] // TODO: confirm
JRuby,DESIGN,// TODO: This is almost RubyModule#instance_methods on the metaClass.  Perhaps refactor.
JRuby,DESIGN,// FIXME: Added this because marshal_spec seemed to reconstitute objects without calling dataWrapStruct // this resulted in object being null after unmarshalling...
JRuby,DESIGN,// TODO: factor this chunk as in MRI/YARV GETASTER
JRuby,DESIGN,// exit monitor before making call // FIXME: this not being in a finally is a little worrisome
JRuby,DESIGN,// self = args[0] // SSS FIXME: Verify that this is correct
JRuby,DESIGN,// This is for JRUBY-2988 since after a suspend the terminal seems // to need to be reinitialized. Since we can't easily detect suspension // initialize after every readline. Probably not fast but this is for // interactive terminals anyway...so who cares?
JRuby,DESIGN,// TODO: do above but not below for additional newline nodes
JRuby,DESIGN,// SSS FIXME: Receiver -- this is the class meta object basically? // Operand receiver = build(defsNode.getReceiverNode() s);
JRuby,DESIGN,// FIXME This whole thing could probably be implemented as a module and // mixed into appropriate classes especially if it uses either // IOInput/OutputStream or is smart about the kind of IO-like object // it's being used against.
JRuby,DESIGN,// FIXME: bit of a kludge here (non-interface classes assigned to both // class and module fields). simplifies proxy extender code will go away // when JI is overhauled (and proxy extenders are deprecated).
JRuby,DESIGN,// FIXME: what should these really be? Numeric?       assert x instanceof RubyComplex && y instanceof RubyComplex;
JRuby,DESIGN,// we're depending on the side effect of the load which loads the class but does not turn it into a script // I don't like it but until we restructure the code a bit more we'll need to quietly let it by here.
JRuby,DESIGN,// FIXME: we should also support orgs that use capitalized package // names (including embarrassingly the one I work for) but this // should be enabled by a system property as the expected default // behavior for an upper-case value should be (and is) to treat it // as a class name and raise an exception if it's not found
JRuby,DESIGN,// TODO: This version differs from ioctl by checking whether fcntl exists // and raising notimplemented if it doesn't; perhaps no difference for us?
JRuby,DESIGN,// FIXME: This is temporary since the variable compilers assume we want // args already on stack for assignment. We just pop and continue with // 1.9 args logic.
JRuby,DESIGN,// TODO: eliminate?
JRuby,DESIGN,// TODO: handle writing into original buffer better
JRuby,DESIGN,// This is a fairly specific hack for empty string but it does the job
JRuby,DESIGN,// XXX This constructor is a hack to implement the __END__ syntax. //     Converting a reader back into an InputStream doesn't generally work.
JRuby,DESIGN,// method has more than 500 lines; we'll need to split it // and therefore need to use a heap-based scope
JRuby,DESIGN,// The implementations of these are all bonus (see TODO above)  I was going // to throw an error from these but it appears to be the wrong place to // do it.
JRuby,DESIGN,// entry exists proxy doesn't match. replace. // this could happen if old proxy was gc'ed // TODO: raise exception if stored proxy is non-null? (not gc'ed)
JRuby,DESIGN,// TODO: better algorithm to set precision needed
JRuby,DESIGN,"/** * SSS FIXME: Used anywhere?  I don't see calls to this anywhere    public Operand buildDAsgnAssignment(Node node IR_Scope s) {        DAsgnNode dasgnNode = (DAsgnNode) node;        s.getVariableCompiler().assignLocalVariable(dasgnNode.getIndex() dasgnNode.getDepth());    }**/"
JRuby,DESIGN,// TODO: Make this more intelligible value
JRuby,DESIGN,// TODO: Split this into two sub-classes so that name and constNode can be specified seperately.
JRuby,DESIGN,// Not sure how well this works but it works much better than // just currentTimeMillis by itself.
JRuby,DESIGN,// FIXME: This is copied code from RubyArray.  Both RE Struct and Array should share one impl // This is also hacky since I construct ruby objects to access ruby arrays through aref instead // of something lower.
JRuby,DESIGN,// FIXME: No I don't like it.
JRuby,DESIGN,// arguments compilers always create IRubyObject[] but we want to use RubyArray.concat here; // FIXME: as a result this is NOT efficient since it creates and then later unwraps an array
JRuby,DESIGN,// SSS FIXME: What is the difference between ClassVarAsgnNode & ClassVarDeclNode
JRuby,DESIGN,// FIXME: set up a CallConfiguration for this
JRuby,DESIGN,// TODO: reads/writes from frame // TODO: information on scoping // TODO: visibility?
JRuby,DESIGN,// FIXME: This is almost entirely duplicated from Main.java
JRuby,DESIGN,// we might need to perform a DST correction
JRuby,DESIGN,// FIXME: How much more obtuse can this be? // Heredoc already parsed this and saved string...Do not parse..just return
JRuby,DESIGN,// this needs to be split since conditional calling #inherited doesn't fit standard ruby semantics
JRuby,DESIGN,// XXX: Again screwy evaling under previous frame's scope
JRuby,DESIGN,// SSS FIXME: Maybe this is not really a concern after all ... // Nesting level of this scope in the lexical nesting of scopes in the current file -- this is not to be confused // with semantic nesting of scopes across files. // // Consider this code in a file f // class M1::M2::M3::C  //   ... // end // // So C is at lexical nesting level of 1 (the file script is at 0) in the file 'f' // Semantically it is at level 3 (M1 M2 M3 are at 012). // // This is primarily used to ensure that variable names don't clash! // i.e. definition of %v_1 in a closure shouldn't override the use of %v_1 from the parent scope! //    private int _lexicalNestingLevel;
JRuby,DESIGN,// actual type does not exactly match method return type re-get converter // FIXME: when the only autoconversions are primitives this won't be needed
JRuby,DESIGN,// FIXME we should probably still be dyncalling 'write' here
JRuby,DESIGN,/* FIXME: finalizer should be dupped here */
JRuby,DESIGN,// don't bother to check if final method it won't // be there (not generated can't be!)
JRuby,DESIGN,// TODO: Generalize this type-checking code into IRubyObject helper.
JRuby,DESIGN,// FIXME: needs to be rethought
JRuby,DESIGN,// ruby constants for strings (should this be moved somewhere else?)
JRuby,DESIGN,// Let's only generate methods for those the user may actually  // intend to override.  That includes any defined in the current // class and any ancestors that are also JavaProxyClasses (but none // from any other ancestor classes). Methods defined in mixins will // be considered intentionally overridden except those from Kernel // Java and JavaProxyMethods as well as Enumerable.  // TODO: may want to exclude other common mixins?
JRuby,DESIGN,// FIXME: I don't like the null checks here
JRuby,DESIGN,// invoke callMethodMissing method directly // TODO: this could be further optimized since some DSLs hit method_missing pretty hard...
JRuby,DESIGN,// TODO this is really ineffient and potentially a problem everytime anyone require's something. // we should try to make LoadPath a special array object.
JRuby,DESIGN,// FIXME: Why was this using a FullFunctionCallbackMethod before that did callSuper?
JRuby,DESIGN,// if body is a rescue node inspect its pieces separately to avoid it disabling all optz // TODO: this is gross.
JRuby,DESIGN,"/*     * Fixme:  This does not have exact same semantics as RubyArray.join but they     * probably could be consolidated (perhaps as join(args[] sep doChomp)).     */"
JRuby,DESIGN,// lame generics issues: making Segment class static and manually // inserting cache reference to work around various problems generically // referencing methods/vars across classes.
JRuby,DESIGN,// FIXME:  This determine module is in a strange location and should somehow be in block
JRuby,DESIGN,// TODO? I think this ends up propagating from normal Java exceptions // sys_fail(openFile.getPath())
JRuby,DESIGN,// this seems unlikely to happen unless it's a totally bogus fileno // ...so do we even need to bother trying to create one?
JRuby,DESIGN,// TODO: turn off the negative? will return -0.0 in lax mode
JRuby,DESIGN,// TODO: list.subList(from to).clear() is supposed to clear the sublist from the list. // How can we support this operation?
JRuby,DESIGN,// see note below re: 2-field kludge
JRuby,DESIGN,// We're not setting the provider or anything but it seems that BouncyCastle does some internal things in its // provider's constructor which require it to be executed in a secure context. // Ideally this hack should be removed. See JRUBY-3919 and this BC bug: //   http://www.bouncycastle.org/jira/browse/BJA-227
JRuby,DESIGN,// this is a rather ugly hack but similar to MRI. See hash.c:ruby_setenv and similar in MRI // we search all keys for a case-insensitive match and use that
JRuby,DESIGN,// TODO: WRONG - get interfaces from class
JRuby,DESIGN,// TODO: Make callCoerced work in block context...then fix downto step and upto.
JRuby,DESIGN,// FIXME: the code below is a copy of RubyIO.puts // and we should avoid copy-paste.
JRuby,DESIGN,// install invokedynamic bootstrapper // TODO need to abstract this setup behind another compiler interface
JRuby,DESIGN,// FIXME: inefficient; constructing a bignum just for dumping?
JRuby,DESIGN,// TODO: Ruby does not seem to care about invalid numeric mode values // I am not sure if ruby overflows here also...
JRuby,DESIGN,// FIXME: Obvious issue that not all platforms can display all attributes.  Ugly hacks. // Using generic posix library makes pushing inspect behavior into specific system impls // rather painful.
JRuby,DESIGN,// rb_copy_generic_ivar from DUP_SETUP here ...unlikely..
JRuby,DESIGN,// FIXME: this really ought to be in clinit but it doesn't matter much
JRuby,DESIGN,// using IOChannel may not be the most performant way but it's easy.
JRuby,DESIGN,// TODO this should entry into error handling somewhere
JRuby,DESIGN,// TODO: make this do specific-arity calling
JRuby,DESIGN,// SSS FIXME: What happens to the add class in this case??
JRuby,DESIGN,// SSS FIXME: Are we guaranteed that we splats dont head to multiple-assignment nodes!  i.e. |*(ab)|?
JRuby,DESIGN,// TODO: catch exception if constant is already set by other // thread
JRuby,DESIGN,// TODO: Implement tty? and isatty.  We have no real capability to // determine this from java but if we could set tty status then // we could invoke jruby differently to allow stdin to return true // on this.  This would allow things like cgi.rb to work properly.
JRuby,DESIGN,// FIXME: We should be getting this from the runtime rather than assume none? //return runtime.getEncodingService().getEncoding(runtime.getDefaultExternalEncoding());
JRuby,DESIGN,// end hack
JRuby,DESIGN,// TODO: This isn't an exact port of MRI's pipe behavior so revisit
JRuby,DESIGN,// TODO: protected methods.  this is going to require a rework of some of the mechanism.
JRuby,DESIGN,// FIXME: what should this really be?       assert x instanceof RubyComplex;
JRuby,DESIGN,// FIXME: This isn't right for within ensured/rescued code
JRuby,DESIGN,// SSS FIXME: Token can be final for a method -- implying that the token is only for this particular implementation of the method // But if the mehod is modified we create a new method object which in turn gets a new token.  What makes sense??  Intuitively // it seems the first one ... but let us see ... // Current code version token for this method -- can change during execution as methods get redefined!
JRuby,DESIGN,// TODO: It would be nice to throw a better error for this
JRuby,DESIGN,// set up a field for the CacheEntry // TODO: make this an array so it's not as much class metadata; similar to AbstractScript stuff
JRuby,DESIGN,// TODO: newTypeError does not offer enough for ruby error string...
JRuby,DESIGN,// SSS FIXME: I added this in.  Is this correct?
JRuby,DESIGN,// upper-case package name // TODO: top-level upper-case package was supported in the previous (Ruby-based) // implementation so leaving as is.  see note at #getProxyOrPackageUnderPackage // re: future approach below the top-level.
JRuby,DESIGN,// TODO: wire into new exception handling mechanism
JRuby,DESIGN,// TODO: This is also defined in the MetaClass too...Consolidate somewhere.
JRuby,DESIGN,// FIXME: ConstDecl could be two seperate classes (or done differently since constNode and name // never exist at the same time.
JRuby,DESIGN,// TODO: number formatting here MRI uses "%-.10g" 1.4 API is a must?
