projectname,classification,commenttext
JEdit,DESIGN,// a little hack for reverse replace and find
JEdit,DESIGN,// Static methods that operate on compound ('.' separated) names // I guess we could move these to StringUtil someday
JEdit,DESIGN,"/*	Note: which of these things should be checked at parse time vs. run time?*/"
JEdit,DESIGN,// this part sucks
JEdit,DESIGN,// Windows bug workaround in case a YES/NO confirm // was shown
JEdit,DESIGN,// clear name resolvers... don't know if this is necessary.
JEdit,DESIGN,"/* this is stupid and misleading.					 * but 'path' is not used anywhere except					 * the above line and if this is done					 * after the 'continue' then we will					 * either hang or be forced to duplicate					 * it inside the buffer == null or add					 * a 'finally' clause. you decide which one's					 * worse. */"
JEdit,DESIGN,// I'm too tired to think of a better way // to handle this right now.
JEdit,DESIGN,// hacked BufferIORequest to send VFSUpdates in case // two stage save is off now...
JEdit,DESIGN,// some other primitive // should avoid calling methods on primitive as we do // in Name (can't treat primitive like an object message) // but the hole is useful right now.
JEdit,DESIGN,// Change the parent (which was the class static) to the class instance // We really need to check if we're a static inner class here first... // but for some reason Java won't show the static modifier on our // fake inner classes...  could generate a flag field.
JEdit,DESIGN,// this is where checked exceptions piss me off. this method only uses // a StringReader which can never throw an exception...
JEdit,DESIGN,// If any subexpressions didn't terminate they don't count // TODO check if this code ever gets hit
JEdit,DESIGN,// Parse pattern into tokens.  Does anyone know if it's more efficient // to use char[] than a String.charAt()?  I'm assuming so.
JEdit,DESIGN,"/*		Note: object is only used here for precondition... get rid of it?	*/"
JEdit,DESIGN,// Why both of these?
JEdit,DESIGN,// Cut off from parent we must have our own class manager. // Can't do this in the run() command (needs to resolve stuff) // Should we do it by default when we create a namespace will no // parent of class manager?
JEdit,DESIGN,"/*		Note: the bsh command code should probably not be here...  we need to		scope it by the namespace that imported the command... so it probably		needs to be integrated into NameSpace.	*/"
JEdit,DESIGN,// This could be smarter...
JEdit,DESIGN,// It was explicitly imported but we don't know what it is. // should we throw an error here??
JEdit,DESIGN,"/*		Note: we need a form of eval that passes the callstack through...	*/"
JEdit,DESIGN,"/* 		Primary interpreter set and get variable methods		Note: These are squeltching errors... should they?	*/"
JEdit,DESIGN,// Workaround for JDK bug 4071281 where system.in.available()  // returns too large a value. This bug has been fixed in JDK 1.2.
JEdit,DESIGN,"/*				Somewhat of a hack.  If the special fields are visible (we're				operating relative to a 'this' type already) dissallow further				.this references to prevent user from skipping to things like				super.this.caller			*/"
JEdit,DESIGN,// Should clean this up to a single return statement
JEdit,DESIGN,"/*	Implementation notes:	Note: we may need some synchronization in here	Note on version dependency:  This base class is JDK 1.1 compatible	however we are forced to use weak references in the full featured	implementation (the optional bsh.classpath package) to accomodate all of	the fleeting namespace listeners as they fall out of scope.  (NameSpaces	must be informed if the class space changes so that they can un-cache	names).  	<p>	Perhaps a simpler idea would be to have entities that reference cached	types always perform a light weight check with a counter / reference	value and use that to detect changes in the namespace.  This puts the 	burden on the consumer to check at appropriate times but could eliminate	the need for the listener system in many places and the necessity of weak 	references in this package.	<p>*/"
JEdit,DESIGN,"/*		Note: this impor pattern is becoming common... could factor it out into		an importedObject Vector class.	*/"
JEdit,DESIGN,// not sure if we should really recurse here for explicitly imported // class in parent...
JEdit,DESIGN,// The following two boolean checks were tacked on. // This could probably be smoothed out.
JEdit,DESIGN,"/*		Notes:		This is broken.  It finds public but less specific methods over		non-public but more specific ones.		findMostSpecficMethod() needs to be rewritten to eliminate 		findAccessibleMethod.  We should implement the findMostSpecificMethod 		that uses the publicOnly flag.  FindMostSpecificMethod should also		operate in two passes to give standard Java assignable matches priority		over extended bsh type matches.	*/"
JEdit,DESIGN,//{{{ UnixWorkaround constructor
JEdit,DESIGN,// drag and drop support // I'd just move the code to // JEditTextArea but it // depends on JDK 1.4 APIs
JEdit,DESIGN,// next version: remove this
JEdit,DESIGN,// compatibility kludge for jEdit 3.1 and earlier
JEdit,DESIGN,// stupid scrollbar policy is an attempt to work around // bugs people have been seeing with IBM's JDK -- 7 Sep 2000
JEdit,DESIGN,// this is a weird hack. // we don't want C+e a to insert 'a' in the // search bar if the search bar has focus...
JEdit,DESIGN,// AHA! // this is probably the only way to fix this
JEdit,DESIGN,// this is a dirty hack and it relies on the fact // that updates for parents are sent before updates // for the changed nodes themselves (if this was not // the case the browser wouldn't be updated properly // on delete etc). // // to avoid causing '> 1 request' errors don't reload // directory if request already active
JEdit,DESIGN,// we consume this to work around the bug // where A+TAB window switching activates // the menu bar on Windows.
JEdit,DESIGN,"/* I guess translated events do not have the 'evt' field set		so consuming won't work. I don't think this is a problem as		nothing uses translation anyway */"
JEdit,DESIGN,// this is a hack and really needs to be done better.
JEdit,DESIGN,// copy and paste from RESyntaxMatcher to make syntax package // independent of jEdit itself
JEdit,DESIGN,// stupidity
JEdit,DESIGN,// This doesn't seem very correct but it fixes a problem // when setting the initial caret position for a buffer // (eg from the recent file list)
JEdit,DESIGN,// don't try this at home
JEdit,DESIGN,"/* silly that we reference the vertical				   scroll bar here directly. we do this so				   that the horizontal scroll bar is flush				   with the vertical scroll bar */"
JEdit,DESIGN,// XXX clean up this conditional
JEdit,DESIGN,// Temporary hack to support inner classes  // If the obj is a non-static inner class then import the context... // This is not a sufficient emulation of inner classes. // Replace this later...
JEdit,DESIGN,// workaround for Swing's annoying processing of // labels starting with <html> which often breaks
JEdit,DESIGN,// fucking GTK look and feel!
JEdit,DESIGN,// hack so that 'select all' does not change current buffer
JEdit,DESIGN,"/* if an occurence occurs at the		beginning of the selection the		selection start will get moved.		this sucks so we hack to avoid it. */"
JEdit,DESIGN,"/* Silly bug workaround #8694. If you look at the above code		 * note that we restore the saved caret position first then		 * scroll to the saved location. However the caret changing		 * can itself result in scrolling to a different location than		 * what was saved; and since moveCaretPosition() calls		 * updateBracketHighlight() the bracket highlight's out of		 * bounds calculation will rely on a different set of physical		 * first/last lines than what we will end up with eventually.		 * Instead of confusing the user with status messages that		 * appear at random when switching buffers we simply hide the		 * message altogether. */"
JEdit,DESIGN,"/* this is a sloppy hack to fix bug				   ""[ 677902 ] hitting return after collapsed				   fold""				   the idea is that if we extend the range then				   the problem described in the bug happends so				   if the insert is at the very end of the range				   we don't extend it instead we push the				   insert into the next range however for this				   to work properly we also have to mess with				   screen line counts. */"
JEdit,DESIGN,// need this bullshit scroll bar policy for the preferred size // hack to work
JEdit,DESIGN,// XXX if we keep the createClassManager in getClassManager then we can axe // this?
JEdit,DESIGN,"/*	Note: This class is messy.  The method and field resolution need to be	rewritten.  Various methods in here catch NoSuchMethod or NoSuchField	exceptions during their searches.  These should be rewritten to avoid	having to catch the exceptions.  Method lookups are now cached at a high 	level so they are less important however the logic is messy.*/"
JEdit,DESIGN,// the sooner ppl move to the new api the less we'll need // crap like this
JEdit,DESIGN,// Nasty hardcoded values
JEdit,DESIGN,/* XXX magic number */
JEdit,DESIGN,/* Workaround for uncooperative Windows L&F */
JEdit,DESIGN,// have to do this hack until VFSPath class is written
JEdit,DESIGN,// stupid Swing
JEdit,DESIGN,// none of the others are ever meant to be // removed. retarded eh? this needs to be // fixed eventually for plugins might // want to do weird stuff to jEdit's UI
JEdit,DESIGN,// this is retarded. excuse me while I drool // and make stupid noises
JEdit,DESIGN,// retarded GTK look and feel!
JEdit,DESIGN,// should probably error
JEdit,DESIGN,// there must be a better way of fixing this... // the problem is that this method can sometimes // be called as a result of a text area scroll // event in which case the caret position has // not been updated yet.
JEdit,DESIGN,// Perhaps here we would want to guard with // a property for parallel backups or not.
JEdit,DESIGN,// this is such a bad way of doing it but oh well...
JEdit,DESIGN,// while this might be questionable some // menus depend on properties
JEdit,DESIGN,// Get available screens // O(n^3) this is nasty but since we aren't dealling with // many items it should be fine
JEdit,DESIGN,//{{{ Methods that really shouldn't be public...
JEdit,DESIGN,//{{{ UnixWorkaround class
JEdit,DESIGN,// Perhaps if Xerces wasn't slightly brain-damaged we would // not need this
JEdit,DESIGN,// moved to GUIUtilities as it makes no sense being here.
JEdit,DESIGN,// Hack... need a more direct way of obtaining a view? // JEditTextArea.getView() method?
JEdit,DESIGN,// REVIEW How do we resolve this discrepancy?!
JEdit,DESIGN,// ugly workaround
JEdit,DESIGN,//{{{ Windows work around
JEdit,DESIGN,// hack since HelpViewer needs a URL...
JEdit,DESIGN,// Why is object in the args?
JEdit,DESIGN,// should implement getMinimumLength() -- any ideas?
JEdit,DESIGN,// Move me to classpath/ClassManagerImpl???
JEdit,DESIGN,// they never taught you this in undergrad computer science
JEdit,DESIGN,// (should we cache info in not a class case too?)
JEdit,DESIGN,// wtf?
JEdit,DESIGN,"/*	 *  XXX: hairy code that is basically just a functional(?) port of some	 *  other code i barely understood	 */"
JEdit,DESIGN,"/*			First try for an accessible version of the exact match.			This first lookup seems redundant with below but is apparently			needed.  This whole thing is messy.		*/"
JEdit,DESIGN,// work around for broken FTP plugin!
JEdit,DESIGN,// hack to move the spaces to the front
JEdit,DESIGN,// This feels sloppy especially for non-U.S. locales.
JEdit,DESIGN,// hack to get fixed length 'length' field
JEdit,DESIGN,// // We have to deal with assembly!!! // The programmer can be writing little 32 byte chunks for all // we know and we must assemble complete records for writing. // REVIEW Maybe this should be in TarBuffer? Could that help to //        eliminate some of the buffer copying. //
JEdit,DESIGN,// Hack done to fix bringing the window to the front. // At least on windows Frame.toFront() doesn't cut it. // Remove the isWindows check if it's broken under other // OSes too.
JEdit,DESIGN,"/*		This method should be rewritten to use getFields() and avoid catching		exceptions during the search.	*/"
JEdit,DESIGN,// hack...
JEdit,DESIGN,// This should probably be in Reflect.java
JEdit,DESIGN,"/*		Notes: See notes on findMostSpecificMethod.		This method should be rolled into findMostSpecificMethod.	*/"
JEdit,DESIGN,"/*		Note: is using SignatureKey in this way dangerous?  In the pathological		case a user could eat up memory caching every possible combination of		argument types to an untyped method.  Maybe we could be smarter about		it by ignoring the types of untyped parameter positions?  The method		resolver could return a set of ""hints"" for the signature key caching?		There is also the overhead of creating one of these for every method		dispatched.  What is the alternative?	*/"
JEdit,DESIGN,// crusty workaround
JEdit,DESIGN,"/* workaround for A+keys producing				 * garbage on Windows */"
JEdit,DESIGN,"/* addToFavorites() which is a static method		 * (for convinience) needs an instance of the		 * VFS to pass to VFSManager.sendVFSUpdate()		 * hence this hack. */"
JEdit,DESIGN,// Allow getThis() to work through BlockNameSpace to the method // namespace // XXX re-eval this... do we need it?
JEdit,DESIGN,// these are used to eliminate code duplication. i don't normally use // the visitor or "template method" pattern but this code was contributed // by Peter Cox and i don't feel like changing it around too much.
JEdit,DESIGN,// fuck me dead
JEdit,DESIGN,// stupid hack to handle referencing // a rule set that is defined later!
JEdit,DESIGN,// JDK 1.4 workaround
JEdit,DESIGN,// should the next two be public maybe?
JEdit,DESIGN,"/*		Note: this method and resolveExpectedJavaField should be rewritten		to invert this logic so that no exceptions need to be caught		unecessarily.  This is just a temporary impl.		@return the field or null if not found	*/"
JEdit,DESIGN,"/*		Note: we need a singleton here so that things like 'this == this' work		(and probably a good idea for speed).		Caching a single instance here seems technically incorrect		considering the declaringInterpreter could be different under some		circumstances.  (Case: a child interpreter running a source() / eval() 		command ).  However the effect is just that the main interpreter that		executes your script should be the one involved in call-backs from Java.		I do not know if there are corner cases where a child interpreter would		be the first to use a This reference in a namespace or if that would		even cause any problems if it did...  We could do some experiments		to find out... and if necessary we could cache on a per interpreter		basis if we had weak references...  We might also look at skipping 		over child interpreters and going to the parent for the declaring 		interpreter so we'd be sure to get the top interpreter.	*/"
JEdit,DESIGN,"/* 			Resolve relative to a class type			static field inner class ?		*/"
JEdit,DESIGN,// some regexps (eg ^ by itself) have a length == 0 so we // implement this hack. if you don't understand what's going on // here then go back to watching MTV
JEdit,DESIGN,// Optimization - If classOfStaticMethod is set then we have already  // been here and determined that this is a static method invocation. // Note: maybe factor this out with path below... clean up.
JEdit,DESIGN,// this will probably not get used // Object type
JEdit,DESIGN,// Windows JDK workaround
JEdit,DESIGN,// this listener priority thing is a bad hack...
JEdit,DESIGN,"/* This doesn't look pretty and mode line should			 * probably be split up into seperate			 * components/strings			 */"
JEdit,DESIGN,"/* this is stupid and misleading.				 * but 'path' is not used anywhere except				 * the above line and if this is done				 * after the 'continue' then we will				 * either hang or be forced to duplicate				 * it inside the buffer == null or add				 * a 'finally' clause. you decide which one's				 * worse. */"
JEdit,DESIGN,"/* workaround for hang if match was					 * zero-width. not sure if there is					 * a better way to handle this */"
JEdit,DESIGN,"/* On Windows paths of the form X: list the last *working		 * directory* on that drive. To list the root of the drive		 * you must use X:\.		 *		 * However the VFS browser and friends strip off trailing		 * path separators for various reasons. So to work around		 * that we add a '\' to drive letter paths on Windows.		 */"
JEdit,DESIGN,// On Unix set permissions of port file to rw------- // so that on broken Unices which give everyone read // access to user home dirs people can't see your // port file (and hence send arbitriary BeanShell code // your way. Nasty.)
JEdit,DESIGN,// ??? this should only be called with // fully loaded action set
JEdit,DESIGN,// broken Eclipse workaround! // 24 Febuary 2004
JEdit,DESIGN,"/*		Notes:		This is broken.  It finds public but less specific methods over		non-public but more specific ones.		This method needs to be rewritten to eliminate findAccessibleMethod.		We should implement the findMostSpecificMethod that uses the publicOnly		flag.  FindMostSpecificMethod should also operate in two passes to give		standard Java assignable matches priority over extended bsh type		matches.	*/"
JEdit,DESIGN,// XXX: This should not be hardcoded
JEdit,DESIGN,// INTERVAL OPERATOR: //  {x} | {x} | {xy}  (RE_INTERVALS && RE_NO_BK_BRACES) //  \{x\} | \{x\} | \{xy\} (RE_INTERVALS && !RE_NO_BK_BRACES) // // OPEN QUESTION:  //  what is proper interpretation of '{' at start of string?
JEdit,DESIGN,// XXX: does this really belong here?
JEdit,DESIGN,// We do need to save every possible point but the number of clone() // invocations here is really a killer for performance on non-stingy // repeat operators.  I'm open to suggestions...
JEdit,DESIGN,"/*		Note: this should really just throw NoSuchFieldException... need		to change related signatures and code.	*/"
JEdit,DESIGN,// Split the methods into constructors and regular method lists
JEdit,IMPLEMENTATION,// need to add static block here
JEdit,IMPLEMENTATION,"/** * An output stream that compresses into the BZip2 format (without the file * header chars) into another stream. TODO: Update to BZip2 1.0.1 * * @author <a href=""mailto:keiron@aftexsw.com"">Keiron Liddle</a> */"
JEdit,IMPLEMENTATION,"/**    * Parse the XML declaration.    * <pre>    * [25] XMLDecl ::= '&lt;?xml' VersionInfo EncodingDecl? SDDecl? S? '?&gt;'    * [26] VersionInfo ::= S 'version' Eq ('""1.0""' | ""'1.0'"")    * [33] SDDecl ::= S 'standalone' Eq ""'"" ('yes' | 'no') ""'""    *               | S 'standalone' Eq '""' (""yes"" | ""no"") '""'    * [78] EncodingDecl ::= S 'encoding' Eq QEncoding    * </pre>    * <p>([80] to [82] are also significant.)    * <p>(The <code>&lt;?xml</code> and whitespace have already been read.)    * <p>TODO: validate value of standalone.    * @see #parseTextDecl    * @see #checkEncoding    */"
JEdit,IMPLEMENTATION,// implement the recursion for getClassImpl()
JEdit,IMPLEMENTATION,// Need some format checking here
JEdit,IMPLEMENTATION,// Need to calculate this... just fudging here for now.
JEdit,IMPLEMENTATION,// TODO: Also check REG_ANCHORINDEX vs. anchor
JEdit,IMPLEMENTATION,// skip header bytes // maybe should check if they're valid or not?
JEdit,IMPLEMENTATION,"/*		Debug utils are static so that they are reachable by code that doesn't		necessarily have an interpreter reference (e.g. tracing in utils).		In the future we may want to allow debug/trace to be turned on on		a per interpreter basis in which case we'll need to use the parent 		reference in some way to determine the scope of the command that 		turns it on or off.	*/"
JEdit,IMPLEMENTATION,"/**    * Parse an element-content model.    * [42] elements ::= (choice | seq) ('?' | '*' | '+')?    * [44] cps ::= S? %cp S?    * [45] choice ::= '(' S? %ctokplus (S? '|' S? %ctoks)* S? ')'    * [46] ctokplus ::= cps ('|' cps)+    * [47] ctoks ::= cps ('|' cps)*    * [48] seq ::= '(' S? %stoks (S? '' S? %stoks)* S? ')'    * [49] stoks ::= cps ('' cps)*    * *NOTE: the opening '(' and S have already been read.    * *TODO: go over parameter entity boundaries more carefully.    */"
JEdit,IMPLEMENTATION,// this convention may change...
JEdit,IMPLEMENTATION,"/**    * Parse the attribute type.    * [54] AttType ::= StringType | TokenizedType | EnumeratedType    * [55] StringType ::= 'CDATA'    * [56] TokenizedType ::= 'ID' | 'IDREF' | 'IDREFS' | 'ENTITY' | 'ENTITIES' |    *                        'NMTOKEN' | 'NMTOKENS'    * [57] EnumeratedType ::= NotationType | Enumeration    * *TODO: validate the type!!    */"
JEdit,WITHOUT_CLASSIFICATION,//{{{ PluginManagerProgress constructor
JEdit,WITHOUT_CLASSIFICATION,//{{{ getRate() method
JEdit,WITHOUT_CLASSIFICATION,//{{{ writeMarkers() method
JEdit,WITHOUT_CLASSIFICATION,//{{{ Instance variables
JEdit,WITHOUT_CLASSIFICATION,//{{{ Private members
JEdit,WITHOUT_CLASSIFICATION,//{{{ addNotify() method
JEdit,WITHOUT_CLASSIFICATION,//{{{ foldLevelChanged() method
JEdit,WITHOUT_CLASSIFICATION,// this will result in a slight speed up since we // don't need to read the DTD anyway as AElfred is // non-validating
JEdit,WITHOUT_CLASSIFICATION,//{{{ startElement() method
JEdit,WITHOUT_CLASSIFICATION,//{{{ createTOC() method
JEdit,WITHOUT_CLASSIFICATION,//{{{ SelectionHandler class
JEdit,WITHOUT_CLASSIFICATION,// ensures that active view is saved last // ie created last on next load ie in front // on next load
JEdit,WITHOUT_CLASSIFICATION,//{{{ MemoryStatus class
JEdit,WITHOUT_CLASSIFICATION,//{{{ writeStringArray() method
JEdit,WITHOUT_CLASSIFICATION,//{{{ nextTip() method
JEdit,WITHOUT_CLASSIFICATION,/* Create the buttons */
JEdit,WITHOUT_CLASSIFICATION,//{{{ contentRemoved() method
JEdit,WITHOUT_CLASSIFICATION,//{{{ InstallButton class
JEdit,WITHOUT_CLASSIFICATION,//{{{ undo() method
JEdit,WITHOUT_CLASSIFICATION,// We can't do the backward scan if start == 0
JEdit,WITHOUT_CLASSIFICATION,// Create a new hashtable if necessary.
JEdit,WITHOUT_CLASSIFICATION,//{{{ getName() method
JEdit,WITHOUT_CLASSIFICATION,//{{{ LineElement constructor
JEdit,WITHOUT_CLASSIFICATION,//{{{ _save() method
JEdit,WITHOUT_CLASSIFICATION,"/*			Try super import if available			Note: we do this last to allow explicitly imported classes			and packages to take priority.  This method will also throw an			error indicating ambiguity if it exists...		*/"
JEdit,WITHOUT_CLASSIFICATION,//{{{ clear() method
JEdit,WITHOUT_CLASSIFICATION,/* --- Begin static members --- */
JEdit,WITHOUT_CLASSIFICATION,/*@bgen(jjtree) ReturnStatement */
JEdit,WITHOUT_CLASSIFICATION,/*arbitrary flag*/
JEdit,WITHOUT_CLASSIFICATION,// Leave buffer in a consistent state if // an error occurs
JEdit,WITHOUT_CLASSIFICATION,// the code above builds a 1-indexed suffix array // but we shift it to be 0-indexed ignoring the // original 0-th element
JEdit,WITHOUT_CLASSIFICATION,//{{{ _addKeyBinding() method
JEdit,WITHOUT_CLASSIFICATION,//{{{ load() method
JEdit,WITHOUT_CLASSIFICATION,// Setting a typed variable is always a local operation.
JEdit,WITHOUT_CLASSIFICATION,//{{{ bufferOpened() method
JEdit,WITHOUT_CLASSIFICATION,//{{{ _contentInserted() method
JEdit,WITHOUT_CLASSIFICATION,//{{{ isExpanded() method
JEdit,WITHOUT_CLASSIFICATION,//{{{ loadToolButton() method
JEdit,WITHOUT_CLASSIFICATION,//{{{ setLineEndOffset() method
JEdit,WITHOUT_CLASSIFICATION,// return type is a class
JEdit,WITHOUT_CLASSIFICATION,"/*     * index in zptr[] of original string after sorting.     */"
JEdit,WITHOUT_CLASSIFICATION,//{{{ updateModel() method
JEdit,WITHOUT_CLASSIFICATION,// used for the stringReplace and beanShell replace radio buttons // so that the user can press tab to go from the find field to the // replace field in one go
JEdit,WITHOUT_CLASSIFICATION,//{{{ hashCode() method
JEdit,WITHOUT_CLASSIFICATION,// file begins with UTF-8-Y signature. // discard the signature and read // the remainder as UTF-8.
JEdit,WITHOUT_CLASSIFICATION,//{{{ getFirstInvalidLineContext() method
JEdit,WITHOUT_CLASSIFICATION,// Use CONTENT_UNDECLARED to avoid overwriting // existing element declaration.
JEdit,WITHOUT_CLASSIFICATION,//{{{ invalidateScreenLineCounts() method
JEdit,WITHOUT_CLASSIFICATION,// Don't overstrike if we're on the end of // the line
JEdit,WITHOUT_CLASSIFICATION,//{{{ HideLibrariesButton class
JEdit,WITHOUT_CLASSIFICATION,//{{{ registerFoldHandler() method
JEdit,WITHOUT_CLASSIFICATION,//{{{ getLastView() method
JEdit,WITHOUT_CLASSIFICATION,//{{{ KeywordMap constructor
JEdit,WITHOUT_CLASSIFICATION,// Change import precedence if we are a class body/instance
JEdit,WITHOUT_CLASSIFICATION,//{{{ getFoldHandlers() method
JEdit,WITHOUT_CLASSIFICATION,//{{{ physDown() method // scroll down by physical line amount
JEdit,WITHOUT_CLASSIFICATION,// Default implementation... subclasses can extend this.
JEdit,WITHOUT_CLASSIFICATION,// null 'from' type corresponds to type of Primitive.NULL // assign to any object type
JEdit,WITHOUT_CLASSIFICATION,//{{{ unregisterFoldHandler() method
JEdit,WITHOUT_CLASSIFICATION,// statical import fields from the interface so that code inside // can refer to the fields directly (e.g. HEIGHT)
JEdit,WITHOUT_CLASSIFICATION,//{{{ setBounds() method
JEdit,WITHOUT_CLASSIFICATION,// Read the external identifiers.
JEdit,WITHOUT_CLASSIFICATION,//{{{ stop() method
JEdit,WITHOUT_CLASSIFICATION,// Point to return statement point if we had one. // (else it was implicit return? What's the case here?)
JEdit,WITHOUT_CLASSIFICATION,//{{{ getIcon() method
JEdit,WITHOUT_CLASSIFICATION,//{{{ DockingOptionPane constructor
JEdit,WITHOUT_CLASSIFICATION,//{{{ setExpansion() method
JEdit,WITHOUT_CLASSIFICATION,//{{{ createEditPane() method
JEdit,WITHOUT_CLASSIFICATION,//{{{ start() method
JEdit,WITHOUT_CLASSIFICATION,// repaint the gutter so that the border color // reflects the focus state
JEdit,WITHOUT_CLASSIFICATION,//{{{ invoke() method
JEdit,WITHOUT_CLASSIFICATION,//System.err.println("x overflow");
JEdit,WITHOUT_CLASSIFICATION,//{{{ Inner classes
JEdit,WITHOUT_CLASSIFICATION,/* Non word character selection behavior */
JEdit,WITHOUT_CLASSIFICATION,/*onlyStatic*/
