@relation 'technicalDebt'

@attribute Text string
@attribute class-att {negative,positive}

@data
'todo this exists because detect all available native tool chains system clang gcc swiftc msvc many our old tests assume that available tool chains can compile manymost languages they not try restrict the required set tool chains the swiftc tool chain can build only swift tests that expect use the swiftc tool chain properly annotate their requirements with versionspecific requirement our multitest runner smart enough disable tests that not meet the tests requirements but since many the old tests not have requirements assume the tests require like tool chain gcc clang msvc the future want back old tests and annotate them with tool chains requirements ',positive
'dont handle variables the moment because users didnt request yet and would probably push add support the tooling api retrieve the variable mappings ',positive
'todo versionselector should more descriptive can directly translated ',positive
'todolptr should contentless inputdirectory ',positive
'todo need smarter way map usage artifact classifier ',positive
'todo once source compatibility raised this should rewritten using the javaniofilesystem api which can deal with jars and folders the same way instead duplicating code ',positive
'todo better exception ',positive
'todo this method accepts closure instance parameter but does not work correctly for ',positive
'todo find better way present this information the error message attempt mimic gradle nested exception output ',positive
'todo should really find better solution for this maybe could use filterreader instead filterinputstream ',positive
'not fully accurate but sensible fallback see ',positive
'todo not sure can clean the generics here and less unchecked casting ',positive
'todo deal with more than one header dir generated public headers ',positive
'todo projectdependency should transformed based defaultproject and other context elsewhere ',positive
'todo this will have changed when support setting credentials directly the authentication ',positive
'todo this approximation know swift currently supports only bit runtimes eventually well want query for this ',positive
'todo the async work tracker should wait for children operation finish first should not necessary call here ',positive
'todo reduce duplication with binary ',positive
'todo this should more specific just the tasks that create the class files ',positive
'todo arent considering the filter ',positive
'send endofline this workaround convince the console that the cursor the start the line avoid indenting the next line text that displayed would better for the console listen for stuff read from stdin that would also echoed the output and update its state based this ',positive
'todo exception when type cannot created ',positive
'todo bind with the sourcecompatibility property todo link runtime configuration ',positive
'track this input since the scala compiler output may depend todo this should replaced property the scala toolchain soon model these ',positive
'todolptr instead the first view property should figure out these parameters from the actual property ',positive
'todo dsl documentation ',positive
'todo can probably now support more versions with strictly but well need more test coverage ',positive
'todo move this objectfactory ',positive
'there are some exceptions attached the suite lets make sure they are reported the user this may happen for example when suite initialisation fails and tests are executed ',positive
'todo does static library have runtime elements ',positive
'todolptr this ignores changes projectbuilddir after model node has been created ',positive
'todolptr remove projection for reference node this shouldnt needed but theres actual value referenced model report can only show the type the node this for now should use the schema instead find ',positive
'todo what this errors ',positive
'remove this ',positive
'todo remove this special case ',positive
'need move those implicit jvm args that contain space the gradle commandline possible note that this isnt strictly correct some system properties can only set jvm start should change the implementation deal with these properly ',positive
'doesnt really make sense ',positive
'typeonly model reference type ambiguous multiple model elements are available for this typen created created ',positive
'todo exceptions thrown here should point some extensive documentation the concept class rule sources ',positive
'this workaround until this story completed hardcoding setting the idle timeout max mins this way avoid potential runaway daemons that steal resources linux and break builds windows ',positive
'todo move this base plugin setup the dependency the main binary this should all replaced single dependency that points some testable variants the main binary ',positive
'todo should support this adds void propnameobject value method that simply delegates the converting setter method ',positive
'todo send message workers change their log level rather than stopping ',positive
'todo this should also using the decorating instantiator but cannot for backwards compatibility ',positive
'todo visit the contents this collection instead this just super simple implementation for now ',positive
'todo should get rid this reflection will need reimplement the parser act the metadata directly ',positive
'todo want keep using sourcedirectoryset the new api would feel more natural dirs could added directly languagesourceset could also think about extending sourcedirectoryset ',positive
'todolptr this should removed once binarycontainer modelmap need also implement all the interfaces the delegate type because otherwise binarycontainer wont recognize managed binaries binaryspecinternal ',positive
'todo stream serialised value file todo handle hash collisions properly this time todo dont store null links child blocks leaf index blocks todo align block boundaries todo thread safety control todo merge small values into single data block todo discard when file corrupt todo include data directly index entry when serializer can guarantee small fixed sized data todo free list leaks disk space todo merge adjacent free blocks todo use more efficient lookup for free block with nearest size ',positive
'this workaround for somehow the arraylist result ends being list nulls windows and ibms jdk ',positive
'todo binaries arent input this rule theyre input the action ',positive
'specifies how build and where place native executable file ptodohh resolve naming conflict with existing ',positive
'this should replaced some stronger modelling and made open rather than hardcoding set source languages here ',positive
'moved the api back into internal this isnt really correct ',positive
'todo refactor this action out can unit tested ',positive
'todo error there are unknowns ',positive
'todoadam using uuid means create classloader hierarchy for each daemon process talk instead use the spec decide whether reuse classloader ',positive
'todo should supply and check for the same parameters passed reservenewclient ',positive
'todo should use the install task for executable ',positive
'implement this you need specify individual toolchains via ',positive
'todo annotate required ',positive
'todo cannot enable this assertion because modulesource not serialized doesnt appear the deserialized form assert ',positive
'todo excluderule value object but dont enforce immutability for defaultexcluderule strong should expose the map should provide better api for excluderule dont want use unmodifiable map soon defaultexcluderule truly immutable dont need create new instance defaultexcluderule ',positive
'production code should handle these exceptions more gracefully ',positive
'todo this isnt quite right ',positive
'the isempty check not required might look innocent but guavas performance bad for empty immutable list because still creates inner class for iterator which delegates array iterator which does nothing just adding this check has significant impact because most components not declare any capability ',positive
'todo are relying the registration having established these links should checking ',positive
'todo add quotes both formats there will lots tests failing not sure worth ',positive
'todoew consider whether this belongs buildprogressarea here ',positive
'todo would better these were added via separate managed view rather than hard coded ',positive
'shouldnt really here currently this goal used link bindallreferences which also expects the subject bound ',positive
'this doesnt work used because the bottom the hierarchy chain the object implemented methodmissing however our normal decorated classes not this not realistic ',positive
'todo this returns the wrong public type for domain objects created with the eager apis added directly the container this can leak internal types not currently keep track the type used when creating domain object via create the type the container when domain object added directly via add ',positive
'todolptr what happens when the property has multiple accessors the same role but with different type ',positive
'todo should not ignoring dependencyattribute modifications after resolve ',positive
'todo this should container platforms ',positive
'todo hack avoid classloading issues should use currently cant use reliably because causes cnf issues with cross version integration tests running against tooling api ',positive
'todo else verify that the build definition the same ',positive
'todo make this lazy ',positive
'todo should this take object ',positive
'used the kotlindsl base plugin todo remove this ',positive
'todo sources not actual input binaries its input each binary ',positive
'todo mix groovy support using bytecode decoration instead todo validate closure parameters check they are within bounds ',positive
'todo this class attempts mimic the behavior the output mvn helpeffectivepom instead this class should walk the maven project object model instead parsing the xml ',positive
'have name foobar and import foofoo this means foobar possibly foofoobar rather than foobar this means cut the dot foobar and foo for import ',positive
'todo remove this once the above removed ',positive
'this workaround for ',positive
'todo only here because kotlin dsl uses this please remove once that fixed ',positive
'hold the lock while creating the connection not generally good form this instance blocks other threads from creating the connection the same time ',positive
'currently retains strong references types that are not loaded using this fine for jvm types but problem when custom classloader used which should probably deprecated instead supported ',positive
'might fail hard here the assumption that something weird happened the daemon however since havent yet started running the build can recover just trying again ',positive
'todo improve configuration reports ',positive
'todo fix tests that rely this being set before process arguments like this ',positive
'todo turn into set ',positive
'theres potential problem here that reads from input the background this wont automatically stop when the process over therefore input not closed then this thread will run forever would better ensure that this thread stops when the process does ',positive
'todo need better job routing messages when there are multiple endpoints this just going forward all queued messages the first waiting endpoint even there are multiple waiting work ',positive
'create test suite component todo reuse logic from swiftplugin todo component name and extension name arent the same todo should use srcxctestswift the convention add the test suite and extension ',positive
'not use this its here because some the services this type needs are not easily accessed certain cases and will removed some point use one the other methods instead ',positive
'todo should validate that clazz non parameterized type ',positive
'workaround for when the task given input file that doesnt exist ',positive
'todo figure out how get rid origin scope snapshot outputs step ',positive
'get rid the ivy token are not valid uri characters ',positive
'todo remove this property once configuration can handle normal file system dependencies ',positive
'this piece ugliness copies the jaxp xml api provider any from the system classloader heres why when looking for provider jaxp looks for service resource the context classloader which our isolated classloader our classpath above does not contain provider this returns null does contain provider jaxp extracts the classname from the service resource not found jaxp looks for service resource the system classloader this happens include all the application classes specified the classpath the application classpath does not contain provider this returns null does contain provider jaxp extracts the implementation classname from the service resource not found jaxp uses default classname jaxp attempts load the provider using the context classloader which our isolated classloader this fine the classname came from step blows the classname came from step workaround locate and make visible xml parser classes from the system classloader our isolated classloader note that practise this only triggered when running our tests ',positive
'todo will implemented without hardcoded access for ',positive
'todo this hardcodes the assumption compile configuration the external module instead should creating api configuration for each resolved module ',positive
'this legacy quirk scans use this determine that progress logging indicating startfinish tasks this can removed gradle along with the concept logging category operation ',positive
'see the comment taskcompleted above for why this here and why this problem ',positive
'todo the special casing virtual platform should away can implement disambiguation variants for single component ',positive
'todo this should actually extend from the api dependencies but since swift currently requires all dependencies treated like api dependencies with transitivity just use the implementation dependencies here see ',positive
'todo replace this with jvmassembly once that type public ',positive
'this not very nice might good enough until get rid and friends avoid traversing the graph causing the full resolveddependency graph loaded for the most typical scenario ',positive
'not implemented not yet required please implement required ',positive
'todo extract the nonfilesystem parts the into separate interface this isnt really tied file system watching just need another type waiter ',positive
'todo this class sources gradle metadata files but theres corresponding for this metadata yet because this will generate empty instance either ivy maven based the repository type ',positive
'todo this isnt correct assumes that side effect add the element ',positive
'todo classes should little more tied the classesdirs for sourceset every plugin doesnt need this ',positive
'this really not cool but cannot rely readattributes because will throw exception the file missing which really incredibly slow just determine file exists not ',positive
'todo use twirl library instead ',positive
'not use this constructor directly its only there for backwards compatibility with the nebula plugin ',positive
'groovy does something very strange here for some reason probably because the class java wont employ any dynamism even implementing invokemethod the java level has effect ',positive
'todo should see can back using httpclient again this implementation borrowed from the apache httpclient project ',positive
'todo change set ',positive
'tododaniel should support better way multi file invocation override this method have multi file invocation ',positive
'todo refactor this task configuration extend copy task and use replace tokens ',positive
'todoreuse refactor after removing reuse this horrendously bad need set the platform before the defaults rules nativebinaryrules assign the toolchain cant just assign the toolchain here because the initializer would closing over the toolchain which not reusable and this breaks model reuse here are just closing over the safely reusable things and then using proper dependencies for the tool chain registry unfortunately cant the create action because that would fire after defaults rules have use defaults rule assign the tool chain because needs there user mutate rules least the file locations that they can tweaked ',positive
'check enum equality without checking loading classloader there slight risk that two versions the same enum class are compared thats why classloaders are used equality checks but checking both name and ordinal should make this very unlikely ',positive
'todo version could different from main artifacts version ',positive
'should really parameter the withcontent methods baked into the accessor ',positive
'todo error messages todo display names for this container and the provider implementations ',positive
'not subtypes dont know whether they are immutable not ',positive
'todo this check should really done the compiler process ',positive
'forced dependencies are only supported for enforced platforms currently hardcoded should want add this first class concept gradle metadata then should available the component variant metadata well ',positive
'todo remove this attempt guess packaging from artifacts packaging should come from component explicitly set ',positive
'was created during execution ',positive
'todo deprecate and eventually prevent these mutations when already resolved ',positive
'todo this doesnt quite guarantee immutability because the source may holding closures that are doing god knows what ',positive
'todo get rid entirely and replace with collection link outputs ',positive
'todo migrate this the worker api once the filesystem and fileoperations services can injected ',positive
'todolptr have the paths the projects serve input maybe ',positive
'this could handled just not implemented yet ',positive
'todo wrong using the full classpath the application ',positive
'this not very beautiful but some point will get rid favor the writable resource ',positive
'this bit cheesy but letter classname surely means generic type and the warning will useless ',positive
'creates instance the given task type without invoking its constructors this used recreate task instance from the instant execution cache review this ',positive
'todo this selection should happen per target platform ',positive
'todo resolve the javaplatform and scalaplatform from their platformresolvers rather than instantiating directly ',positive
'todo should include some context what the rule was trying create mutate ',positive
'todo get this from somewhere else ',positive
'this here trigger creation the shutdowncoordinator could this nicer way ',positive
'todopm move this when scope changed ',positive
'todo outputeventlistener and buildstandardinput are perbuild settings down the road should refactor the code accordingly and potentially attach them ',positive
'exposes methods for those properties whose value closure todo use composition instead inheritance ',positive
'platform specific arguments todo need lazily configure compile task ',positive
'this occurs while running gradle running integration tests indicative problem this occurs while running unit tests then either use the the usesnativeservices annotation ',positive
'ugly but there are few places where need instantiate javadebugoptions and regular objectfactory service not available ',positive
'todo adding the parent project first because the converter needs this way atm this oversimplified the converter should not depend the order reactor projects should add coverage for nested multiproject builds with multiple parents ',positive
'theres possibility that this listener called concurrently with the build finished listener the message happens graceful expire one then theres large risk that create deadlock because were trying remove the same listener from different notifications avoid this just set the reference null which says that were taking care removing the listener ',positive
'todo need track tool ',positive
'this copied from ant see mentions that there bug the windows jdk impls that this valid workaround for ive been unable find definitive reference this bug the thinking that this good enough for ant its good enough for ',positive
'todo change this only add swiftapi artifacts and instead parse modulemaps discover compile task inputs ',positive
'rough implementation get something work ',positive
'todo remove these special cases ',positive
'todo this not great paradigm for creating temporary directory see for alternative ',positive
'todo this should part the cached result ',positive
'implementation currently dumb can made smarter ',positive
'todorbo clarify what means and whats possible with todorbo can the return value always used resolve back the identified component how todorbo wouldnt better define proper type for projectmodel paths ',positive
'todo this can throw npe will need identifier for variant without owning component ',positive
'this implementation broken does not consider include and exclude patterns ',positive
'todo lja using the root the nodestate here bit cheat investigate can track the proper nodestate ',positive
'produces artifactidentifier for this artifact its not actually identifier just bucket attributes todoadam remove this ',positive
'todo property order needs deterministic across jvm invocations sort the properties name ',positive
'todo this will leave invalid types the cache when fails ',positive
'should repositories able participate incremental the least they may able express themselves output files they might have input files and other dependencies well though inputs the credentials they need may expressed file dependencies cant think case here ',positive
'todo have much better here ',positive
'todo these should moved off separate type ',positive
'todolptr this should defaults each ',positive
'todo should refactor this general compatibility mapping solution have for model loading see class ',positive
'this heuristic more than truth possible that the long hashs are identical and that the sizes collections are identical but its extremely unlikely never happened test cases even large dependency graph ',positive
'failing seems that set method override doesnt work for iterables gradle assertthatcall bean list beanthingslist bean new linkedlistobject nullvalue equalto ',positive
'todo this isnt quite right were leaking the implementation type here but for tasks this usually right ',positive
'todo return richer data structure that provides meta data about how the source was found for use diagnostics ',positive
'the configuration has been used resolution and error for build logic change any dependencies exclude rules parent configurations values that will affect the resolved graph ',positive
'this method sometimes called directly not via operation executor these cases the context null ',positive
'todolptr what with the metaclass property here ',positive
'todo this doesnt belong here that java plugin should add extension this guy with this ',positive
'need make this better ',positive
'todo maybe need allow additional dirs like sourcesetoutput does esp for backwards compatibility wonder its still necessary distinguish between classes and resources dirs instead just maintaining collection dirs far generated resources are concerned might better model them additional buildable resourceset ',positive
'workaround for bug testng apparently fixed some listener notified twice per event ',positive
'todo this isnt correct this means that weve detected cycle while determining the execution plan but the graph walker did not find one ',positive
'todocedric the following validation should theory happen its own rule but not possible now because theres way iterate the map subject validate rule without gradle thinking youre trying mutate ',positive
'todo simplify this class busting into locator for legacy sdks and locators for windows kits ',positive
'todo this all terribly lame need some proper reporting here which means implementing reporting ',positive
'todo implement these cases ',positive
'tododaniel swift compiler should extends from abstraction nativecompiler most applies swiftcompiler ',positive
'todo should use target platform make this decision ',positive
'todo there should more explicit way execute action against existing services ',positive
'have unprocessednew selector for this module need reselect the target version ',positive
'todo assets should probably source set too ',positive
'use the class generator instead ',positive
'todo implement this moving this resolver live alongside the external resolvers ',positive
'todo this should use the same mutationvalidator infrastructure that use for other mutation types ',positive
'todo should just cache these classloaders and ejectstop them when they are longer use ',positive
'todo should self closed ',positive
'todolptr should collect all source sets the project source set however this messes ',positive
'todo only log expired workers count log their identity once they are nameabledescribable ',positive
'todo this not nice work out better way collect the plugin requests from invoking the plugins block ',positive
'todo this braindead way ensure that the reference projects model ready access ',positive
'todo this not quite right given aabb the result should and but will fact and ',positive
'the very first event starts the initializing phase todo should use determine the build start time ',positive
'one should really avoid using this constructor totally inefficient and reserved spurious cases when the components have dots names and this can happen task name contains dots ',positive
'todo bust this hierarchy and compose using interfaces instead ',positive
'simulate stuck worker theres probably way inject this failure ',positive
'todo this should outgoing variant the component under test ',positive
'add install task todo should probably not add this for all executables ',positive
'todolptr why dont check runningnodes here like hasnodesremaining ',positive
'dumb terminal doesnt support ansi control codes todo remove this when use terminal rather than jansi render console ',positive
'this workaround for several early typed operations have buildpath property the value which can only determined after the settings file for the build has loaded the workaround buffer all operation notifications memory until the root builds settings have loaded this works because all possible settings files have been evaluated the time the root one has been this not guaranteed hold into the future proper solution would change the operation detailsresults truly immutable and convey values known the time ',positive
'amount immutable value some quantity such duration length each amount has decimal value and associated units todo need sort out scaling when dividing converting between units ',positive
'todo move this propertyvalue instead ',positive
'trailing slash name indicates that entry directory ',negative
'allow organisation synonyms like org organization ',negative
'include expression ignore ',negative
'',negative
'noop ',negative
'node was previously traversed need remove outgoing edges ',negative
'simple scheme just present the public type the container ',negative
'nullable reference ',negative
'always publish ',negative
'maven supports wildcards exclusion rules according this should used for nontransitive dependencies ',negative
'returns approximation composite variant ',negative
'have some batched conflicts resolve the first and continue traversing the graph ',negative
'each build request carries its own log level and used during the execution the build see logtoclient ',negative
'implementation note only necessary override visit methods for ast nodes that reference statements for closureexpression rely the assumption that always references blockstatement and hence our visitblockstatement method gets called ',negative
'workspace scope expected persisted the project cache dir since ',negative
'register eagerly stop triggered when services are being stopped ',negative
'may have ckv should become ckv ',negative
'construct new compileroptions class ',negative
'add publictype ',negative
'swap the foreground and background bits ',negative
'configure the component ',negative
'this called from the download thread only forward the events when not cancelled ',negative
'this insanity needed for the case where someone calls someplugin that the plugin container has the instance that want but dont think cant know has been applied ',negative
'register the projects source set output directories ',negative
'scheme means someone passed relative url our context only file relative urls make sense ',negative
'sha not part coreservices hashingsha available hence use plain guava classes here ',negative
'anything other than propertyexpressions variableexpressions will stop resolving ',negative
'delimiter dot swap grouptoken otherwise the rest belongs qualifier ',negative
'generate ',negative
'ignore the rule expects ivy metadata and this isnt ivy module ',negative
'missing files can ignored ',negative
'matches task identifier operator expression task string operator expression map operator expression operator expression ',negative
'overlap cry ',negative
'copyprocessingspec overrides broaden return type ',negative
'assume individual files have dependencies ',negative
'for testing ',negative
'local component that provides jvm assembly ',negative
'hold other project locks that should release first ',negative
'retain buffer there capacity the queue otherwise discard ',negative
'sort source files work around ',negative
'macro includes were seen the include graph this file the result can reused this file seen again ',negative
'use injected objectfactory create server object ',negative
'todoadam switch the logging back loggerdebugignoring failure extract throwable cause ignored ',negative
'windows and are separators unix only separator ',negative
'discard the body when the expression not resolvable ',negative
'groovy this check the hierarchy needed ',negative
'todo add stripped symbols the installation ',negative
'matches task closure ',negative
'take snapshot while holding lock ',negative
'todo all this matching stuff constant for given dependencymetadata instance ',negative
'delegate copyspec methods rootspec ',negative
'matches task identifier closure ',negative
'only for relative positioning ',negative
'capture changes execution outcome ',negative
'mark this listener type being notified ',negative
'register logger support this being replaced build logic ',negative
'fallback failing the task case dont know anything special about the error ',negative
'notify caches that lock released the caches may work the cache files during this ',negative
'dont list versions for gradlemetadata mavenmetadataxml will checked ',negative
'since have and want get start with the most outer class put them together and then see that does already exist case from within are done after the first step already case for example abcdef and accessing from test aefailed abefailed abcefail abcdesuccess ',negative
'not supported use two spaces instead ',negative
'short circuit logic when only candidates ',negative
'similar way ivy maven may use other hosts for additional artifacts but not poms ',negative
'todo get normal resolving set declaring class ',negative
'copy case any actions mutate the store ',negative
'would normally log lower level than lifecycle but the ant message priority actually higher than equal the set lifecycle log level ',negative
'producer doesnt declare anything assume that only provides the implicit capability ',negative
'source dir already the start the path just use the include path ',negative
'configuration artifacts are determined locally ',negative
'can discard the state required create instance ',negative
'for stats dont really care about thread safety ',negative
'mutable ',negative
'parent were done ',negative
'skip visitor not interested ',negative
'complete cancelling key ',negative
'noinspection ',negative
'library albeit only for selected classes that run high risk being statically referenced from transform ',negative
'generate public type getter return field ',negative
'generate private dynamicobject dynamicobjecthelper ',negative
'always treat nonempty ',negative
'the type the property node instead ',negative
'the failure handler rethrows exception then execution other nodes aborted continue will collect failures ',negative
'exclude rules for dependency specified gradle dsl ',negative
'create processor that processes events its own thread ',negative
'only consider one candidate because means that theres ambiguity the version number ',negative
'not required but guavas performance bad for empty immutable list ',negative
'unsupported this transformer ',negative
'always schedule the generation task after the clean task ',negative
'theres more than one module merge them into module set ',negative
'some impls support this but not ',negative
'any the child strategies dont expire the daemon the daemon will not expire otherwise the daemon will expire and aggregate the reasons together ',negative
'means the registry didnt exist yet ',negative
'not supported ',negative
'there transform for the language into one the component inputs add default source set ',negative
'allows individual identification for debugging ',negative
'only print first gradle script stack trace element ',negative
'finalizing here need this run after any assembling task jar link etc created todo convert this binarytasks when model nativeassembly instead wiring compile tasks directly linktask ',negative
'never use empty settings when the settings were explicitly set ',negative
'need double check that the target still has hard edges ',negative
'will only add dependencies the leaves there such published module ',negative
