@relation 'technicalDebt'

@attribute Text string
@attribute class-att {negative,positive}

@data
'process all metadata ',negative
'update the keycurrent symlink first create tmp symlink and ',negative
'arbitrary message returned when scheduling done ',negative
'resource also present resources map will overwrite the above ',negative
'heartbeats stats ',negative
'can local shuffle ',negative
'request impersonate users from unauthroized groups should rejected ',negative
'lets reread the children storms the source truth and see new one was created the background ',negative
'naive implementation but might good enough ',negative
'this special case where the jar was not uploaded will not download already the classpath ',negative
'dependencyartifacts ',negative
'update the word counts the state here the first argument the initial value for the state and the second argument function that adds the count the current value the state ',negative
'parallelism same ',negative
'need search more not going help ',negative
'would only happen are for now ',negative
'test for replication ',negative
'direct ',negative
'lock dir config ',negative
'once every updaterateperiodns ',negative
'kill the container and restart ',negative
'avoid system dependent things ',negative
'for this part the test interleve the differnt rotation types ',negative
'guarantees list unused string ids exists once the list empty creates new list ',negative
'reached eof didnt read anything ',negative
'set the shard iterator for last fetched sequence number start from correct position shard ',negative
'dont wait for timetrigger fire since this could lead timing issues unit tests set large value and trigger manually ',negative
'bolt that subscribes the intermediate bolt and publishes jms topic ',negative
'just and try delte the others ',negative
'tuple payload serializer specified via configuration ',negative
'also called from ',negative
'load the first part entries ',negative
'future got interrupted exception want interrupt parent thread itself ',negative
'ignore changes scheduling while downloading the topology blobs dont support canceling the download through the future yet because pending blobs may shared multiple workers and cancel may lead race condition keep everything sync just wait for all workers ',negative
'doublearg ',negative
'node and supervisor are the same ',negative
'read line and see another log entry was made ',negative
'read initial lines file then check lock exists ',negative
'now lets get the creds for the topos can verify those well ',negative
'used recognize the pattern active log files may remove the current from this list ',negative
'',negative
'this class consists exclusively static factory mainmethods that create instances that are essential work with the jpmml library ',negative
'seconds passed not timing out ',negative
'its null one later transaction batch was emitted before this should skip this batch didnt exist and was created which case the stateinitializer was invoked and was emitted ',negative
'end executor summary ',negative
'test whether the integer power ',negative
'release things that dont need wait for finish downloading ',negative
'rocksdb should insert sorted key order ',negative
'updating file few times every seconds ',negative
'dropping the parallelism the bolts instead can find solution reasonable amount work when backtracking ',negative
'emit and ack the rest ',negative
'configs for memory enforcement done the supervisor not cgroups directly ',negative
'icredentialsrenewer ',negative
'only need keep track failed tuples commits kafka are controlled tuple acks which happens only for atleastonce processing semantics ',negative
'todo file rotation ',negative
'copy case want modify ',negative
'this read default value for other configurations ',negative
'this should trigger the scan find the next aligned window end but not produce any activations ',negative
'argslist ',negative
'consume both files ',negative
'jms topic spout ',negative
'set nimbusinfo ',negative
'what want ',negative
'gets nimbus subject with nimbusprincipal set ',negative
'include partition the file name that index for different partitions are independent ',negative
'with known best input ',negative
'too fast not reported ',negative
'record returned put the sequence number the emittedpershard tie back with ack fail ',negative
'for point for point ',negative
'null log any unhandled errors stderr ',negative
'targetloglevel ',negative
'creates mongoclient described uri ',negative
'empty still ',negative
'retire writers ',negative
'iprincipaltolocal ',negative
'sentencespout mybolt ',negative
'the resource aware scheduler used ',negative
'since user derek has exceeded his resource guarantee while user jerry has not topo topo could evicted because they have the same priority ',negative
'class offset ',negative
'the connection not sent unless response requested ',negative
'now that the root fine can start look the other paths under ',negative
'convenience data structure speedup lookups ',negative
'returns the recorded throughput since the last call since this meter was instantiated being called for fisrt time ',negative
'noop could add configs through the webxml wanted something stand alone here ',negative
'storm ',negative
'offset where processing will resume upon spout restart ',negative
'file offset and byte offset should always zero when searching multiple workers multiple ports ',negative
'grab lock ',negative
'gets collection ',negative
'blobs are not supported local mode return nothing ',negative
'filtered negative value ',negative
'noop dont actually want change log levels for tests ',negative
'transfer encoding should set jersey sets default ',negative
'',negative
'agg spout stats ',negative
'keep this constructor for backward compatibility ',negative
'noop purpose ',negative
'deleting closed file should return true ',negative
'stream name specified ',negative
'validate metrics aggregations found for for all agglevels when searching port ',negative
'assume topology ',negative
'with principals the subject acl should always set worldeverything ',negative
'errortimesecs ',negative
'shouldnt happen ',negative
'topoids ',negative
'generously adapted from avroserializerscala which has asl license ',negative
'just ignore the exception ',negative
'receives msgs from remote workers and feeds them local executors any receiving local executor under back pressure ',negative
'avoid reordering emits stop first failure ',negative
'didnt take gpus into account everything would fit under single slot but because there only gpu per node and each the spouts needs gpu has scheduled least nodes and hence slots because this all the bolts will scheduled single slot with one the spouts and the other spout its own slot everything that can shared shared ',negative
'producerfwdconsumer measurement ',negative
'try uploading second one and should failed throwing runtimeexception ',negative
'start the thread pool ',negative
'the spout must able reemit all retriable tuples even the maxpollrecords set low value compared ',negative
'stream metric value note that sidoutstats may contain both long and double values ',negative
'all the events should expired when the next watermark received ',negative
'test for subject with principals and acls set default ',negative
'copy the half the buffer the first half ',negative
'remove something randomly ',negative
'found the topology lets get the conf ',negative
'since made sys components visible the component map has all system components ',negative
'noop ',negative
'computes tumbling window average ',negative
'check lock file contents ',negative
'queryplanner streams mode configures the topology with compiled classes need add new classes into topology jar topology will serialized and sent nimbus and deserialized and executed workers ',negative
'all done can launch the worker now ',negative
'login and also update the subject field this instance ',negative
'map from stream name batch ',negative
'create symbolic link relative tar parent dir ',negative
'set the metrics sample rate force update the executor stats every time something happens this necessary because relies the executor emit stats accurate ',negative
'check node alive ',negative
'even the topology not valid still need remap all ',negative
'',negative
'translating the name this call happens different callback from validating the user name and password this has stateless though cannot save the password provider away sure got the same one that validated the password the password providers are written correctly this should never happen because they cannot read the name they would return null but the off chance that something goes wrong with the translation because mismatch try skip the bad one ',negative
'now rebalance and add new partition ',negative
'shutdown server process since could not handle thrift requests any more ',negative
'when worker bootup worker will start setup initial connections other workers when all connection ready will count down this latch and spout and bolt will activated assuming the topology not deactivated ',negative
'json parsing fail error received ',negative
'memoryusage ',negative
'object handling interaction with kinesis ',negative
'spout stats ',negative
'spout implementation ',negative
'emit ',negative
'boltobject ',negative
'use custom class loader set testing environment ',negative
'topo has one single huge task that can not handled the smallsuper ',negative
'user derek submits another topology into full cluster topo should not able scheduled initially but since topo has higher priority than topo topo will evicted that topo can scheduled ',negative
'throws ioexceptions for call next succeeds thereafter ',negative
'remove reverse lookup from map ',negative
'now rebalance ',negative
'scans the database look for metadata string and returns the metadata info ',negative
'numtasks ',negative
'deprecated favor nonthreaded rotatingmap ',negative
'trust that the file exists ',negative
'this test works because mocking spout splits the tuples evenly among the tasks ',negative
'mapping from storm tuple rocketmq message ',negative
'usedmem ',negative
'key transformers ',negative
'any events are scheduled sleep until event generation any recurring events are scheduled then will always through this branch sleeping only the exact necessary amount time give upper bound millis the sleeping time limit the response time for detecting any new event within secs ',negative
'dont want override the client there thrift server and running would not test any the actual thrift code ',negative
'each drpc request always single attempt ',negative
'add the callers cache cant add the stringmetadatacache since that could cause eviction database write which want only occur from the inserting thread ',negative
'this partition new and should start the committed offset ',negative
'assuming sidefields are preserving its order ',negative
'blocking call ',negative
'above gives extra empty string the end below removes that ',negative
'remote address ',negative
'far matches keep going ',negative
'fail are forced try again ',negative
'attempt find the string the database ',negative
'setup test message ',negative
'prior the orgapache change ',negative
'delete one worker failed from topo assignment enable actual schedule for testing ',negative
'actual ret mapstring mapstring longdouble ',negative
'time sleep between retries milliseconds ',negative
'ranked fifth since rack has not cpu resources ',negative
'time last flush this writer ',negative
'this attempt give all the streams equal opportunity emit something ',negative
'this the end key for whole scan ',negative
'transfers messages destined other workers ',negative
'make sure that have received least integer length ',negative
'name ',negative
'test write again ',negative
'will closed automatically when shutting down the dfs cluster ',negative
'should remove key ',negative
'batch spout then contains txid ',negative
'called with bad port not the config searching should done ',negative
'for partitionpersist ',negative
'the dir empty try delete may fail but that ',negative
'empty class ',negative
'seems this can fail returning false throwing exception convert false ret value exception ',negative
'found the next offset commit ',negative
'this only used for loggingmetrics dont crash the process over ',negative
'counter for spout wait strategy counter for back pressure wait strategy ',negative
'now lets create token and verify that can connect ',negative
'todo log ',negative
'this validates the structure the topology ',negative
'note that portdir active worker containing active logs ',negative
'may output many tuples for given input tuple ',negative
'now multiple ',negative
'the user wants explicitly set auto offset reset policy should respect but when the spout configured for atleastonce processing should default seeking the earliest offset case theres offset out range error rather than seeking the latest kafkas default this type error will typically happen when the consumer requests offset that was deleted ',negative
'hash ',negative
'bookkeeping ',negative
'instances this type are sent from nettyworker upstream workertransfer indicate backpressure situation ',negative
'assumption therere put and delete for same target parameter list ',negative
'default need this different user ',negative
'set the default heap memory size for supervisortest ',negative
'common ',negative
'this the first time initialize the resources ',negative
'need enforcement topology level not single worker level because for cgroups each page shared memory goes the worker that touched first may need make this more plugable the future and let the resource isolation manager tell what ',negative
'headers ',negative
'update set the second assignment ',negative
'create reader and some checks ',negative
'principal ',negative
'nonstatic impl mainmethods exist for mocking purposes ',negative
'topo evicted since user bobby dont have any resource guarantees and topo the next lowest priority for user bobby ',negative
'evaluator ',negative
'replicationcount ',negative
'delete file and retry creation ',negative
'givenwhen ',negative
'the latch not started yet start ',negative
'offsets emitted are void ',negative
'but topo was submitted earlier thus choose that one evict somewhat arbitrary ',negative
'dont include sys ',negative
'storm topology name ',negative
'defaults info level when the logger isnt found previously ',negative
'specific reason mock this one easiest ways make dummy instance ',negative
'remotetaskid truefalse indicates remote task under ',negative
'use the default server port ',negative
'play and ack tuple ',negative
'emit the averages downstream ',negative
'for reporting errors ',negative
'common aggregate ',negative
'bind and start accept incoming connections ',negative
'package access for unit test ',negative
'this test where are configured point right single artifact ',negative
'required required required required required required required required required ',negative
'assume filter choices have been made and since selection was made all levels are valid ',negative
'open sasl transport with the login credential ',negative
'let first lock ',negative
'min values ',negative
'validate search port ',negative
'merge with existing assignments ',negative
'initialize state for batch ',negative
'offset are pending failed but not retriable ',negative
'null istimedout means worker never reported any heartbeat ',negative
'rwrr ',negative
'one time scheduling ',negative
'regardless ticketrenewwindow setting above and the ticket expiry time thread will not sleep between refresh attempts any less than minute milliseconds minute ',negative
'and wait for the message get through the spout acks use the same path timeout resets ',negative
'subprocesses must send their pid first thing ',negative
'null for system bolt ',negative
'assume that get doesnt have any families defined this for not digging deeply ',negative
'the best way force backtracking change the heuristic the components are reversed hard find answer ',negative
'local mode there jar ',negative
'extract spout resource info ',negative
'class path entries that are neither directories nor archives zip jar files nor the asterisk wildcard character are ignored ',negative
'topologyversion ',negative
'convert sources json serializable format ',negative
'cpuguarantee ',negative
'toplogy worgenspout fieldsgrouping countbolt ',negative
'careful about adding additional tests the dfscluster will shared ',negative
'start metastore ',negative
'get transaction already exists and attempt greater than the attempt there ',negative
'type ',negative
'set committed looks like some messages have been committed each partition ',negative
'should not returned since this executor not part the topologys assignment ',negative
'required required required required required required optional optional optional optional optional optional optional optional optional optional optional ',negative
'jprofile start ',negative
'find retirement candidates ',negative
'committed offset the offset where processing will resume upon spout restart initially set fetchoffset ',negative
'allow freqsec expire ',negative
'schedule topo ',negative
'flatmapfunction aware prepare let handle preparation ',negative
'advance time and then trigger call kafka consumer commit ',negative
'verify that the tuple not emitted again ',negative
'use this instead storms built one that can specify without knowledge storms internals ',negative
'setup hfs bolt ',negative
'wait for seconds ',negative
'put global stream for spouts ',negative
'using monotonically increasing attempt downstream tasks can memory efficient clearing out state for old attempts soon they see higher attempt for transaction ',negative
'how partition for second stage aggregation ',negative
'required optional optional optional optional ',negative
'try the loader plugin configured ',negative
'bail out ',negative
'the user not set lets see what the request context ',negative
'being the position the fields this seq the remainder the seq the size ',negative
'notjump closed strict mode ',negative
'asserts that commitsync has been called once that there are only commits one topic and that the committed offset covers messagecount messages ',negative
'allow poll the partition not the limit ',negative
'when this ever null ',negative
'read error and input streams this would free the buffers ',negative
'test for replication with nimbus user ',negative
'',negative
'the below field declarations are also used commonclj define the event logger output fields ',negative
'result ',negative
'iautocredentials ',negative
'topologygetbolt aka sys tasks most specifically acker tasks ',negative
'windowtotransferred ',negative
'there most one schedule per message ',negative
'make sure that even though nexttuple doesnt receive valid data the offset will checkpointed after checkpointinterval seconds ',negative
'retrieve any existing aggregation matching this one and update the values ',negative
'private constructor ',negative
'taskids first ',negative
'keeps track flight tuples ',negative
'loggerinfoemit for partition partitiongetid offset offset ',negative
'',negative
'this because the tests are checking that hard cap maxpollrecords uncommitted offsets exists ',negative
'good far check are cgroup ',negative
'supervisor which was never back normal tolerance period will removed from cache ',negative
'maybe needs start phase where can retrieval update phase and then finish phase shouldnt really oneatatime interface since have all the tuples already tood used for the new values stream the list needed able get reduceragg and combineragg persistentaggregate for grouped streams working efficiently ',negative
'java classpath expanded all jarjar files the directory ',negative
'verify that offset was committed for the given topicpartition since processing should resume ',negative
'could not lock try another file ',negative
'use the hash index for prefix searches ',negative
'compacted away ',negative
'done ',negative
'check map ',negative
'tuples may ackedfailed after the spout deactivates have able handle this too ',negative
'zkhoststring for solr gettingstarted example ',negative
'not blocking call cannot emit will add tuple pendingemits and return false pendingemits can null ',negative
'waiting fetched ',negative
'stream number square pairs ',negative
'outputfields ',negative
'timers ',negative
'',negative
