@relation 'technicalDebt'

@attribute Text string
@attribute class-att {negative,positive}

@data
'todo would better refresh from ',positive
'this form used from annotations essentially the same the above using resultsetmapping reference but without cachemode readonly and comment fixme annotations not use can remove from pov deprecated param query the sql query string param resultsetref the resultsetmapping name param queryspaces any specified query spaces used for autoflushing param cacheable whether the query results are cacheable param cacheregion cacheable the region into which store the results param timeout jdbclevel timeout applied param fetchsize jdbclevel fetchsize applied param flushmode the flush mode use for this query param parametertypes parameter type map param callable does the query string represent callable object proc ',positive
'todo ugly here ',positive
'todo not quite sure about the full implications this ',positive
'this only works because collection entries are kept sequenced map persistence context maybe should like entities and keep separate sequences set todo calling entryset identitymap slow ',positive
'todo much rather have this done from ',positive
'todo hack note here cleanup the load context when have more local lce entries this works for the time being because really only the collection load contexts are implemented long term this cleanup should become part the close result set processing from the sandboxjdbc jdbccontainer code ',positive
'todo add the notion enabled filters the cachekey differentiate filtered collections from nonfiltered but cachekey currently used for both collections and entities would ideally need define two seperate ones currently this works conjuction with the check which makes sure not read from cache with enabled filters early exit ',positive
'postload needed for ejb todo reuse the postloadevent ',positive
'todo should check the current isolation mode explicitly ',positive
'brand new collection todo array cant lock objects with arrays now ',positive
'todo iteratively get transient entities and retry merge until one the following conditions not decreasing and copycachesize not increasing todo find out retrying can add entities copycache dont think can for now just retry once throw there are still any transient entities ',positive
'null brand new collection this will also inefficiently handle arrays which have snapshot cant any better ',positive
'todo perhaps should additionally require that the incoming entity version equivalent the defined unsavedvalue ',positive
'provides query splitting methods which were originally querytranslator todo this will need refactored some point author josh ',positive
'todo most below was taken verbatim from dotnode should either delegate this logic supertype ',positive
'todo currently expects that the individual with expressions apply the same sql table join this may not the case for joinedsubclass where the property values might coming from different tables the joined hierarchy some point should expand this support that capability however that has some difficulties the biggest how handle ors when the individual comparisons are linked different sql joins here would need track each comparison individually along with the join alias which applies and then pass that information back the fromelement can pass along the joinsequence ',positive
'explicit select expression render the and properties projection lists for every persister the from clause into single token node todo the only reason need this stuff now collection filters should get rid derived select clause completely ',positive
'todo better way ',positive
'hack alert attempt work around ghost impliedfromelements that occasionally show between the actual things being joined this consistently occurs from index nodes least against manytomany not sure there are other conditions essentially lookahead the next fromelement that actually writes something the sql ',positive
'not possible simply reuse the versionpropertynode here causes oom errors due circularity ',positive
'this function has template restore output apply the template and write the result out todo downcast avoid using interface yuck ',positive
'some point the generate phase needs moved out here because single objectlevel dml might spawn multiple sql dml command executions possible just move the sql generation for dml stuff but for consistencysake probably best just move responsiblity for the generation phase completely into the delegates themselves also not sure why queryloader currently even has dependency this all does need ideally like see the walker itself given the delegates directly ',positive
'todothis only needed during compilation can eliminate the instvar ',positive
'todo absolutely usages this constructor form can away ',positive
'todo this bit ugly ',positive
'even here only properties mapped the base table are referenced the set and where clauses this could handled the basicdelegate todo decide better performancewise perform that check simply use the ',positive
'todo remove these last two batcher longer managing connections ',positive
'very important this class needs free any static references any cglib javassist classes otherwise users will always need both their classpaths matter which either they use another option here would remove the method and have the users through the sessionfactory get this information ',positive
'todo really need able deal with component paths here also this difficult because the hqlsql grammar expects all those node types fromreferencenodes one potential fix here would convert the intoclause just use combo child the insertstatement and move all this logic into the insertstatement thats probably the easiest approach read least amount changes the grammar and code but just doesnt feel right then insert would contain fromclauses ',positive
'todo optimization here would consider cascade deletes and not gen those delete statements the difficulty the ordering the tables here the cascade attributes the persisters the table info gotten here should really selfcontained class representation defining all the needed attributes then could then get array those ',positive
'todo switch statements are always evil already had bugs because forgotten token types use polymorphism for this ',positive
'really there are two situations where should allow the insertion into properties defined superclass unionsubclass with abstract root entity discrimsubclass handled already because the fact that alreay always returns for this call may want disallow for discrimsubclass just for consistencysake currently does not work anyway ',positive
'implicit joins are always reuse ',positive
'todo used exprnoparens was this needed ',positive
'todo may also want check that the types here map exactly one columnjdbctype cant think situation where arithmetic expression between multicolumn mappings makes any sense ',positive
'not know either type blind guess ',positive
'todo get sql rendering out here create ast for the join expressions use the sql generator grammar generate the sql text for the index expression ',positive
'would probably refactor have logicparser builds tree simple expressions connected and not expressionparser translates from terms like foo foobar foobarbaz sql terms like foosid foosbarid etc and which does much the same thing does now ',positive
'shortcircuit for performance ',positive
'not absolutely necessary but does help with aggressive release ',positive
'try block hack around fact that currently tuplizers are not given the opportunity resolve subclass entity name this allows the assume custom interceptor the ability influence this decision were not able based the given entityname ',positive
'todo this one the ugliest and most fragile pieces code hibernate ',positive
'todo implement functionality this might painful here the join post processing for the subquery has already been performed meaning that for thetajoin dialects the join conditions have already been moved over the where clause simple solution here might perform join post processing once for the entire query including any subqueries one fell swoop ',positive
'yuck ',positive
'ignore the incoming property could not found cannot sure what here the very least the safest simply not apply any dereference toggling ',positive
'todo make this bit nicer ',positive
'yuck ',positive
'todo potentially look optimizing these two arrays ',positive
'note that parameter now unused delete ',positive
'todo figure out better way get the from elements proper tree structure this not the destination manytomany add child the origin ',positive
'todo this constructor form only used from constructor directly below can away ',positive
'should reengineer this class that rather than the current hoc linear approach processing stream tokens instead build tree expressions ',positive
'todo should this get moved persistentcontext logically persistentcontext the thing which interceptor gets attached ',positive
'todo something much better look the type the other expression todo have andor rules complete the resolution boolean nodes ',positive
'todo this class does too many things need different kind path expression parser for each the diffferent ways which path expressions can occur ',positive
'todo optimize this better ',positive
'todo should allow suffixes these ',positive
'todo this really necessary ',positive
'todo not sure the best way handle this the nonperformant way ',positive
'todo there better way ',positive
'the class now way complex ',positive
'todo would really nice cache the spec the querydef not have recalc the hash currently not doable though because the resultsetref stuff ',positive
'name from super query bit inelegant that shows here ',positive
'real hacky used count the nesting parentheses ',positive
'put has nowait semantics this really appropriate note that needs async replication never local sync ',positive
'ugly hack for cases like multipart path expression ending elements indices ',positive
'fixme hacky workaround jbcache ',positive
'todo copypaste from sessionimpl pull ',positive
'todo need find clean way handle the event source role seperate classs responsible for events just duplicates most the session methods passing around seperate reto interceptor factory actionqueue and persistentcontext not manageable ',positive
'must done here because sideeffect yuck ',positive
'should actually rework this class not implement parser and just process path expressions the most convenient way ',positive
'todo should remove this exposure and have all references the sessions batcher use the connectionmanager ',positive
'may screwed here since the collection action about execute and not know the final owner key value ',positive
'needed the clazz check work around unionsubclasses todo there way tell whether persister truly discrimcolumn based inheritence ',positive
'work around bug all known connection pools ',positive
'todo reuse the preloadevent ',positive
'need better way define the suffixes here ',positive
'workaround for weblogic ',positive
'todo temporary ',positive
'todo yuck fix after hhh complete ',positive
'would great move all this below here into another method that could also used from the new scrolling stuff would need change the way the maxrow stuff handled behind interface that could the control breaking the means know when stop ',positive
'todo the ientityspan bit depends upon subclass implementation very bad ',positive
'some messy complex stuff here since createcriteria can take aliased path path rooted the creating criteria instance ',positive
'todo add criteriaimplementor interface this class depends directly upon criteriaimpl the impl package ',positive
'polymorphism not really handled completely correctly perhapswell actually its assuming that the entity name used the lookup the same the the one used here which will ',positive
'this not very nice and quite slow ',positive
'todo get sql rendering out here ',positive
'meant handle dynamic instantiation queriescopy from queryloader ',positive
'make sure this defined parameter and check the incoming value type todo what should the actual exception type here ',positive
'worrying about proxies perhaps little bit overkill here ',positive
'todo throw exception maybe warn not the same ',positive
'todo make entitypersister not depend interface possible ',positive
'todo what amount significant digits need supported here from the decimalformat docs significant digits minimum integer digits maximum fraction digits ',positive
'for backward compatibility allow set with notnull element columns using all columns the row locater sql todo create implicit not null constraint all cols ',positive
'todo copypaste from manytoonetype ',positive
'todo code duplication with ',positive
'todo throw exception ',positive
'should this interface extend propertymapping ',positive
'todo here why need make bytecode provider global todo again fix this after hhh complete ',positive
'todo currently keeps getters and setters instead propertyaccessors because the way getgetter and getsetter are implemented currently yuck ',positive
'todo yuck this not quite good enough its quick hack around the problem having toone association that refers embedded component ',positive
'todo implement caching proxies ',positive
'this really necessary ',positive
'todo this little inefficient dont need whole deep replaceelements call ',positive
'todo this bit arbitrary expose switch the user ',positive
'return collection removal fixme even isinversetrue ',positive
'todo fix this will work for nonpojo entity mode ',positive
'todo move these new joinabletype abstract class extended entitytype and ',positive
'todo would nice handle proxy classes elegantly ',positive
'spaces todo not sure but perhaps should exclude abstract denormalized tables ',positive
'todo there more elegant way than downcasting ',positive
'todo remove use instanceof ',positive
'todo perhaps this should some other runtimeexception ',positive
'yuck ',positive
'todo need some caching scheme really comes down decision regarding amount state any kept propertyaccessors ',positive
'todo design new lifecycle for proxyfactory ',positive
'todo should really just collect these from the various selectexpressions rather than regenerating here ',positive
'todo should this really return null not figure out something better here ',positive
'todo should seriously consider not allowing txn begin from child session can always route the request the root session ',positive
'should indicate that are processing insertupdatedelete query with subquery implied via collection property function here need use the table name itself the qualification alias todo verify this works for all databases todo this also the case nonindexed scenarios ',positive
'todo this really needs delayed unitl after definitively know all node types where this currently problem parameters for which where cannot unequivocally resolve expected type ',positive
'todo make this the factory for entity mode related sessions also means making this the target transactionsynch and the thing that knows how cascade things between related sessions that point perhaps this thing sessioncontext and connectionmanager jdbccontext sessioncontext should live the impl package ',positive
'create index the key columns ',positive
'this ',positive
'init the table here instead earlier that can get quoted table name todo would better simply pass the qualified table name instead splitting into schemacatalogtable names ',positive
'perhaps this should exception since only ever used the above method ',positive
'note this assumes something about how implemented the subclass was before now tried remove that unqoting and missing aliases ',positive
'put placeholder entries dont recurse back and try save the same object again question should this done before onsave called likewise should done before onupdate ',positive
'before cascade todo should this ',positive
'todo should throw exception really know for sure that this detached instance rather than just assuming throw new ',positive
'todo the order which entities are saved may matter particular transient entity may need saved before other transient entities can saved keep retrying the batch transient entities until either there are transient entities left transientcopycache transient entities were saved the last batch for now just run through the transient entities and retry the merge ',positive
'todo object was uninitialized proxy this inefficient resulting two sql selects ',positive
'todo put this stuff back read snapshot from the secondlevel cache needs some extra work ',positive
'this kinda the best can ',positive
'trim done workaround stupid oracle bug that cant handle whitespaces before ',positive
'todo this neednt exclude subclasses ',positive
'todo use two visitors here inefficient ',positive
'todo does this really need here does the collection already have its own uptodate snapshot ',positive
'otherwise trimspecification andor trimcharacter have been specified need decide which options are present and the right thing should leading trimcharacters trimmed should trailing trimcharacters trimmed the trimcharacter the trimsource ',positive
'possible that the treewalking outerjoinloader can get association defined subclass which case the propertyref might refer property defined subclass the current class this case the table name not known this temporary solution assumes that the propertyref refers property the subclass table that the association belongs reasonable guess todo fix this add propertyname ',positive
'todo alternative check the owner has changed hasnt then return collectiongetowner ',positive
'suppose ',positive
'tbd should this varbinary binary ',positive
'shortcut ',positive
'todo should provide some way get keys collection statistics make easier retrieve from gui perspective ',positive
'todo probably better calculate these and pass them itll more performant ',positive
'todo should additionally check the current isolation mode explicitly ',positive
'todo simply remove this override fix the above todos ',positive
'todo there really any reason kkeep trying this fails once ',positive
'todo not sure this correct could not find docs how this ',positive
'hsql has blobclob support but just put these here for now ',positive
'merges dont cascade uninitialized collections todo perhaps this does need cascade after all ',positive
'yick need this for proper handling ',positive
'todo should orphans really deleted during lock ',positive
'todo move stringhelper ',positive
'sets can just view part another collection need copy sure wont changing underneath thissetaddallset ',positive
'todo would really really nice use this also model components ',positive
'todo move sql package ',positive
'todo look the owning property and check that isnt lazy instrumentation ',positive
'todo add this info the translator and aggregate here ',positive
'would better use the elementtype determine whether the old and the new are equal here the problem being not necessarily have access the element type all cases ',positive
'todo code duplication with ',positive
'todo refactor sql package ',positive
'todo two hashmap lookups here one too many ',positive
'note that this method could easily moved ever needed reuse from other subclasses ',positive
'from the collection associations locate oja for the manytoone corresponding this persister fully define the manytomany need that oja that can use its alias here todo there better way here ',positive
'todo this class depends directly upon criteriaimpl the impl package add criteriaimplementor interface ',positive
'need qualify index names with the schema name ',positive
'todo probably should have make clean ',positive
'yukky dont you have subclasses for that todo race conditions can happen here ',positive
'note very hackish workaround todo fix this will work for nonpojo entity mode ',positive
'todo need make the majority this functionality into toplevel support class for custom impl support ',positive
'for domj collections only todo would better this was done the higher level printer ',positive
'todo inefficient that cache just going ignore the updated state ',positive
'todo alternative check the owner has changed hasnt then get the from collectiongetowner ',positive
'todorefactor make this method private ',positive
'todo keep seperate notions here for shallownonshallow queries ',positive
'todo temporary needed because currently persister the one that creates and renders the join fragments for inheritence hierarchies ',positive
'this called sessionfactory irregardless just disregard here could also add check sessionfactory only conditionally call stop ',positive
'swaldman modify allow null values signify fall through poolconfig defaults ',positive
'work around that crazy issue where the tree contains empty fromelements text afaict this caused ',positive
'kinda ugly but needed for collections with node mapping ',positive
'todo would great have method dont believe that accounts for the identifier property returns for property named then should have nonid field named ',positive
'entity name will not available for nonpojo entities todo cache the entity name somewhere that available this exception ',positive
'index todo this kinda slow ',positive
'todo move sql package and refactor with similar things ',positive
'todo not sure about the exception handling this bit ',positive
'ugly little workaround for fact that does not handle component properties ',positive
'append the sql return the generated identifier todo suck into insert ',positive
'this really ugly but necessary ',positive
'todo modify the class definition not already transformed ',positive
'todo should use select for update ',positive
'create action that will evict collection and entity regions based queryspaces table names todo cache the autodetected information and pass instead ',positive
'todo this correct ',positive
'used only for regression testing todo obviously get rid all this junk ',positive
'note this assumes something about how implemented the subclass was before now tried remove that unqoting and missing aliases ',positive
'todo move into collection type can use polymorphism ',positive
'todo should just collect these like with the collections above ',positive
'todo should really move this log statement collectiontype where this used from ',positive
'hum should cascade anyway throw exception fine like ',positive
'todo this might really even moved into the cfg package and used the basis for all things which are configurable ',positive
'todo copypaste from insertrows ',positive
'todo suck into event class ',positive
'todo never reached since gettypename actually throws exception ',positive
'this used sessionfactoryimpl hand the generated sessionimpl was the only reason could see that cannot just use null ',positive
'xmlforest requires new kind function constructor ',positive
'todo this valid operation timestamps cache ',positive
'todo considered validating the presence the cache here but decided defer unti case the cache never actually used ',positive
'todo why not use the timestamp dataversion ',positive
'todo eventually merge this with treecache and just add optional optlock support there ',positive
'work around the feature where tree cache validating the inserted node during the next transaction idea ',positive
'todo considered validating cache config here but decided defer unti case the cache never actually used ',positive
'need that here rather than the save event listener let the post insert events have idfilled entity when identity used ejb ',positive
'unhappy about this being public there better way ',positive
'todo safe interpret mapremovekey null nondirty ',positive
'fixme hack work around fact that calling node added rootaddchild fqn doesnt properly set the version the node ',positive
'work around the feature where tree cache validating the inserted node during the next transaction idea ',positive
'todo replace this with more elegant solution ',positive
'short cut check ',positive
'todo handle concurrent writes correctly this should return lock the client ',positive
'this ugly here but needed because its subquery ',positive
'todo will need reference session factory fully complete hhh ',positive
'inheritance cycle detection paranoid check ',positive
'todo encapsulate the protected instance variables ',positive
'polymorphism comment above ',positive
'add entry for this type entity can assured that all referenced entities have already been processed specify that this entity with the latest batch doing the batch number before adding the name the list faster way get accurate number ',positive
'todo handle typedefs ',positive
'todo get all properties not just the fetched ones ',positive
'todo native ids ',positive
'todo returnelem ',positive
'todo handle propertyref ',positive
'todo validate existing property with the chosen name secondpass ',positive
'todo check that ',positive
'todo restrict violation ',positive
'todo assertion only could optimized away ',positive
'todo lowercasing done here was done random before maybe not needed all ',positive
'todo optimize away this lookup for entities ',positive
'todo tolowercase was not done before only used template ',positive
'todo arithmetic expressions multiple new foo ',positive
'todo not visible the user ',positive
'todo proxies ',positive
'todo can limit stored procedures ',positive
'todo formulas ',positive
'todo better error message since actually support composites names are explicitly listed ',positive
'todo use these methods above ',positive
'todo cache the persister this shows yourkit ',positive
'todo add referencedclass disambiguate fks the same columns pointing different tables ',positive
'todo create loaders for component properties ',positive
'todo still need make entitymodeaware ',positive
'todo terrible implementation ',positive
'todo eventually put this back once think all fixed object otheralias columnalias ',positive
'todo dont really like this implementation would better this was handled ',positive
'todo check key contains the owner ',positive
'todo cache this instvar ',positive
'todo temporary initial step towards hhh ',positive
'todo remove this once componentmetamodel complete and merged ',positive
'todo add owner argument ',positive
'todo handle but such case does not exist the wild far ',positive
'todo for some dialects would appropriate add the other select strings ',positive
'todo unnecessary for databases with ansistyle joins ',positive
'todo maybe call getrowselection ',positive
'todo make this handle multiple collection roles ',positive
'todo include the rowids ',positive
'are still not resolved might represent constant needed add this here because the allowance nakedproprefs the grammar collides with the definition literalsconstants nondeterminism todo cleanup the grammar that processconstants always just handled from here ',positive
'todo should return containstablealias ',positive
'todo look perhaps caching this ',positive
'todo avoid this for nonnew instances where mightbedirtyfalse ',positive
'todo theoretically nonthreadsafe ',positive
'todo look optimizing these ',positive
'todo cache this sql ',positive
'todo check mimer sql cannot handle the way does ',positive
'todo are using identity columns fetch the identifier ',positive
'todo check there actual definition elemnents when ref defined ',positive
'tablenull association fill later todo fill the mappings for table null ',positive
'tablenull association fill later todo fill the mappings for table null ',positive
'todo add support for readwrite nonstrictreadwrite ',positive
'todo return new lockts ',positive
'todo why arent these the same ',positive
'todo support multiple fetch groups would need clone the set lazy properties ',positive
'todo ',positive
'todo ',positive
'todo always true for now but not later decide support elements the from clause ',positive
'could move this inside wanted tolerate collection initializations during collection dirty checking ',positive
'see the user configured multiplexer stack ',negative
'root entity comes last ',negative
'elementtype ',negative
'scan the query string for class names appearing the from clause and replace with all persistent implementors the classinterface returning multiple query strings make sure dont pick class the select clause ',negative
'identifier collections not supported for tomany ',negative
'assumes that trimspecification has been specified handle the exception that explicitly ',negative
'overridden informational metadata ',negative
'the current depth the root thing being loaded the manytomany collection itself here alright use inner join ',negative
'update removed rows fks null ',negative
'registerfunction trim new standardsqlfunction trim hibernatestring ',negative
'bufappend selectfragment lhsalias ignore suffix for collection columns ',negative
'initialize the set queried identifier spaces tables ',negative
'use suffix for the entity columns ',negative
'got here because assumed that instance with assigned was detached when was really persistent ',negative
'the class hierarchy structure ',negative
'remove the current element from insertions will added back later ',negative
'private final string roottablename ',negative
'note this being used from the process shutting down sessionfactory specific things consider this clearing the region should not propagate other nodes the cluster any this the cachemodelocal option bit really just trying best effort cleanup after ourselves lock failures etc are not critical here this the failsilently option bit ',negative
'initialization ',negative
'stuff that persistercentric andor entityinfocentric ',negative
'not null start with implicit ',negative
'continue loop ',negative
'return existing object initialized proxy unless deleted ',negative
'the list entity names that indicate the batch number ',negative
'disassembled state gets put new array write cache value ',negative
'add these directly the executions queue ',negative
'execute the sql ',negative
'sort the updates ',negative
'this could also just true all the time ',negative
'the mapping entity names their latest batch numbers ',negative
'chop the last union all ',negative
'note that for sequential scrolling make the assumption that the first persister element the root entity ',negative
'todo check this ',negative
'for deprecated saveorupdatecopy ',negative
'check constraint violation unique index primary key violation ',negative
'the closure all properties the entire hierarchy including subclasses and superclasses this class ',negative
'deliberately excluded ',negative
'subclass discrimination works assigning particular values certain combinations null primary key values the outer join using sql case ',negative
'tokens that close sub expression tokens that open sub expression tokens that would indicate sub expression boolean expression ',negative
'multiparam numeric dialect functions ',negative
'use theta style for regression move the node after the origin node ',negative
'multiparam date dialect functions ',negative
'add the main query ',negative
'sqlexception support ',negative
'add the restriction the outer select ',negative
'bitlength feels bit broken have cast char order pass when numeric value supplied but course the answers given will wildly different for these two datatypes will bytes char string but will bytes true numeric jay nance ',negative
'this assumes you will want ignore any update counts ',negative
'skip the from keyword params ',negative
'custom sql ',negative
'return newly loaded object ',negative
'make circularreference safe ',negative
'cope with special cases and not ',negative
'subclass closure properties ',negative
'for dialects which are known not support ansisql rowvalueconstructor syntax should mutate the tree ',negative
'have the form trimfrom trimsource this functionally equivalent trimtrimsource early exit ',negative
'subclasses ',negative
'need hydrate ',negative
'starts with implicitly ',negative
'instantiate new instance ',negative
'simple nullability constraint ',negative
'need upgrade the lock mode the mode requested ',negative
'register the type the out param oracle specific type ',negative
'look for proxy ',negative
'features which change between and ',negative
'evicts dont cascade uninitialized collections ',negative
'features which remain constant across and ',negative
'need treat this where optimisticlockall dirty does not make sense first need locate the loaded state note potentially could proxy perform the location the safe way ',negative
'column getname ',negative
'might happen with managed connection ',negative
'dont need subclass tables because they cant appear conditions ',negative
'not finalstatic avoid possible classcast exceptions using different oracle drivers ',negative
'make certain that this called before any subsequent ',negative
'private list aliases new arraylist ',negative
'the reason for this sql doesnt let you sort expression you are not returning the result set ',negative
'register resolvers set via environment property ',negative
'existing collection that was either nonempty uninitialized replaced null different collection the collection uninitialized hibernate has way knowing the collection actually empty without querying the ',negative
'update all the modified entries ',negative
'special case where need force incloude all subclass joins ',negative
'did not find collection element the result set ensure that collection created with the owners identifier since what have empty collection ',negative
'binary stream character stream ',negative
'nobatch ',negative
'assumes that types are all span ',negative
'hibernate impelemnts cast dialectjava ',negative
'this the root versioned table and are using versionbased optimistic locking are not updating the version also dont check unless this generated version column ',negative
'aggregate functions shouldnt registered right registerfunction list new stopped list ',negative
'its the given optional object ',negative
'decide which resultset get the property value from ',negative
'properties this class including inherited properties ',negative
'otherwise assume the parent the the criteria that created ',negative
'the closure all columns used the entire hierarchy including subclasses and superclasses this class ',negative
'can straight the first required row ',negative
'now look the object are really interested this lets correctly handle proxies and multirow multicolumn queries ',negative
'before adding collection ',negative
'discriminator column ',negative
'code handle subclasses topclass ',negative
'none because its the requested lock mode not the actual ',negative
'private final map new hashmap ',negative
'conceivable that the dialect ctor could throw hibernateexceptions dont rewrap ',negative
'class table ',negative
'synchronized avoid multithread access issues defined method synch avoid potential deadlock issues due nature code ',negative
'required exception table iconst ',negative
'for now just reflatten the metamodel since this temporary stuff anyway hhh ',negative
'checkcast cast the bean into raw bean ',negative
'this one only really needed for badlybehaved applications the transactionmanager has sychronization registered its noop actually need for downgrading locks ',negative
'checkcast case primitive type invokevirtual case primitive type ',negative
'this point have drivingsqlalias the sql alias the driving table corresponding the given user alias however the driving table not necessarily the table against which want apply locks mainly the exception case here joinedsubclass hierarchies where instead want apply the lock against the root table for all other strategies just happens that driving and root are the same ',negative
'this bean args raw bean exception ',negative
'get the first child considered subclasses may this differently order skip nodes that are not select expressions distinct ',negative
'new ',negative
'not keywords ',negative
'getfield get field javassistcallback defined already ',negative
'all are considered equal ',negative
'dup ',negative
'todo move this per hhh also see hhh and componentmetamodel ',negative
'putfield put field javassistcallback defined already ',negative
'configure the cache use our ',negative
'local variables this callback ',negative
'find the batch number associated with the current association any ',negative
'invokeinterface ',negative
'always assume instance with null identifier identifier property unsaved ',negative
'ddl support ',negative
'seems not really public boolean return true ',negative
'below for cache that dont have str there str and register str directly ',negative
'temporary ',negative
'byte ',negative
'the column doesnt exist all ',negative
'note that string deprecated ',negative
'the object already loaded return the loaded one ',negative
'create new lock that times out immediately ',negative
'convenience methods relating operations across arrays types ',negative
'really could refresh the item not lock but might slower return freshtimestamp txtimestamp ',negative
'due the complexity initializing the selectclause not generate one here not found simply return null also not cache since gets generated well after are created ',negative
'discriminator ',negative
'versiontype impl note simply returns null for seed and next the only known application binary types for versioning for use with the timestamp datatype supported sybase and sql server which are completely dbgenerated values ',negative
'preflushing section ',negative
'use the lower case function name remember whether were select clause not ',negative
'upper deprecated ',negative
'let this take precedence defined since works for assigned identifiers ',negative
'throw new write readonly object ',negative
'the contract says that returning null indication that the specified entityname thisgetentityname should used ',negative
