Label, Type, Content
0, Block, /*  Determines whether the current node was actually closed and     pushed.  This should only be called in the final user action of a     node scope.   */
0, JavaDoc, /*  * Startup event listener for a <b>Host</b> that configures Contexts (web * applications) for all defined "users" who have a web application in a * directory with the specified name in their home directories.  The context * path of each deployed application will be set to <code>~xxxxx</code>, where * xxxxx is the username of the owning user for that web application * * @author Craig R. McClanahan  */
0, Line, //  If sa is null, no proxy is configured so need to create sa 
0, Line, //  Extensions   Should normally only be one header but handle the case of 
0, Line, // grab the global lock 
0, Line, //  sendfile not possible so check if resource   content is available directly via   CachedResource. Do not want to call   getContent() on other resource   implementations as that could trigger loading   the contents of a very large file into memory 
0, Line, //  Open the connection 
0, Line, //  expire swapped out session 
0, Line, //  Return the configured database instance 
0, Line, //  Should be good to copy the WAR now 
0, Line, //  Close all sockets in the add queue 
0, Line, //  Build the argument map   Start with the arguments from any outer expressions so if there is   any overlap the local arguments have priority 
0, Line, //  Bug 62976   Jar files containing tags are typically opened during initial   compilation and then closed when compilation is complete. The   reference counting wrapper is used because, when background   compilation is enabled, the Jar will need to be accessed (to   check for modifications) after it has been closed at the end   of the compilation stage.   Using a reference counted Jar enables the Jar to be re-opened,   used and then closed again rather than triggering an ISE. 
0, Line, //  Delay validation (and triggering any exception) until this point   since all the headers still have to be read if a StreamException is 
0, Line, //  Fall back to platform default 
0, Line, //  this compilation unit. 
1, Line, //  from commons logging. This would be my number one reason why java.util.logging   is bad - design by committee can be really bad ! The impact on performance of   using java.util.logging - and the ugliness if you need to wrap it - is far   worse than the unfriendly and uncommon default format for logs. 
0, Line, //  Setup the file channel 
0, Block, /*      * Confirm the Basic parser tolerates excess white space around     * the username inside the base64 blob.     *     * RFC2617 does not define the separation syntax between the auth-scheme     * and basic-credentials tokens. Tomcat should tolerate any reasonable     * amount of white space.      */
0, Line, //  mapMembers has the correct type 
0, Line, //  Destroy and remove from pool 
0, Line, //  One thread for read, one for write 
0, Line, //  New line for next record 
0, Line, //  annotation mapping not added s. Servlet Spec 3.0 (Nov 2009)   8.2.3.3.iv page 81 
0, Line, //  Process some command line parameters 
0, Line, //  Remove the old expanded WAR. 
0, Line, //  First message. Don't check 
0, Line, //  OpenSSL does not include ECDH/ECDHE ciphers in all and there is no           EC alias. Use aRSA.   OpenSSL 1.0.0 onwards does not include eNULL in all. 
0, Block, /*  JavaCC - OriginalChecksum=1ccce09e6dc04d17e33b6d15b9c1f0c3 (do not edit this line)  */
0, Line, // prepare the buffer 
0, Block, /*                  * The uploaded file is being stored on disk                 * in a temporary location so move it to the                 * desired file.                  */
0, Line, // we need a CRLF 
0, Line, //  Allowed roles should be the union of the roles in the constraints   ** is any authenticated user   User is not authenticated 
0, Line, // don't read data after the trailer 
0, Line, // FilenameUtils.isSystemWindows() 
0, Line, //  Copy manager.xml if requested 
0, Line, //  General purpose addition of a new entry 
0, Line, //  To expire immediately we need to set the time in past 
0, Line, //  and (for Java 9+) in an exported module 
0, Line, //  Arguably not valid but does the right thing anyway 
0, Line, //  delayed ACKs. Requires an API (TBD) for applications to send settings. 
0, Line, // perform close cleanup 
0, Line, //  writable. 
0, Line, //  Ignore the returned value as we just want to reduce   the queue to 3 entries to use for the rolling average. 
0, Line, //  Strip the URL header   Find the appropriate NamingContext according to the current bindings   Execute the lookup on that context 
0, Line, //  Accept the next incoming connection from the server   socket 
0, Line, // synchronized 
0, Block, /* NOOP */
0, Line, //  the following fails because getRealPath always return a non-null path   even if there's no such resource   assertPageContains("/test/contextGetRealPath.jsp?path=nonexistent",   "resourceAInWebInfClasses=true", 404); 
0, Line, //  follow the redirect to the protected resource 
0, Line, //  Store nested <PreResources> elements 
0, Line, //  Expose getters for monitoring attributes 
0, Line, //  Prevent instance creation. This is a utility class. 
0, Line, //  Trigger parsing of parameters 
0, Line, //  If the sslEngine is disabled on the AprLifecycleListener   there will be an Exception here but there is no way to check   the AprLifecycleListener settings from here 
0, Line, //  At the end the postconstruct annotated   method is invoked 
0, Line, //  Load the cluster component, if any 
0, Line, //  Don't return corrupted content 
0, Line, //  Fire the onError event 
0, Line, //  padding is invalid. 
0, Block, /*  * Based on * https://bz.apache.org/bugzilla/show_bug.cgi?id=62614 * https://bz.apache.org/bugzilla/show_bug.cgi?id=62620 * https://bz.apache.org/bugzilla/show_bug.cgi?id=62628  */
0, Line, //         this.datasource.getPoolProperties().setMaxActive(10);          this.datasource.getPoolProperties().setFairQueue(false);          this.threadcount = 20;          this.transferPropertiesToC3P0();          this.datasource.getConnection().close();          latch = new CountDownLatch(threadcount);          long start = System.currentTimeMillis();          TestThread[] threads = new TestThread[threadcount]; 
0, Line, //  There are makeObject() calls in progress that might   bring the pool to capacity. Those calls might also   fail so wait until they complete and then re-test if   the pool is at capacity or not. 
0, Line, //  This should trigger the error 
0, Line, //  Create and return the new Session object 
0, Line, //  End of frame and possible message as well. 
0, Line, //  Can't register the ContextListener again if the ContextListener is   calling this method 
0, Line, // publish the backup data to one node 
0, Line, //  Add the shell environment variables (if any) 
0, Line, //  Blocking read so need to release here since there will   not be a callback to a completion handler. 
0, Line, //  Check whether connection IO is in "not allowed" state 
0, Line, //  No lock record means user can't be locked 
0, Line, //  Mapper treats as '/' do the same to prevent NPE 
0, Line, //  Digester will check there is only one jsp-config 
0, Line, //  NO-OP by default.   There is no buffer created for this test object since no test depends   on one being present or on this method suspending it. 
0, Line, //  Declare AT_END scripting variables 
0, Line, // avoid over growing our cache or add after we have stopped 
0, Line, //  Alias conflicting with existing Host 
0, Line, // the success flag is to imply whether the assign is successful 
0, Line, //  The reason phrase is optional but the space before it is not. Skip   sending the reason phrase. Clients should ignore it (RFC 7230) and it   just wastes bytes. 
0, Line, //  HTTP 0.9 or HTTP 1.0 request without a host when no default host   is defined. This is handled by the CoyoteAdapter. 
0, Line, //  Skip directories 
0, Line, //  ------- Extra customization -------   You can tune individual Tomcat objects, using internal APIs 
0, Line, //  Override since this protocol implementation requires the APR/native   library 
0, Line, //  It is not permitted to load resources once the web application has   been stopped. 
0, Line, //  Check for the single sign on cookie 
0, Line, // strip the trailing "/" from the webAppRootDir 
0, Line, //  Normalise destination path (remove '.' and '..') 
0, Line, //  Message is complete, start a new message 
0, Line, //  Session ID (do this before setting the path since it may change it) 
0, Block, /*      * Confirm the Basic parser tolerates excess white space after     * the base64 blob.     *     * RFC2617 does not define this case, but asks servers to be     * tolerant of this kind of client deviation.      */
0, Line, // remove the msg nr 
0, Line, //  Return null if we cannot create an object of the requested type 
0, Line, //  Re-registration after Context.reload()   Replace ContextVersion with the new one 
0, Line, //  written until after the second request has been made. 
0, Line, //  Server is shutting down, so thread pools will be shut down so   there is no need to clean the threads 
0, Line, //  Binding a User Transaction reference 
0, Line, //  Used in TestStaticFieldELResolver 
0, Line, //  if we have limit and we're below 
0, Block, /*  The Kerberos ciphers. OpenSSL doesn't support these. Java does but they     * are used for Kerberos authentication.      */
0, Line, //  -------------------------------------------------- SocketList Inner Class 
0, Line, //  Put the socket back in the poller for 
0, Line, //  Look for two byte BOMs 
0, Line, // we didn't queue, do nothing 
0, Line, // *********************************************************************   Constants 
0, Line, //  in the pattern. If so, we succeeded. Otherwise failure. 
0, Block, /*      * Processes the given JSP parse error.     *     * @param fname Name of the JSP file in which the parse error occurred     * @param line Parse error line number     * @param column Parse error column number     * @param errMsg Parse error message     * @param exception Parse exception      */
0, Line, //         setId((String) stream.readObject()); 
0, Line, //  Incompatible types 
0, Line, //  During initialisation, getResourcePaths() is called before   resourceJARs is initialised 
0, Block, /*  To allow to select the connector  */
0, Line, //  The time at which the connection will timeout unless data arrives before 
0, Line, //  -------------------------------------------------------- Protected Methods 
0, Line, //  Close any open DB connection 
0, Line, //  First request should return in the login page 
0, Line, //  Coding error. No need for i18n 
0, Line, //  Indicates that one replacement character is missing 
0, Line, //  Properties 
0, Line, //  ----------------------------------------------------------------------   DataSource implementation 
0, Line, //  Set version so second time through mapping 
0, Line, //  Overwriting the destination 
0, Line, //  Deploy WAR 
0, Line, //  Check a request can be made 
0, Block, /*      * Generate setter for JspContext so we can create a wrapper and store both     * the original and the wrapper. We need the wrapper to mask the page     * context from the tag file and simulate a fresh page context. We need the     * original to do things like sync AT_BEGIN and AT_END scripting variables.      */
0, Line, //  Protocol exceptions normally mean the client sent invalid or   incomplete data. 
0, Line, //  Should be ignored 
0, Line, //  Decode extra attributes 
0, Line, //  Add object creation rule 
0, Line, //  Log at least WARN 
0, Line, //  confirm the session is not recognised by the server alone 
0, Line, //  Collect warnings 
0, Line, //  servlet-mapping   Note: URLPatterns from web.xml may be URL encoded 
0, Line, //  The tag handler and its body code can reside in a separate   method if it is scriptless and does not have any scripting   variable defined. 
0, Line, //  Avoid threshold values of less than zero as they cause trigger NPEs 
0, Line, //  a MethodExpression to be able to invoke 
0, Line, //  Number of segments has to match 
0, Line, //  This is required because of statement pooling. The poolable   statements will always be strongly held by the statement pool. If the   delegating statements that wrap the poolable statement are not   strongly held they will be garbage collected but at that point the   poolable statements need to be returned to the pool else there will   be a leak of statements from the pool. Closing this statement will   close all the wrapped statements and return any poolable statements   to the pool. 
0, Line, //  It is possible that processing may be triggered for read and   write at the same time. The sync above makes sure that processing   does not occur in parallel. The test below ensures that if the   first event to be processed results in the socket being closed,   the subsequent events are not processed. 
0, Line, //  bug 48112 
0, Line, //  ------------------------------- Methods from javax.activation.DataSource 
0, Line, //  Append ".tmp" to the file name so it won't get deployed if auto   deployment is enabled. It also means the old war won't get   deleted if the upload fails 
0, Line, //  Advance the end 3 characters: %nn 
0, Line, //  Close the service method 
0, Line, //  StreamProcessor instances are not re-used.   Clear fields that can be cleared to aid GC and trigger NPEs if this   is reused 
0, Line, //  Don't stop host if already stopped 
0, Line, //  Possible redirect 
0, Line, //  Config 
0, Line, //  OpenSSL 
0, Line, //  Comment=comment 
0, Block, /*      * Backwards compatibility with 8.5.x      */
0, Line, //  check is in progress. See BZ 62603. 
0, Line, // view 
0, Line, //  remove key from selected set, it's been handled 
0, Line, //  labels must start with a letter or number 
0, Block, /*  Fixed DH auth (kDHd or kDHr)  */
0, Line, //  Remove the fileBase location from the start of the paths since that   was not part of the requested path and the remaining check only 
0, Line, //  Synchronize AT_BEGIN and NESTED scripting variables 
0, Line, //  NO-OP: RST is OK here 
0, Line, //  Handle rename for 1.1.0 onwards 
0, Line, //  Wait for up to 5 seconds for the client session to open 
0, Line, //  Log the problem for posterity 
0, Block, /*      * For internal use to avoid setting the useSendFileSet flag      */
0, Block, /*      * This test case covers the special case in section 13.4.1 of the Servlet     * 3.1 specification for {@link javax.servlet.annotation.HttpConstraint}.      */
0, Line, //  No default factory supported. 
1, Line, // REMIND: rewrite multiple headers as if received as single  REMIND: change character set  REMIND: I forgot what the previous REMIND means 
0, Line, //  we have a word token.  We need to scan over the word and then try to parse it. 
0, Line, //  ----------------- Processor methods that are NO-OP by default for upgrade 
0, Line, //  Attachment may be null if another thread has called   cancelledKey() 
0, Line, //  Rewrite is expected to fail. Probably because invalid characters   were written into the request target 
0, Line, //  provide JSP servlet definition. 
0, Line, //  Create objects 
0, Line, //  path parameters; 
0, Line, //  Add new host 
0, Line, //  Try and corrupt the headerPayload 
0, Line, //  This is to maintain the original protocol. 
0, Line, //  OpenSSL should have returned one cipher per line 
0, Line, //  array required 
0, Block, /* --Logic--------------------------------------------------- */
0, Line, //  push it into the including jspWriter 
0, Line, //  allow the session to time out and lose authentication 
0, Line, //  ------------------------------------------------------------ Constructor 
0, Line, //  There should be one Filter MBean registered 
0, Line, //  If the JVM is shutting down, skip the memory leak checks 
0, Line, //  not used 
0, Line, //  Validate encoders 
1, JavaDoc, /*      * Wait for Acknowledgement from other server.     * FIXME Please, not wait only for three characters, better control that the wait ack message is correct.     * @throws IOException An IO error occurred      */
0, Line, //  start the SMAP 
0, Line, //  Increase the Window size 
0, Line, //  Cipher C078 
0, Line, //  doInternalComplete(true); 
0, Line, //  get the files in the extensions directory 
0, Line, //  Temporarily reduce the limit 
0, Block, /*          * Gets the XML-style 'name' attribute          */
0, Line, //  version numbers 
0, Line, //  Note: Invalid input is filtered out 
0, Line, //  Java keywords, boolean literals & the null literal in alphabetical order 
0, Line, // case : buf.append(" F "); break; 
0, Line, //  Add Listeners 
0, Line, // get the "set" method; 
0, Line, //  Compatibility with legacy server-embed.xml location 
0, Line, //  When the 'engine' is found, set the parentClassLoader. 
0, Line, //  Invalidate this session 
0, Line, //  HTTP/2 equivalent of AbstractConnectionHandler#process() without the   socket <-> processor mapping 
0, Line, //  No data buffered in this filter. Flush next buffer. 
0, Line, //  Headers not visible yet, body not processed 
0, Line, //  503 - Service unavailable 
0, Line, //  Load the previously unloaded active sessions 
0, Line, //  Extension type is two byte 
0, Line, //  --------------------------------------------------- Object Stack Methods 
0, Block, /*  It is possible that the server sent one or more messages as soon as         * the WebSocket connection was established. Depending on the exact         * timing of when those messages were sent they could be sat in the         * input buffer waiting to be read and will not trigger a "data         * available to read" event. Therefore, it is necessary to process the         * input buffer here. Note that this happens on the current thread which         * means that this thread will be used for any onMessage notifications.         * This is a special case. Subsequent "data available to read" events         * will be handled by threads from the AsyncChannelGroup's executor.          */
0, Line, // udp port 
0, Block, /*          * Now do the byte-compare. The constructor has recorded the number of         * bytes to compare in nrBytes, use that. If any of the byte we have to         * compare is different than what we expect, we don't have a match.         *         * If, on the opposite, after this loop, all bytes have been deemed         * equal, then the loop variable i will point to the byte right after         * that -- which we will need...          */
0, Line, // ------------------------------------- 
0, Line, //  This test uses small window updates that will trigger the excessive 
0, Line, //  no "facade" 
0, Block, /*          * Due to depends chain, Ant could call the Task more than once, this is         * to prevent that we attempt to configure uselessly more than once the         * Redirector.          */
0, Line, //  Generate lots of concurrent load on the user database 
0, Line, //  Error, we have reached the end of the header w/o a end quote 
0, Block, /* -             * PATH_TRANSLATED must be determined after PATH_INFO (and the             * implied real cgi-script) has been taken into account.             *             * The following example demonstrates:             *             * servlet info   = /servlet/cgigw/dir1/dir2/cgi1/trans1/trans2             * cgifullpath    = /servlet/cgigw/dir1/dir2/cgi1             * path_info      = /trans1/trans2             * webAppRootDir  = servletContext.getRealPath("/")             *             * path_translated = servletContext.getRealPath("/trans1/trans2")             *             * That is, PATH_TRANSLATED = webAppRootDir + sPathInfoCGI             * (unless sPathInfoCGI is null or blank, then the CGI             * specification dictates that the PATH_TRANSLATED metavariable             * SHOULD NOT be defined.             *              */
0, Line, //  Remove this attribute from our collection 
0, Line, //  Allow an additional 10% for closed streams that are used in the 
0, Line, // already have this view installed 
0, Line, //  Cipher C077 
0, Line, //  ------------------------------------------------------- Lifecycle Methods 
0, Line, //  The session is closed. The Future had not completed when last checked.   There is a small timing window that means the Future may have been   completed since the last check. There is also the possibility that   the Future was not registered in time to be cleaned up during session   close.   Attempt to complete the Future with an error result as this ensures   that the Future completes and any client code waiting on it does not   hang. It is slightly inefficient since the Future may have been   completed in another thread or another thread may be about to   complete the Future but knowing if this is the case requires the sync   on stateLock (see above).   Note: If multiple attempts are made to complete the Future, the         second and subsequent attempts are ignored. 
0, Line, //  Allow processing to continue.   If present, the error reporting valve will provide a response 
0, Line, //  Parse the XML input to load this database 
0, Line, //  ignore it. It is included in the defaults so it may be configured. 
0, Line, //  Remove the current request if it is our wrapper 
0, Line, //             threads[i].start();          } 
0, Line, //  evaluate expr-a to value-a 
0, Line, //  Section 5.3.2 
0, Line, //  initialize the initial out ... 
0, Line, //  Replace the earlier version 
0, Line, //  ----------------------------------------------------- ModelMBean Methods 
0, Line, //  No more data to read 
0, Line, //  Setting the context in read/write mode 
0, Line, //  Most (all?) of these should have been   prevented by the checks when the import   was defined. 
0, Line, //  Client thread might move faster than server. Wait for upto 5s for the 
0, Line, //  Use the thread local URI and mapping data 
0, Line, //  Have we got a cached authenticated Principal to record? 
0, Line, //  Probably the max. number of players has been   reached. 
0, Line, //  For Java 9+ 
0, Line, //  ------------------------------------------------------- NIO 2 style APIs 
0, Line, //  More data for this message expected, start a new frame 
0, Line, //  can't use StringBuilder due to DateFormat 
0, Line, //  For annotation element values, this is the annotation 
0, Line, //  Stream redirection 
0, Line, //  Create the environment 
0, Block, /*  Generated By:JJTree: Do not edit this line. AstEqual.java  */
0, Line, //  OK to construct stream now 
0, Line, //  Look for the specific type to find a suitable alias 
0, Line, //  ----------------------------------------------------- Constructor 
0, Line, //  Configure allowed trailer headers 
0, Line, // apache displays this as an empty string rather than (none) 
0, Line, // state is transferred, we are ready for messaging 
0, Line, //  Remove this player from the room. 
0, Line, //  Add unprotected servlet 
0, Line, //  ArrayList of AT_END scripting variables 
0, Line, //  Load the Catalina instance with the regular configuration files   from specified source 
0, Line, //  ensure that the digester is properly configured, as   the digester could be used as a SAX ContentHandler   rather than via the parse() methods. 
0, Line, //  Spin a while until GC happens or we wait too long 
0, Line, //  See if failure is due to CPDSConnectionFactory authentication failure 
0, Line, //  == private data 
0, Line, // key.interestOps(SelectionKey.OP_READ); 
0, Line, //  Nested types 
0, Block, /*      * Test the optional behaviour of BASIC authentication to create     * a session on the server. The server will return a session cookie.     *     * 1. try to access a protected resource without credentials, so     *    get Unauthorized status.     * 2. try to access a protected resource when providing credentials,     *    so get OK status and a server session cookie.     * 3. access the protected resource once more using a session cookie.     * 4. repeat using the session cookie.     *     * Note: The FormAuthenticator is a two-step process and is protected     *       from session fixation attacks by the default AuthenticatorBase     *       changeSessionIdOnAuthentication setting of true. However,     *       BasicAuthenticator is a one-step process and so the     *       AuthenticatorBase does not reissue the sessionId.      */
0, Line, //  Remove this component from its parent component 
0, Line, //  For includes, get the info from the attributes 
0, Line, //  Switch to in-memory key store 
0, Line, //  Return the authenticated Principal (if any) 
0, Line, //  Initialize our internal data structures 
0, Line, //  deal with later 
0, Line, //  Cipher C079 
0, Block, /*          * Visits root node.          */
0, Line, //  https://bz.apache.org/bugzilla/show_bug.cgi?id=59081 
1, JavaDoc, /*      * Convert to char[] and fill the CharChunk.     * XXX Not optimized - it converts to String first.      */
0, Line, //  Use port-component-ref 
0, Block, /*  Generated By:JJTree: Do not edit this line. AstChoice.java  */
0, Block, /*      * Parse a name in the query string.      */
1, Line, //  Create a dummy Include directive node 
0, Line, //  Stop the old component if necessary 
0, Block, /*      * JspServletWrapper for tag files.      */
0, Line, //  compare for "tag ", so we don't match "taglib" 
0, Line, //  accessCount=1 
0, Line, //  Search the class imports 
0, Line, //  A user did not start handshake by calling this method by him/herself,   but handshake has been started already by wrap() or unwrap() implicitly.   Because it's the user's first time to call this method, it is unfair to   raise an exception.  From the user's standpoint, he or she never asked   for renegotiation. 
0, Line, //  Ask our superclass to locate this class, if possible 
0, Block, /*      * Checks to see if the given URI is matched by a URL pattern specified in     * a jsp-property-group in web.xml, and if so, returns the value of the     * <page-encoding> element.     *     * @param absFileName The URI to match     *     * @return The value of the <page-encoding> attribute of the     * jsp-property-group with matching URL pattern      */
0, Line, // attributes.put( name, value ); 
0, Line, //  Prevent an attacker guessing the RMI object ID 
0, Line, //  Creation of the DataSource is wrapped inside a doPrivileged   so that javamail can read its default properties without   throwing Security Exceptions 
0, Line, //  Dangerous: someone may treat this as " "   RFC1738 does allow it, it's not reserved      initialSafeChars.set('+'); 
0, Line, //  uri references TLD file 
0, Line, //  container fragments) 
0, Line, //  just ignore it, skip to next word 
0, Line, //  Welcome files 
0, Line, // get the value of "name" 
0, Block, /*          * Computes this custom tag's custom nesting level, which corresponds to         * the number of times this custom tag is nested inside itself.         *         * Example:         *         * <g:h> <a:b> -- nesting level 0 <c:d> <e:f> <a:b> -- nesting level 1         * <a:b> -- nesting level 2 </a:b> </a:b> <a:b> -- nesting level 1         * </a:b> </e:f> </c:d> </a:b> </g:h>         *         * @return Custom tag's nesting level          */
0, Line, //  Internally bytes, externally kilobytes 
0, Line, // initialize the "result" which will be assigned to the var or target.property 
0, Line, // queue is empty, add ourselves as waiters 
0, Line, //  Malformed. Use quality of zero so it is dropped and skip until   EOF or the next delimiter 
0, Line, //  Expected to handle message types of <ByteBuffer> only 
0, Line, //  Stop host 
0, Line, //  Cipher C074 
0, Line, //  return CorsFilter.join(new HashSet<>(list), ","); 
0, Line, //  Skip annotations. 
0, Line, //  Link exists so should be OK now 
0, Line, //  Enable host verification 
0, Line, //  Directories created by Subversion 1.6 and earlier clients 
0, Line, //  re-throw 
0, Line, //  Create a new JDBCRealm instance 
0, Line, //  Notify encoder of EOF. 
0, Line, //  Validate entry B 
0, Line, //  Special handling for form-based logins to deal with the case where   a resource is protected for some HTTP methods but not protected for   GET which is used after authentication when redirecting to the   protected resource.   TODO: This is similar to the FormAuthenticator.matchRequest() logic 
1, Line, //  FIXME - behavior if already started? 
0, Line, //  Expected behavior 
0, Line, //  has been specified for the logger. 
0, Line, //  Continuation line found 
0, Line, //  ----------------------------------------------------- Constants 
0, Line, //  Use HTTPS since WebSocket starts over HTTP(S) 
0, Line, //  RFC2617 says nc is 8LHEX. <">8LHEX<"> will also be accepted 
0, Block, /*      * Sets the connection timeout based on the current number of active     * streams.      */
0, Line, //  create a new connection 
0, Line, // remove proxies that have no backup nor primaries 
0, Line, // payload 
0, Line, //  Close the server socket and return 
0, Line, //  since there is a limit, create a prepared statement pool without an eviction thread;   pool has LRU functionality so when the limit is reached, 15% of the pool is cleared.   see org.apache.commons.pool2.impl.GenericKeyedObjectPool.clearOldest method 
0, Line, //  UCS-4, big endian (1234) 
0, Line, //  Need to trigger error handling. Poller may return error   codes plus the flags it was waiting for or it may just   return an error code. We could handle the error here but   if we do, there will be no exception associated with the   error in application code. By signaling read/write is   possible, a read/write will be attempted, fail and that   will trigger an exception the application will see.   Check the return flags first, followed by what the socket   was registered for 
0, Line, //  Create bean 
0, Line, //  Nothing to add here 
0, Line, //  Create list 
0, Line, //  Size may exceed cache size a bit 
0, Block, /*          * Use an in memory key store where possible.         * For PEM format keys and certificates, it allows them to be imported         * into the expected format.         * For Java key stores with PKCS8 encoded keys (e.g. JKS files), it         * enables Tomcat to handle the case where multiple keys exist in the         * key store, each with a different password. The KeyManagerFactory         * can't handle that so using an in memory key store with just the         * required key works around that.         * Other keys stores (hardware, MS, etc.) will be used as is.          */
0, Line, //  listener-[description|display-name|icon] added in Servlet 2.4   None of these are supported in WebXml 
0, Line, //  java.lang should be automatically imported so no need for full class   name 
0, Line, //  Continue until everything is written 
0, Line, //  Have to catch Throwable because a classic tag handler   helper method is declared to throw Throwable. 
0, Line, //  Cipher C073 
0, Line, //  JSP has leading and trailing white-space 
0, Line, //  background = "yellow";   foreground = "red"; 
0, Block, /*  3 == length("org")  */
0, Line, //  minor one) in a profiler. 
0, Block, /*      * Logon to access a protected resource in a webapp that uses     * BASIC authentication. Then try to access a protected resource     * in a different webapp which does not have a login method.     * This should be rejected with SC_FORBIDDEN 403 status, confirming     * there has been no cross-authentication between the webapps.      */
0, Line, //  if our base is null (we know there are more properties to evaluate) 
0, Line, //  Use same classloader and classpath for compiling tag files 
0, Line, //  Return immediately if no JMX name has been specified 
0, Line, //  Handle varArgs and any coercion required 
0, Line, //  Propagate current positions to the byte chunk and char chunk, if   this continues the char buffer will get resized 
0, Line, //  Inside an EL literal '\' is only used to escape '\', ''' and '"' 
0, Line, //  Fall-back. Use the default 
0, Line, //  Cipher C076 
0, Line, //  Register all failed authentications 
0, Line, //  loop while data available, channel is non-blocking 
0, Line, //  ------------------------------- OpenSSL specific configuration properties 
0, Line, //  Section 5.3.1 
0, Line, //  Link relative to this context 
0, Line, //  d.addAfterOrdering("c"); 
0, Line, //  HSTS 
0, Line, //  Exact wrapper 
0, Block, /*      * Parses named attributes.      */
0, Line, //  Write out all elements in the proper order. 
0, Line, //  Need to know the correct timeout before starting the read   but that may not be known at this time if one or more   requests are currently being processed so don't set a 
0, Line, //  Validate the result 
0, Line, //  Parse context level web.xml 
0, Line, //  Charset not available in this JVM - remove cache entry 
0, Line, //  Set context 
0, Line, //  The requirements of RFC 2616 are being   applied. If the host header and the request   line do not agree, the request line takes   precedence 
0, Line, //  Must have a real docBase for webapps - just use temp 
