Label, Type, Content
0, Line, //  Use an injected ObjectFactory to create a Server object 
1, JavaDoc, /*  * The DSL for declaring plugins to inject into an included build. * * TODO: Plugins need to be located in this build's buildSrc. * * @since 4.6  */
0, Line, //  TODO:ADAM - switch the logging back on.                  LOGGER.debug("Ignoring failure to extract throwable cause.", ignored);
0, Line, //  On Windows, / and \ are separators, on Unix only / is a separator. 
1, Line, //  TODO some kind of context of why the method was attached (e.g. which plugin declared the rule)   TODO some kind of instance state for the method (might be the same as context above) 
0, Line, //  Discard the body when the expression is not resolvable 
0, Line, //  GROOVY-4043: Do this check up the hierarchy, if needed 
0, Line, //  TODO - add stripped symbols to the installation
0, Line, //  Matches: task <identifier>(<options-map>) <closure> 
1, Line, //  TODO: Need to track version/implementation of symbol strip tool. 
0, Line, //  Take a snapshot while holding lock 
0, Line, //  TODO - all this matching stuff is constant for a given DependencyMetadata instance
0, Line, //  -----------------------------------------------   ---- Delegate CopySpec methods to rootSpec ----   ----------------------------------------------- 
0, Line, //  Matches: task <identifier> <closure> 
1, Line, // TODO move to base-services once the ProgressLogger dependency is removed
0, Line, //  Only for relative positioning 
0, Line, //  Capture changes in execution outcome 
0, Line, //  Mark this listener type as being notified 
0, Line, //  Register as a 'logger' to support this being replaced by build logic. 
1, Line, //  Return a dummy implementation of this as creating a real hasher drags ~20 more services   along with it, and a hasher isn't actually needed on the worker process side at the moment. 
0, Line, //  Fallback to failing the task in case we don't know anything special   about the error 
0, Line, //  Notify caches that lock is to be released. The caches may do work on the cache files during this 
0, Line, //  Don't list versions for gradleMetadata if maven-metadata.xml will be checked. 
0, Line, //  since we have B and want to get A we start with the most   outer class, put them together and then see if that does   already exist. In case of B from within A$B we are done   after the first step already. In case of for example   A.B.C.D.E.F and accessing E from F we test A$E=failed,   A$B$E=failed, A$B$C$E=fail, A$B$C$D$E=success 
0, Line, //  not supported by javax.xml.transform.Transformer; use two spaces instead 
0, Line, //  Short circuit logic when only 2 candidates 
0, Line, //  In a similar way to Ivy, Maven may use other hosts for additional artifacts, but not POMs 
0, Line, //  TODO get normal resolving to set declaring class
1, Line, //  there's a risk, for some methods, that the hash is always   recomputed but it won't be worse than before 
0, Line, //  copy in case any actions mutate the store 
0, Line, //  we would normally log at a lower level than lifecycle, but the Ant message priority is actually higher   than (or equal to) the set lifecycle log level 
1, Line, //  This isn't quite right. Should close the worker classpath cache once we're finished with the worker processes. This may be before the end of this build   or they may be used across multiple builds 
0, Line, //  producer doesn't declare anything, so we assume that it only provides the implicit capability 
0, Line, //  Source dir already at the start of the path, just use the include path 
0, Line, //  Configuration artifacts are determined locally 
0, Line, //  Can discard the state required to create instance 
0, Line, //  For stats we don't really care about thread safety 
0, Block, /* Mutable */
0, Line, //  No parent, we're done 
0, Line, //  Skip, visitor is not interested 
0, Line, //  complete cancelling key 
0, Line, // noinspection OptionalGetWithoutIsPresent 
0, Line, //  library, albeit only for selected classes that run a high risk of being statically referenced from a transform.
0, Line, //  GENERATE public <type> <getter>() { return <field> } 
0, Line, //  GENERATE private DynamicObject dynamicObjectHelper 
0, Line, //  Always treat as non-empty 
0, Line, //  the type of the property node instead. 
0, Line, //  If the failure handler rethrows exception, then execution of other nodes is aborted. (--continue will collect failures) 
0, Line, // exclude rules for a dependency specified in gradle DSL 
0, Line, //  Create a processor that processes events in its own thread 
0, Line, //  Only consider one candidate, because matchesUniqueVersion means that there's no ambiguity on the version number 
0, Line, //  Not required, but Guava's performance bad for an empty immutable list 
0, Block, /*  unsupported by this transformer  */
0, Line, //  Always schedule the generation task after the clean task 
0, Line, //  If there's more than one module, merge them into a module set 
0, Line, //  some impls support this but not factory.setAttribute("indent-number") 
0, Line, //  If any of the child strategies don't expire the daemon, the daemon will not expire.   Otherwise, the daemon will expire and aggregate the reasons together. 
0, Line, // it means the registry didn't exist yet 
1, Line, //  TODO Need a better mechanism to wire tasks into lifecycle 
0, Line, //  not supported 
0, Line, //  If there is a transform for the language into one of the component inputs, add a default source set 
0, Line, //  Allows individual identification for debugging 
0, Line, //  only print first Gradle script stack trace element 
0, Line, //  Finalizing here, as we need this to run after any 'assembling' task (jar, link, etc) is created.   TODO: Convert this to `@BinaryTasks` when we model a `NativeAssembly` instead of wiring compile tasks directly to LinkTask 
0, Line, //  Never use empty settings when the settings were explicitly set 
0, Line, //  Need to double check that the target still has hard edges to it 
0, Line, //  We will only add dependencies to the leaves if there is such a published module 
0, Line, //  Don't bother searching remotely 
0, Line, //  Disallow classes from Groovy Jar that reference external classes. Such classes must be loaded from astTransformClassLoader,   or a NoClassDefFoundError will occur. Essentially this is drawing a line between the Groovy compiler and the Groovy 
0, Line, //  When a Provider is used as a task dependency (rather than as a task input), need to unpack the value 
0, Line, //  Metadata builder uses mutable project state, so synchronize access to the project state 
0, Line, //  This special case is for Maven snapshots with Gradle Module Metadata when we need to remap the file name, which   corresponds to the unique timestamp, to the SNAPSHOT version, for backwards compatibility 
1, Line, //  TODO:Cedric This is not quite right. We assume that if we are asking for a specific binary, then we resolve to the assembly instead   of the jar, but it should be somehow parameterized 
0, Line, //  Part of a strongly connected component (ie cycle) - move values to root of the component   The root is the first node of the component we encountered 
0, Line, //    Add `getName()`   
1, Line, //  Ensure that at most one action that may have access to the mutable state of the build runs at a given time   TODO - move this to a better home and reuse 
0, Line, //  Remove all the classes other than the main class 
0, Line, //  Necessary for Groovy compilation to pick up output of regular and joint Java compilation,   and for joint Java compilation to pick up the output of regular Java compilation.   Assumes that output of regular Java compilation (which is not under this task's control) also goes   into spec.getDestinationDir(). We could configure this on source set level, but then spec.getDestinationDir()   would end up on the compile class path of every compile task for that source set, which may not be desirable.
0, Line, //  Call directly on the delegate to avoid some dynamic dispatch 
0, Line, //  We need to sort here since the file order obtained from the filesystem   can change between machines and we always want to have the same shaded jars. 
0, Line, //  Check that the object has already been serialized. 
0, Line, //  This configuration cannot be mutated, but some parent configurations provide artifacts 
0, Line, // This one should go away once we complete the auto-apply plugins 
0, Block, /*         Note: Aether implicitly uses a thread pool and tasks to perform transfers,        so we manually propagate the current build operation ref so logging is correctly associated.      */
0, Line, //  throw new MissingPropertyException(name, <view-type>.class) 
0, Line, //  GENERATE getInstantiator() 
0, Line, //  Find the candidates with the highest base version 
0, Line, //  Hold the lock until we actually start accepting connections for the case when stop is called from another   thread while we are in the middle here. 
0, Line, //  the platform itself is greater than the forced version 
0, Line, //  GENERATE services.get(ObjectFactory.class) 
0, Line, //  Replace result if we fail on warning 
0, Line, //  Find and remove common prefix 
0, Line, //  Serialize the worker implementation classpath, this is consumed by GradleWorkerMain 
0, Line, //  else, might be a link which points to nothing, or has been removed while we're visiting, or ... 
0, Line, //  Try to configure an element 
0, Block, /*      * Returns Whether the transformer can transform     * these arguments at all.      */
0, Line, //  Do not check for opaque properties when implementing PropertyMixIn, as this is expensive 
0, Line, //  This does almost the same thing as passing through DesugaredAttributeContainerSerializer / DesugaringAttributeContainerSerializer.   Those make some assumptions about allowed attribute value types that we can't - we serialize everything else to a string instead. 
0, Line, //  We don't adjust the column value as in the event we unwrap, we want to keep correctness 
0, Line, //  see if the grammar if out-of-date by way of its importVocab 
0, Line, //  only way I know of to determine current log level 
0, Line, //  TODO: Reuse more of CommandlineActionFactory
0, Line, //  Serialize the actual security manager type, this is consumed by BootstrapSecurityManager 
0, Line, //  The accumulated exclusions that apply to this edge based on the path from the root 
0, Line, // prefix internal fields with _ so that they don't get into the way of propertyMissing() 
0, Line, //  TODO validate that the plugin accepts this kind of argument
0, Line, //  We must be on some Unix variant, including Cygwin or MSYS(2) on Windows... 
1, Line, //  TODO(ew): inject BuildOperationIdentifierRegistry instead of static use
0, Line, //  Guard against TestNG calling this hook more than once with the same testClass.   See https://github.com/cbeust/testng/issues/1618 for details. 
0, Line, //  Parallel configuration 
1, Line, //  TODO:HH Use managed views for this, only applied when the respective language is applied
0, Line, //  Should not reach this point as this is validated in the test framework implementation - just propagate the failure 
0, Line, //  consumer expressed no preference, defaults to library 
0, Line, //  Order is significant. Injection handler should be at the end 
0, Line, //  https://en.wikipedia.org/wiki/Standard_error 
0, Line, //  Queue this up for checking again later 
0, Line, //  All of these field names are really long to prevent collisions with the groovy setters.   Groovy will try to set the private fields if given the opportunity.   This makes it much more difficult for this to happen accidentally.
0, Line, //  Get any errors from the compiler result 
0, Line, //  [baseName]-[appendix]-[version]-[classifier].[extension] 
0, Line, //  Try to infer the effective jvm options for the currently running process.   We only care about 'managed' jvm args, anything else is unimportant to the running build 
0, Line, //  Add the library and extension 
0, Line, //  Should use ProjectState instead
0, Line, //  2. the graph contains first-level dependencies which have been substituted (likely) so we're going to iterate on dependencies instead 
0, Line, //  Reuse the same version as last build 
0, Line, //  Used just to test the mechanism 
1, Line, //  TODO: There has to be a simpler way to do this.   We want to create a buildable filecollection based on a filtered view of selected source directory sets 
1, Line, //  Passing null for sha1 - TODO - consider using the etag which is an MD5 hash of the file (when less than 5Gb) 
1, Line, //  TODO:ADAM - need to do this earlier 
0, Line, //  Add incoming artifact transforms 
0, Line, //  This should live closer to the project itself
0, Line, //  no daemon process has started yet 
0, Line, //  Treat everything else as a single file 
0, Line, //  TODO Add a deprecation warning in Gradle 6.0
0, Line, //  Convert once, in order to write the Ivy descriptor with _all_ configurations 
1, Line, //  TODO - exception when no default type 
0, Line, //  no outputs file 
0, Line, //  build tasks without project reference 
0, Line, //  XCTest executable   Sync the binary to the BUILT_PRODUCTS_DIR, otherwise Xcode won't find any tests 
0, Line, // supplied java location 
0, Line, //  If we can't discover the version from the normal metadata, make some assumptions 
0, Line, //  Create tasks for solutions, projects and filters 
0, Line, //  this loop builds a name from right to left each name part   separated by "." 
1, Line, //  Don't force evaluation of rules here, let the task container do what it needs to
0, Line, //  No args 
0, Line, //  Else, continue below 
0, Line, //  Rename `LinuxMain.swift` to `main.swift` so the entry point is correctly detected by swiftc 
0, Line, // class results may be created earlier, where we don't yet have access to the start time 
0, Line, //  Add to the end of the queue, so that we traverse the graph in breadth-wise order to pick up as many conflicts as   possible before attempting to resolve them 
0, Line, //  Use the index here so we can apply any filters to the realized element 
0, Line, //  this work has to be done before classes are loaded, otherwise there are risks that   the PermGen space is full before we create the reflection methods 
0, Line, //  GroovySystem.getMetaClassRegistry() 
1, Line, //  result is a scala.util.Either   right is a Seq of files that were generated   left is routes compilation errors   TODO: It might be nice to pass along these errors in some way 
0, Line, //  parallel safe version of Compiler.compilerInterface() 
0, Line, //  visit the method call, because one of the args may be an input method call 
0, Line, //  We can't close replaced loaders immediately, because their classes may be used during shutdown,   after the return of the reload() call that caused the loader to be swapped out.   We have no way of knowing when the loader is actually done with, so we use the request after the request   that triggered the reload as the trigger point to close the replaced loader. 
0, Line, //  Matches: task <method-call> <operator> <expression> 
0, Line, //  A ∪ (A ∩ B) ∪ (A ∩ C) -> A 
0, Line, // In case the output event arrives after completion of the test  and we need to have a matching descriptor to inform the user which test this output belongs to  we will use the current parent 
0, Line, //  generate documentation 
1, Line, //  TODO deleteOnExit won't clean up non-empty directories (and it leaks memory for long-running processes). 
1, JavaDoc, /*  * Meta-info about a Java component. * * TODO - this is some legacy stuff, to be merged into other component interfaces  */
0, Line, //  This is a hidden property that may be useful to track down issues. Remove when NTLM Auth is solid. 
0, Line, //  Should not happen when reading from a StringReader 
0, Line, //  GENERATE private MetaClass metaClass = GroovySystem.getMetaClassRegistry().getMetaClass(getClass()) 
0, Line, //  If we reach this point it means we have a dependency which doesn't belong to the resolution result   Which can mean two things: 
0, Line, //  Wrap the processor in an actor, to make it thread-safe 
0, Line, //  from this point down, logging is sent back to the client 
0, Line, //  Java source files are supported, too. Therefore we should care about the relative path. 
0, Line, //  Show any contextual cause recursively 
0, Line, //  Use an arbitrary ordering when the artifacts have the same public attributes 
0, Line, //  Other home dir cached and not in use, clean it up
0, Line, //  We're making an assumption here that the target's plugin registry is backed classLoaderScope.   Because we are only build.gradle files right now, this holds. 
0, Line, //  Build configuration for GradleWorkerMain 
0, Line, //  start logging now that the logging manager is connected 
0, Line, //  First try to resolve the artifacts locally before going remote 
0, Line, //  Add to the front of the queue, to flush out configurations that are no longer required. 
0, Line, //  Controls when to disable reading default authentication credentials, should be used in tests only 
0, Line, //  If the jansi.force property is set, then we force to output 
0, Line, //  Using the test sources feature introduced in Eclipse Photon 
0, Line, //  Flaky 
1, Line, //  TODO: Need to track version/implementation of symbol extraction tool. 
0, Line, //  Mix in some Groovy DSL support. Should decorate instead 
0, Line, //  don't care 
0, Line, //  Service calls have no effect, no need to register them 
0, Line, //  just serialize as a String as best we can 
0, Line, //  Create Visual Studio project extensions 
0, Line, //  See https://issues.gradle.org/browse/GRADLE-1589 
0, Line, //  Run the build and get the build outcomes model 
0, Line, //  Done 
0, Line, //  Reach into meta class to avoid lookup 
0, Line, //  Windows at least will sometimes throw odd exceptions like java.nio.file.AccessDeniedException   if the file gets deleted while the watch is being set up. 
0, Line, // verify that the parsed descriptor is the correct parent module. 
0, Line, //  We need to attach failures on unattached dependencies too, in case a node wasn't selected   at all, but we still want to see an error message for it. 
0, Line, //  For now, we only create test suites for static library variants 
0, Line, //  We'll get this when we try to look up "ProgramFilesDir (x86)" on a 32-bit OS 
0, Line, //  Serialize configuration for the worker process to it stdin 
0, Block, /*  (non-Javadoc)         * @see org.apache.ivy.plugins.parser.m2.PomDependencyMgt#getVersion()          */
0, Line, //  Only use this for top level init scripts 
0, Line, //  Never up to date; we don't understand the data structures. 
0, Line, //  TODO: Combine these with MutationGuard
0, Line, //  setup the default configurations used when mapping to resolved versions 
0, Line, //  A very dumb strategy for invalidating cache 
0, Line, //  There is a chance we could not attach target configurations previously 
0, Line, //  Add the Gradle API filter between the user classloader and the worker infrastructure classloader 
0, Line, //  We need a consistent index here 
0, Line, //  Object converted = $typeConverter.convert(foo, Float.class, false); 
0, Line, //  Read body 
0, Line, //  Mixed case 
1, Line, //  TODO: This should be modeled differently, perhaps as a dependency on the implementation configuration 
1, Line, //  This is not super nice, but dependencies are created through reflection, for decoration   and assume a constructor with 3 arguments (Group, Name, Version) which is suitable for   most cases. We could create an empty attribute set directly in the AbstractDependencyImpl,   but then it wouldn't be mutable. Therefore we proceed with "late injection" of the attributes 
0, Line, //  Always expand empty node 
0, Line, //  A dependency artifact will be defined if the descriptor specified a classifier or non-default type attribute. 
1, Line, //  TODO(ew): Consider whether this belongs in Console or here
0, Line, //  stream has been closed, don't bother reading anything else 
0, Line, //  only care about HTTP hosts right now 
0, Line, //  Call return new <implClass>(param1) 
0, Line, //  Listen for the end of configuration of the root project of the root build,   and discard buffered notifications if no listeners have yet appeared.   This avoids buffering until the end of the build when no listener comes. 
0, Line, //  Assume that test has renamed itself (this can actually happen) 
0, Line, //  Expire recently unused Daemons when memory pressure is high 
0, Line, //  FindBugs cannot handle missing directories 
0, Line, //  Only count non-CREATE events, since creation also causes a modification event, unless the event is for a directory. 
0, Line, //  Retain strong reference 
1, Line, //  TODO - should split this up, so that the inputs are attached to an object that represents the binary, which is then later used to configure the link/assemble tasks 
0, Line, //  Augment the environment for the execution 
0, Line, //  Transient, don't serialize all the views that happen to have been visited, recreate them when visited via the deserialized view 
0, Line, //  some implementation uses null to represent bootstrap classloader   i.e. Object.class.getClassLoader()==null 
1, Line, //  we need to wrap this into a loop, because there's always a risk   that the method, which is weakly referenced, has been collected   in between the creation time and now 
0, Line, //  TaskListenerInternal 
0, Line, //  Ignore. Currently the actions don't need to run, it's just better if they do   By the time this node is notified that the task in the other build has completed, it's too late to run the action   Instead, the action should be attached to the task in the other build rather than here 
0, Line, //  Here, we will distribute A ∩ (B ∪ C) if, and only if, at   least one of the distribution operations (A ∩ B) can be simplified 
0, Line, //  Find the nearest parent up that we care about and use that as the parent. 
0, Line, //  When the outputs are generated, throw away all state for files that do not live in an append-only cache.   This is intentionally very simple, to be improved later 
0, Line, //  and class as property 
0, Line, //  A launchable created by the provider - just hand it back 
1, Line, //  TODO(daniel): Should support in a better way multi file invocation. 
0, Line, //  Must run each action 
0, Line, //  The other is better, current is not part of result 
1, Line, //  It's true right now that this is always coming from the TestKit, but might not be in the future.
0, Line, //  this shouldn't happen, resolvers should call notFound() 
0, Line, //  Redirect stderr to stdout when both stdout and stderr are attached to a console. Assume that they are attached to the same console   This avoids interleaving problems when stdout and stderr end up at the same location 
0, Line, //  get(<type>) 
0, Line, //  Should get back some kind of reference that can be queried below instead of looking the task up every time 
0, Line, //  This is the root block. Can have any number of children <= maxChildIndexEntries 
0, Line, //  There are enough entries in this block and the left sibling to make up 2 blocks, so redistribute   the entries evenly between them 
0, Line, //  the deployment descriptor already exists; no need to generate it 
0, Block, /*  (non-Javadoc)         * @see org.apache.ivy.plugins.parser.m2.PomDependencyMgt#getGroupId()          */
0, Line, //  GENERATE objectFactory.directoryProperty() 
0, Line, //  Sanitise the exception and report it 
0, Line, //  https://github.com/gradle/gradle/issues/2319 
0, Line, //  Return the group to use for the given build operation, searching up the build operation hierarchy for the first group 
0, Line, //  Split line if a single line goes over 1 MB 
0, Line, //  Intentionally not the text 
0, Line, //  in which case we output "" to stay compatible with existing builds that scan the script for it 
0, Line, //  Resolving a project component can cause traversal to other projects, at which   point we could release the project lock and allow another task to run.  We can't   use a cache loader here because it is synchronized.  If the other task also tries   to resolve a project component, he can block trying to get the lock around the   loader while still holding the project lock.  To avoid this deadlock, we check,   then release the project lock only if we need to resolve the project and ensure   that only the thread holding the lock can populate the metadata for a project.
1, Line, //  TODO - don't select again here, as the selection is already performed to select the toolchain 
1, Line, //  TODO include link to documentation giving more explanation of what's going on here. 
0, Line, //  the name is a type so remove it from the scoping   as it is only a classvariable, it is only in   referencedClassVariables, but must be removed   for each parentscope too 
0, Line, //  Layout 
0, Line, //  Add any finalizers to the queue 
0, Line, //  We know all are compatibles, so this is only possible if some disambiguation happens but not getting us to 1 candidate 
0, Line, //  should this be null?
0, Line, //  /proc/meminfo is in kB since Linux 4.0, see https://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/tree/fs/proc/task_mmu.c?id=39a8804455fb23f09157341d3ba7db6d7ae6ee76#n22 
1, Line, //  TODO: Migrate this away from here 
0, Line, //  Because the same suffix is used for all decorating class generator instances, share the same cache as well 
0, Line, //  check if directory is already watched   on Windows, check if any parent is already watched 
0, Line, //  Should really fail here if sourcesToCompile is not empty: no transform for this source set in this binary 
0, Line, //  Include the shortest path from each version that has a direct dependency on the broken dependency, back to the root 
0, Line, //  Ignore the subkey if it doesn't have a folder and version 
0, Line, // directly printing to the stream to avoid log level filtering. 
0, Block, /*         The song and dance with Action<Runnable> is to ease testing.        See DisconnectableInputStreamTest      */
0, Line, //  Add dependencies to the start of the queue 
0, Line, //  end element marker 
0, Line, // when 
0, Line, //  Don't configure anything 
0, Line, //  Target: arm 
0, Line, //  Add if absent 
0, Line, //  GENERATE private ConventionMapping mapping 
0, Line, //  Initialize Matchers once and then reset them for performance 
0, Line, //  Project has no publications: simply use the project name in place of the dependency name 
0, Line, //  only add confs if they are specified. if they aren't, endElement will handle this 
0, Line, //  This second check is only done so that we can make the difference between an uninitialized rule (never seen before) and   a rule which is not reusable 
0, Line, //  this.getServices() 
0, Line, //  Currently visiting the successor node - we're in a cycle 
0, Line, // for gradle distribution specific dependencies 
0, Line, //  Handle anyOf first because we don't want to special case it in   every other case 
0, Line, //  Adds a void $propName(Closure<?> cl) method that executes the closure 
0, Line, //  Stopping, so result doesn't really matter. 
0, Line, //  More information: http://blog.jetbrains.com/scala/2014/10/30/scala-plugin-update-for-intellij-idea-14-rc-is-out/ 
0, Line, //  Configurations are built on-demand, but only once. 
0, Line, //  We have enough local data to make a comparison, get the remote metadata 
0, Line, //  we do not resolve a vanilla name starting with a lower case letter   try to resolve against a default import, because we know that the 
0, Line, //  A launchable synthesized by the consumer - unpack it into a set of task names 
0, Line, // offset based implementation is only safe up to certain figure  because of the int max value  for large streams/files (huge builds), we need to roll the file 
0, Line, //  TODO - deal with more than one directory
0, Line, //  private member: implementation details 
0, Line, //  Don't inline the Groovy jar as the Groovy “tools locator” searches for it by name 
0, Line, //  TODO:ADAM - switch the logging back on.                  LOGGER.debug("Ignoring failure to serialize throwable.", ignored);
0, Line, //  min chunk size 4kB, max size 1MB 
0, Line, // for updates to private JDK caches of the environment state 
1, Line, //  This looks ugly, very ugly, but that is apparently what Ant does itself 
1, Line, //  TODO - should be incremental 
0, Line, //  Set the system properties and use this process 
0, Line, //  Was it updated during execution?
0, Line, //  Foreground daemon cannot be 'told' what's his startup options as the client sits in the same process so we will infer the jvm opts from the inputArguments() 
0, Line, //  round to nearest second 
0, Line, //  this.field = value 
0, Line, //  Configure the included build to discover available modules 
0, Line, //  Initialize SSLContext 
0, Line, //  J flags can not be set in the option file   add additional option files 
0, Line, //  use the max heap as an approximation 
1, Line, //  TODO: this is terrible 
0, Line, //  Collect artifact sets in a list, using the id of the set as its index in the list 
0, Line, //  If no errors, get the compiled source and write it to the destination file 
1, Line, //  TODO: This should actually be a Routable message with a single handler,   but we need some way to correlate a given request with a specific response channel 
0, Line, //  For now, required and preferred are treated the same 
0, Line, //  Does not need to be redrawn if component is out of bound 
1, Line, //  TODO - this is pretty nasty, look at avoiding using a time bomb stub here 
0, Line, //  Prevent construction 
0, Line, //  the removal of the method will be reported   the removed methods will be reported   the added methods will be reported 
0, Block, /*              * We know that DefaultScript & friends don't have user-visible nested types,             * so don't try to look up nonsensical types like org.gradle.Script#sourceCompatibility              */
0, Line, //  We don't know what the type is - let Guava take care of it. 
0, Line, //  Query the declared methods of the meta class 
1, Line, // TODO:rbo Change the parameter type to `Transformer<String, @Nullable String>` once we migrate to Java 8
0, Line, //  check interfaces at this level first 
1, Line, // TODO - make this work on windows  originalIn.close();
0, Line, //  Could be different to ids in the requests as they may be unqualified 
0, Line, //  Could potentially also look whether we have the details for an ancestor directory tree   Could possibly infer that the path refers to a directory, if we have details for a descendant path (and it's not a missing file) 
1, Line, //  TODO better exception type 
0, Line, //  set up a configuration named 'antlr' for the user to specify the antlr libs to use in case   they want a specific version etc. 
0, Line, //  <class>.getDeclaredMethod(<getter-name>) 
0, Line, //  This will propagate through the graph and prune configurations that are no longer required. 
0, Line, // by keying the failures only by 'requested' we lose some precision  at edge case we'll lose info about a different exception if we have different failure for the same requested version 
0, Line, //  wait for it to open 
0, Line, //  Serialize the application classpath, this is consumed by BootstrapSecurityManager 
0, Line, // TODO: all methods 
0, Line, //  check module node imports aliases   the while loop enables a check for inner classes which are not fully imported, 
1, Line, //  Note: This would be better housed in a scope that encapsulated the tree of Gradle objects. 
0, Line, //  this situation occurs when there was no branch defined   in the original dependency descriptor. So the dynamicId   shouldn't contain a branch neither 
0, Line, //  TODO: Honor changes to build directory 
0, Line, //  the target component exists, so we need to fallback to the traditional selection process 
0, Line, //  happens when dispatching to taskdef via createNode() 
0, Line, // is it sane enough?
0, Line, //  Retain strong references to the values created for this session 
0, Line, //  Configure test binary to compile against binary under test 
0, Line, //  If this task uses a pre-compiled header 
0, Line, //  only define a Scala SDK for a module if we could create a scalaSdkLibrary 
0, Line, //  Flushing data split across previous and current appending 
0, Line, //  GENERATE public DynamicObject getAsDynamicObject() { 
0, Line, //  TODO: Publishing for test executable?
0, Line, //  Skip things that aren't files 
0, Line, //  next character is not a separator 
0, Line, //  need to run operation under cache lock 
1, JavaDoc, /*  * A {@link org.gradle.api.file.ConfigurableFileCollection} that can be used as a task input property. Caches the matching set of files during task execution, and discards the result after task execution. * * TODO - disallow further changes to this collection once task has started * TODO - keep the file entries to snapshot later, to avoid a stat on each file during snapshot  */
0, Line, //  Total number of garbage collection events observed in the window 
0, Line, //  Buckets of dependencies 
0, Line, //  Force loading to check if method handle is supported 
0, Line, //  Wrap in generic 'build failed' cross version exception 
0, Line, //  Otherwise, macro or macro function call 
1, Line, //  TODO This class, DefaultBuildOperationQueue and ExecutionPlan have many of the same   behavior and concerns - we should look for a way to generalize this pattern. 
0, Line, //  can't be equal otherwise wouldn't have been collected 
1, Line, // TODO:instant-execution: remove this 
0, Line, //  TODO: Reuse more of BuildActionsFactory
1, Line, //  Can only set once: should really be part of the constructor   Can only set once: should really be part of the constructor
0, Line, //  Configure test binary to link against tested component compiled objects 
1, Line, //  This isn't quite right, as we may lose precision when converting to a double 
0, Line, //  Use writeFile because the cache can internally recover from datafile   corruption, so we don't care at this level if it's corrupt 
0, Line, //  Exit value is unreliable for determination of process failure. 
0, Line, //  Setup the dependency on the main binary   This should all be replaced by a single dependency that points at some "testable" variants of the main binary 
1, Line, //  decimalFormat is not thread safe - synchronize access to the instance 
1, Line, //  TODO - wire this stuff in properly 
1, Line, //  TODO:ADAM - need to cleanup completion too, if not used 
0, Line, //  TODO: consider entryAttributes in equals, hashCode, and toString 
0, Line, //  invokeMethod(this, name, args) 
0, Line, //  Used by the Kotlin plugin 
1, Line, //  TODO: Need to check for proper type/cast 
0, Line, //  Last entry, complete the result 
