@relation 'technicalDebt'

@attribute Text string
@attribute class-att {negative,positive}

@data
'the range header present but not formatted correctly could argue for response but more specific there also the option ignore the invalid range header rfc notes that many servers ignore the range header these circumstances but tomcat has always returned ',positive
'todo should use the ant projects log ',positive
'todo should the methods removed some utility class for file system based resource sets ',positive
'not sure this always exactly the same ',positive
'initial size should average number headers per request xxx make configurable finetuning webapps ',positive
'sendmessage param data channelmessage throws ioexception todo implement this method ',positive
'configure the connection pool use datasource according link but instead injecting the object specify the jndi location after successful jndi look the link will not return null param jndids the jndi string todo specify the rules here ',positive
'todo find better solution than this variable ',positive
'make assumption that empty response failure this problem truly empty file ',positive
'fixme possible not available the openssl api ',positive
'todo servlet add comments param todo param todo throws called from link method link that was not defined webxml file webfragmentxml file nor annotated with link for example link defined tld would not able use this method since servlet ',positive
'fixme log configuration problem ',positive
'return todo since servlet todo servlet add comments ',positive
'todo tests for unexpected flags better located tests for section ',positive
'theres way specify the century simpledateformat dont want hardcode since this could wrong for the pre files ',positive
'xxx should moved embedded ',positive
'synchronize big time fixme ',positive
'todo implement should only return keys where this active ',positive
'socket write buffer empty write the provided buffer directly the network todo shouldnt smaller writes buffered anyway ',positive
'xxx shouldnt assume that the only kind post body form data encoded using ascii iso latin ',positive
'todo servlet add comments param todo param todo return todo throws servletexception todo throws called from link method link that was not defined webxml file webfragmentxml file nor annotated with link for example link defined tld would not able use this method since servlet ',positive
'should notify pool error the pooled connection can removed fixme ',positive
'should more than enough for tomcat todo refactoring this entire class uses streaming rather than buffering the entire set files memory would make more widely useful ',positive
'the jdbc spec requires that statement closes any open resultsets when closed fixme the preparedstatement were wrapping should handle this for ',positive
'this hack that wont work generally servlets are expected handle more than one request ',positive
'error line number delimited set colons ignore colon following drive letter windows fromindex xxx handle deprecation warnings that dont have line info ',positive
'the jdbc spec requires that statement close any open resultsets when closed fixme the preparedstatement were wrapping should handle this for see dbcp for what could happen when resultsets are closed twice ',positive
'message that represents drawing action note that use primitive types instead point color etc reduce object allocationbrbr todo but color objects needs created anyway for drawing this onto graphicsd object this probably does not save much ',positive
'fixme feature idea add support for patterns webinf webinfxml where would only check least one resource newer than apptimestamp ',positive
'xxx todo source code line length xxx todo more javadoc xxx optional add support for comsunmanagement specific mbean xxx optional wire additional public static methods implemented here the manager think about manager access roles setloggerlevel resetpeakusage setusagethreshold ',positive
'todo servlet add comments param classname todo throws called from link method link that was not defined webxml file webfragmentxml file nor annotated with link for example link defined tld would not able use this method since servlet ',positive
'xxx group use group type ',positive
'hack the output buffer extend the eos marker for the header value another byte ',positive
'get jmx broadcaster info fixme this two events not send jeestatefailed and jeeattributechanged see ',positive
'keepalive return boolean todo implement this method ',positive
'has been previously resolved ',positive
'todo these certificate setters can removed once longer necessary support the old configuration attributes tomcat ',positive
'memberadded param member member todo implement this method ',positive
'end tomcat specific hack ',positive
'fixme add loadergetobjectname ',positive
'todo figure out why nonblocking writes with the nio connector appear ',positive
'case impossible excluded above bits ignore entirely todo not currently tested perhaps impossible ',positive
'fixme should anything besides log these ',positive
'todo add tests for the individual operators ',positive
'xxx warning rather sticky code heavily tuned ',positive
'trailing whitespace these header strings will just discarded ',positive
'assume the gsscontext stateless todo confirm this assumption ',positive
'provide default configuration for context this the programmatic equivalent the default webxml todo normal tomcat defaultwebxml not found use this method param contextpath the context set the defaults for ',positive
'smart implementation stateful replicated map uses primarysecondary backup strategy one node always the primary and one node always the backup this map synchronized across cluster and only has one backup memberbr perfect usage for this map would session map for session manager clustered environmentbr the only way modify this list use the codeput putall removecode methods entryset entrysetfull keyset keysetfull returns all non modifiable setsbrbr objects values the map change without invoking codeputcode coderemovecode the data can distributed using two different methodsbr and codereplicateobject booleancodebr these two methods are very important two understand the map can work with two set value objectsbr serializable the entire object gets serialized each time replicatedbr replicatedmapentry this interface allows for isdirty flag and replicate diffs desiredbr implementing the interface allows you decide what objects get replicated and how much data gets replicated each timebr you implement smart aop mechanism detect changes underlying objects you can replicate only those changes implementing the replicatedmapentry interface and return true when isdiffable invokedbrbr this map implementation doesnt have background thread running replicate changes you have changes without invoking putremove then you need invoke one the following methods replicates only the object that belongs the keyli scans the entire map for changes and replicates datali the codebooleancode value the codereplicatecode method used decide whether only replicate objects that implement the interface replicate all objects object doesnt implement the interface each time the object gets replicated the entire object gets serialized hence call will replicate all objects this map that are using this node primary brbrbremember callb codebreakdowncode codefinalizecode when you are done with the map avoid memory leaksbrbr todo implement periodic synctransfer thread param the type key param the type value ',positive
'fixme facade this object ',positive
'todo various icon description etc elements are skipped mainly because they are ignored when webxml parsed see above ',positive
'load sessions from other cluster node fixme replace currently sessions with same without notification fixme sso handling not really correct with the session replacement param data serialized data exception serialized class cannot found during the reload exception ioexception inputoutput error occurs ',positive
'not strictly true but enables report both ',positive
'xxx please check ',positive
'disconnect todo implement this method ',positive
'convert string datatype fixme how can transfer values from ant project reference store ref param value the value param valuetype the type return the converted object ',positive
'also possible that the user modified but thats really stupid most cases ',positive
'always disconnect udp todo optimize the keepalive handling ',positive
'additional methods xxx what about charset ',positive
'this isnt good ',positive
'hack workaround jarinputstream swallowing these entries used above which extends jarinputstream and the method that creates the entries overridden can tell the entries are present and cache them can access them here ',positive
'not ideal this will indicate that data available which should trigger read which turn will trigger another ioexception and that one can thrown ',positive
'todo description multiple with language ignored ',positive
'hack get the stack trace ',positive
'servlet todo description multiple with language ignored todo displayname multiple with language ignored todo icon multiple ignored todo multiple with language ignored ',positive
'fixme this stats update are not cheap ',positive
'would simply return the reference here use the configured object factory resolve directly possible note this may need manual constructor reflection configuration ',positive
'this the hardcoded default ignore the call ',positive
'xxx should moved embedded ',positive
'returns the contents the file string using the default character encoding this method uses link get retrieve the contents the file btodob consider making this method throw return the contents the file string ',positive
'todo servlet add comments param wrapped the request compare the wrapped request return codetruecode the request wrapped this wrapper series wrappers the same the supplied request otherwise codefalsecode since servlet ',positive
'get jmx broadcaster info todo use stringmanager for international support todo this two events not send jeestatefailed and jeeattributechanged see ',positive
'close the socket the response would incomplete ',positive
'memberdisappeared param member member todo implement this method ',positive
'fixme currently this removes all notifications for this listener ',positive
'process filter annotation and merge with existing one fixme refactoring method too long and has redundant subroutines with param classname the filter class name param the filter annotation param fragment the corresponding fragment ',positive
'fixme tempting use resolve relative path directly but catalina currently does not take into account whether the caller inside requestdispatcher include not whether catalina should take that into account spec issue currently under review the mean time replicate jaspers previous behavior ',positive
'todo implement counter variable instead only count active members this node ',positive
'fixme ',positive
'todo async requests may trigger multiple replication requests how all should the stats handle this ',positive
'todo consider changing this single property for ',positive
'the jdbc spec requires that statement close any open resultsets when closed fixme the preparedstatement were wrapping should handle this for see bug for what could happen when resultsets are closed twice ',positive
'return todo throws async not supported for this request since servlet todo servlet add comments ',positive
'this hack need use streaming avoid oome large uploads wed like use for authentication the jre then provides the digest client implementation however the above two are not compatible when the request made the resulting triggers exception because when using streams the inputstream longer available send with the repeated request that now includes the appropriate authorization header the hack make simple options request without request body this triggers authentication and the requirement authenticate for this host cached and used provide appropriate authorization when the next request made that includes request body ',positive
'xxx possible optimization here would check see the only child the parent node templatetext know there wont any parameters etc can generate lowoverhead jspfragment that just echoes its body the implementation this fragment can come from ',positive
'fixme the regular processor syncs socketwrapper but here this deadlocks ',positive
'connect throws ioexception todo implement this method ',positive
'todo the method should already accessible here but the following code seems necessary some yet not fully understood cases ',positive
'conversion often results fewermoredifferent bytes that does not play nicely with range requests ',positive
'todo would properties resource better just parsing etcmimetypes this needed because dont use the default webxml where this encoded ',positive
'todo servlet add comments param todo param todo return todo throws called from link method link that was not defined webxml file webfragmentxml file nor annotated with link for example link defined tld would not able use this method throws servletexception todo since servlet ',positive
'todo this matches the current implementation but the url logic looks fishy map uri location per jsp ',positive
'xxx use proprietary call the interpreter for now the current standard machinery inefficient and requires lots wrappers and adapters this should all clear once the interpreter moves out jstl and into its own project the future this should replaced code that calls and then cache the resulting expression objects the interpretercall would simply select one the precached expressions and evaluate note that pagecontextimpl implements variableresolver and the generated servletsimpletag implements functionmapper that machinery already place mroth ',positive
'note this hack since nextchar only returns single char safe since does not require special treatment for for literals ',positive
'return todo throws called from link method link that was not defined webxml file webfragmentxml file nor annotated with link for example link defined tld would not able use this method since servlet todo servlet add comments ',positive
'todo add other attributes todo encapsulate state and other attribute display parent ',positive
'fixme have lot sends but the trouble with one node stops the correct replication other nodes ',positive
'xxx implement ',positive
'fixme check url hostparameter ',positive
'todo can this limitation removed ',positive
'fixme better grap this sessions again ',positive
'the test below deliberately uses compare two strings this because the code looking see the default character encoding has been returned because explicit character encoding has been defined there clean way doing this via the servlet api would possible add tomcat specific api but that would require quite bit code get the tomcat specific request object that may have been wrapped the test slightly hacky quick way doing this ',positive
'xxx actually there need declare those jspx varname nestinglevel variables when are inside jspfragment ',positive
'xxx fixed bug here width and height can set dynamically doublecheck this generation correct ',positive
'ugly but the easiest way test the session valid not ',positive
'todo lazy init for the temp dir only when jsp compiled get temp dir called need create this will avoid the need for the basedir ',positive
'were using shared channel document says its thread safe todo check optimization one channel per thread ',positive
'fixme older spec revisions may still check this ',positive
'connect blocking this operation throws ioexception todo implement this method ',positive
'note hardcoded domain used since this object per serverjvm ',positive
'changes from commonsmodeler use dynamicmbean remove methods not used tomcat and redundantnot very generic must created from the managedbean dont think there were any direct uses but now required some the gratuitous flexibility removed instead this more predictive and strict with the use cases all method and metadata stored managedbean basemodelbmean and managedbean act like object and class setmodelmbean longer called resources not used tomcat caching methods for now operations and setters are not called repeatedly most management use cases getters shouldnt called very frequently either and even they are the overhead getting the method should small compared with other jmx costs rmi etc can add getter cache needed removed unused constructor fields todo clean catalinambeans stop using weird inheritance ',positive
'number tries the number attempts connect the database during this login attempt need open the database this needs rewritten wuth better pooling support the existing code needs signature changes since the prepared statements needs cached with the connections the code below will try twice there sqlexception the connection may try opened again normal conditions including ',positive
'the player that associated with this endpoint and the current room note that this variable only accessed from the room threadbrbr todo currently tomcat uses endpoint instance once however the java doc endpoint says each instance websocket endpoint guaranteed not called more than one thread time per active connection this could mean that after calling onclose the instance could reused for another connection onopen will get called possibly from another threadbr this the case would need variable holder for the variables that are accessed the room thread and read the reference the holder the beginning onopen onmessage onclose methods ensure the room thread always gets the correct instance the variable holder ',positive
'todo could simplified there requirement reject invalid line sep when length ',positive
'tls needs additional handling todo figure out why this necessary and simpler better ',positive
'this method deprecated and for good reason this very risky code but the only option this point very good reason for apps this cleanup themselves ',positive
'class name the generated file without package can only used single file converted xxx need this feature param new value ',positive
'todo should support multiple icon elements ',positive
'hack fix for resolverelativeuri ',positive
'has been added without removing other values optimise ',positive
'todo add support for more efficient bulk operations dont want acquire the lock for every iteration but also want other threads chance interact with the collection especially when count close capacity ',positive
'xxx find the classname the name the mbean the real class suppose first xxx read optional descriptions from properties generated from source xxx deal with constructors param registry the bean registry not used param domain the bean domain not used param realclass the class analyze param type the bean type return managedbean the create mbean ',positive
'fixme accessible methods superinterfaces ',positive
'xxx note this clearly incorrect for many strings but the only consistent approach within the current servlet framework must suffice until servlet output streams properly encode their output high order byte must zero ',positive
'warning jsp attribute escaping java string escaping todo currently allow single unescaped attribute values ',positive
'fixme strange why servletdef boolean and filterdef string ',positive
'workaround for certain files platforms that use ebcdic encoding when they are read through fileinputstream see commit message rev for original details ',positive
'nasty instrument pooledconnection drive time measurement instead hardcoded ',positive
'hack via static since cant pass instance the test ',positive
'remind this method feels too big should rewritten ',positive
'since servlet todo servlet add comments ',positive
'xxx not sure whether the following mbeans should better retrieved demand whether they can change dynamically the mbeanserver ',positive
'checks see there are any writes pending and there are calls link trigger callback once the pending writes have completed note once this method has returned codefalsecode bmust notb called again until the pending write has completed and the callback has been fired todo modify link the above restriction enforced there rather than relying the caller return codetruecode writes are pending and data can written otherwise codefalsecode ',positive
'param servletrequest the servletrequest with which initialise the asynchronous context param servletresponse the servletresponse with which initialise the asynchronous context return todo throws async not supported for this request since servlet todo servlet add comments ',positive
'todo not entirely sure when onerror should called ',positive
'add context programmatic mode default webxml used this means that there jsp support jsp servlet default servlet and web socket support unless explicitly enabled via the programmatic interface there also link processing and annotation processing link added programmatically there will still scanning for link matches api calls equivalent with webxml precode contextparam ctxaddparametername value errorpage errorpage new errorpage epseterrorcode ctxadderrorpageep type pre note you reload the context all your configuration will lost you need reload support consider using lifecyclelistener provide your configuration todo add the rest param contextpath the context mapping use for root context param docbase base directory for the context for static files must exist relative the server home return the deployed context ',positive
'todo servlet add comments param filtername todo return todo throws called from link method link that was not defined webxml file webfragmentxml file nor annotated with link for example link defined tld would not able use this method since servlet ',positive
'indicate whether the session has been idle for longer than its expiration date the supplied time fixme probably belongs the session class param session the session check param timenow the current time check for return codetruecode the session past its expiration ',positive
'proprietary method evaluate expressions xxx this method should away once the interpreter moves out jstl and into its own project for now this necessary because the standard machinery too slow param expression the expression evaluated param expectedtype the expected resulting type param pagecontext the page context param functionmap maps prefix and name method return the result the evaluation throws elexception error occurs during the evaluation ',positive
'fixme removing status pages ',positive
'destroy needs clean the context completely the problem that undoing all the config start and restoring fresh state impossible after should have the same state fresh start was done read modified webxml etc this can only done completely removing the context object and remapping new one cleaning everything xxx should this done stop ',positive
'filter todo should support multiple description elements with language todo should support multiple displayname elements with language todo should support multiple icon elements ',positive
'this not optimal but this not very common shouldnt matter ',positive
'xxx another possible optimization would for lone expressions need pushbody here either ',positive
'todo openssl alpn callback doesnt support failing the handshake with error protocol can negotiated therefore need fail the connection here once this fixed replace the code below with the commented out block ',positive
'fixme should use the signature from opinfo ',positive
'return todo throws called from link method link that was not defined webxml file webfragmentxml file nor annotated with link for example link defined tld would not able use this method since servlet todo servlet add comments ',positive
'read the body quick and dirty ',positive
'fixme exception handling needs similar what the ',positive
'todo figure out good value for this ',positive
'todo servlet add comments param wrappedtype the class compare the class the wrapped response return codetruecode the response wrapped this wrapper series wrappers the same type the supplied type otherwise codefalsecode since servlet ',positive
'implementation sslsupport for apr todo add mechanism figure out how use what already have invalidate the session ',positive
'fixme smarter algorithm lru ',positive
'fixme review lowercase policy ',positive
'note this could more efficient with dedicated mapper method but such implementation would require some refactoring the mapper avoid copypaste existing code ',positive
'note the statistics are volatile ensure the concurrent updates not corrupt them but still possible that some updates may lost the individual statistics may not consistent which each other this deliberate design choice reduce the requirement for synchronization ',positive
'todo review this light http ',positive
'this isnt perfect but reasonable guess for the size the ',positive
'todo servlet add comments since servlet ',positive
'going have have some casts raw types somewhere doing here keeps them all one place there might neater better solution ',positive
'filter out the default watched resources remove standard ones param context the context instance param wresources the raw watched resources list return the filtered watched resources throws exception configuration storing error todo relative watched resources todo absolute handling configfile todo filename case handling for windows todo digester variable substitution catalinabase catalinahome ',positive
'unsupported transfer encoding unimplemented ',positive
'serviceref todo should support multiple description elements with language todo should support multiple displaynames elements with language ',positive
'not threadsafe for this test not for use the real world ',positive
'todo this case possible ',positive
'the only body element for this named attribute node template text need not generate extra call pushbody and popbody maybe can further optimize here getting rid the temporary variable but reality looks like javac does this for ',positive
'listener called dispatch complete this error srv search for error dispatch take local copy avoid threading issues another thread clears this can happen during error handling with noncontainer threads ',positive
'fixme add instance already started ',positive
'todo this operation not thread safe ',positive
'ignored todo perhaps add tracker delete failure list somehow ',positive
'note this hack since nextchar only returns single char safe since does not require special treatment for for literals ',positive
'temporary hack jsp page uses the extends attribute the page directive the jspinit method the generated servlet class will not called only called for those generated servlets that extend httpjspbase the default causing the tag handler pools not initialized and resulting npe the jsp spec needs clarify whether containers can override init and destroy for now just disable tag pooling for pages that use extends ',positive
'test cases but not sure ',positive
'order not important this point checked below ',positive
'todo investigate why this test fails ',positive
'this method deprecated and for good reason this very risky code but the only option this point very good reason for apps this cleanup themselves ',positive
'todo servlet add comments param wrapped the response compare the wrapped response return codetruecode the response wrapped this wrapper series wrappers the same the supplied response otherwise codefalsecode since servlet ',positive
'todo all these ssl getters and setters can removed once longer necessary support the old configuration attributes tomcat ',positive
'not thread safe accept that there may multiple evaluations ',positive
'fixme handle evtgetallsessions later ',positive
'generate real default standardcontext todo read and interpret the default contextxml and contextxmldefault todo cache default standardcontext with reloading strategy todo remove really all elements but detection hard listener valve from same class see ',positive
'not implemented ',positive
'memoryefficient repository for mime headers when the object recycled will keep the allocated headers and all the mimeheaderfield generated for input headers possible use the messagebyte for fields will generated the only garbage generated when using the string for header namesvalues this cant avoided when the servlet calls header methods but easy avoid inside tomcat the goal use only messagebytebased fields and reduce the memory overhead tomcat todo xxx onebuffer parsing for http other protocols dont need that xxx remove unused methods xxx external enumerations with xxx use headername author dacengsuncom author james todd gonzoengsuncom author costin manolache author kevin seguin ',positive
'checks that remainingcapacity allow interrupt idle threads dont see why but this hack allows conform this requirement ',positive
'purely for debug purposes may not complete correct certainly not efficient sure not call this from real code ',positive
'message could not sent this case dont set issendingmessage false because must assume the connection broke and onclose will called dont try send other messages precaution close the session send timeout occurred todo sessionclose blocks while this handler shouldnt block ideally there should some abort method that cancels the connection immediately ',positive
'ucs unusual octet order revisit what should this ',positive
'really need unload the old class but cant that the next best thing which throw away the jsploader new loader will created which will load the new class todo are there inefficiencies between reload and the isoutdated check ',positive
'xxx need more specific about illegal arg ',positive
'this differs from that close not all handlers all loggers but only those that are present our list that because our addlogger method can use handlers from the parent class loaders and closing handlers that the current class loader does not own would not good ',positive
'displayname todo should support multiple with language ',positive
'xxx not sure can eliminate dead codes after this ',positive
'messagedestination todo should support multiple description elements with language todo should support multiple displaynames elements with language ',positive
'the legacy code dating down least tomcat just skipped all mapping work this case that behaviour has risk returning inconsistent result not see valid use case for ',positive
'xxx works only for enc compatible with asciiutf ',positive
'not yet implemented not easily possible implement ',positive
'todo servlet add comments return todo throws called from link method link that was not defined webxml file webfragmentxml file nor annotated with link for example link defined tld would not able use this method since servlet ',positive
'todo servlet add comments param listenerclass todo throws called from link method link that was not defined webxml file webfragmentxml file nor annotated with link for example link defined tld would not able use this method since servlet ',positive
'shouldnt happen but lets play nice ',positive
'xxx could move elsyntax validation here ',positive
'todo configure filter rules from ant rather then system properties ',positive
'many calls ssl methods not check the last error those that check the last error need ensure that any previously ignored error cleared prior the method call else errors may falsely reported todo check last error after every call ssl method and respond appropriately ',positive
'todo servlet add comments param todo param todo return todo throws servletexception todo throws called from link method link that was not defined webxml file webfragmentxml file nor annotated with link for example link defined tld would not able use this method since servlet ',positive
'todo tests for oversized frames better located tests for section ',positive
'todo handle remove also work dir content stop the context first nicer ',positive
'cheap hack return empty hash ',positive
'xxx used only for headers shouldnt stored here ',positive
'utf bigendian bom could turn out ucs revisit what should this ',positive
'todo this case possible see old server impl ',positive
'todo should support multiple description elements with language ',positive
'todo what the connection string contains user password query parameter but that connection string not legal url format ',positive
'not the queue currently being tested for possible eviction attempt borrow the object was made while being tested which removed from the queue should returned the head the queue once eviction testing completes todo consider allocating object and ignoring the result the eviction test ',positive
'fixme add transfer encoding header ',positive
'tomcat requires that the base directory set because the defaults for number other locations such the work directory are derived from the base directory this should the first method called this method not called then tomcat will attempt use these locations the following order liif set the catalinabase system propertyli liif set the catalinahome system propertyli lithe userdir system property the directory where java was run from where directory named tomcatport will created port the value configured via link setportint which defaults not setli the user should ensure that the file permissions for the base directory are appropriate todo disable work dir not needed jsp etc param basedir the tomcat base folder which all others will derived ',positive
'xxx eliminate redundant fields both header and special fields ',positive
'logging credentials could security concern but they are invalid and that probably bigger problem ',positive
'xxx this bit silly but want have start and stop time and duration consistent would better keep start and stop simply the request andor response object and remove time duration from the interface ',positive
'leading zero nonzero octet not valid ambiguous ',positive
'hard coded for now consider making this optional valve level page level ',positive
'this method slightly ugly cest vie you cannot stop ugliness you can only hope contain apologies marv albert regarding ',positive
'the socket write buffer capacity todo this only matters when using tls for nontls connections should possible write the bytebuffer single write ',positive
'note slaurent quite oddly checks that did not understand why but get the intended effect waking idle threads temporarily fake this condition ',positive
'when running the test java one more urls jimage files may returned setting the scanallfiles option callback will generated for these files which turn will mean the number urls and the number call backs will agree and this test will pass there todo standardjarscanner add proper java support ',positive
'since servlet todo servlet add comments ',positive
'todo this class could either extend bytebuffer better bytebuffer inside this way could provide the searchetc bytebuffer helper ',positive
'related dbcp driver manager does not sync loading drivers that use the service provider interface this will cause issues multithreaded environments this hack makes sure the drivers are loaded before dbcp tries use them ',positive
'filter that attempts force webdav clients connecting port use webdav client that actually works other workarounds that might help include lispecifying the port even port when trying connectli licancelling the first authentication dialog box and then trying reconnectli generally each different version the client has different set problems todo update this filter recognise specific clients and apply the appropriate workarounds for that particular client filter this configured webxml like any other filter you usually want map this filter whatever your webdav servlet mapped addition the issues fixed this filter the following issues have also been observed that cannot fixed this filter where possible the filter will add message the logs miniredir version lionly connects port liunknown issue means doesnt workli ',positive
'todo close may block the remote endpoint doesnt read the data eventually there will timeoutexception however this method sendmessage intended run asynchronous code and shouldnt block otherwise would temporarily stop processing messages from other clients maybe call this method another thread note that when this method called the remoteendpointasync still the process sending data there probably should another way abort the websocket connection ideally there should some abort method that cancels the connection immediately ',positive
'the setting iselignored changes the behaviour the parser subtle ways add the fun iselignored can set any file that forms part the translation unit setting file included towards the end the translation unit can change how the parser should have behaved when parsing content the point where iselignored was set arghh previous attempts hack around this have only provided partial solutions now use two passes parse the translation unit the first just parses the directives and the second parses the whole translation unit once know how iselignored has been set todo there are some possible optimisations this process ',positive
'not ideal this will indicate that data available which should trigger read which turn will trigger another ioexception and that one can thrown ',positive
'todo invalid frames for each the remaining states ',positive
'disconnect todo implement this method ',positive
'ucs unusual octet order revisit what should this ',positive
'xxx need generate temporary variable here ',positive
'xxx fixed bug here value used output inline which only okay value not expression also keyvalue pairs for the embed tag were not being generated correctly double check that this now the correct behavior ',positive
'dummy implementation ',positive
'todo servlet add comments param wrappedtype the class compare the class the wrapped request return codetruecode the request wrapped this wrapper series wrappers the same type the supplied type otherwise codefalsecode since servlet ',positive
'create the map hold our stats however todo need improve the eviction selection ',positive
'jasper incorrectly smaps certain nodes giving them outputstartline this can cause fatal error optimizelinesection making impossible for jasper compile the jsp until can fix the underlying ',negative
'enable solinger ensure close only returns when tcp closing handshake completes ',negative
'fallback jspbody char char jspbody jspbody translationerror jspfallback char char jspfallback jspfallback ',negative
'else ',negative
'acknowledge request send status back makes sense response not committed yet and client specified expectation for continue ',negative
'query pchar note query allows everything absolutepath allows plus ',negative
'only delete active keys ',negative
'for includesforwards ',negative
'protocol the second ',negative
'the quote used for the attribute null for scripting expressions ',negative
'now convert those bytes string using utf ',negative
'scan until find the mech types list find anything ',negative
'the context has stopped ',negative
'wrapper mapping ',negative
'not are ready setmessage will reregister for another write interest health check have way verify disconnected socket since dont register for opread waitforackfalse this causes overhead ',negative
'add the header count ',negative
'propertyeditor support ',negative
'prevent from going outside our context ',negative
'note keys must always added both poolmap and poolkeylist the same time while protected keylockwritelock ',negative
'the resource may file directory symlink file directory ',negative
'check against the per key limit ',negative
'contenttype ',negative
'required for both fragments and nonfragments ',negative
'read more data ',negative
'trick convert duration configuration from old new style ',negative
'only finished content length defined and there data remaining ',negative
'wrap all values double quotes ',negative
'skipping spaces ',negative
'trigger call this will pin the system class loader memory but that shouldnt ',negative
'stream window and the connection window ',negative
'process runas annotation which can only servlets ref jsr equivalent the runas element the deployment descriptor ',negative
'utility class hide default constructor ',negative
'base name converted path version ',negative
'back all sessions idle longer than maxidlebackup ',negative
'now increase beyond the limit via settings frame ',negative
'tests for failure when different subdomain used thats not the allowed list origins throws servletexception throws ioexception ',negative
'map the test servlet ',negative
'define the ssl verify levels ',negative
'separator ',negative
'set handle the specified request and response ',negative
'stored credentials are invalid this may expected nested credential handlers are being used ',negative
