@relation 'technicalDebt'

@attribute Text string
@attribute class-att {negative,positive}

@data
'get and invoke the scheduled timeout task ',negative
'standard jca acknowledgemode apparently not supported websphere ',negative
'built support for this ',negative
'remove exposed nestedpath value ',negative
'check nested map list ',negative
'original value not big number use standard long conversion ',negative
'access long array ',negative
'first check factory method return type applicable ',negative
'ignore when transformerfactory implementation available ',negative
'helper methods used the operations above ',negative
'swap back ',negative
'spr ',negative
'note the ordering the initializers intentionally two one ',negative
'the new helper class here uses upper bound the generic ',negative
'should start since its dependency autostarted bean ',negative
'check out bounds ',negative
'there are listeners inherit might need merge the locally declared listeners with the defaults ',negative
'absolutely needs threadbound executor initialize ',negative
'already filtered ',negative
'make themesource aware parent themesource ',negative
'subtraction ',negative
'ignore need check resolvable type for manually registered singleton ',negative
'create local schedulerfactory instance typically stdschedulerfactory ',negative
'get the value from the tag body ',negative
'spr ',negative
'this point got new result process ',negative
'check original locale ',negative
'visit the runtime invisible instruction annotations any ',negative
'initparam set frominitparamxml ',negative
'before construction ',negative
'note are using mock references dont need worry about ',negative
'instead posthandle and aftercompletion ',negative
'delegate webcontentgenerator for checking and preparing ',negative
'inline list creation ',negative
'get the bean again ',negative
'check new theme namelocale ',negative
'the advice declared last has higher precedence ',negative
'first item received writefunction applied and subscribed write publisher fails right after that and before requestn from server ',negative
'determine bean from the beanfactory ',negative
'possible values for the kind field abstract type ',negative
'avoid creation target connection preclose cleanup hibernate session ',negative
'efficiently check whether bean definition exists this factory ',negative
'depending the configured hierarchy modes ',negative
'controllerlocal first ',negative
'the offset the annotationdefault attribute ',negative
'index the next runtime visible type annotation read the ',negative
'implementation lifecycle interface ',negative
'type references ',negative
'spr ',negative
'mark which properties are required ',negative
'spr ',negative
'two captures mean use regexpathelement ',negative
'will compilable ',negative
'possibly tomcat when called too late fall back silent setstatus ',negative
'keep backing the inheritance hierarchy ',negative
'are only validating the request the response mocked out hotelgetid inn ',negative
'match forward slash included ',negative
'readonly not supported sqlexception ignore its just hint anyway ',negative
'should handle shopper beats greetable since class ',negative
'projection ',negative
'webrequest nativewebrequest servletwebrequest ',negative
'cors lookup ',negative
'not modify the session just mark the request accordingly ',negative
'fail were already creating this bean instance were assumably within circular reference ',negative
'this format that cannot parsed new datestring ',negative
'colorsputblack schwarz ',negative
'use defaults ',negative
'mapping default servlet ',negative
'spr ',negative
'plain variant just find default bean ',negative
'can now remove ',negative
'fooiii ',negative
'attribute supported but dont want ',negative
'invoke this filter ',negative
'specified for registry access unfortunately due rmi api limitations this means that need parse the rmi url ourselves and perform straight calls ',negative
'spr classes ',negative
'spr ',negative
'public int return return ',negative
'full slfj spi including location awareness support ',negative
'must not able set enter message with exception placeholder ',negative
'publish event via parent context well ',negative
'route and metadata ',negative
'forwarded the default servlet via ',negative
'add property values based autowire name applicable ',negative
'spr ',negative
'and not expressions ',negative
'try update the attribute again ',negative
'check repackaging needed ',negative
'ensure user configured appropriate pair ',negative
'invoked method threw checked exception must rethrow the client wont see the interceptor ',negative
'default editors for primitive arrays ',negative
'search parent types for method that has same signature bridge ',negative
'fresh call order let resourcebundle its native caching the expense more extensive lookup steps ',negative
'only attribute scanning for public annotations wed run into otherwise and dont want mess with accessibility securitymanager environment ',negative
'this implementation does nothing its not overloaded ',negative
'optimize for mono ',negative
'create the proxy definition ',negative
'valueof invokes the constructor ',negative
'spr ',negative
'reverse the list that can traverse down the hierarchy ',negative
'couldnt determine resource url return null indicate that there appropriate text representation ',negative
'spr ',negative
'spr ',negative
'disable caching for reliable leak detection see ',negative
'interceptor behind regexp advisor ',negative
'true ',negative
'release underlying connection back the connection manager ',negative
'try first time ',negative
'default handleradapters other adapters are found ',negative
'media type from produces attribute ',negative
'registered listeners above but here potentially with additional metadata ',negative
'the arguments should have been converted the box form the required type ',negative
'still startup registration phase ',negative
'put ',negative
'spr ',negative
'jca ',negative
'there couple mappings defined with which can test the path matching lets that ',negative
'first nonbasic decoder cbor protobuf ',negative
'ignore nonexistent default lifecycle methods ',negative
'rationale for the following assertion the field value for the custom rule null when junit sees junit then ignores the null value and later point time spring injects the rule from the applicationcontext and overrides the null field value but thats too late junit never sees the rule supplied spring via dependency injection ',negative
'typically ',negative
'method with changing target ',negative
'ejb api not present simply ignore ',negative
'correct the position for the error before rethrowing ',negative
'consolidate the state scattered these two instances into the canonical instance ',negative
'standard bean validation api ',negative
'next trigger one second because second wildcard ',negative
'see spr serialized events result null source ',negative
'try connect using client ',negative
'normal return value will lead commit ',negative
'explicit cast for compatibility with covariant return type jdk bytebuffer ',negative
'spr ',negative
'nop aconstnull iconstm iconst iconst iconst iconst iconst iconst lconst lconst fconst fconst fconst dconst dconst bipush sipush ldc ldcw ldcw iload lload fload dload aload iload iload iload iload lload lload lload lload fload fload fload fload dload dload dload dload aload aload aload aload iaload laload faload daload aaload baload caload saload istore lstore fstore dstore astore istore istore istore istore lstore lstore lstore lstore fstore fstore fstore fstore dstore dstore dstore dstore astore astore astore astore iastore lastore fastore dastore aastore bastore castore sastore pop pop dup dupx dupx dup dupx dupx swap iadd ladd fadd dadd isub lsub fsub dsub imul lmul fmul dmul idiv ldiv fdiv ddiv irem lrem frem drem ineg lneg fneg dneg ishl lshl ishr lshr iushr lushr iand land ior lor ixor lxor iinc lcmp fcmpl fcmpg dcmpl dcmpg ifeq ifne iflt ifge ifgt ifle ificmpeq ificmpne ificmplt ificmpge ificmpgt ificmple ifacmpeq ifacmpne goto jsr ret tableswitch xaa lookupswitch xab ireturn xac lreturn xad freturn xae dreturn xaf areturn return getstatic putstatic getfield putfield invokevirtual invokespecial invokestatic invokeinterface invokedynamic xba new xbb newarray xbc anewarray xbd arraylength xbe athrow xbf checkcast instanceof monitorenter monitorexit wide multianewarray ifnull ifnonnull gotow jsrw ',negative
'convert the merged properties necessary ',negative
'added brief snooze here seems fix occasional address already use errors ',negative
'request attribute ',negative
'constructor and accessors ',negative
'spr ',negative
'spr ',negative
'need this resolver separate from which implements ',negative
'relative the persistence unit root according the jpa spec ',negative
'the provider may support ondemand cache creation ',negative
'header value sent all ',negative
'httpservletrequest exposes some headers properties should include those not already present ',negative
'try custom editor ',negative
'avoid cancelheartbeat and responselock within server close callback ',negative
'store result local variable order appease the eclipse compiler with regard inferred generics ',negative
'check affects jndi ',negative
'fallback for classloaders without parentchild relationship ',negative
'primarily xml files but for any other extension well ',negative
'',negative
'two events and testevent ',negative
'baseline ',negative
'this will cause creation default sql translator ',negative
'invalid scoped proxy arrangement lets ignore ',negative
'use bind error processor create fielderror ',negative
'otherwise expose nullempty value and associated bindingresult ',negative
'implementation ',negative
'have exactly one match ',negative
'not initialize factorybeans here need leave all regular beans uninitialized let the bean factory postprocessors apply them separate between that implement priorityordered ordered and the rest ',negative
'nevertheless call commit order reset the transaction timeout any ',negative
'value ',negative
'protected template methods ',negative
'set new locale ',negative
'spr ',negative
'unmarshalling ',negative
'not flush the underlying response the content not been copied yet ',negative
'name property value overridden ',negative
'now have properties process each one individually ',negative
'spr ',negative
'errors instance even errors ',negative
'quick check for existing entry concurrenthashmap ',negative
'',negative
'spelexpression expr and hasipaddress ',negative
'invoke method target connection ',negative
'add its successors the list blocks process note that link pushsuccessors does not push basic blocks which are already list here this means either the list blocks process the list already processed blocks this second list ',negative
'specific exception counter example ',negative
'spr ',negative
'division ',negative
'root ',negative
'clear cached merged bean definitions since the postprocessors might have ',negative
'for linux ',negative
'proceed the joinpoint through the interceptor chain ',negative
'literals ',negative
'set jpa version ',negative
'variable ',negative
'target invocation exception ',negative
'should fail with bogus rollback rule ',negative
'intentionally not static ',negative
'tag values for the constant pool entries using the same order the jvms ',negative
'realliteral decimaldigit exponentpart realtypesuffix decimaldigit decimaldigit exponentpart realtypesuffix decimaldigit exponentpart realtypesuffix decimaldigit realtypesuffix fragment integertypesuffix fragment hexdigit abcdefabcdef fragment exponentpart sign decimaldigit sign decimaldigit fragment sign fragment realtypesuffix integerliteral decimaldigit integertypesuffix ',negative
'second request session expires ',negative
'there must async result before dispatching ',negative
'normal path element found ',negative
'not known should known all reasonable cases ',negative
'nested types ',negative
'unknown number subtype best guess double increment ',negative
'this ones for the shared ',negative
'',negative
'test methods superclass ',negative
'bean exists ',negative
'convertedvalue null ',negative
'since ',negative
'and set through setter ',negative
'second invocation for should throw ',negative
'candidate class delegate register additional bean definitions ',negative
'read the maxstack maxlocals and codelength fields ',negative
'spr ',negative
'',negative
'look type and default name ',negative
'could apply dynamically getagesetage but not getname ',negative
'should return the age before the third aopinduced birthday ',negative
'annotation class not resolvable ',negative
'compute the stack size ignoring top types that are just after long double ',negative
'short ',negative
'only check bean definition complete ',negative
'check the set scanned definitions for any further config classes and parse recursively needed ',negative
'spr ',negative
'when the input map push special context object the stack before calling the specified operation this special context object has two fields key and value that refer the map entries key and value and they can referenced the operation aybnvalueykeynull null ',negative
'remove level should also remove levels and leaving only level context the cache but also removing the level hierarchy since all children have been ',negative
'remove duplicate methods possible due resolved bridge methods ',negative
'note could avoid the code duplication between this class and the cglib proxies refactoring invoke into template method however this approach adds least performance overhead versus copypaste solution sacrifice elegance for performance have good test suite ensure that the different proxies behave the same this way can also more easily take advantage minor optimizations each class ',negative
'',negative
'competing write might have completed very quickly ',negative
'first child gives the array type which will either primitive reference type ',negative
'spr ',negative
'fetch async result similar asyncdispatch builder ',negative
'second commit attempt ',negative
'the scope proxy has kicked ',negative
'header not present ',negative
'reset http pragma header present ',negative
'must generate cglib subclass ',negative
'add interceptors ',negative
'test string ',negative
'wont actually anything since were not processing through app ctx ',negative
'target type declared raw enum treat the trimmed value enumfqnfieldname ',negative
'spr ',negative
'take slow path observing unexpected argument types ',negative
'the return value the new value not the original value ',negative
'skip the argument types one each loop iteration ',negative
'spr ',negative
'check this the alternative textual representation operator see ',negative
'just test anything will fail context wasnt found ',negative
'interesting hierarchical factory test counts slow read cache ',negative
'config file doesnt matter just placeholder ',negative
'skip padding bytes ',negative
'name resolve ',negative
'determine autowire mode ',negative
'and dtd support disabled default ',negative
'not allow eager init for type matching case prioritized postprocessor ',negative
'immediate event ',negative
'methods dealing with configuration properties ',negative
'trigger transaction ',negative
'this should always true since were only calling this when active ',negative
'return the last level the context hierarchy ',negative
'stack rightleft ',negative
'ctxsetrootobjectnew managerluke ctxsetvariablead value assertfalsevalue ',negative
'correctly returns false since jmxutils wont navigate the extended interface ',negative
'spr ',negative
'spr ',negative
'register and start immediately ',negative
'should never happen ',negative
'expired retrieve while processing request invalidated ',negative
'zero size array nothing pass the varargs parameter ',negative
'something with object ',negative
'was ',negative
'probably streaming request lets simply ignore ',negative
'create the set field types that may annotated with datetimeformat ',negative
'static factory methods ',negative
'fallback original instance ',negative
'audiobasic audio ',negative
'convert value target type here ',negative
'ignore the first outgoing edge the basic blocks ending with jsr these are virtual edges which lead the instruction just after the jsr and not correspond possible execution path see link visitjumpinsn and link ',negative
'support images buttons which would submit parameters namevaluex ',negative
'attempt populate the cache entry ',negative
'check whether current file size different than original one ',negative
'search for taskscheduler bean ',negative
'skip the targetpath structure ',negative
'prototype new object each call ',negative
'test null assertion ',negative
'parsechecknew int sort ',negative
'check nested map ',negative
'jpa return avoid creation entitymanager ',negative
'use loadfactor disable resize ',negative
'eagerly resolve handler referencing singleton via name ',negative
'possibly bean constraint with property path retrieve the actual property value however explicitly avoid this for address style paths that cant handle ',negative
'immediately trigger the request nooutput scenario well ',negative
'write content type and also length determined via byte array ',negative
'package private accessors ',negative
'copy and reset the nextattribute field that can also used fieldwriter ',negative
'this should happen only once for the implicit first frame which explicitly visited classreader the expandasminsns option used and cant set expandasminsns not used ',negative
'there definitely variant and everything after the country code sans the separator between the country code and the variant ',negative
'xload xstore ',negative
'the best can assume were safe ',negative
'fast default check ',negative
'add end list ',negative
'inner bean definition must receive same scope containing bean ',negative
'should never invoked because isruntime returns false ',negative
'spr ',negative
'the caller convert them through conversionservice ',negative
'early cache initialization startup ',negative
'clocks forward hour doesnt exist cet for this localdatetime ',negative
'readonly attributes ',negative
'iseventhis ',negative
'ask for reresolution next gettheme call ',negative
'probably protocol original jar url like jarcmypathmyjarjar this usually indicates that the jar file resides the file system ',negative
'todo this currently passes because the datestring constructor fallback used ',negative
'any throwable other than runtimeexception and error has considered checked according the jls ',negative
'',negative
'visitlabel starts new basic block except for debug only labels need update the ',negative
'arguments for clonelike method ',negative
'same lenient fallback checking ',negative
'service locator for bean type ',negative
'various ',negative
'does not override handle ',negative
'check deregistration works ',negative
'iii ',negative
'the dummy business method will throw exception the necessary callbacks werent invoked the right order ',negative
'protect from infinite recursion undertow where cant check data available all can try read generally need check just came out readandpublish ',negative
'spr ',negative
'duplicate slash backslash ',negative
'shouldnt affect second ',negative
'continue below ',negative
'skip string charsequencedecoder comes after ',negative
'fall back inputstream adaptation superclass ',negative
'try inputstream resolution for jar resources ',negative
'spr ',negative
'optimization avoid creating classreader for super class ',negative
'note attributename added the constant pool the call below this assumes that there least one nonnull element the annotationwriters subarray which ensured the lazy instantiation this array methodwriter the attributenameindex attributelength and numparameters fields use bytes and each element the array uses bytes for its numannotations field ',negative
'nothing values found all ',negative
'disable writing next item will cached ',negative
'adding cookie should result cookies ',negative
'root still null ',negative
'this resolver not supposed handle the given view return null pass the next resolver the chain ',negative
'check default behaviour overridden ',negative
'there more this token than simply the kind ',negative
'not streaming write headers without committing response ',negative
'spr ',negative
'remove destroyed beans prepared dependency information ',negative
'used only for error reporting ',negative
'verify locals are the same the previous frame ',negative
'more than one operation found local declarations override interfacedeclared ones ',negative
'union with all setters ',negative
'resource object add the result ',negative
'collections ',negative
'the string corresponding the attribute null ',negative
'inner cast required eclipse ide ',negative
'the factory calling the bean method order instantiate and register the bean via getbean call invoke the super implementation the method actually create the bean instance ',negative
'maps ',negative
'',negative
'key foobar ',negative
'last step publish corresponding event ',negative
'',negative
'classic hibernate getflushmode with flushmode return type ',negative
'the user not the factory requesting this bean through call the bean method direct indirect the bean may have already been marked creation certain autowiring scenarios temporarily set the increation status false order avoid exception ',negative
'start the most recent variable capture particular path element ',negative
'encode methods ',negative
'register servletcontext attribute for detect ',negative
'must work with raw map this test ',negative
'separate static class isolate aalto dependency ',negative
'initialize and register staticmessagesource ',negative
'otherwise ignore new imported config class existing nonimported class overrides ',negative
'fields designed for test introspection ',negative
'want fall back the default ',negative
'have another kind throw ',negative
'have been able determine the arg names ',negative
'get late possible minimize the time own the target ',negative
'spr ',negative
'spr ',negative
'convenience methods for sending autoconverted messages ',negative
'force use classgetclassloader ',negative
'cannot access system classloader well maybe the caller can live with null ',negative
'release connection early avoid potential connection pool deadlock the case when the exception translator hasnt been initialized yet ',negative
'varargs null packed into the varargs ',negative
'note the following multiline layout for enhanced code readability ',negative
'spr ',negative
'target connection already held return ',negative
'based purely catchall ',negative
'else ',negative
'leave stack trace for later error not handled ',negative
'smartcontextloader loadcontext ',negative
'equals hashcode and tostring ',negative
'candidate class importselector delegate determine imports ',negative
'allocate the cache constantdynamic values there least one ',negative
'last ',negative
'try the numbers null ',negative
'specific environment settings defined overriding any shared properties ',negative
'autodetect usertransaction its default jndi location ',negative
'rely default pointcut ',negative
'havent had aftercommit call trigger rollback ',negative
'set resourceadapters classloader bean class loader ',negative
'special handling for this target this target annotation spring can optimize since know have exactly this class and there will never matching subclass runtime ',negative
'fetch rmi registry expose ',negative
'evaluate dynamic method matcher here static part will already have been evaluated and found match ',negative
'hibernate querylist method ',negative
'get here otherproxy the other aopproxy ',negative
'spr ',negative
'either there was accessor longer exists ',negative
'serialization methods ',negative
'fallback return empty sqlerrorcodes instance ',negative
'logging related ',negative
'extension receivers are not explicitly named but require name for java interoperability receiver not valid kotlin identifier but valid java can used here ',negative
'throw these two exceptions besides ',negative
'check reference beyond end collection ',negative
'including json ',negative
'match ',negative
'just tests that the singleton scriptbacked bean able instantiated with references its collaborators ',negative
'spr ',negative
'here labelframe should null ',negative
'recovery during active operation ',negative
'invoke constructor ',negative
'rowset navigation methods ',negative
'following methods are used test support for primitives ',negative
'allow getters and setters marked operations directly ',negative
'assumably from commit call the underlying jdbc connection ',negative
'problem occurred whilst attempting construct object type using arguments javalanginteger ',negative
'depends age name and spouse testbean ',negative
'methodargs lparen argument comma argument comma rparen ',negative
'spr ',negative
'try any registered prefixes before giving ',negative
'assertequals confgetinvocations ',negative
'url treat file path ',negative
'ensure the custom environment took ',negative
'httpservletrequest required for all further argument types ',negative
'dont have exact type but bean definition target type the factory ',negative
'',negative
'safe same class can loaded from given classloader ',negative
'now sort out the final argument which the varargs one before entering this method ',negative
'value type adaptation also covering javautiloptional ',negative
'participating larger transaction ',negative
'repeat few times just sure ',negative
'check definition settings for new transaction ',negative
'note would actually expect that there are now zero entries the person table since the transaction rolled back the framework however since our jdbctemplate and the transaction manager used the spring testcontext framework use two different datasource instances our insert statements were executed transactions that are not controlled the test framework consequently there was rollback for the two insert statements ',negative
'make sure that the cache resolver initialized exception cache resolver only required the exceptioncachename attribute set operation ',negative
'the offset the modulepackages attribute ',negative
'unexpected exception from external delegation call close entitymanager and rethrow ',negative
'fix point algorithm add the first basic block list blocks process blocks whose stack map frame has changed and while there are blocks process remove one from the list and update the stack map frames its successor blocks the control flow graph which might change them which case these blocks must processed too and are thus added the list blocks process also compute the maximum stack size the method ',negative
'set arguments does nothing there are parameters ',negative
'check that lookup methods exist and determine their overloaded status ',negative
'note fields are ordered the classfile structure and those related attributes are ordered section the jvms ',negative
'local variables are variable scopes which come and during evaluation normal variables are accessible through the evaluation context ',negative
'can only generate bytecode where the right operand direct type reference not indirect for example when right operand variable reference ',negative
'give trying compile when just doesnt seem possible ',negative
'massage return value necessary ',negative
'was not available ',negative
'rollback ',negative
'hessian call for some reason not handled hessianservlet ',negative
'call two methods test for sprlike condition ',negative
'explicit access via buffer base type for compatibility with covariant return type jdk bytebuffer ',negative
'normal case uri contains context path ',negative
'set request attribute fallback theme and remove cookie ',negative
'see ',negative
'direct the target using the fixed chain for that method ',negative
'varargs conversion ',negative
'copy request headers they might pooled and recycled the server implementation once the handshake http exchange done ',negative
'xsd well xsd ',negative
'multipurpose return value types ',negative
'lazy scheduled tasks are contradiction terms force false ',negative
'take this close match there isnt one already ',negative
'logged info level quartz ',negative
'assumes overloading test methods ',negative
'use default nearlowest precedence still allowing for even lower precedence other mappings ',negative
'destroymethod ',negative
'wrap the factory implementing all its interfaces this allows interception createentitymanager methods return applicationmanaged entitymanager proxy that automatically joins existing transactions ',negative
'lazy invocation the target method the provided type ',negative
'todo spr enable test cases true cglib proxy false ',negative
'create new for the given beanfactory ',negative
'but xxx will bad grammar picked the fallback sqlstate translator ',negative
'spr comments ',negative
'could check canencode but were probably last order anyway ',negative
'ensure have least some registering ',negative
'spr ',negative
'set the new value ',negative
'value false ',negative
'spr ',negative
'index the next runtime invisible type annotation read the ',negative
'first item received writefunction applied and subscribed writefunction fails flush status and headers before requestn from server ',negative
'make messagesource aware parent messagesource ',negative
'attach any proxy target class metadata ',negative
'general convenience methods for working with strings ',negative
'findannotation does search interfaces ',negative
'load level ',negative
'endif designates the instruction just after gotow and visited part the ',negative
'merged annotation chooses lowest depth ',negative
'corresponding qualifier bean implementation class for custom user types ',negative
'proceed with file system resolution ',negative
'spr ',negative
'ensure have least one handlermapping registering ',negative
'annotations used tested elements ',negative
'current invocation ',negative
'varargs ',negative
'passing intsub call foointegersuper requires boxing conversion argument zero ',negative
'spr ',negative
'return early and rangestartrangeend dont intersect ',negative
'the method may interface but need attributes from the target class ',negative
'cut off latest possible point ',negative
'get here were supposed shut down ',negative
'unsupported operations ',negative
'spr ',negative
'load level ',negative
'cachemanager given fetch the default ',negative
'enforce comment prefix aliases within the global sqlconfig ',negative
'spring style ',negative
'the content these attributes ',negative
'spr ',negative
'contextloader ',negative
'will work for transactional and nontransactional connections ',negative
'default handlermapping other mappings are found ',negative
'end meaningful data ',negative
'the invoker wraps any throwable throwablewrapper instance can just make sure that one bubbles the stack ',negative
'should not fail ',negative
'all need converting strings ',negative
'',negative
'static method one parameter reference type ',negative
'nothing the stack but something needed ',negative
'order decoders may significant for default data mimetype selection ',negative
'spr ',negative
'separate between beanpostprocessors that implement priorityordered ',negative
'always false but left operand code always driven case had side effects ',negative
'config file doesnt matter just placeholder ',negative
'finally register the composite component ',negative
'check that logger survived deserialization ',negative
'expanding the asm specific instructions can introduce finsert frames even the method does not currently have any frame these inserted frames must computed simulating the effect the bytecode instructions one one starting from the implicit first frame for this methodwriter needs know maxlocals before the first instruction visited ensure this visit the implicit first frame here passing only maxlocals the rest computed methodwriter ',negative
'spr ',negative
'rely singleton semantics provided the factory ',negative
'spr ',negative
'framedecoder does not apply retain here since handle expects ',negative
'elvis has left the building ',negative
'websphere ',negative
'unadvised calls static targets that cannot return this ',negative
'the children might further lists they are not constants this situation not call back into generatecode because will register another clinit adder instead directly build the list here ',negative
'dynamic resizes and fill with the classfile content ',negative
'static bean methods have constraints validate return immediately ',negative
'expose requestcontext instance for spring macros ',negative
'spr ',negative
'signature attributes always use bytes ',negative
'maintainers note changes made here should also made ',negative
'the size bytes use when allocating the next byte ',negative
'need touch the mbean proxy ',negative
'nested transaction through nested begin and commitrollback calls usually only for jta spring synchronization might get activated here case preexisting jta transaction ',negative
'ignore exception close ',negative
