'windows jdk workaround ',positive
'this listener priority thing bad hack ',positive
'this doesnt look pretty and mode line should probably split into seperate componentsstrings ',positive
'this stupid and misleading but path not used anywhere except the above line and this done after the continue then will either hang forced duplicate inside the buffer null add finally clause you decide which ones worse ',positive
'workaround for hang match was zerowidth not sure there better way handle this ',positive
'windows paths the form list the last working directory that drive list the root the drive you must use however the vfs browser and friends strip off trailing path separators for various reasons work around that add drive letter paths windows ',positive
'unix set permissions port file that broken unices which give everyone read access user home dirs people cant see your port file and hence send arbitriary beanshell code your way nasty ',positive
'this should only called with fully loaded action set ',positive
'broken eclipse workaround febuary ',positive
'notes this broken finds public but less specific methods over nonpublic but more specific ones this method needs rewritten eliminate should implement the that uses the publiconly flag should also operate two passes give standard java assignable matches priority over extended bsh type matches ',positive
'xxx this should not hardcoded ',positive
'interval operator reintervals renobkbraces reintervals renobkbraces open question what proper interpretation start string ',positive
'xxx does this really belong here ',positive
'need save every possible point but the number clone invocations here really killer for performance nonstingy repeat operators open suggestions ',positive
'note this should really just throw need change related signatures and code ',positive
'split the methods into constructors and regular method lists ',positive
'need add static block here ',positive
'output stream that compresses into the bzip format without the file header chars into another stream todo update bzip author liddlea ',positive
'parse the xml declaration pre xmldecl ltxml versioninfo encodingdecl sddecl versioninfo version sddecl standalone yes standalone yes encodingdecl encoding qencoding pre are also significant pthe codeltxmlcode and whitespace have already been read ptodo validate value standalone see parsetextdecl see checkencoding ',positive
'implement the recursion for getclassimpl ',positive
'need some format checking here ',positive
'need calculate this just fudging here for now ',positive
'todo also check reganchorindex anchor ',positive
'skip header bytes maybe should check theyre valid not ',positive
'debug utils are static that they are reachable code that doesnt necessarily have interpreter reference tracing utils the future may want allow debugtrace turned per interpreter basis which case well need use the parent reference some way determine the scope the command that turns off ',positive
'parse elementcontent model elements choice seq cps choice ctokplus ctoks ctokplus cps cps ctoks cps cps seq stoks stoks stoks cps cps note the opening and have already been read todo over parameter entity boundaries more carefully ',positive
'this convention may change ',positive
'parse the attribute type atttype stringtype tokenizedtype enumeratedtype stringtype cdata tokenizedtype idref idrefs entity entities nmtoken nmtokens enumeratedtype notationtype enumeration todo validate the type ',positive
'todo test that surrogate value legal ',positive
'getname test with ',positive
'todo the literal here should test against retokennewline which unfortunately may more than single character ',positive
'constructor ',negative
'getrate method ',negative
'writemarkers method ',negative
'instance variables ',negative
'private members ',negative
'addnotify method ',negative
'foldlevelchanged method ',negative
'this will result slight speed since dont need read the dtd anyway aelfred nonvalidating ',negative
'startelement method ',negative
'createtoc method ',negative
'selectionhandler class ',negative
'ensures that active view saved last created last next load front next load ',negative
'memorystatus class ',negative
'writestringarray method ',negative
'nexttip method ',negative
'create the buttons ',negative
'contentremoved method ',negative
'installbutton class ',negative
'undo method ',negative
'cant the backward scan start ',negative
'create new hashtable necessary ',negative
'getname method ',negative
'lineelement constructor ',negative
'save method ',negative
'try super import available note this last allow explicitly imported classes and packages take priority this method will also throw error indicating ambiguity exists ',negative
'clear method ',negative
'begin static members ',negative
'bgenjjtree returnstatement ',negative
'arbitrary flag ',negative
'leave buffer consistent state error occurs ',negative
'the code above builds indexed suffix array but shift indexed ignoring the original element ',negative
'addkeybinding method ',negative
'load method ',negative
'setting typed variable always local operation ',negative
'bufferopened method ',negative
'contentinserted method ',negative
'isexpanded method ',negative
'loadtoolbutton method ',negative
'setlineendoffset method ',negative
'return type class ',negative
'index zptr original string after sorting ',negative
'updatemodel method ',negative
'used for the stringreplace and beanshell replace radio buttons that the user can press tab from the find field the replace field one ',negative
'hashcode method ',negative
'file begins with utfy signature discard the signature and read the remainder utf ',negative
'method ',negative
'use contentundeclared avoid overwriting existing element declaration ',negative
'method ',negative
'dont overstrike were the end the line ',negative
'hidelibrariesbutton class ',negative
'registerfoldhandler method ',negative
'getlastview method ',negative
'keywordmap constructor ',negative
'change import precedence are class bodyinstance ',negative
'getfoldhandlers method ',negative
'physdown method scroll down physical line amount ',negative
'default implementation subclasses can extend this ',negative
'null from type corresponds type primitivenull assign any object type ',negative
'method ',negative
'statical import fields from the interface that code inside can refer the fields directly height ',negative
'setbounds method ',negative
'read the external identifiers ',negative
'stop method ',negative
'point return statement point had one else was implicit return whats the case here ',negative
'geticon method ',negative
'dockingoptionpane constructor ',negative
'setexpansion method ',negative
'createeditpane method ',negative
'start method ',negative
'repaint the gutter that the border color reflects the focus state ',negative
'invoke method ',negative
'systemerrprintlnx overflow ',negative
'inner classes ',negative
'non word character selection behavior ',negative
'onlystatic ',negative
'evaluate block two passes first class declarations then everything else ',negative
'actionhandler class ',negative
'animatedicon constructor ',negative
'completeword command needs list all nonalphanumeric characters used keyword map ',negative
'end constructors ',negative
'structure highlight ',negative
'end instance data ',negative
'were removing from the first visible after the last visible ',negative
'static initializer ',negative
'the vfs browser has what you might call design flaw doesnt update properly unless the vfs update for parent arrives before any updates for the children sorting the list alphanumerically guarantees this ',negative
'getexpansion method ',negative
'statusbaroptionpane constructor ',negative
'createinputstream method ',negative
'temp true hide search bar after user done with ',negative
'gutterborderwidth new gutterborderwidth ',negative
'foldhandler constructor ',negative
'unwrap any primitives ',negative
'wrapper primitive convert value primitive and checkcast ',negative
'getfoldmodes method ',negative
'method ',negative
'buttonlayout class ',negative
'stylerenderer constructor ',negative
'method ',negative
'onlystatic ',negative
'setvalueat method ',negative
'buttoncellrenderer class ',negative
'getabbrevfield method ',negative
'foldhandlerchanged method ',negative
'xtoscreenlineoffset method ',negative
'getfield method ',negative
'method ',negative
'runscript method ',negative
'getselection method ',negative
'expand those that are nonempty and remove those that are empty ',negative
'field try property acces ',negative
'word boundary means inputindex was word character and inputindex not inputindex word character and inputindex was not the string one two three these positions match one two three current character letter digit previous character letter digit ',negative
'need this public not protected ',negative
'start not skip tokennull ',negative
'not field try property access ',negative
'empty drive not reported file ',negative
'redraw the whole table because second shortcut might have changed too ',negative
'set the method parameters the local namespace ',negative
'needs this simplify its code ',negative
'undone when file lets get the username use ',negative
'method ',negative
'primitive wrapper type ',negative
'how much occurrence the title worth ',negative
'setrate method ',negative
'getcolumnname method ',negative
'seticon method ',negative
'getcompletions method ',negative
'updateenabled method ',negative
'actionbar constructor ',negative
'modeproperties class ',negative
'gotoactionbar method ',negative
'bind any port localhost accept simultaneous connection attempts before rejecting connections ',negative
'getframes method ',negative
'getcursor method ',negative
'only allow legal java assignment unless were cast operation ',negative
'complete method ',negative
'removeposition method ',negative
'completionpopup class ',negative
'getmenuname method ',negative
'ishorizontallayout method ',negative
'alias ',negative
'because its preferred size can quite wide dont want make the browser way too big set the preferred width ',negative
'figure out what were reading from ',negative
'closeview method ',negative
'only add the plugins branch there are optionpanes ',negative
'exit does editor event save ',negative
'getcode method ',negative
'bshsystem ',negative
'enhancedmenu constructor ',negative
'loadmodecatalog method ',negative
'thanks sreenivasa viswanadha for suggesting how get rid expensive lookahead here ',negative
'only one clean untitled buffer open replace ',negative
'the caret collapsed fold collapse the parent fold ',negative
'site properties are loaded default properties overwriting jedits system properties ',negative
'maintain backwards compatibility ',negative
'this vfs has extended attribute which not the list add the end with ref count ',negative
'update method ',negative
'packageprivate members ',negative
'the first subfold used ',negative
'copy indexes copy sizes instructions resized future offset jump instruction ',negative
'equals not explicitly defined must override the default implemented the this object protocol for scripted object support xthis equals must test for equality with the generated proxy object not the scripted bsh this object otherwise callers from outside java will not see the proxy object equal itself ',negative
'set rename false file selected ',negative
'addcurrenttohistory method ',negative
'enhancedmenu has reference editbusstub but not the other way around when the enhancedmenu being garbage collected its finalize method removes the editbusstub from the edit bus ',negative
'tipoftheday constructor ',negative
'fontrendercontext frc new fontrendercontext nullfalsefalse rectangled bounds getfont dimension dim new intboundsgetheight setpreferredsizedim setmaximumsizedim ',negative
'method ',negative
'getfoldlevel method ',negative
'init the callstack ',negative
'bshcwd ',negative
'references may allowed ',negative
'actionperformed method ',negative
'dont want show bytes for size etc ',negative
'private members ',negative
'ends current block with many new successors ',negative
'evaluate finally block ',negative
'bshclassmanager ',negative
'look for scripted class object ',negative
'applets cant see sys props ',negative
'gotoprevmarker method ',negative
'bshinteractive ',negative
'adds new insert entry the allindexes and allsizes arrays ',negative
'still need call the status check even the option off that the write protection updated changes disk ',negative
'cancel method ',negative
'case already initialized uninitialize ',negative
'changedupdate method ',negative
'install instance this method the namespace see notes bshmethod ',negative
'this helps little ',negative
'iterate niters times improve the tables ',negative
'keyhandler class ',negative
'constants for input ',negative
'try sync the console ',negative
'dont generate private constructors ',negative
'setmodel method ',negative
'symbol ',negative
'documenthandler class ',negative
'helpindex constructor public helpindexstring filelistpath string wordindexpath this ',negative
'actiontextfield class ',negative
'read the value normalizing whitespace not cdata ',negative
'insertupdate method ',negative
'older jedit versions used doctype catalog which incorrect since the doctype must the name the root element which modes ',negative
'getwrappeddimension method ',negative
'component that will parent any dialog boxes ',negative
'istoolsjaravailable method ',negative
'init method ',negative
'gettooltiplocation method ',negative
'never called ',negative
'completeword constructor ',negative
'markfollowing ',negative
'closedialog constructor ',negative
'set non proxy hosts list ',negative
'ucs must begin with xml ucs unusual ',negative
'max line length ',negative
'selectlinerange constructor ',negative
'jump offset gotow newoffset now computed from start gotow ',negative
'bshhelp ',negative
'fontselectordialog constructor ',negative
'reload the fold handler doesnt change but still need recollapse folds dont this initial fold handler creation ',negative
'getdockable method ',negative
'loadsystemprops method ',negative
'show tip the day ',negative
'loaduserprops method ',negative
'bsh ',negative
'oneormore repeat operator depending rebkplusqm not available relimitedops set ',negative
'end abstractoptionpane implementation ',negative
'computes the stack size variation order not recompute several times this variation for the same item use the intval field this item store this variation once has been computed more precisely this intval field stores the sizes the arguments and the return value corresponding desc ',negative
'listhandler class ',negative
'begin beanshell modification made conditional debug ',negative
'minimumlayoutsize method ',negative
'closebuffer method ',negative
'its not the class hash and not marked nonexistent try loading from the classpath ',negative
'geticonheight method ',negative
'thisassemlen numtowrite thisrecordbuflength ',negative
'create copy this dockable window and float ',negative
'perform cast cast check assignability check param totype the class type the cast result which may include primitive types bytetype totype may null indicate loose type assignment which matches any fromtype param fromtype the class type the value cast including java primitive type classes for primitives fromtype should null indicate that the fromvalue would primitivenull param fromvalue object bshprimitive primitive value including primitivenull primitivevoid param checkonly checkonly true then fromvalue must null fromtype checked for the cast totype checkonly false then fromvalue must nonnull primitivenull and the actual cast performed throws utilevalerror invalid assignment when operation assignment throws utiltargeterror wrapping classcastexception cast error when operation cast param operation typescast typesassignment see primitivegettype ',negative
'fixes the hang that can occur save new filename which requires resorting ',negative
'completeword method ',negative
'complete the big bucket quicksorting any unsorted small buckets hopefully previous pointerscanning phases have already completed many the small buckets dont have sort them all ',negative
'try imported packages import foobar reverse order import give later imports precedence ',negative
'dispose method ',negative
'throw new evalerror sourced file sourcefileinfo parser error egetmessage debug node callstack ',negative
'the last key was numeric keypad key and numlock off filter out ',negative
'buffer management methods ',negative
'addkeybinding method ',negative
'only complete current buffers keyword map ',negative
'pick screen with largest intersection ',negative
'isselected method ',negative
'threadprogress constructor ',negative
'get properties ',negative
'that findwordend doesnt pick the space the start ',negative
'updatemiscstatus method ',negative
'show popup ',negative
'scan from selection end failed scan from start selection ',negative
'build list unique words all visible buffers ',negative
'gettooltiptext method ',negative
'method ',negative
'these jcomponent methods provide the appropriate points subscribe and unsubscribe this object the editbus ',negative
'there only one competion insert buffer ',negative
'method ',negative
'check for match start line ',negative
'buffers for decoded but unparsed character input ',negative
'fields for the control flow graph analysis algorithm used compute the maximum stack size control flow graph contains one node per basic block and one edge per jump from one basic block another each node each basic block represented the label object that corresponds the first instruction this basic block each node also stores the list successors the graph linked list edge objects ',negative
'loop through all lines current buffer ',negative
'word character ',negative
'try find matching keywords ',negative
'method ',negative
'reinit the callstack ',negative
'this one seems confuse newbies endlessly log notice not error ',negative
'completion class ',negative
'insertselected method ',negative
'note want methods declared inside blocks accessible via thismethodname inside the block could handle here special case see also special handling for blocknamespace case they currently work via the direct name methodname ',negative
'callstack callstack ',negative
'end literal ',negative
'rotatedtexticon class ',negative
'createfieldpanel method ',negative
'statusupdate method ',negative
'find some other character that follows not windows file and probably mac file ',negative
'begin source and eval ',negative
'pass compute preferred row heights column widths ',negative
'break out inner for loop check next char handle end markfollowing ',negative
'check for explicit return value from void method type the node the return statement ',negative
'contentinserted method ',negative
'allocate the array store the initializers description the array the other dimensions default zero and are assigned when the values are set ',negative
'construct beanshell snippet instead invoking directly that user can record property changes macros ',negative
'setting the message null causes the status bar check recording progress ',negative
'opcode current instruction bytes added after this instruction ',negative
'check for surrogates xxxx yyyyyyyy zzzzzzzz xxxxyyyyyy yyzzzzzzzz ',negative
'collapse all nodes suggested user mailing list ',negative
'attempting expand nonword char ',negative
'there arent enough repeats then fail ',negative
'switch namespace and special var visibility ',negative
'attributes ',negative
'evaluate the instance portion the block evaluate the initializer block ',negative
'update line info and line context arrays ',negative
'generate code call classgeneratorutil get our switch index and give args ',negative
'add all items current doables array ',negative
'these are respectively the first and last tokens our linked list there only one token firsttoken lasttoken ',negative
'returns the node the top the stack and remove from the stack ',negative
'runtemporarymacro method ',negative
'updates current and max stack sizes only opcode new stack size variation for anewarray checkcast instanceof ',negative
'case classwriterfield case classwritermeth case classwriterimeth ',negative
'doesnt exist then just the next best thing ',negative
'systemerrprintlny offsety offsety sizeheight sizeheight winheight wingetheight ',negative
'not settings directory jedit home directory need reload anything ',negative
'number subexpressions this token ',negative
'getfiles method ',negative
'the current xml handler interface ',negative
'dont show splash screen there file named nosplash the settings directory ',negative
'generate the code implementing the alternate constructor switch ',negative
'getprevvisibleline method ',negative
'savesettings method ',negative
'setmessageandclear method ',negative
'removemarker method ',negative
'preferredlayoutsize method ',negative
'textareadialog constructor ',negative
'directory selected create new dir there file selected create new dir inside its parent ',negative
'for example the current fileset directory will find the next match within that fileset this can annoying you have just done incremental search and want the next occurrence the current buffer ',negative
'coming out background mode views open buffers open args empty ',negative
'isstatic ',negative
'replaces goto with gotow jsr with jsrw and ifxxx with ifnotxxx gotow where ifnotxxx the opposite opcode ifxxx ifne for ifeq and where designates the instruction just after the gotow ',negative
'avoid data loss only this the above completed successfully ',negative
'tablecolumn col colsetminwidth colsetmaxwidth ',negative
'because this method called for every vfs update dont want scan the tree all the time use the following algorithm determine the path might part the tree the path starts with the browsers current directory the tree scan the browsers directory favorites have the tree scan every path can appear under the favorites list the browsers directory roots and path the local filesystem tree scan ',negative
'saveuserprops method ',negative
'fromvalue ',negative
'setframes method ',negative
'loadpluginprops method ',negative
'compute mtf values for the selectors ',negative
'number characters buf array inputstreamread doesnt always fill the array the file size not multiple iobufsize gzipped file etc ',negative
'windowtablemodel class ',negative
'setmessagecomponent method ',negative
'removeupdate method ',negative
'updatecaretstatus method ',negative
'workthreadlistener implementation ',negative
'primitive not null void objectclass type ',negative
'terminate ',negative
'getactionnames method ',negative
'dont obscure existing message ',negative
'boolean ',negative
'view closed the meantime ',negative
'general case performe the instanceof based assignability ',negative
'findwordend method ',negative
'can happen when switching buffers sometimes ',negative
'for backwards compatibility ',negative
'setmessage method ',negative
'the interpretation ambiguous name context sensitive disallow generic eval ',negative
'begin beanshell modification moved body overloaded getmessage ',negative
'updates max locals only stack change ',negative
'method ',negative
'resolves previous forward references label any ',negative
'end beanshell modification override error methods and tostring ',negative
'packageprivate for speed ',negative
'createposition method ',negative
'contains method ',negative
'componentresized method ',negative
'here catch any evalerror from the interpreter because are using tool load the command not part the execution path ',negative
