@relation 'technicalDebt'

@attribute Text string
@attribute class-att {negative,positive}

@data
'zxids should always order for write requests ',negative
'indicates that reconfig just committed ',negative
'start new instance ',negative
'check that all clients connect properly ',negative
'preallocsize positive and are within the known end the file calculate new file size ',negative
'determine client principal from subject ',negative
'superuser use java system property for password available ',negative
'',negative
'consider error ',negative
'good wanted see that lets make sure ran out time ',negative
'create transactions create the snapshot with createdelete pattern ',negative
'construct concurrenthashset using concurrenthashmap ',negative
'tstart ',negative
'should not happen because check for ipv address above ',negative
'lets make sure that hit the code that ran the real assertion above ',negative
'together like testnextgoesround ',negative
'the synchronized block here for two purpose synchronize with the final cleanup sendthreadrun avoid race synchronized against each packet closesession packet added ',negative
'modprinc maxlife mins principal kadmin ',negative
'got results ',negative
'verify super with correct pass success ',negative
'cool this what want ',negative
'continuation ',negative
'node must started first before quorum formed trigger the attempted invalid connection ',negative
'initialize with null vote ',negative
'send back the ping with our session data ',negative
'send diff and forward any packet starting ',negative
'zookeeper can block for long periods time must call outside the node lock call treeserialize which calls our modified writerecord method that blocks until can verify that separate thread can lock the datanode currently being written that does not hold the datanode lock while calling ',negative
'check see this user the user password database ',negative
'during the tests run with prealloc the logs windows systems prealloc was seen take seconds resulting test assertfailure client timeout first session set env and directly order handle static initgc issues ',negative
'start two servers form quorum client should detect this and ',negative
'dont have option specified just delete whole quota node ',negative
'return true one the following three cases hold new epoch higher new epoch the same current epoch but new zxid higher new epoch the same current epoch new zxid the same current zxid but server higher ',negative
'need get the pid number the process first ',negative
'propose update ',negative
'delete the leaves first and eventually get rid the root delete all versions the node with ',negative
'child channels options ',negative
'lets find the leader and kill everything else have few ',negative
'prior zookeeper attempting pad association with the second transaction will corrupt the first ',negative
'ensure late arrivals ',negative
'count down avoid infinite blocking call due this latch any ',negative
'ignoring the interrupt ',negative
'upgrade peer with and ',negative
'propagated the other servers the ensemble ',negative
'property set but with white spaces ',negative
'generate old config string ',negative
'authentication exchange has completed ',negative
'server ',negative
'create readonly server but dont start immediately ',negative
'each multiop must have the same zxid ',negative
'write protocol this previously caused npe quorumcnxmanager ',negative
'lists what threads havent joined thread doesnt join hasnt decided upon leader yet can happen that peer slow disconnected and can take longer nominate and connect the current leader ',negative
'for zookeeper verify that possible join ensemble with inconsistent election round information ',negative
'local session not enabled used our local session throw sessions expires ',negative
'things needed for waitforepochack run usually leaderlead but were not running leader here ',negative
'same configs and they should equal the config get from quorumpeer ',negative
'start sending packets ',negative
'before create otw race ',negative
'determined whether are currently throttled not ',negative
'does start with ipv literal ',negative
'expiring the session ',negative
'dont call setup dont want reassign portsdirs etc ',negative
'the thread the the grace period interrupt come out waiting ',negative
'and close connection ',negative
'verify auth ',negative
'expected ',negative
'shut the leader down ',negative
'milliseconds socket should connectread within this period otherwise ',negative
'logwarnproposed leader proposedleader ',negative
'when comes this point guarantees that later queued packet outgoingqueue will notified death ',negative
'get leader ',negative
'verify that have least nummessages snapcount txnlog ',negative
'standalone starts with epoch while quorum starts with ',negative
'try obtain challenge only does not have one yet ',negative
'nonjavadoc see ',negative
'now were adding back participant and everything should work ',negative
'handle race condition where node listed but gets deleted before can queried ignore ',negative
'load the epochs ',negative
'resolve call keeps the size provider ',negative
'returns the string that maps this stat tracking ',negative
'the tests below strict server means unifiedserversocket that does not allow plaintext connections other words its sslonly non strict server means unifiedserversocket that allows both plaintext and ssl incoming connections ',negative
'get notified about possibly missed events reload the key store trust store just sure ',negative
'nop ',negative
'modify servers client port ',negative
'receive challenge and store somewhere else ',negative
'test that the path string validated ',negative
'set the margin ',negative
'inject network problem one the follower ',negative
'this the auth have expand the authenticated ids the requestor ',negative
'processresult used clientcnxns sendthread respond data contains the zookeeper servers sasl token ctx the zookeepersaslclient object use this objects respondtoserver method reply the zookeeper servers sasl token ',negative
'now just start watching the assignments directory ',negative
'try delete now have done with the created file why wait for deleteonexit deletion ',negative
'leadernewleader ',negative
'check the node exist previous leader but not others ',negative
'start with the initlimit once the ack processed learnerhandler switch the synclimit ',negative
'watcher function doesnt exists for the specified params ',negative
'see zookeeper for more details ',negative
'divide the new servers into oldservers that were the previous list ',negative
'higher ',negative
'eventwatch simple immutable type all need make sure can create all possible combinations values ',negative
'kill anything that was removed for the children ',negative
'let the notifications timeout ',negative
'success ',negative
'test that all servers have ',negative
'force leader use snapshot sync with follower ',negative
'quorum new config ',negative
'reconfiguration multiple other operations may ready committed since operations wait for different sets acks currently only permit one outstanding reconfiguration time such that the reconfiguration and subsequent outstanding ops proposed while the reconfig pending all wait for quorum old and new config its not possible get enough acks for operation without getting enough acks for preceding ops but the future multiple concurrent reconfigs are allowed this can happen and then need check whether some pending ops may already have enough acks and can committed which what this code does ',negative
'loginfodefaulting majority quorums ',negative
'when increment ',negative
'check shutdown doio closed this connection ',negative
'verify tree deleted ',negative
'used clientcnxn know whether emit saslrelated event either authfailed saslauthenticated ',negative
'send snap ',negative
'there isnt any version associated with the filename the default version ',negative
'and the stat and quota nodes ',negative
'followers its view ',negative
'verify that joiner has uptodate config including all four servers ',negative
'you update the configuration parameters sure update the conf letter word ',negative
'ignore cant find the path will output instead ',negative
'assert that commands are getting forwarded correctly ',negative
'disabled ',negative
'only previously existing records need rolled back ',negative
'nonjavadoc see gettitle ',negative
'number machines becomes smaller server the new cluster ',negative
'just put the description ',negative
'cleanup path watchlist ',negative
'test that when asking for more snaps than created still only get snaps ',negative
'only include votes from machines that heard from ',negative
'integer representation value ',negative
'day ',negative
'make sure different leader was elected ',negative
'populate digestmd user password map with jaas configuration entries from the quorumserver section usernames are distinguished from other options prefixing the username with user prefix ',negative
'hostclientport appending clientport ',negative
'this attempt ensure that not all the servers the ensemble take snapshot the same time ',negative
'since this already committed proposal need follow ',negative
'required for compilation from ',negative
'mapping from peer thread number ',negative
'eof reached ',negative
'not directory ',negative
'dont expect get the same stats for different creates ',negative
'when reset ',negative
'clientinitiated renegotiation tls unsafe and allows mitm attacks should disable unless was explicitly enabled the user brief summary the issue can found ',negative
'make space for length ',negative
'peer has zxid txnlog range ',negative
'check watches ',negative
'element could removed poll ',negative
'that rather innocuous ',negative
'log warning message txn comes outoforder ',negative
'reset acl back open and verify accessible again ',negative
'the leader executes the following block which essentially shuts down the peer not the last round ',negative
'expiry time nowcnxntimeout cnxntimeout range now cnxntimeout now cnxntimeout add buffer safe ',negative
'currently shouldnt happen since there are only learner types ',negative
'setup redirect outerr streams get systeminerr use this judiciously get current err ',negative
'only participant need get outstanding proposals ',negative
'corrupting the data ',negative
'',negative
'give things time report ',negative
'have loopback and has address use ',negative
'this server not looking but the one that sent the ack looking then send back what believes the leader ',negative
'find out who the leader and kill ',negative
'port static config file ',negative
'sketchy assume there will leader probably seconds ',negative
'leader asks for epoch mocking leaderlead behavior first add connectingfollowers ',negative
'nonjavadoc see javalangstring javalangstring ',negative
'its all over ',negative
'test stat and watch non existent node ',negative
'need synchronize since cnxns backed concurrenthashmap ',negative
'quorum members ',negative
'the change should not have happened yet since havent committed ',negative
'since they cant complete the reconfig ',negative
'revocation checking only supported with the pkix algorithm ',negative
'this test wouldnt create any dynamic config however adds clientportxxx static config file checks the standard way standalone mode ',negative
'the stat parameter should optional ',negative
'create ',negative
'the weights are not above zero things will get messed ',negative
'try load nonprotected private key while providing password ',negative
'since configuration initializes the key store and trust store related configuration from system property reading property from configuration will same reading from system property ',negative
'not able truncate the log ',negative
'more packets send turn off write interest flag will turned later later call enablewrite from within zookeepersaslclient client configured attempt sasl authentication either doio dotransport not ',negative
'were testing follower also check the session the ',negative
'not the view ',negative
'perhaps this create ',negative
'since this rough sanity check add some padding maxbuffer make for extra fields etc otherwise clients may able write buffers larger than can read from disk ',negative
'submit request directly leader ',negative
'add the recent snap files for assertion ',negative
'update lastcommitted and dbs zxid value representing the new epoch ',negative
'this unlikely edge case but check just case ',negative
'verify clientcnxnsocketnio creation ',negative
'since have already acked epoch equal the leaders cannot ack again but still need send our lastzxid the leader that can sync with does assume leadership the epoch the indicates that this reply should not count ack for the new epoch ',negative
'here create znodes ',negative
'start the servers with static config file without dynamic config file ',negative
'this tests the case where ensemble does not have the super users password configured reconfig should fail the super user has explicitly configured via ',negative
'cut the connection the server will create closesession part ',negative
'send diff when see the followers zxid our history ',negative
'peer has zxid ',negative
'now check that other commands dont blow everything ',negative
'rfc server identity names may contain the wildcard character which considered match any single domain name component component fragment based this statement presuming only singular wildcard legal ',negative
'found path watcher ',negative
'well catch this later does happen after timeout why waste the time poll ',negative
'override the defaults ',negative
'before expiration ',negative
'determine how long sleep from looking tickets expiry should not allow the ticket expire but should take into consideration will not sleep less than unless doing would cause ticket expiration ',negative
'this relatively common exception that cant avoid ',negative
'null storefiletype means autodetect from file extension ',negative
'when local flag true remove watchers for the given path irrespective otherwise shouldnt remove watchers locally when sees failure from server ',negative
'queue any outstanding requests enabling the receipt new requests ',negative
'this twice the timeout used ',negative
'make create fail then verify cversion ',negative
'recent snap shots ',negative
'sequence numbers for messages ',negative
'also auth enabled while enabling quorum server require sasl ',negative
'clear the kerberos state but the tokens are not cleared per the java kerberos login module code only the kerberos credentials ',negative
'this not cnxns then its already closed ',negative
'first char buffer leave the string buffer empty ',negative
'wait for new servers running ',negative
'check and make sure the change persisted ',negative
'verify super can anything and ignores acls ',negative
'nothing just try again ',negative
'roundrobin assign this connection selector thread ',negative
'warn about inconsistent peer type ',negative
'text area for the message ',negative
'start mock server ',negative
'global variable keeping track how many peers have successfully joined ',negative
'set socket linger false that socket close does not block ',negative
'clear the buf dont get something read before sought number entries skipped get the end the iterator less the number skipped get the start ',negative
'test that the majority quorum verifier only counts votes from ',negative
'use reduce the number packets this ',negative
'the new servers config going include itself and the current leader ',negative
'verify that the truncation and subsequent append were processed ',negative
'client login ',negative
'take advantage the limited size the length look for cmds they are all bytes which fits inside int ',negative
'add previously existing records back ',negative
'now that the ack has been processed expect the synclimit ',negative
'determine how much time process has wait once believes that has reached the end leader election ',negative
'this assertfails means are not cleaning after the closed sessions ',negative
'might consider changing the processor behaviour observers for example remove the disk sync requirements currently they behave almost exactly the same followers ',negative
'the available port range that use stays away from the ephemeral port range which the will assign client socket connections cant coordinate with the the assignment those ports its best stay out that range avoid conflicts typical ranges for ephemeral ports are iana suggests linux typically uses freebsd modern versions typically use the iana suggested range windows modern versions typically use the iana suggested range ',negative
'check for more than children zookeeperstats and zookeeperqutoas are not the children then this path ancestor some path that ',negative
'nonjavadoc see listselectionevent ',negative
'generate transaction will have some txnlog ',negative
'each session should see its cxids order ',negative
'let qpconfig parse the file and then pull the stuff are interested ',negative
'look through the logs for output that indicates the falseleader leading then looking then following ',negative
'general will see connection from each host setting the initial cap allows minimize mem usage the common case entry need set the initial cap avoid rehash when the first entry added ',negative
'use the order array preserve the order the commands for help the hashmap will not preserver order may overkill ',negative
'diff only ',negative
'string subreport reads double rlatency reads writes double wlatency writes ',negative
'try creating some data ',negative
'abstraction that interprets the field znode originally the ephemeralowner noted that znode ephemeral and which session created the node through optional system property extended features such ttl nodes can enabled special bits the ephemeralowner are used denote which feature enabled and the remaining bits the ephemeralowner are feature specific when the system property true extended types are enabled extended ephemeralowner defined ephemeralowner whose high bits are set codexfflcode the two bytes that follow the high bits are used denote which extended feature the ephemeralowner represents the remaining bytes are used the feature for whatever purpose needed currently the only extended feature ttl nodes denoted the extended feature value for ttl nodes the ephemeralowner has the high byte set xff and the next bytes are followed bytes that represent the ttl value milliseconds ephemeralowner with ttl value millisecond codexffcode add new extended features add new name the enum define constant extendedbitxxxx thats next line after ttls that would codexcode add mapping the extendedfeaturemap via the static initializer note container nodes technically are extended types but was implemented before this feature they are denoted specially ephemeral owner with only the high bit set codexlcode definition container node irrespective whether not extended types are enabled ',negative
'null storefiletype means autodetect from file extension ',negative
'recovery mode ',negative
'for backward compatibility test some tests create dynamic configuration without setting client port ',negative
'zookeeper disables all default ',negative
'reconfigure out leader and follower remaining follower ',negative
'and newservers that were not the previous list ',negative
'zkserver has been started dont need start again securecnxnfactory ',negative
'keep track the latest zxid which already queued ',negative
'clear data structures used for auth ',negative
'client configured use valid login configuration authentication either progress successful failed ',negative
'check ',negative
'the old port should clear this stage ',negative
'enable disabled ',negative
'unlike with krbloginmodule dont any actual login credential passing here authentication zookeeper done later through the saslclient object ',negative
'the synchronized prevent the race shared variable sslengine basically only need create once ',negative
'bring back ',negative
'trigger event make sure that not get ',negative
'create session with min value ',negative
'peer has newer zxid ',negative
'height the toster ',negative
'are going say last acked epoch ',negative
'setup channel variables connection etc ',negative
'zookeeper votes are received for live peers reset voting for ourselves otherwise may hang vote ',negative
'this lock guarantees that channel wont assigned after cleanup ',negative
'interval ',negative
'maintain semantics even chroot case specifically root cannot deleted think this makes sense even chroot case ',negative
'pzxid updated with deletenode higher zxid ',negative
'make sure the leader has the subsequent changes that were made while was offline ',negative
'validate that dont see any txn from the first session ',negative
'not null then shutdown this leader ',negative
'leader election time unless the designated leader fails ',negative
'commmitedlog empty will use txnlog lastprocesszxid ',negative
'kill server avoid interferences with fle the quorum ',negative
'lets conservative the typical number children ',negative
'take advantage the limited size the length look ',negative
'the create will trigger the get children and the exist watches ',negative
'there should create requests ',negative
'only take the first servers old quorum config ',negative
'delete node folowed update the now deleted node ',negative
'convert watchedevent type that can sent over the wire ',negative
'throws loginexception see startconnect below ',negative
'send session ',negative
'this method gets the version from the end dynamic file name for example zoocfgdynamic returns initial version zoocfgdynamic returns version hex number dynamic file name doesnt have any version the end file ',negative
'verify each quorum peer has expected config its config znode ',negative
'returns all configuration servers participants and observers ',negative
'first convert participant observer then observer participant ',negative
'convince falseleader that the leader ',negative
'version version config from which want reconfigure current config different reconfiguration will fail should committed from the cli disable this option ',negative
'update the node the leader ',negative
'check for the code path that throws server ',negative
'number machines increases server not the new cluster load old servers must decreased must connect one the new servers pnew ',negative
'set watches child ',negative
'take snapshot ',negative
'',negative
'have the request now process and setup for next ',negative
'',negative
'check that static config file doesnt include membership info and has pointer the dynamic configuration file ',negative
'fallthrough and log errors outside the synchronized block ',negative
'are going have extrapolate the epoch information ',negative
'best effort print the path assoc with this request ',negative
'and close the connection the leader ',negative
'occasionally seen false negatives with timeout ',negative
'neither option specified delete the quota node for thsi node ',negative
'shutdown has explicitly called for every thread make sure that resources are freed properly and all fixed network ports are available for other test cases ',negative
'are now going start getting transactions apply followed uptodate ',negative
'nonjavadoc see treeselectionevent ',negative
'',negative
'followers out are majority the voting view ',negative
'its supposed the first server serverlist well set later see below ',negative
'config file ',negative
'dont overwrite with special xids were interested the clients last real operation ',negative
'election port ',negative
'cversion keep newly created containers from being deleted before any children have been added you were create the container just before container cleaning period the container would immediately deleted ',negative
'interesting see whats there ',negative
'during session upgrade ',negative
'construct connection request ',negative
'create test znode and check that readwrite works before ',negative
'next the old servers ',negative
'during second iteration leavingindex will the index the leader ',negative
'password test ',negative
'',negative
'make sure nothing straggling ',negative
'quorum port ',negative
'attempting load with the wrong key password should fail ',negative
'there can extra sessionclose proposals ',negative
'create servers ',negative
'trigger the watches and ensure they properly propagate the client ',negative
'',negative
'get the string that being dropped ',negative
'nonjavadoc int ',negative
'get memory information ',negative
'make all zxids for given vote equal the largest zxid seen for ',negative
'use async otherwise will block the loglock zkdatabase and the setdata request will timeout ',negative
'',negative
'create ephemeral node ',negative
'match with nextpending that can move the next request when committed also want use nextpending because has the cnxn member set properly ',negative
'set that have been interrupted ',negative
'first make the views consistent sometimes peers will have different zxids for server depending timing ',negative
'verify that hasnt changed the original acl objects ',negative
'first address worked ',negative
'cause disconnection this will cause next called which will turn call nextreconfigmode ',negative
'try reduce memory consumption freeing buffer space which longer needed ',negative
'wait until followers time out getepochtopropose they shouldnt return normally because the leader didnt execute getepochtopropose and its epoch was not ',negative
'seconds should plenty time ',negative
'add all commandmap ',negative
'assume this existing cluster ',negative
'check events ',negative
'there only one createsession request between zxid diff will exactly the alternative way checking actually ',negative
'verify all the servers reporting same number nodes ',negative
'increase the tick time delay the leader going looking ',negative
'server ids are and ',negative
'however should able disconnect and reconnect the same server with the same session long quickly ',negative
'waiting time for expected condition ',negative
'nonjavadoc see javalangstring ',negative
'wait until leader starts ',negative
'exit follower after taking snapshot ',negative
'the dynamic file pointer ',negative
'append and commit transactions the log ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'try sync exists ',negative
'attempt renegotiate after establishing the connection ',negative
'verify alwaysontop flag ',negative
