@relation 'technicalDebt'

@attribute Text string
@attribute class-att {negative,positive}

@data
'todo why not just use getrootdir ',positive
'todo lossy conversion ',positive
'todo remove the copy after orc and orc ',positive
'todo the name doesnt match with the metadata from dump then need rewrite the original and expanded texts using new name currently refers the source database name ',positive
'todo remove this constructor ',positive
'todo add the ability extractfiletail read from multiple buffers ',positive
'todo instead simply restricting message format should eventually move jdbcdriverstype registering message format and picking message factory per event decode for now however since all messages have the same factory restricting message format effectively guard against older leftover data that would cause problems ',positive
'todo when hive moves java make updatetimezone default method ',positive
'not strictly necessary noone will look ',positive
'exponent part scaling down while scale scaling now its tricky unscaledvalue significand scale twoscaledown ',positive
'todo cat fairly certain that most calls this are error this should only used when the database location unset which should never happen except when new database being created once have confirmation this change calls this getdatabasepath since does the right thing also merge this with duplicates much the logic ',positive
'todo should this the concern the mutator ',positive
'todo provide support for reporting errors this should never happen server always returns valid status success ',positive
'todo ideally when the splits udf made proper api coordinator should not managed global should create and then pass around ',positive
'todo convert sqlstate etc ',positive
'todo include externalpreemption this list ',positive
'workaround avroutf ',positive
'todo needs initializeinput part inputjobinfo ',positive
'note that this logic may drop some the tables the database even the drop database fail for any reason todo fix this ',positive
'some walkers extending defaultgraphwalker forwardwalker not use opqueue and rely uniquely the towalk structure thus store the results produced the dispatcher here todo rewriting the logic those walkers use opqueue ',positive
'this corner case where have extract time unit like daymonth pushed extraction todo the best way fix this add explicit output druid types calcite extraction functions impls ',positive
'workaround for hadoop remove when hadoop longer supported ',positive
'could pass the number nodes that expect instead also single concurrent request per node currently hardcoded ',positive
'todo strangely the default parametrization ignore missing tables ',positive
'fixme should clean testpath but not doing now for debuggings sake ',positive
'this will throw error close pout early ',positive
'not very clean way and should modified later due compatibility reasons user sees the results json for custom scripts and has way for specifying that right now hardcoded the code ',positive
'todo this test passes fine locally but fails linux not sure why ',positive
'todo eventually calls hadoop method that used buggy and also anyway just does copy for direct buffer copy here ',positive
'todo expand other functions needed what about types other than primitive ',positive
'set footer cache for current split generation see field comment not thread safe ',positive
'todo the below seem like they should just combined into partitiondesc ',positive
'callablewithndc inherits from ndc only when call invoked callablewithndc has extended provide access its ndcstack that cloned during creation until then will use reflection access the private field fixme hive follow remove this reflection ',positive
'todo this brittle who said everyone has upgrade using upgrade process ',positive
'check whether task can run completion may end blocking its sources this currently happens via looking source state todo eventually this should lookup the hive processor figure out whether its reached state where can finish especially cases failures after data has been fetched return true the task can finish false otherwise ',positive
'undone how look for all nulls multikey let nulls through for now ',positive
'note this can still conflict with parallel transactions not currently handle parallel changes from two admins design ',positive
'todo time good enough for now well likely improve this may also work something the equivalent pid thrid and move nanos ensure uniqueness ',positive
'fixme somehow place pointers that reexecution compilation have failed the query have been successfully compiled before ',positive
'undone havent finished isrepeated ',positive
'hack instead figure out way get the paths ',positive
'todo support complex types for complex type simply return ',positive
'todo the control flow for this needs defined hive supposed threadlocal ',positive
'todo should the top the file ',positive
'get rid tokselexpr ',positive
'clear the work map after build todo remove caching instead ',positive
'donotupdatestats supposed transient parameter that only passed via rpc want avoid this property from being persistent note this property set table property will remove which incorrect but cant distinguish between these two cases this problem was introduced hive better approach would pass the property ',positive
'this using the payload from the corresponding inputname ideally should using its own configuration class but that ',positive
'like cannot used with this todo ',positive
'deprecated favour link removed hive ',positive
'todo once hbase completed use that api switch using mapreduce version the apis rather than mapred copied from hbases tablemapreduceutil since not public api ',positive
'todo fetch partitions batches todo threadpool process partitions ',positive
'todo simple wrap rethrow for now clean with error codes ',positive
'todo add method only get current skip history more efficient ',positive
'simple wrapper object with objectinspector todo need redefine the hashcode and equals methods that can put into hashmap key this class also serves facility for function that returns both object and objectinspector ',positive
'the ordering types here used determine which numeric types are commonconvertible one another probably better rely the ordering explicitly defined here than assume that the enum values that were arbitrarily assigned primitivecategory work for our purposes ',positive
'something else wrong ',positive
'todo comments rexshuttlevisitcall mention other types this category need resolve those together and preferably the base class rexshuttle ',positive
'todo verify this needed why cant always nullempty ',positive
'the outer join that saw most recently right outer join ',positive
'todo this relies hdfs not changing the format assume could get inode this still going work otherwise file ids can turned off later should use public utility method hdfs obtain the inodebased path ',positive
'todo should rather prefix ',positive
'todo this method temporary ideally hive should only need pass tez the amount memory requires the map join and tez should take care figuring out how much allocate adjust the percentage memory reserved for the processor from tez based the actual requested memory the map join return the adjusted percentage ',positive
'hack verify that authorization check passed exception can thrown cause the functions are not being called with valid params verify that exception has come from objectstore code which means that the ',positive
'todo should this use ',positive
'todo move this calcite ',positive
'todo add this metadatareader orc metadata buffer not just metadata ',positive
'todo this should come from type system currently there definition ',positive
'todo the moment theres way knowing whether query running not race possible between dagcomplete and registerfragment where the registerfragment processed after dagcompletes may need keep track completed dags for certain time duration avoid this alternately send explicit dag start message before any other message processed multiple threads communicating from single gets the way this ',positive
'should allow writing nontransactional tables explicit transaction the user may issue rollback but these tables wont rollback can this checking determine whether its readingwriting any non acid and raise appropriate error driveracidsinks and can used any acid the query ',positive
'todo implement ',positive
'todo what this checking ',positive
'think this wrong the drop table statement should come the table topic not the topic alan ',positive
'todo rather tez sessions should not depend sessionstate ',positive
'todo support tezvectorization ',positive
'todo read this somewhere useful like the task scheduler ',positive
'todo add support for serialization values here ',positive
'todo convert genincludedcolumns and setsearchargument use typedescription ',positive
'todo when this code little less hot change most logs debug will determine what under lock and then stuff outside the lock the approach statebased consider the task have duck when have decided give one the sends below merely fix the discrepancy with the actual state may add the ability wait for llaps positively ack the revokes future the procedural approach requires that track the ducks traveling network concurrent terminations etc while more precise its much more complex ',positive
'todo why doesnt this use context ',positive
'note this redundant with types ',positive
'the following lines are exactly what mysql does todo why this ',positive
'temporary variable for testing this added just turn off this feature case bug deployment has not been documented hivedefaultxml intentionally this should removed ',positive
'todo need session handle ',positive
'this kind hacky the read entity contains the old table whereas the write entity contains the new table this needed for rename both the old and the new table names are passed ',positive
'undone for now dont add more small keys ',positive
'todo can this ever happen ',positive
'todo theres potential problem here some table uses external schema like avro with very large type name seems like the view does not derive the serde from the table wont able just get the type from the deserializer like the table does wont able properly store the type the rdbms metastore ',positive
'todo this should depends input format and map something ',positive
'todo can actually consider storing all the delta encoded row offsets not lot overhead compared the data itself and with row offsets could use columnar blocks for inconsistent splits are not optimizing for inconsistent splits for now ',positive
'todo should this just use physical ids ',positive
'todo wtf why this this method this has nothing with anything ',positive
'this class isnt used and suspect does totally the wrong thing its only here that can provide some output format the tables and partitions create actually write ',positive
'todo does arg need type cast ',positive
'what ',positive
'todo not sure this the right exception ',positive
'need convert the hive type the sql type name todo this would better handled enum ',positive
'todo npe should not thrown ',positive
'consider allocate larger initial size ',positive
'good way find out may even have app ',positive
'hardcode sasl here zkdtsm only supports none sasl and never want none ',positive
'support listobject setobject and object have differently ',positive
'still null after just having initialized bail out somethings very wrong ',positive
'todo convert this assertfail once hive fixed ',positive
'todo should able enable caches separately ',positive
'for dynamic partitioned hash join the big table will also coming from reducesinkoperator check for this condition todo use indexof parentrsgettag ',positive
'todo following hivesubqueryfinder has been copied from since there bug there calcite once calcite fixed should get rid the following code ',positive
'todo extend rule can applied for these cases ',positive
'todo support case date ',positive
'todo figure out better way set repeat for binary type ',positive
'todo are with breaking compatibility existing party storagehandlers this method could moved the hivestoragehandler interface ',positive
'todo this global lock may not necessary all concurrent methods are synchronized ',positive
'todo should this make sure set jobs ',positive
'builder for relational expressions todo note that this copied from calcites relbulder because calcite hasnt been fixed yet this should deleted and replaced with relbuilder subqueryremoverule once calcite fixed edit although calcite has been fixed and released but hive now has special handling join gets flag see semi join created not still can not replace this with calcites relbuilder pcode relbuilder does not make possible anything that you could not also accomplish calling the factory methods the particular relational expression but makes common tasks more straightforward and concise pcode relbuilder uses factories create relational expressions default uses the default factories which create logical relational expressions link link and forth but you could override those factories that say code filter creates instead code hivefilter pit not threadsafe ',positive
'todo setting autocommit should not generate exception long set false ',positive
'todo precision and scale would practically invalid for string conversion ',positive
'todo should this really default fetchnext ',positive
'todo not sure about the use this should instead use workeridentity sessionid ',positive
'deprecated favour link removed hive ',positive
'todo trace ranges here between data cache and incomplete cache ',positive
'fixme retain old error create new one ',positive
'dont remove the work from the sparkwork here the removal done later ',positive
'todo need move from python java for the rest the script ',positive
'check input pruning possible todo this code buggy relies having one file per bucket support design ',positive
'todo strictly speaking you can commit empty txn thus conjunct wrong but only possible for for multistmt txns ',positive
'view ddl alter view add partition does not work because the nature implementation the ddl hive hive will internally invoke another driver the select statement and hcat does not let select statement through cannot find way get around without modifying hive code just leave unsupported ',positive
'todo test these need link against libs maven profiles table tflat int int stored orc table tflattext int int stored textfile ',positive
'note this hacky and this section code fragile depending code varnames its likely stop working some time the future especially upgrade versions actively need find better way make sure the leak doesnt happen instead just clearing out the cache after every call ',positive
'todo should never happen ',positive
'undone dont know why hive causes this return assertequals readergetprogress ',positive
'deprecated favour link removed hive ',positive
'not support windows will revisit this really need for windows ',positive
'pass empty list columns will written the file todo should able make this work for update ',positive
'todo throw exception ',positive
'todo move dynamicserde when its ready ',positive
'todo replace with direct call progresshelper when reliably available ',positive
'todo this the only place that uses keeptmpdir why ',positive
'todo use when the typo fixed ',positive
'indicates whether node had recent communication failure this primarily for tracking and logging purposes for the moment todo some point treat task rejection and communication failures differently ',positive
'todo move other protocols use this too ',positive
'todo move the following properties out configuration constant ',positive
'creates size estimators for java objects the estimators attempt most the reflection work initialization time and also take some shortcuts minimize the amount work done during the actual estimation todo clean ',positive
'todo move base class ',positive
'since the mapjoin has had all its other parents removed this point would bad here tries anything ',positive
'todo should this done for use with ',positive
'todo this should changed evaluated lazily especially for single segment case ',positive
'todo disable blacklisting tez when using llap until this properly supported blacklisting can cause containers move terminating state which can cause attempt marked failed this becomes problematic when set allowedfailures todo hive what happens when try scheduling task node that tez this point thinks blacklisted ',positive
'todo should this check conformtoacid ',positive
'todo split count not same buckets ',positive
'todo cols that come through ptf should retain virtualcolumness ',positive
'todo verify any quoting needed for keys ',positive
'todo this should check that the job actually completed and likely use completion time ',positive
'todo move this logicalequals ',positive
'todobr could use combined instead list use column processing from why not use expr ',positive
'todo temporary for debugging doesnt interfere with mtt failures unlike logdebug ',positive
'todo deprecation reason does not seem reflect the config the ordering important case keys which are also deprecated unset will unset the deprecated keys and all its variants ',positive
'grpset col already part input todo cant just copy the exprnodedesc from input need explicitly set table alias null false ',positive
'todo dataoperationtype set conservatively here wed really want distinguish updatedelete and insertselect and resource that written acid not ',positive
'todo gap ctas may currently broken used work see the old code and why isctas isnt used ',positive
'todo add partitioned table that needs conversion mmacid ',positive
'todo really need all this nonsense ',positive
'this bad but have sort the keys the maps order commutative ',positive
'todo this seems the same really need both ',positive
'todo npe should not thrown ',positive
'tests for the worker thread and its jobs todo most delta files this test suite use txn range nnm that means that they all look like they were created compaction streaming api delta files created sql should have range and suffix and later need change some these have better test coverage ',positive
'not good reach here this was initialized setmetastorehandler time this means handlergetwh returning null error out ',positive
'the processor context for partition pruner this contains the table alias that being currently processed todo this class may not useful ',positive
'deprecated favour link removed hive ',positive
'todo enable this for production debug switching between two small buffers new caslog ',positive
'helper class isolate newer hbase features from users running against older versions hbase that dont provide those features todo remove this class when its okay drop support for earlier version hbase ',positive
'note for uniform hash bucketspartitions when the key empty will use the instead ',positive
'todo verify this needed ',positive
'todo this class completely unnecessary mapping with parent ',positive
'moving across different filesystems differnent encryption zone need file copy instead rename todo consider need this for different file authority throws hiveexception ',positive
'todo support propagation for windowing ',positive
'named columns join todo can also the same for semi join but seems that other dbms does not support yet ',positive
'helper class that generates sql queries with syntax specific target todo why throw metaexception ',positive
'can continue todo need check that this the same that are rebuilding ',positive
'guess commonjoinresolver will work commonjoinresolver may convert join operation correlation optimizer will not merge that join todo for joinoperator that has both intermediate tables and query input tables input tables should able guess this joinoperator will converted mapjoin based ',positive
'todo could log from ticket cache instead good method ugi right now ',positive
'todo support for binary spec presumably wed parse somewhere earlier ',positive
'redundant todo callers this often get partvals out name for reason ',positive
'todo mssplit for now keep copy hiveconf around need call other methods with this should changed configuration once everything that this calls that requires hiveconf moved the standalone metastore ',positive
'closes the client releasing any link imetastoreclient meta store connections held does not notify any open transactions todo perhaps should ',positive
'todo will this work ',positive
'dont have the entire part copy both whatever intended cache and the rest allocated buffer could try optimize bit have contiguous buffers with gaps but its probably not needed ',positive
'todo hack fix until hive addressed nonexact type shouldnt promoted exact type might this corrects that ',positive
'fixme old implementation returned null exception maybe ',positive
'optimize the scenario when there are grouping keys only reducer needed ',positive
'todo decimal exact numeric approximate numeric ',positive
'todo why doesnt this use one the existing options implementations ',positive
'ensure theres threadlocal dont expect one dont ever want create key paths with world visibility why that even option ',positive
'todo when job complete should print the msgcount table log ',positive
'todo explain should use fetchtask for reading ',positive
'this detail not desired ',positive
'todo use the other hdfsutils here ',positive
'first check the registry has been updated since the error and skip the error have received new valid registry info todo externally add grace period for this ',positive
'todo calculate from cached values ',positive
'array size not big enough ',positive
'undone needed longtest ',positive
'todo reduce the number lookups that happen here this shouldnt hdfs for each call ',positive
'data read for this stripe check have some included indexonly columns todo there may bug here could there partial filtering indexonly column ',positive
'fixme the right thing luke ',positive
'todo make can randomize the column order ',positive
'todo right now treat each slice stripe with single and never bother with indexes phase need add indexing and filtering ',positive
'todo pattern from curator better error handling ',positive
'thread pool listening used for unhandled errors for now todo remove ',positive
'now need look for any values that the user set that metastoreconf doesnt know about todo commenting this out for now breaks because the conf values arent getting properly interpolated case variables see hive ',positive
'fixme including this the signature will almost certenly differ even the operator doing the same there might conflicting usages logicalcompare ',positive
'multimrinput may not fix once tez resolved ',positive
'preempt only there are pending preemptions the same host when the premption registers the request the highest priority will given the slot even the initial preemption was caused some other task todo maybe register which task the preemption was for avoid bad nonlocal allocation ',positive
'todo this wrong this test sets dummy txn manager and cannot create acid tables this used work accident now this works due test flag the test needs fixed also applies for couple more tests ',positive
'todo why this needed could just save the host and port ',positive
'todo there needs mechanism figure out different attempts for the same task delays could potentially changed based this ',positive
'its not wrong take all delete events for bucketed tables but its more efficient only take those that belong the bucket assuming trust the file name unbucketed table get all files ',positive
'determine initial input vector expression note may have convert later from decimal regular decimal ',positive
'note this little bit confusing the special treatment stripelevel buffers because run the columnstreamdata refcount one ahead specified above may look like this would release the buffers too many times one release from the consumer one from below and one here however this merely handling special case where all the batches that are sharing the stripe level stream have been processed before got here they have all decrefed the csd but have not released the buffers because that extra refcount this essentially the consumer refcount being released here ',positive
'this doesnt always work since some jdbc drivers oracles return blank string from gettablename ',positive
'todo can this moved out the main callback path ',positive
'todo add more expected test result here ',positive
'todo mssplit for now have construct this reflection because imetastoreclient cant moved until after hivemetastore moved which cant moved until this moved ',positive
'todo need test where actually have more than file ',positive
'here comes the ugly part ',positive
'removed hive ',positive
'optimization for later ',positive
'there way provide char length here might actually long there object inspector with char length receiving this value ',positive
'this command exists solely output this message todo can error ',positive
'todo add support for and clauses under clauses firstcut takes known minimal tree and others expr expr and ',positive
'todo set this tree instead flat list ',positive
'operator factory for predicate pushdown processing operator graph each operator determines the pushdown predicates walking the expression tree each operator merges its own pushdown predicates with those its children finally the tablescan operator gathers all the predicates and inserts filter operator after itself todo further optimizations multiinsert case create filter operator for those predicates that couldnt pushed the previous operators the data flow merge multiple sequential filter predicates into that plans are more readable remove predicates from filter operators that have been pushed currently these pushed predicates are evaluated twice ',positive
'hive call currently ineffective ',positive
'note location check the buffer always locked for move here ',positive
'todo mssplit for now cannot load the default class since its from load the which just throws this allows existing hive instances work but also allows instantiate the metastore stand alone for testing not sure this the best long term solution ',positive
'todo this very brittle given that hive supports nested directories the tables the caller should pass flag explicitly telling the directories the input are data parent data for now retain this for backward compat ',positive
'todo these appear always called under write lock they need sync ',positive
'todo could perhaps reuse the same directory for hiveresources ',positive
'theres mismatch between static and object name mismatch between vector and nonvector operator name the optimizer doenst work correctly ',positive
'not really sure how refer this can todo could find different from branch for the union that might have alias could add alias here refer but that might break other branches ',positive
'todo instantiating objects are generally costly refactor ',positive
'todo when upgraded method should used here ',positive
'all the code paths below propagate nulls even neither arg nor arg have nulls this reduce the number code paths and shorten the code the expense maybe doing unnecessary work neither input has nulls this could improved the future expanding the number code paths ',positive
'deprecated favour link removed hive ',positive
'todo remove this once calcite can take rule operand ',positive
'todo could fall back trying one one and only ignore the failed ones ',positive
'deprecated favour link removed hive ',positive
'first try temp table todo cat think the right thing here always put temp tables the current catalog but dont yet have notion current catalog well have hold until ',positive
'todo set other table properties needed ',positive
'dont pass the pool set not thread safe the user trying force use nonexistent pool want fail anyway will fail later during get ',positive
'todo since operationlog moved package oahhqlsession may add enum there and map fetchorientation ',positive
'todo ideally this only needs called the result type will also change however since that requires support from type inference rules tell whether rule decides return type based input types for now all operators will recreated with new type any operand changed unless the operator has builtin type ',positive
'todo ideally should store shortened representation only the necessary fields hbase will probably require custom sarg application code ',positive
'this massive hack the compactor threads have access packages such acidinputformat depends metastore cant directly access those deal with this the compactor thread classes have been put and they are instantiated here dyanmically this not ideal but avoids massive refactoring hive packages wrap the start the threads catch throwable loop that any failures dont doom the rest the metastore ',positive
'fixme there were afterclass methodsi guess this the right ordermaybe not ',positive
'todo hive get all these properties from the registry this will need take care different instances publishing potentially different values when support changing configurations dynamically ',positive
'todo replace with withtimeout after get the relevant guava upgrade ',positive
'todo need turn rules thats commented out and add more necessary ',positive
'todo handle renaming files somewhere ',positive
'deprecated favour link removed hive ',positive
'todo this doesnt include superclass ',positive
'fixme move this colstat related part ',positive
'todo not sure that this the correct behavior doesnt make sense create the partition without column info this should investigated later ',positive
'note implies but but here not sufficient enough info set ',positive
'fixme this should changeto valueof that will also kill that fallback none which think more like problem than feature ',positive
'todo setup set threads process incoming requests make sure requests for single dagquery are handled the same thread ',positive
'todo add alter database support hcat ',positive
'todo add tests for partitions other catalogs ',positive
'todo suspect could skip much the stuff above this the function the case update and delete but dont understand all the side effects the above code and dont want skip over yet ',positive
'todo expireafteraccess locks cache segments put and expired get doesnt look too bad but find some perf issues might good idea remove this are probably not caching that many constructors note that weakkeys causes used for key compare this will only work for classes the same classloader should this case ',positive
'todo why the queue name set again has already been setup via setqueuename only one the two ',positive
'todo create and init session sets queue isdefault but does not initialize the configuration ',positive
'deprecated favour link string removed hive ',positive
'todo handle query hints currently ignore them ',positive
'todo currently only support equal operator two references might extend the logic support other orderpreserving udfs here ',positive
'the right was the left side right outer join ',positive
'todo why does this only kill nondefault sessions nothing for workload management since that only deals with default ones ',positive
'todo should this use thats what other code uses ',positive
'todo fix this ',positive
'fixme doing the multiline handling down here means higherlevel logic never sees the extra lines for example script being saved wont include the continuation lines this logged sfnet bug ',positive
'review jhyde oct this rule nonstatic depends the state members reldecorrelator and has sideeffects the decorrelator this breaks the contract planner rule and the rule will not reusable other planners ',positive
'can loop thru all the tables check they are acid first and then perform cleanup but its more efficient unconditionally perform cleanup for the database especially when there are lot tables ',positive
'todo implement this ',positive
'todo allow using unsafe optionally bounds check first trigger bugs whether the first byte matches not ',positive
'todo this doesnt appear used anywhere ',positive
'for auto convert mapjoins not safe dedup here todo ',positive
'were scanning tree from roots leaf this not technically correct demux and mux operators might form diamond shape but will only scan one path and ignore the others because the diamond shape always contained single vertex the scan depth first and because remove parents when pack pipeline into vertex will never visit any node twice but because that might have situation where need connect work that comes after the work were currently looking also note the concept leaf and root reversed hive for historical ',positive
'the following parameters are not supported yet todo add support ',positive
'todo this should unique ',positive
'todo concurrent insertupdate same partition should pass ',positive
'deprecated favour link removed hive ',positive
'todo this invalid for acid tables and cannot access acidutils here ',positive
'after each major compaction stats need updated each column the tablepartition which previously had stats create bucketed orc backed table orc currently required acid populate partitions with data compute stats insert some data into the table using streamingapi trigger major compaction which should update stats check that stats have been updated throws exception todo add nonpartitioned test add test with sorted table ',positive
'hive delta file names changed deltaxxxxyyyyzzzz prior that the name was deltaxxxxyyyy want run compaction tests such that both formats are used since new code has able read old files ',positive
'todo should call ',positive
'todo could try get superclass generic interfaces ',positive
'todo this actually calls the metrics system and getmetrics that may expensive for now looks like should thread ',positive
'todo get rid the builders they serve purpose just call ctors directly ',positive
'todo verify having not separate filter shouldnt introduce derived table ',positive
'why dont lock the snapshot here instead having client make explicit call whenever chooses want rely locks for transaction scheduling must get the snapshot after lock acquisition relying locks pessimistic strategy which works better under high contention ',positive
'todo temporary need expose from orc utils note the difference null checks ',positive
'todo maybe use stack estobj pairs instead recursion ',positive
'todo shortcut for last col below length ',positive
'temporary order avoid new version storageapi the conversion here ',positive
'todo these constraints should supported for partition columns ',positive
'have nested setcolref process that and start from scratch todo use stack ',positive
'todo this correct based the same logic hive ',positive
'todo refactor the following into the pipeline ',positive
'todo change fileinputformat field after mapreduce ',positive
'todo ever use this endpoint for anything else refactor cycling into separate class ',positive
'something seriously wrong this happening ',positive
'todo ordering seems affect the distinctness needs checking disabling ',positive
'todo avoid put working directly outstream ',positive
'cant fetch prefix colqual must pull the entire qualifier todo use iterator the filter serverside ',positive
'these tests inherently cause exceptions written the test output logs this undesirable since you might appear someone looking the test output logs something failing when isnt not sure ',positive
'return the above line should have been all the implementation that need but due bug that impl which recognizes only singledigit columns need another impl here ',positive
'deprecated favour link removed hive ',positive
'todo verify need use unwrap data ',positive
'generate relnode for lateral view todo support different functions not only inline with lateral view join ',positive
'todo this actually not adding anything since lockcomponent uses trie promote lock except accident when have partitioned target table have readentity and writeentity for the table mark readentity and then delete writeentity replace with partition entries dbtxnmanager skips read lock the readentity inputnolockneeded ',positive
