@relation 'technicalDebt'

@attribute Text string
@attribute class-att {negative,positive}

@data
'setfontfamilydialog todo this needed ',positive
'todo move this into the toolbar project ',positive
'todo this temporary method making sure the model updated loss focus combo box the long term should attempt update the model each keypress see ',positive
'these methods are based the graphevents these need replacing more specic meaningful requests the diagram interface model ',positive
'todo all super constrcutors should take graphmodel ',positive
'workaround for missing ability parse ',positive
'todo needs tidied after stable release graph model should created constructor ',positive
'this wrongly called with null handle workaround return empty collection ',positive
'todo not navigable this direction tfm ',positive
'todo this doesnt look right review tfm ',positive
'return the statemachine todo this method called any the figs will introduce dependency cycle would much better they could just use link which does the same thing ',positive
'todo need clean objecttoid can based modelelement delete notifications ',positive
'the constructor todo why does this method not handle all settings missing ',positive
'todo performance critical method ',positive
'todo needs work must determine which figs enclosed the pool are within the bounds this fig and translate those ',positive
'todo optimize for root model case tfm ',positive
'todo really need this carried over from old behavior ',positive
'todo elementownership not modelsubsys ',positive
'todo this seems like brute force workaround and very indirect one that appears needed though until fix the problem properly tfm ',positive
'todo this really needed ',positive
'todo uml spec requires both client and supplier the same model tfm ',positive
'todo unused ',positive
'these may not actually make any difference present the code behind addtrigger needs more work ',positive
'todo temporary let tree expand implicitly tfm ',positive
'todo split into inherited attr critic and local attr critic ',positive
'todo should throw the string not good ',positive
'these may not actually make any difference present the code behind addtrigger needs more work ',positive
'todo handle multiple top level packages ',positive
'wizard which adjust the threshold for critics todo make the treshold setting adjustable without using the wizard and make persistent maybe using the configure button the browse critics dialog see author mkl ',positive
'todo better wrap profileexception and throw that ',positive
'create our bandbuffer which just small slice the image todo used fixed height buffer now but could smarter and compute height which would fit some memory budget allowing use taller buffers with narrower images minimizing the overhead multiple rendering passes ',positive
'todo support iterate declarator ',positive
'return returns the default stereotype view todo enumeration here ',positive
'todo how about figassociationclass ',positive
'todo this shouldnt depend the current project but for now just make sure its defined and that have undo manager ',positive
'remove this diagram from existence todo move gef ',positive
'todo this needs managing undo perproject basis instead using gefs global undo manager ',positive
'todo define constants for magic numbers ',positive
'this class gives critics access parts the uml model the design defines gen function that returns the children any given part the uml model basically goes from project models modelelements argos critic agency uses this apply critics where appropriate todo this thinks knows all the composition associations the the uml metamodel but incomplete and not updated for uml this should done using information from the metamodel rather than hardwired code tfm see see author jrobbins ',positive
'todo define constants for magic numbers ',positive
'todo consider inherited associations todo self loops are double counted ',positive
'todo multiple associations between the same pair elements need special cased that they dont overlap tfm ',positive
'gets the current threshold todo should this protected return the current threshold ',positive
'todo there cyclic dependency between this class and figconcurrentregion ',positive
'todo move mmutil some other common place and merge with ',positive
'needs more work sending and receiving icons ',positive
'object tagged being the owner figedgenote has knowledge about the source and destination the figedgenote the source and destination are modelelements least one them comment but they may both comments todo theres tons special case code scattered around argouml for this one class since the only owner figedgemodelelement which not uml element should find way generalize thisp todo issue requires this class replaced similar mechanism the nary association class the node and the edges shall all have the same owner the uml comment object since jul author ',positive
'todo offenders need more strongly typed tfm ',positive
'expression implements one the combobox select todo euml module project ',positive
'return the set offenders todo the return value needs more strongly typed tfm ',positive
'todo all these classes need their own files public ',positive
'must overridden make sense didnt want make abstract because might not required ',positive
'todo should fire its own event and projectbrowser should register listener ',positive
'todo use default value appropriate type for ',positive
'todo should fire its own event and projectbrowser should register listener ',positive
'our superclass longer has this method perhaps this whole thing should removed tfm ',positive
'todo this actually hack some diagram types like the statechart diagrams access the current diagram get some info this might cause problems theres another statechart diagram active remove the current project before loading the new one ',positive
'todo handle multiple top level packages ',positive
'the following specifically for realizations todo correction gef should use not abstraction ',positive
'todo still not used because argouml string hardwired ',positive
'todo uml tagdefinition has become property stereotype anything that uses this will probably need reviewedchanged just return property for now ',positive
'language must unique todo the model dont use the dialog and change the first ',positive
'todo cyclic dependency between persistancemanager and here ',positive
'todo this should not instance variable should just created and discarded needed ',positive
'check for duplicate name and rename necessary ',positive
'creates new ocl critic param oclconstraint ocl expression param headline headline param description description param moreinfourl the info url param knowledgetypes the knowledge types param supporteddecisions the decisions param priority the priority throws invalidoclexception the ocl not valid todo these need lists can they simple collections ',positive
'todo why this inside block forgotten else branch question euluis ',positive
'todo maybe separate name ',positive
'todo minimal update strategy would better here minimize work and events firing but may better deprecate the method and force calls manage updates themselves since they probably usually want just add remove single element tfm ',positive
'todo what progressmgr used here where does come from ',positive
'todo here should show the user message that the loaded project was using notation that not currently available and fall back the default notation was done maybe this can implemented the persistencemanager ',positive
'todo this the same parent remove see ',positive
'todo move magic number descriptive constant ',positive
'todo should handle access and import here ',positive
'todo remove when code below characters removed private static final string returnstring ',positive
'todo this probably needs more qualification tfm ',positive
'todo this method obsolete use getinputmap etc below ',positive
'todo check semantics here tfm ',positive
'todo move gef ',positive
'todo find way replace this dependency project ',positive
'todo this should configurable property ',positive
'todo all super constrcutors should take graphmodel ',positive
'and its stereotypes todo arent stereotypes handled elsewhere ',positive
'todo should fire its own event and projectbrowser should register listener tfm ',positive
'todo support more than one bodylanguage ',positive
'todo remove this old implementation after its demonstrated that its not needed tfm ',positive
'todo can find better way this than hard coding colour ',positive
'todo theres cyclic dependency between figconcurrentregion and the actions ',positive
'public object getgoalinfostring goal return todo need better representation goals ',positive
'local variables what they ',positive
'todo really should separate class ',positive
'modelelement has been changed now give priority checked the critics asap todo why synchronised todo what about when objects are first created param the design material param reason the reason ',positive
'todo could generalize this initialize more stuff needed ',positive
'todo why this here who calling this see ',positive
'todo this probably belongs with the diagram subsystem ',positive
'todo change this use undomanager instance per project when gef has been enhanced ',positive
'hack for items only should check isleafnode but that includes empty folders really need alwaysleafnode ',positive
'todo why was this next line the code long ',positive
'todo unused ',positive
'this method has insufficient information call buildextensionpoint thus well need create one and pray that whomever called knows what kind mess they got ',positive
'todo need set the input encoding here was done for todo parsing but none the other member types inputsource inputsource new inputsource new argo getencoding ',positive
'todo why this not executed remove not needed tfm ',positive
'loads project displaying nice progressmonitor param file the project opened param showui whether show the gui not todo this needs refactored gui independent tfm ',positive
'todo this doesnt belong here but its not good time move find someplace less obtrusive than this inner loop tfm ',positive
'todo asargument ',positive
'todo what does the magic number represent here put explanatory literal tfm ',positive
'todo this creates dependency the critics subsystem instead that subsystem should register its desired menus and actions ',positive
'todo get rid magic numbers figure out which represent line widths padding offsets ',positive
'references actions that need for mac hack ',positive
'todo convert all use standard factory registration ',positive
'todo should define compoundcritic ',positive
'these may not actually make any difference present the code behind addtrigger needs more work ',positive
'todo this class part dependency cycle with projectbrowser and ',positive
'hack order able compile java ',positive
'todo wont our use pathcomparator take care uniqueness ',positive
'andreas just temporary for the uml prealpha versions ',positive
'now get all classifiers imported from other packages todo this should probably happen automatically tfm ',positive
'todo add open most recent project command that command state can decoupled from user settings ',positive
'install the trap eat securityexceptions note this temporary and will away future release ',positive
'todo what are these magic numbers ',positive
'create taggedvalue with tagtype matching our source module filename and value the files last modified timestamp todo this functionality needs moved someplace useful its needed otherwise can deleted tfm ',positive
'hack order able compile java ',positive
'choose the arrowhead style for each end todo this called from paint would not better called from renderingchanged ',positive
'todo why isnt this stuff managed the namefig itself ',positive
'andreas just temporary warning dialog for uml ',positive
'todo this class should moved package ',positive
'classifier role must return the sent messages other cases returns empty list todo must the incoming messages the sent ones ',positive
'initialize the argouml application version that link doesnt return null throws exception something goes wrong todo move this helper class ',positive
'create enumeration return object new enumeration since uml todo this needs extra parameter specify the modelextent where the new element should created ',positive
'todo lets move this behind the model interface ',positive
'classifier role must return the received messages other cases returns empty list todo must the outgoing messages the received ones ',positive
'argoeventpump event dispatcher which handles events that are global nature for the entire application todo diagramappearance and notation events are not applicationwide and will moved from here someplace more specific the future that they can managed perproject perdiagram basis ',positive
'create empty but initialized instance uml node return initialized uml node instance todo this needs extra parameter specify the modelextent where the new element should created ',positive
'todo once have fixed all subclasses the title will always localized this localization can removed ',positive
'get the classifier participant associationend todo rename this getparticipant align with uml spec tfm param handle the associationend get from return the classifier the associationend ',positive
'determine the passed parameter has return direction kind todo this duplicate link isreturnobject return true return direction kind param handle the parameter ',positive
'todo appropriate the templateableelement the client and list the list parameters ',positive
'todo actionstate callstate and subactivitystate have been replaced uml explicitly modeled actions ',positive
'todo silently ignore instead return false ',positive
'find the icon for given model element return the icon codenullcode there icon param value the model element todo this should not use string matching classnames this since this means that have knowledge about how the model elements are implemented outside the model component ',positive
'initialze gefs version the loader too todo should probably passing icons that loaded ourselves but there doesnt seem way that with gef tfm ',positive
'return the key tag some tagged value todo this does exactly the same gettagobject remove one them param handle the tagged value return the found value string ',positive
'todo lots more types duration instance interval ',positive
'todo can get this from the metamodel nonnls ',positive
'todo how get the connectors association ',positive
'todo remove cant localized ',positive
'classifier can only have single unnamed classifierrole todo this probably belongs critic instead here ',positive
'the part the design this issue affects each member either model element link fig link diagram todo offenders need more strongly typed because there not common supertype for these three types cant type this list should introduce common supertypeinterface tfm the list offenders set once the constructor and cannot change ',positive
'reply set design materials that are the subject this todoitem return the offenders todo offenders need more strongly typed tfm ',positive
'todo this could huge collection find more efficient way ',positive
'todo generalize assumes uml type names are unique without the qualifying package names true for uml ',positive
'models the designers goals making this design provides useful control information the agency that only critics relevant the designers goals are ever executed todo really this should part domain extension and not the kernel have not developed this part argo very much author jason robbins ',positive
'todo need worry about umlclass umlpackage etc ',positive
'todo this should fetch the stereotype from our profile ',positive
'todo encountering deleted object during any part this traversal will abort the rest the traversal probably should the whole traversal single mdr transaction ',positive
'return the default type for the return parameter method return classifier use the default type todo this belongs projectsettings tfm ',positive
'todo hold lock for entire recursive traversal ',positive
'todo add enumerationliteral someplace ',positive
'todo this wellformedness rule from uml root cannot have any generalizations selfisroot implies ',positive
'todo this should fetch the stereotype from our profile ',positive
'todo lets build this into separate buildtoolbar method ',positive
'todo this references the concrete factory need factories factory ',positive
'set the target anew todo this method never used what its intention remove ',positive
'todo this first loop just count the items appears redundant tfm ',positive
'create new panel for the given step for example when the given step create the first step the wizard todo might convient make reusable subclass wizard that shows all textual steps guide the user without any automation such wizard could easily authored stored xml file and efficiently presented reusing single panel with single jtextarea param newstep the number the step make panel for return new panel for the given step ',positive
'todo tabtodo should listen for event that this fires that can decouple from the projectbrowser tfm ',positive
'todo this using internal knowledge gef should handle this itself tfm ',positive
'copy file from source destination todo perhaps belongs utilities class some sort param source the source file copied param dest the destination file return success status flag ',positive
'todo this using internal knowledge gef should handle this itself tfm mvw move into something like maininitgef ',positive
'for locale selectionp todo detect the available locales from the available files return locales used argouml ',positive
'return the default type for attribute return classifier use the default type todo this belongs projectsettings tfm ',positive
'todo unused ',positive
'searches for typeclassifier with name the type not found new type created and added the current namespace todo move model subsystem tfm param the name the typeclassifier found return classifier ',positive
'todo what used elsewhere ',positive
'searches for typeclassifier with name definenew true new type defined the typeclassifier not found the newly created type added the currentnamespace and given the name todo move model subsystem tfm param the name the typeclassifier found param definenew true define new one return classifier the found classifier ',positive
'moves some object trash deletes completely with all dependent structures deleting object involves pre removing target history deleting all fig representations for the object deleting the uml element deleting all dependent uml modelelements deleting commentedges which are not uml elements move trash for enclosed objects graphically drawn top move trash subdiagrams for the object saveguard that there always least diagram left the current diagram has been deleted select new one show trigger the explorer when diagram deleted set the needssave dirty flag the projectmanager pre param obj the object deleted see todo this should just named delete something which better tells what does since there really isnt trash can ',positive
'changed uml component with subsystem stereotype todo should deprecate this ',positive
'returns the root package return the package which the root deprecated for tfmorris use link getroots get packagesmodel elements which are the top level todo probably need getdefaultnamespace method something similar replace some uses this ',positive
'updates the top level modelelements for all projects uml each model knows its root elements this could make setroots obsolete applying stereotype uml adds new root todo this redundant with setrootsgetroots there are already too many ways this stuff managed without adding additional one all current model subsystem implementations know their top level elements responsibility can moved the model subsystem but lets choose one way managing this ',positive
'datastructure for settings for project most getters return string since they are used argotee this also the reason all these attributes are not part map something todo the header comment currently not used this function not completely implemented yet how store this the project where should the user enter his header comment see issue author michiel ',positive
'notation settings value object stores settings which control how text rendered diagrams todo this needs diet its used everywhere performance sensitive the current set settings the union all those found the legacy code but its not clear that all them are actually used author tom morris tfmorrisgmailcom ',positive
'this does calculation where our ext directory todo should eventually make sure that this calculation only present one place the code and not several ',positive
'contrast link getzipname returns the members name without the prepended name the project but with the extension todo this not used anywhere shall remove author steffen zschaler return the members name without any prefix suffix ',positive
'todo end with multiple models here ',positive
'were deleting the last diagram lets create new one todo once mdi wont need this ',positive
'todo what used elsewhere ',positive
'create notation settings value object with all default values todo this class only has partial undo support basically just those members that had part previous implementation ',positive
'this code was copied from ',positive
'this the temporary solution for issue ',positive
'parse message textual descriptionp todo this method too complex lets break param umlmessage the uml message object apply any changes param the string parse throws parseexception when detects error the attribute string see also ',positive
'this the temporary solution for issue ',positive
'todo addonly has been removed uml should phase out support tfm ',positive
'save the argo entry todo cyclic dependency with persistencemanager move someplace else ',positive
'empty then were done there cycle the message graph which would bad has more than one element then the model crappy but well just use one them anyway ',positive
'utility method encode string way that allows saved properly xml file and regained filtering out any noice that xml framework might have seen fit add todo why are doing this ourselves surely encoding information for xml serialization well known task tfm have never understood why this being done think should remove any usage bob param str the string encode return the encoded string ',positive
'these may not actually make any difference present the code behind addtrigger needs more work ',positive
'these may not actually make any difference present the code behind addtrigger needs more work ',positive
'hence less elegant workaround that works ',positive
'todo what used elsewhere ',positive
'this should probably inside xmireaderparse but there another place this source where xmireader used but appears the nsuml xmireader when argo xmireader used consistently can responsible for loading the listener until then here ',positive
'these may not actually make any difference present the code behind addtrigger needs more work ',positive
'critic suggest using the facade stereotype todo the moment only dummy implementation see issue ',positive
'todo what progressmgr used here where does come from ',positive
'todo this needed ',positive
'could this some other type internal error that want handle differently dont think tfm ',positive
'todo what used elsewhere ',positive
'todo should fire its own event and projectbrowser should register listener ',positive
'create and register diagrams for activity and statemachines the models the project other diagrams are created default class diagram will created argouml currently requires least one diagram for proper operation todo move xmifilepersister protected param project the project ',positive
'load xmi file before any pgml files fixme the following loading the model before anything else due the zargo containing the profiles currently have removed this hack umlfilepersister and think should removed from here also ',positive
'bufferinputstream that aware xml structure searches for the first occurrence named tag and reads only the data inclusively from that tag the matching end tag can search for the first occurrence named tag and read the child tags the tag not expected empty tag todo this hardwired assume fixed single byte character encoding needs updated handle different encodings including multibyte encodings tfm author bob tarling ',positive
'todo attempt move the following code gef ',positive
'todo use stylesheet convert wait till use fig factories diagram subsystem what the last version that used fignote ',positive
'todo move diagram subsystem ',positive
'set the fig style attributes todo this should move into the render factories described issue param fig the fig style param attributemap map name value pairs ',positive
'todo move gef ',positive
'todo without this fail draw class but this good solution why the layer not set the constructor ',positive
'todo really want able replace the initial content handler which passed sax but cant this without cloning whole bunch code because its private the super class ',positive
'fig was created the code above then must look for the old style constructor that should have fallen into disuse now figobject rectangle diagramsettings all these constructors should have been deprecated least and replaced with the new signature this here for paranoia only until all figs have been reviewed ',positive
'fignodemodelelement with owner should match here todo this temporary solution due figpool extending fignodemodelelement when fact should not ',positive
'todo move gef ',positive
'translate the visibility flag fig the pgml visibility attribute value the pgml values are hidden and shown not specified then the default return null for this prevent redundent data being written pgml todo remove gef release after will provided there param the fig return hidden nullshown ',positive
'the file persister for the uml model todo this empty what its purpose tfm author bob tarling ',positive
'todo not sure need this but just safe for now ',positive
'open zipinputstream the first file found with given extension todo remove since this duplicate zipfilepersister method when have refactored the persister subsystem param url the url the zip file param ext the required extension return the zip stream positioned the required location throws ioexception there problem opening the file ',positive
'todo this doesnt need full profilereference since uses the reader handed the constructor doesnt make much sense make its callers init the path some name which doesnt need author luis sergio oliveira euluis ',positive
'todo what does the magic number represent here put explanatory literal tfm ',positive
'todo seems like overkill load the model just get the display name but thats where its stored currently tfm ',positive
'todo this appears unused its needed the model api should enhanced provide method that does this directly ',positive
'todo this critics embedded comments actually used anyone ',positive
'todo all this profile loadinghandling needs move someplace model subsystem probably ',positive
'todo need specific exception type here ',positive
'todo this profile isnt used anymore see getmodel ',positive
'todo this absurdly long method break ',positive
'todo need specific exception type here ',positive
'todo this code cloned over and over again tfm ',positive
'settings dialog tab panel for layout optionsp todo this class contains lot references orgargoumlumlui would probably better move there todo this class breaks too many dependency limitations and not used anywhere mvw disabled its functionality author linus tolke ',positive
'todo could also support other flavors here image then you can drag modelelements directly into your wordprocessor inserted image ',positive
'todo why isnt this done save ',positive
'todo the following handling multiselection just local solution for the line color better find more general solution dont know its undoable this way thn ',positive
'todo the following handling multiselection just local solution for the fill color better find more general solution dont know its undoable this way thn ',positive
'todo need get the modelextent and package associated with the current diagram that can create the new element the right place ',positive
'the dialog that allows the user any diagram the project doubleclicking itp this dialog not modal and can stay open while the user working the model even possible open multiple these dialogs although the purpose such useraction eludes mep todo this dialog should have multiple tabs named help diagram classifier statevertex etc which would allow the user other things than diagrams author mvw ',positive
'todo bob says tabs that listen for target changes should register themselves not expect detailspane listen and pass the event otherwise these tabs always rely detailspane tabtodotarget and tabprops currently listen directly ',positive
'todo some parts argouml have preliminary support for multiple details panels but currently only support the default south bottom panel ',positive
