@relation 'technicalDebt'

@attribute Text string
@attribute class-att {negative,positive}

@data
'fixme the renderer interface doesnt have the drawdomainline method have rely the renderer being subclass which lame ',positive
'defer argument checking ',positive
'fixme this attribute not used deprecate ',positive
'todo coding the event with some information about what changed the dataset could make the recalculation the interval more efficient some cases for instance the change just update yvalue then the xinterval doesnt need updating ',positive
'here tweak the notify flag the plot that only one notification happens even though update multiple axes ',positive
'defer argument checking ',positive
'the method want isnt the interface ',positive
'defer argument checking ',positive
'defer argument checking ',positive
'fixme what value null next line ',positive
'todo this needs move into the renderer state ',positive
'todo implement this method properly ',positive
'hack ensure the newly created swt fonts will rendered with the same height the awt one ',positive
'unused parent ',positive
'defer argument checking ',positive
'unused but must return something while are ',positive
'redraw should not trigger another change event ',positive
'fixme perhaps should clone the data list ',positive
'here tweak the notify flag the plot that only one notification happens even though update multiple axes ',positive
'defer argument checking ',positive
'defer argument checking ',positive
'are rendering the values percentages need calculate the total for the current item unfortunately here end repeating the calculation more times than strictly necessary hopefully ill come back this and find way add the totals the renderer state the other problem implicitly assume the dataset has negative valuesperhaps that can fixed too ',positive
'defer argument checking ',positive
'note would nice precalculate this per series ',positive
'assume that all other paint instances implement equals and hashcodeof course that might not true but what can about ',positive
'fixme use other fields too ',positive
'defer argument checking ',positive
'all attributes are immutable can just return the superclone fixme fact the generator itself immutable cloning not necessary ',positive
'fixme should really assert value here ',positive
'heres quirk the api has been defined terms plain timeperiod which cannot make use the timezone and locale specified the constructorso only the time zone pegging the period instanceof regulartimeperiod ',positive
'now handle specific plot types and yes know this some really ugly code that has manually updated any time new plot type added should have written something much cooler but didnt and neither did anyone else ',positive
'todo urlencode ',positive
'create entities fixme these methods should defined ',positive
'todo revert svn revision jfreechart jdk issues todo then change visibility all darker methods except darkerpaint private ',positive
'todo replace getsize getbounds ',positive
'todo check threshold ',positive
'fixme add boolean ',positive
'unused parent ',positive
'fixme add boolean ',positive
'defer argument checking ',positive
'defer argument checking ',positive
'now handle some special cases yes ugly code alert ',positive
'fixme probably makes sense allocate array colors and lazily populate this array ',positive
'todo need fetch this from localised resources ',positive
'defer argument checking ',positive
'defer argument checking ',positive
'fixme getvalueformat method ',positive
'defer argument checking ',positive
'here could probably little faster searching for both indices simultaneously but ill look that later seems like matters ',positive
'todo complete this ',positive
'fixme this attribute never used deprecate ',positive
'defer argument checking ',positive
'fixme should really assert value here ',positive
'defer argument checking ',positive
'fixme clone the attributed string not null ',positive
'todo implement this method properly ',positive
'here tweak the notify flag the plot that only one notification happens even though update multiple axes ',positive
'defer argument checking ',positive
'defer argument checking ',positive
'report this ',positive
'defer argument checking ',positive
'defer argument checking ',positive
'here tweak the notify flag the plot that only one notification happens even though update multiple axes ',positive
'defer argument checking ',positive
'here tweak the notify flag the plot that only one notification happens even though update multiple axes ',positive
'this may obsolete not used anywhere ',positive
'here tweak the notify flag the plot that only one notification happens even though update multiple axes ',positive
'todo this good idea ',positive
'defer argument checking ',positive
'kludge make everything work when rows returned ',positive
'here tweak the notify flag the plot that only one notification happens even though update multiple axes ',positive
'report this ',positive
'todo shift block down half ',positive
'todo this good idea ',positive
'fixme better ask the renderer instead datasetutilities ',positive
'defer argument checking ',positive
'todo implement the entity for the annotation ',positive
'defer argument checking ',positive
'defer argument checking ',positive
'defer argument checking ',positive
'todo this needs move into the renderer state ',positive
'defer argument checking ',positive
'needs improved ',positive
'defer argument checking ',positive
'not used plot ',positive
'defer argument checking ',positive
'fixme this attribute never used deprecate ',positive
'fixme need locale well timezone ',positive
'todo implement this properly ',positive
'defer argument checking ',positive
'todo for jfreechart this method should the shapeutilities class ',positive
'defer argument checking ',positive
'well have use the method the interface but this doesnt have the paint and stroke settings ',positive
'defer argument checking ',positive
'defer argument checking ',positive
'defer argument checking ',positive
'defer argument checking ',positive
'defer argument checking ',positive
'defer argument checking ',positive
'defer argument checking ',positive
'defer argument checking ',positive
'todo might good idea keep reference the color specified setpaint setcolor rather than creating new object every time getpaint called ',positive
'defer argument checking ',positive
'fixme check that there isnt already series with the same key ',positive
'know its bad create object better idea ',positive
'know its bad create object better idea ',positive
'fixme clone generator ',positive
'todo use generator here ',positive
'fixme this attribute not used deprecate ',positive
'defer argument checking ',positive
'defer argument checking ',positive
'defer argument checking ',positive
'todo think need make sure the keys are actually cloned whereas the paint instances are always immutable theyre ',positive
'fixme draw outliers ',positive
'todo think need make sure the keys are actually cloned whereas the stroke instances are always immutable theyre ',positive
'not implemented ',positive
'returns string representing the week week todo look return string representing the week ',positive
'fixme show dialog with the error ',positive
'fixme show dialog with the error ',positive
'todo draw the interval marker with effect ',positive
'todo add serialization support for images ',positive
'could make this configurable ',positive
'todo see need apply some line color and style the axis traces ',positive
'todo draw the interval marker with effect ',positive
'not implemented ',positive
'fixme implement this ',positive
'annotation that allows image placed some location link xyplot todo implement serialization properly image not serializable ',positive
'the plot field not tested ',positive
'not check there paint defined for the specified key ',negative
'range range ',negative
'height but width must constrained ',negative
'need fill the buffer ',negative
'check that the clone doesnt share the same underlying arrays ',negative
'now replacing the dataset should update the axis range ',negative
'minortickcount ',negative
'create dataset ',negative
'check that the renderer has corresponding dataset doesnt matter the dataset null ',negative
'build first tab ',negative
'comparable ',negative
'row background paint for the chart ',negative
'mercurypaint ',negative
'period ',negative
'should get for negative index ',negative
'create legend requested ',negative
'',negative
'',negative
'segment fromsegment getsegmentfrom fromsegmentinc segment tosegment getsegmentto tosegmentdec ',negative
'dispose any fonts have created ',negative
'case comparing another timeseriesdatapair object ',negative
'empty cell row ',negative
'the following angle calc will ensure there isnt top vertical axis this may useful you dont want any given criteria appear move important than the others cat catcount ',negative
'create the colorchange dialog ',negative
'draw the item labels there are any ',negative
'build second tab ',negative
'you can add null list would have been better this required emptylist ',negative
'row ',negative
'check previously colinear ',negative
'set the plot properties ',negative
'draw the standard deviation lines before the shapes theyre visible looks better the shape fill colour different the line colour ',negative
'labelsetfontfont ',negative
'create event with special flag setthe purpose this communicate the plot the default receiver the event that series visibility has changed the axis ranges might need updating ',negative
'dont need anything ',negative
'need instantiate this ',negative
'row ',negative
'rosehighlightpaint ',negative
'return the appropriate axis editor ',negative
'timeseriesdataitem item ',negative
'create the new font and set into the title label ',negative
'',negative
'dispose any fonts have created ',negative
'shape visible ',negative
'check regular value ',negative
'test collection which doesnt define all tasks all series ',negative
'row ',negative
'xyseries ',negative
'',negative
'check that the clone doesnt share the same underlying arrays ',negative
'row ',negative
'when the dataset contains one more series but those series contain items expect the value range null ',negative
'use colored text field show the color ',negative
'not first tick displayed tick label ',negative
'create the fontchange dialog ',negative
'the following code barl javad coordinates the left end the bar for horizontal bar chart and the top end the bar for vertical bar chart whether this the base the bar not depends also whether the data value negative relative the base value and whether not the range axis inverted this only matters ifwhen apply the minimumbarlength attribute because should extend the nonbase end the bar ',negative
'create the fontchange dialog ',negative
'get the item count for the series that can know which the end the series ',negative
'deal with range axis ',negative
'shape filled ',negative
'set the range axis display integers only ',negative
'convert the font size for awt height pixels for swt ',negative
'pass the click the plot rely the plot post plot change event and redraw the chart ',negative
'use item paint for outlines default not outline paint ',negative
'',negative
'handle the special case where the dataset has yintervals that want measure ',negative
'',negative
'categoryplot plot ',negative
'deal with domain axis ',negative
'were doing this for testing only and make sure that only add data ascending order xvalue ',negative
'verify max value ',negative
'change series outline stroke ',negative
'verify min value ',negative
'check inherited attribute ',negative
'gridbandpaint ',negative
'starts the back wraps around front and finishes back again ',negative
'deal with plot appearance ',negative
'test customised instance ',negative
'row orientation ',negative
'rangeaxislocation ',negative
'row ',negative
'here change the affinetransform can draw the annotation larger area and scale down into the display area afterwards the original transform restored ',negative
'row background paint ',negative
'time zone ',negative
'row stroke ',negative
'clip top and bottom bounds data area ',negative
'check dataset with one time period ',negative
'bar ',negative
'cant anything ',negative
'sectionoutlinepaint ',negative
'create dataset ',negative
'use valuemarker for the tests because need concrete subclass ',negative
'bordervisible ',negative
'create the new font and set into the title label ',negative
'consistent with other graphicsd implementations ',negative
'validate base timeline exclusions added timelines esceptions ',negative
'xyseries ',negative
'domainaxislocation longer separate field but test anyway ',negative
'row keys ',negative
'private tickunits standardtickunits ',negative
'backgroundimage ',negative
'try unknown column key ',negative
'minorticklength ',negative
'when the dataset contains one more series but those series contain items still expect the range null ',negative
'labelfont ',negative
'tblrc bottom and right only ',negative
'build the third tab ',negative
'need resize the buffer ',negative
'column keys ',negative
'even though the axis not visible need ticks for the gridlines ',negative
'and cancel buttons ',negative
'does nothing override necessary ',negative
'dont zoom unless the mouse pointer the plots data area ',negative
'there tool tip expect generate the title and alt values only add empty alt there tooltip ',negative
'borderstroke ',negative
'ensure have maximum value use the axes ',negative
'dispose resources own but user must dispose ',negative
'remove plot but plot removed instead ',negative
'set the line style solid default ',negative
'are starting new series path ',negative
'apply dash style any ',negative
'too slow look every data item lets just look the first middle and last items ',negative
'padding ',negative
'showing estyle ticks negative exponent generating tick value between show fewer ',negative
'axislabelpaint ',negative
'properties save print zoom tooltips ',negative
'retrieve the swt font description indept way ',negative
'collect entity and tool tip information ',negative
'create new awt font with the appropiate data ',negative
'and independent ',negative
'for now simply want extract the chars from the iterator and call unstyled text renderer ',negative
'first get the range without the interval then expand for the interval width ',negative
'see comment above swtcolor ',negative
'should get for negative index ',negative
'renderinghints ',negative
'next setup the plot area ',negative
'thismycolor new colorgetdisplay colorgetrgb ',negative
'seems the same ',negative
'swt and awt share the same style constants ',negative
'even though the axis not visible need ticks for the gridlines ',negative
'set the axis properties ',negative
'fixme add setbasestrokestroke boolean ',negative
'create the dataset ',negative
'null will returned ',negative
'subtitles ',negative
'erase the previous zoom rectangle any only need this are using xor mode which when were not using the buffer there buffer then the end this method just trigger repaint ',negative
'borderpaint ',negative
'draw the markers that are associated with specific dataset ',negative
'title ',negative
'start with unit that least the axis length ',negative
'create dataset ',negative
'create event with special flag setthe purpose this communicate the plot the default receiver the event that series visibility has changed the axis ranges might need updating ',negative
'backgroundpaint ',negative
'adjust the plot area for interior spacing and labels ',negative
'plot ',negative
'',negative
'create the chart ',negative
'add item entity this information being collected ',negative
'try ',negative
'reference ',negative
'',negative
'pdfdocument class will null the function will return false ',negative
'create dataset ',negative
'special case the bar colour has alpha draw nothing ',negative
'create dataset ',negative
'',negative
'private double angle ',negative
'avoid draw overlapping tick labels ',negative
'check independence ',negative
'null key should throw ',negative
'adding something the returned list should not change the chart ',negative
'axissetlowerbound assertequals axisgetlowerbound epsilon ',negative
'',negative
'perform the zoom each range axis ',negative
'include legend ',negative
'draw the domain grid lines any ',negative
'chart title ',negative
'check for bounds interval that includes ',negative
'outlinepaint ',negative
'deregister the collection change listener each series the collection ',negative
'chart title ',negative
'create the chart ',negative
'private paint arrowpaint ',negative
'column keys ',negative
'value ',negative
'case comparing another timeperiod object ',negative
'null key should throw ',negative
'align this rectangle the frameanchor ',negative
'data include legend tooltips urls ',negative
'standard test ',negative
'chart title ',negative
'when the dataset contains one more series but those series contain items expect the value range null ',negative
'include legend ',negative
'setup for collecting optional entity info ',negative
'include legend ',negative
'comparable ',negative
'private numbertickunit tickunit ',negative
'nothing item not visible ',negative
'drawingsupplier ',negative
'get the previous point and the next point can calculate hot spot for the area used the chart entity ',negative
'include legend ',negative
'use reflection get the svg string ',negative
'legenditempaint ',negative
'suppress shadow generation because svg vector format and the shadow effect applied via bitmap effects ',negative
'include legend ',negative
'clear any exceptions this timeline ',negative
'',negative
'create array xindex hold new column indices ',negative
'domainaxis ',negative
'stategetbarwidth ',negative
'wallpaint ',negative
'selected rectangle shouldnt extend outside the data area ',negative
'deregister the collection change listener each series the collection ',negative
'the axes use linear scale you can uncomment the code below and switch the alternative transxtransy calculation inside the loop that follows little bit faster then int int dataareagetminx int int dataareagetwidth int int dataareagetmaxy int int dataareagetheight double domainmin double domainlength domainmin double rangemin double rangelength rangemin ',negative
'close ',negative
'reserve some space for the domain axis ',negative
'serieskey ',negative
'check that the listener lists are independent ',negative
'shadowpaint ',negative
'reset the min and max ',negative
'private stroke arrowstroke ',negative
'return the override there one ',negative
'shadowvisible ',negative
'bar not visible ',negative
'create dataset ',negative
'actual value set below ',negative
'ticklabelpaint ',negative
'parameter value the mathlog function based not ',negative
'thermometerpaint ',negative
'appenddata writes new data the index position given newestat when adding new data dynamically use advancetime followed this ',negative
'now try reject equality ',negative
'use valuemarker for the tests because need concrete subclass ',negative
'barpainter ',negative
'the axis not visible dont draw ',negative
'xybarpainter ',negative
'shadowxoffset ',negative
'errorindicatorpaint ',negative
'draw the plot axes and data visualisation ',negative
'private stroke arrowstroke ',negative
'small log values and lower bound value too small then set small value dont allow ',negative
'row keys ',negative
'find optimum height ',negative
'private double tipradius ',negative
'now try reject equality ',negative
'private double tipradius ',negative
'add second dataset plotted against second axis ',negative
'private double angle ',negative
'note that for consistency with the awt implementation necessary switch temporarily the foreground and background colours ',negative
'',negative
'work out scaling required ',negative
'private double arrowlength ',negative
'dont draw this tick label ',negative
'private double baseradius ',negative
'redraw the zoom rectangle present usebuffer false use xor can xor the rectangle away again without redrawing the chart ',negative
'private boolean ',negative
'set the outline paint fully transparent then the legend shape will just have the same colour the lines drawn the renderer ',negative
'private double baseradius ',negative
'first field contains the row key ',negative
'weight ',negative
'tblrc bottom and center only ',negative
'now map the dataset the second xaxis ',negative
'',negative
'outlinepaint ',negative
'gclipcliparea ',negative
'five dates check ',negative
'from intervalxydataset ',negative
'private double labeloffset ',negative
'handle panning have start point else unregister ',negative
'bufferedimage image ',negative
'mgs using the methods return value was missing ',negative
'',negative
'',negative
'tblrc top and left only ',negative
'get upper bound value ',negative
'value ',negative
'unregister the collection change listener each series the collection ',negative
'stroke ',negative
'create the renderer ',negative
'bufferedimage image ',negative
'replace existing series ',negative
'category ',negative
'add entity for the item but only falls within the data area ',negative
'categoryanchor ',negative
'start check and ',negative
'tickmarkposition ',negative
'test default instance ',negative
'check that setting the min date something after the current min date works ',negative
'offset the start the boxes the total width used smaller than the category width ',negative
'tickunit ',negative
'draw the category labels and axis label ',negative
'timeline ',negative
'negative values are allowed parameter value the mathlog function based not ',negative
'range ',negative
'suppresses compiler warning ',negative
'start check and ',negative
'',negative
'five dates check ',negative
'case comparing another object ',negative
'start check and ',negative
'the following fields are inherited from the ',negative
'start check and ',negative
'test default instance ',negative
'the bug still present this leads endless loop ',negative
'tblrc top and bottom only ',negative
'end check and ',negative
'and independent ',negative
'middle check and ',negative
'this series belongs dataset the dataset might veto the change results two series within the dataset having the same key ',negative
'start check and ',negative
'jfreechart chart ',negative
'middle check and ',negative
'remember value negative ',negative
'start check and ',negative
'empty dataset should return null range ',negative
'middle check and ',negative
'changing the item that was added should not change the series ',negative
'end check and ',negative
'basestroke ',negative
'middle check and ',negative
'end point either lower left corner vertical gradient end point upper right corner horizontal gradient ',negative
'middle check and ',negative
'argument checking delegated ',negative
'end check and ',negative
'try empty dataset should return null range ',negative
'end check and ',negative
'shapelocation ',negative
'end check and ',negative
'the row may not have entry for this key which case the return value null ',negative
'test independence ',negative
'here need update the for the popup menu the panel has one ',negative
'private double arrowwidth ',negative
'both axes ',negative
'end check ',negative
'reserve space for the range axes any ',negative
'start check ',negative
'case comparing nontimeperiod object ',negative
'end check and ',negative
'fetch listeners from local storage ',negative
'check independence ',negative
'case object mutable but not publiccloneable ',negative
'end check ',negative
'work out the space required the domain axis ',negative
'middle check ',negative
'check retrieve value key ',negative
'end check and ',negative
'get desired width and height from somewhere then ',negative
'plot data ',negative
'work out the space required the domain axis ',negative
'plot data ',negative
'shifting with delta does not change the range ',negative
'set axis bounds both greater than ',negative
'get the column names and cache them ',negative
'check that changing tick label font doesnt change ',negative
'shape filled ',negative
'check that changing tick label paint doesnt change ',negative
'null dataset throws ',negative
'check that changing category label tooltip doesnt change ',negative
'start check ',negative
'',negative
'the popup menu has already been triggered then ignore dragging ',negative
'lowermargin ',negative
'check that the listener lists are independent ',negative
'check for both bounds smaller than ',negative
'',negative
'check for both bounds smaller than ',negative
'the line visible wasnt wed have returned false from within the while loop above ',negative
'',negative
'the categorydataset interface expects list series but weve stored them array ',negative
'categorymargin ',negative
'',negative
'uppermargin ',negative
'test collection which doesnt define all tasks all series ',negative
'middle check ',negative
'check the item the last item for the series and number items cant draw area for single point ',negative
'set start and end date ',negative
'tblrc left and center items ',negative
'check for bounds interval that includes ',negative
'create the canvas and add the required listeners ',negative
'check that changing tick label font doesnt change ',negative
'fillpaintlist ',negative
'test onesegment and adjacent segments ',negative
'get the origin the zoom selection the javad space used for drawing the chart that before any scaling fit the panel ',negative
'fixed auto range then derive lower bound ',negative
'set the new dataset and register the chart change listener ',negative
'advance line stroke ',negative
'only draw have good values ',negative
'offset ',negative
'check the item the last item for the series null value and number items cant draw area for single point ',negative
'check that changing category label tooltip doesnt change ',negative
'try null key should throw exception ',negative
'check that changing tick label paint doesnt change ',negative
'compute common denominator ',negative
'private double fixedautorange ',negative
'null will returned ',negative
'paint ',negative
'case comparing general object ',negative
'ticklabelpaint ',negative
'setup for collecting optional entity info ',negative
'middle check and ',negative
'register listener with subcomponents ',negative
'categorylabelurls ',negative
'draw domain crosshair required ',negative
'',negative
'now draw annotations and render data items ',negative
'ticklabelpaint ',negative
'test base timeline for mstimeline using included and excluded segments timeline start time eeeeeeee eeeeeeee msbasetimeline segment group segment size ',negative
'period ',negative
'private shape leftarrow ',negative
'verify attributes set during object construction ',negative
'after removed from the collection should able set the key anything want ',negative
'cycle bound mapping ',negative
'many the zoom methods need screen location all have the zoompoint but might null here grab the and coordinates use defaults ',negative
'the axis not visible dont draw ',negative
'private methods ',negative
'the axis not visible dont draw ',negative
'make sure binsbinslengths upper boundary ends maximum avoid the rounding issue the bins lower boundary guaranteed start from min ',negative
'the axis not visible dont draw ',negative
'generic map for each series ',negative
'the axis not visible dont draw ',negative
'reduce the default margins ',negative
'advance line visible ',negative
'for macosx cant use the ctrl key for mouse drags see ',negative
'put exclusions test ',negative
'try dataset with some content ',negative
'set start time ',negative
'lower bound and margin get log lower bound ',negative
'create segmented time line segment size minutes ',negative
'redrawing the chart every time ',negative
'these constants control test cycles the validatexxxx methods ',negative
'make the chart area square ',negative
'quarter ',negative
'make the background the buffer clear and transparent ',negative
'add minor ticks for gridlines ',negative
'doublenan should ignored ',negative
'calculate the first monday after ',negative
'default instances ',negative
'low ',negative
'calculate the max label width from the plot dimensions because circular pie can leave lot more room for labels ',negative
'private double labeloffset ',negative
'the anchor point typically the point where the mouse last clicked the crosshairs will driven off this point ',negative
'',negative
'there explicit mapping the default group counted ',negative
'test ampm monday through friday timeline ',negative
'the segment entirely the front the chart ',negative
'range none ',negative
'properties save print zoom tooltips ',negative
'test some included and excluded segments ',negative
'bar ',negative
'paint ',negative
'stroke ',negative
'tblrc bottom item only ',negative
'zap the buffer onto the panel ',negative
'logically consecutive segments nonphysically consecutive with noncontained time between ',negative
'positive item label position ',negative
'verify segments are consecutive and correct ',negative
'get the data point ',negative
'test inc method ',negative
'create new but empty chartmouselisteners list ',negative
'visible flag ',negative
'dmo end dmo additions ',negative
'try next segment ',negative
'itemlabelsvisible ',negative
'middle check and ',negative
'exclude current exception and last one ',negative
'test inc methods ',negative
'check that the series visible flag observed ',negative
'another segment continue test ',negative
'data the parent plot ',negative
'start check and ',negative
'make the link area square the pie chart circular circular ',negative
'test incn method ',negative
'fixed domain axis space ',negative
'select tick unit that the next one bigger than the current log range divided ',negative
'shape filled ',negative
'font ',negative
'get the origin the zoom selection the javad space used for drawing the chart that before any scaling fit the panel ',negative
'tick label insets ',negative
'the link area defines the dog leg points for the linking lines the labels ',negative
'verify list exceptions ',negative
'lowerbound ',negative
'tick labels visible flag ',negative
'',negative
'fill the exceptions ',negative
'rangeaxislocation longer separate field but test anyway ',negative
'should excluded segment ',negative
'add entity for the item but only falls within the data area ',negative
'should included segment ',negative
'include current exception and last one ',negative
'tick mark paint ',negative
'need guard against thiszoompoint being null ',negative
'long stltotimelinevaluel ',negative
'strokelist ',negative
'ticklabeloffset ',negative
'multiple axes are mapped the first the list should returned ',negative
'only add exception currently included segment ',negative
'consider time periods ordered after general objects ',negative
'add our exceptions and store locally arraylist longs ',negative
'private plot parent dont clone the parent plot but take care childs combined plots instead ',negative
'some checks that the clone independent the original ',negative
'check that the clone doesnt share the same underlying arrays ',negative
'make array exceptions ',negative
'the dataset not then just revert the superclass behaviour ',negative
'start time ',negative
'try replacing existing value ',negative
'add the base timeline exclusions timelines esceptions ',negative
'adjust the plot area the interior spacing value ',negative
'jan ',negative
'remove series and add new series ',negative
'sublabelpaint ',negative
'more than demo applications are included with the jfreechart developer guidefor more information see ',negative
'uppermargin ',negative
'default the renderer with index used ',negative
'lowermargin ',negative
'ensure the autorange least minrange size ',negative
'test serialization ',negative
'set info collection ',negative
'sublabelfont ',negative
'this replaces the entry with the current minimum value but the new minimum value now different item ',negative
'verify all timeline segments included the basetimelinesegment are now exceptions ',negative
'stat function for linear slope ybar xbar sumx sum sumy sum sumx ',negative
'subcategories ',negative
'too slow look every data item lets just look the first middle and last items ',negative
'utility methods ',negative
'add item entity this information being collected ',negative
'physically consecutive ',negative
'hasnt implemented domaininfo iterate ',negative
'',negative
'there separator assume the first four characters are yyyy ',negative
'label font ',negative
'adjust the drawing area for the plot insets any ',negative
'label ',negative
'prefetch the colors for each keythis because the subplots may not display every key but need the coloring consistent ',negative
'label paint ',negative
'holds the moving average sum ',negative
'attributed label ',negative
'now add some more data ',negative
'label insets ',negative
'the box has been drawn backwards restore the auto bounds ',negative
'high ',negative
'lots can wrong while fiddling with images color models such anything all goes awry just return the original texturepaint texturepaints are immutable anyway harm done ',negative
'axis line stroke ',negative
'add each point area ',negative
'label angle ',negative
'the axis not visible additional space required ',negative
'axis line visible ',negative
'try dataset with some content ',negative
'none fixed ',negative
'tblrc top and center only ',negative
'axis line visible flag ',negative
'jfreechart free chart library for the javatm platform copyright object refinery limited and contributors project info this library free software you can redistribute andor modify under the terms the gnu lesser general public license published the free software foundation either version the license your option any later version this library distributed the hope that will useful but without any warranty without even the implied warranty merchantability fitness for particular purpose see the gnu lesser general public license for more details you should have received copy the gnu lesser general public license along with this library not write the free software foundation inc franklin street fifth floor boston usa oracle and java are registered trademarks oracle andor its affiliates other names may trademarks their respective owners chartfactoryjava copyright object refinery limited and contributors original author david gilbert for object refinery limited contributors serge grachov joao guilherme del valle bill kelemen jon iles jelai wang richard atkinson david browning for australian institute marine science benoit xhenseval changes oct version most methods transferred from jfreechartjava oct added methods create stacked bar charts renamed datasourcejava datasetjava etc oct added deffect vertical bar and stackedbar charts contributed serge grachov nov added flag control whether not legend added the chart nov for pie chart changed dataset from categorydataset piedataset nov removed trycatch handlers from chart creation the exception are now runtimeexceptions suggested joao guilherme del valle dec added methods dec added method dec updated methods for charts with new renderers jan added import for jan changed the method use renderer feb added new method createwindplot apr updates the chart and plot constructor api may added new method createareachart jun added new method createganttchart jun renamed for consistency aug updated javadoc comments aug added method oct fixed errors reported checkstyle oct added methods including tooltips and url flags nov moved renderers into separate package nov changed categorydataset tabledataset mar incorporated see bug may merged some horizontal and vertical methods may added support for timeline createhighlowchart jul added createhistogram method contributed jelai wang jul added method aug added new method sep changed valueaxis api oct added stepped area chart contributed matthias rose nov added method nov set rendering order for bar charts fix overlapping problems nov added createwafermapchart method dec renamed createpiedchart createpiechartd for consistency jan added createpolarchart method jan fixed bug with axis range method feb renamed xytooltipgenerator mar updated for pie chart changes apr added new createpiechart method contributed benoit xhenseval see rfe may split and jan removed deprecated methods jan added new constructor feb added docs createbubblechart method mar added createringplot method apr replaced insets with rectangleinsets nov removed signal chart jfreechart jan corrected api docs for createscatterplot aug modified use because doesnt handle negative values sep update createpiechart method for deprecated code nov update createxybarchart use time based tool tip generator dateaxis requested jan added method from patch submitted darren jung jul added new methods create pie charts with locale for section label and tool tip formatting aug added charttheme facility oct check for legacy theme setcharttheme and reset default bar painters dec set category margin jul use paramchecks class ',negative
'label location ',negative
'case comparing nontimeperiod object ',negative
'tick label paint ',negative
'through each zoom menu item and decide whether not enable ',negative
'tick mark inside length ',negative
'the source point doesnt fall within subplot the zoom all subplots ',negative
'fixed dimension ',negative
'selected rectangle shouldnt extend outside the data area ',negative
'tick mark outside length ',negative
'shape visible ',negative
'none range ',negative
'get absolute value log value ',negative
'private shape downarrow ',negative
'upper bound and margin get log upper bound ',negative
'private shape rightarrow ',negative
'add second renderer with the same index dataset now will used ',negative
'private shape uparrow ',negative
'the source point doesnt fall within subplot the zoom all subplots ',negative
'none none ',negative
'the rendering process there special handling for item zero cant support processing visible data items only ',negative
'verticalticklabels ',negative
'update and and using intersections then recheck ',negative
'axislinestroke ',negative
'',negative
'',negative
'clip top and bottom bounds data area ',negative
'yearformatter ',negative
'check arguments ',negative
'locale ',negative
'series are columns then the categories are the row keys ',negative
'showyear ',negative
