@relation 'technicalDebt'

@attribute Text string
@attribute class-att {negative,positive}

@data
' method with reference really useful ',positive
'maybe should consider creating global cache for the random files make jmeter more efficient ',positive
'should use create the queueconnection ',positive
' set different status not enough messages found ',positive
' broken code ',positive
'notused private string chosenfile ',positive
'find all beans out there and check their resource property files check that nondefault property files dont have any extra keys check all necessary properties are defined least the default property file except for beans whose name contains experimental alpha  check property files dont have duplicate keys this important ',positive
'this could perhaps variable name ',positive
'should add the separator ',positive
' should skip processing here ',positive
' add some real tests now that split has been removed ',positive
'not used transient protected threadgroup threadgroup null anyway was this supposed the class from javalang jmeterthreads ',positive
'all the others could private too ',positive
' can this ever happen ',positive
' fetch list languages from file changes language list need reflected ',positive
' move utils class jmeterutils ',positive
' need implement any kind connection pooling which connections should shared should threads share connections the same destination what about crossthread sharing ',positive
'set the content type  needed string ',positive
' this assumes that the redirected response will always immediately follow the original response this may not always true there better way this ',positive
' the best way ',positive
'keep the unexpanded path  allow directories end with jar removing this check ',positive
' the above works the current situation but its just  how get each editor report whether wants grow bigger whether the property label should the left the top the editor ',positive
' save the package for any transaction controllers ',positive
'how many classes can assign from  there must nicer way ',positive
'should the testbean hidden ',positive
' why lower case use the default locale ',positive
' make userdefined variables the testplan element more dynamic ',positive
' force the controller load its tree ',positive
'might useful also make this available the request tab for when posting json ',positive
'should header saved with the data nonnls ',positive
'showing large strings can very costly will avoid doing the response data larger than  instead could delay doing the resultsettext call until the user chooses the response data tab plus could warn the user this happens and revert the choice doesnt confirm hes ready wait ',positive
' strings should resources ',positive
'resultseterrortrue  this the correct strategy throw exception allow assertion pass ',positive
'why does this not call there reason for not clearing everything ',positive
'notused yet private jtextfield filename ',positive
' somehow show progress ',positive
' support multiple signers ',positive
' fetch this once per vars above ',positive
' add and delete not currently supported nonnls ',positive
'fix path allow the use unc urls ',positive
' should this use setdone  should this use setfirst ',positive
'set the overall status for the transaction sample  improve adding counts the sampleresult class ',positive
'should exit end the test only applies server because host nonnull ',positive
'have reached the reporting boundary need allow for margin error otherwise can miss the slot also need check weve not hit the window already ',positive
' save hostname save sample type plain http ',positive
'allow the mimetype the file control the content type this not obvious gui you are not uploading any files but just sending the content nameless parameters  needs multiple file upload scenerio ',positive
'remind convert arg list vectors here ',positive
'chunked transfer encoding which not really support yet just read without blocking because not know when stop reading cannot block  propery implement support for chunked transfer know when have read the whole request and therefore allow the reading block ',positive
' handle filenames ',positive
'not yet handled ',positive
' should check that error has been logged ',positive
'dont allow override contentlength  what other headers are not allowed ',positive
' perhaps note connection can disconnected end test ',positive
'check request headers ',negative
'nonnls ',negative
'property file constants ',negative
'package protected can accessed test class ',negative
'test sending data with default encoding ',negative
'return with error ',negative
'lowlevel recursive routine define the method not already defined synchronized protect access methodtoinvoke ',negative
'regular expression used match against embedded resource urls ',negative
'dont save this only needed for processing csv headers currently ',negative
'flush ',negative
'test method for httpsampler ',negative
'optional tasks ',negative
'list variable names saved jtl files ',negative
'flag all machines within given domain can access the variable from ',negative
'end standard field accessors ',negative
'run tidy ',negative
'get appropriate sender class governed the behaviour set the jmeter property ',negative
'column numbers must agree with order above ',negative
'dont want this passed browser ',negative
'return with error ',negative
'fix the content length ',negative
'only http and https are supported ',negative
'obtain another url with explicit port ',negative
'constructor initially called once for each occurrence the test plan for gui several more instances are created then clear called start test called several times during test startup the name will not necessarily have been set this point ',negative
'write output file ',negative
'for use saveservice only param stamp this may start time end time param elapsed ',negative
'this should never happen anyway well continue with url set null ',negative
'probably does not need synch always accessed through threadlocal give access test code ',negative
'for use ajp ',negative
'vars will null testplan ',negative
'original numeric order now use strings ',negative
'allow for old format file without the extra columnns ',negative
'determine contenttype known binary not displayable text param content type return true contenttype type binary ',negative
'embedded url match regex ',negative
'extract charset and store dataencoding the meta tag meta contenttexthtml charsetfoobar now processed nonnls ',negative
'check filename defined ',negative
'private static final logger log ',negative
'does not apply java implementation ',negative
'divisor positive number should never case nfe ',negative
'add listener activate not concurrent dwn ',negative
'note windows user preferences are stored relative ',negative
'close file ',negative
'nonnull comparators dont appear used present ',negative
'url config ',negative
'keep track token separator ',negative
'includes ',negative
'open file ',negative
'find using rather than equals there may multiple entries which compare equals bug this will slightly slower than the builtin method but replace not used frequently ',negative
'bottom embedded resources source address and optional tasks ',negative
'note this instance field and not transient created the jmeter client and propagated the server instance rmi static field would recreated the server and would pick the server properties nonnls ',negative
'not the same realm ',negative
'column size ',negative
'nonnls nonnls ',negative
'argument types used create the method may provided explicitly derived from the constructor argument list ',negative
'register the handler for focus listening this handler will only notify the registered when the text changes from when the focus gained when lost ',negative
'not use getencoding method writer since that returns the historical name ',negative
'find all jar files paths that end with strpathorjar ',negative
'holds the mappings from the saveservice properties file key alias entry full class name there may multiple aliases which map the same class ',negative
'equation for calculating the weight int usedmax ',negative
'nonjavadoc new instance created for each thread group and the clone method then called create copies for each thread thread group this means that the lock object common thread group separate thread groups have separate locks this not intended the lock object could made static see javalangobjectclone ',negative
'have single character could token token ',negative
'error default ',negative
'now check for invalid message format string contains and there may problem format with dummy parameters and check there the output bit crude but should enough for now ',negative
'the test object the instance the class containing the test method this the same testcase for junit tests but different for junit tests which use wrapper ',negative
'mask should contain all types but not not ',negative
'have check and make sure the constructor accessible didnt would throw exception and cause npe ',negative
'retrieve images nonnls ',negative
'define file format versions nonnls ',negative
'line ',negative
'draw grid only when didnt the grid line would draw over the data lines making look bad ',negative
'monitor nonnls ',negative
'xml result file constants and field name constants ',negative
'only contains httpfilearg elements ',negative
'changed the logic for bea weblogic the case user uses tomcats status servlet without any modifications weblogic will return nothing for the connector therefore need check the size the list peter ',negative
'the string check url data ',negative
'thisdata null thisdata stat ',negative
'use nonnls ',negative
'check see the lastselectedpath null after clear would return null ',negative
'nonnls nonnls nonnls ',negative
'allow testing failure codes ',negative
'pick any recent changes from other threads ',negative
'add new field source address for implementations only default iphostname ',negative
'use binary mode file transfer nonnls ',negative
'what are testing against ',negative
'parent elapsed total should smaller than the sum the individual samples may greater the timer granularity ',negative
'nonnls default iphostname ',negative
'used httptestsamplegui ',negative
'did not find put the character back ',negative
'assume the url ',negative
'tabbed pane that contains parameters and raw body ',negative
'button for browsing webservice wsdl ',negative
'find the first nonnull message ',negative
'both these are needed the list even though they set the same variable ',negative
'autoredirects and followredirects cannot both selected ',negative
'web methods ',negative
'date lastmodified may null bad format ',negative
'see see ',negative
'once outside loop ',negative
'there cached parser ',negative
'improve xml display ',negative
'the headers and body are divided blank line the allow for the before nonnls ',negative
'test files for testloadandsave output will generally different size but same number lines ',negative
'not should always succeed against empty result ',negative
'otherwise dont save anything point ',negative
'add the proxy elements ',negative
'needs package protected for unit test ',negative
'set the beans property the value just obtained ',negative
'get the matcher for this thread ',negative
'text field this means exit last sample failed nonnls ',negative
'download concurrent resources nonnls ',negative
'nonnls nonnls nonnls ',negative
'should never happen ',negative
'get the authmanager and pass the wsdlhelper once the sampler updated axis all this stuff should not necessary now just need find the time and motivation ',negative
'enable the delete and save buttons they are currently disabled ',negative
'transient perlcompiler compiler new perlcompiler nonnls ',negative
'reset the bshinterpreter before each execution ',negative
'ensure value propagated editor ',negative
'can detect ',negative
'must create new object else end with set full the same map object ',negative
'parameters pass script file script ',negative
'next line ',negative
'initialize the editor with the provided default value null ',negative
'nonnls nonnls nonnls nonnls ',negative
'main panel ',negative
'duration seconds starting from when the threads start ',negative
'script file name present ',negative
'gui tests throw the error method try find out why this ',negative
'script area ',negative
'dummy class pass the pointer url ',negative
'the set used ignore duplicated binary files using linkedhashset avoid unnecessary overhead iterating the elements the set later sideeffect this will keep them roughly order which should better model browser behaviour ',negative
'dont let the input field shrink too much ',negative
'now look for urls the style attribute ',negative
'nonnls nonnls nonnls nonnls nonnls ',negative
'only put httpfileargs ',negative
'nonnls permit dynamic resize textarea ',negative
'note theres capturing groups per value ',negative
'check for base href ',negative
'nonexpiring ',negative
'action taken when sampler error occurs ',negative
'should not happen ',negative
'doesnt even look like url maybe isnt ignore the exception ',negative
'use proxy checked enable the text fields for the host and port ',negative
'two null values return equal ',negative
'required for unit tests ',negative
'disable delete and browse buttons there are rows the table delete ',negative
'listen main socket ',negative
'disable delete and browse there are rows the table delete ',negative
'see below for reason for this change just case this causes problems allow the change backed out ',negative
'putting the string first means works even the attribute null ',negative
'running number ',negative
'create the jtable that holds header per row ',negative
'first check see body tag has background set ',negative
'file panel nonnls nonnls ',negative
'nonnls nonnls ',negative
'dont want store any cookies the generated test plan ',negative
'testsuite only finds testxxx methods and does not look for suite methods provide more compatibilty with standalone tests where junit does look for suite method check for first here ',negative
'set the form data ',negative
'tell the sampler multipart post ',negative
'nonnls nonnls ',negative
'make the connection ready for sending post data ',negative
'noop ',negative
'nonnls jmx file attributes ',negative
'implements ',negative
'the string made private the compiler cant propagate into jmeterutils java compilers may make copies final variables this ensures that jmeterutils always gets the correct version even jmeterutils not recompiled during the build ',negative
'implements ',negative
'must agree with the order entries the dropdown created private static final int groupingnogroups ',negative
'enable delete which may already enabled but wont hurt ',negative
'check the property exists ',negative
'highlight select the appropriate row ',negative
'http post request multipartformdata simple values with end line which should also handled and with more headers each multipart ',negative
'force minimum table height pixels ',negative
'script file not provided ',negative
'called from ctor must not overridable ',negative
'rethrow errors because were supposed let the jvm see dont rethrow stackoverflows because know weve corrected the situation aborting the loop and long stacktrace would end the users console ',negative
'highlight select the appropriate rows ',negative
'call ',negative
'are creating jsr element add the cache key property note that this cannot done the jsrbeaninfosupport class because that causes problems with the group its properties are not always set before they are needed this cause various issues with the gui wrong field attributes should not allow null sometimes gui completely mangled field appears start rather than end the following warning logged does not appear have been configured adding the group here solves these issues and its also possible add the key just before the script panel which relates its not yet clear why this should but looks though createpropertygroup does not work properly called from any subclasses this class ',negative
'table cell being edited must cancel the editing before deleting the row ',negative
'override can intercept the stream ',negative
'done finally block filereaderclose ',negative
'disable the delete and save buttons rows remaining after delete ',negative
'else object map ctx the one ',negative
'jmeterfailcould not read internal resource archive broken ',negative
'nonnls ',negative
'see testregexfunction for unit tests ',negative
'table cell being edited should accept the current value and stop the editing before adding new row ',negative
'elements have empty nodevalue but are usually interested their content ',negative
'the most common post request with parameter name and values also assume this content type present most backwards compatible but maybe should only parse arguments the content type expected standard namevalue postdata ',negative
'disable the delete and save buttons rows remaining after delete ',negative
'set the file uploads ',negative
'preset default impl ',negative
'check the count see have exceeded the number lines parse theres way know where stop the file therefore use break escape the while loop when weve reached the count ',negative
'clic the graph tab make the graph without apply interval filter ',negative
'create the jtable that holds one cookie per row ',negative
'remove the header for contenttype and contentlength since those values will most likely incorrect when the sampler performs the multipart request because the boundary string will change ',negative
'cannot find the file locally try the bin directory ',negative
'userinput ',negative
'independent frame allow overlaid the main frame nonnls ',negative
'class attributes ',negative
'action command names nonnls ',negative
'nonjavadoc see ',negative
'nonnls nonnls nonnls nonnls nonnls nonnls ',negative
'nonnls resource name ',negative
'the following getters may appear not used however they are invoked via the functor class ',negative
'nonnls nonnls nonnls nonnls ',negative
'thissetdaemontrue ',negative
'descadduse fully qualified host name truefalse default false nonnls ',negative
'really should never get here because eval will throw exception xpath invalid but whatever better safe ',negative
'check know the encoding the page ',negative
'doctype ',negative
'now parse the dom tree ',negative
'dropdown list for renderer ',negative
'url always tag ',negative
'results render jmeterproperties load standard default ',negative
'checkbox choosing whether not only successes should logged ',negative
'not used protected static final string tagurl requesturl nonnls ',negative
'table cell being edited must cancel the editing before deleting the row ',negative
'names for the fields nonnls ',negative
'only contains argument httpargument ',negative
'instance attributes ',negative
'format hmtl xhtml xml ',negative
'errors only ',negative
'when the encoding not known the argument will get the encoded value and the encode set false ',negative
'table still contains one more rows highlight select the appropriate one ',negative
'thresholds ',negative
'nonnlsnonnls ',negative
'nonnls only support chunked transfer encoding ',negative
'relatively expensive operation once ',negative
'return ',negative
'button panel ',negative
'create the jtable that holds auth per row ',negative
'nonjavadoc see ',negative
'ignore nonhttp samplers ',negative
'wait for server stop ',negative
'nonnls detect user has pressed new link ',negative
'drop the last character ',negative
'originally called clear see also jmeterguicomponent ',negative
'noop ',negative
'nonnls nonnls ',negative
'store the operator ',negative
'nonnls nonnls ',negative
'default ',negative
'whether use dymanic key generation supported nonnls ',negative
'nonnls nonnls ',negative
'nonnls ',negative
'all table cells are editable ',negative
'nonnls ',negative
'put the check boxes column panel ',negative
'convert the old numeric types just case someone wants reload the workbench ',negative
'assume url ',negative
'nonjavadoc see ',negative
'dont get tripped chars the arg name ',negative
'with ssl request url hostport without https path nonnls ',negative
'namesessionid valuevalue ',negative
'return the current value dont forget the prefix ',negative
'increment the value ',negative
'whether use the redirect disabling feature can switched off does not work ',negative
'use null for url simulate that httprequesthdr not know the encoding for the page specify contentencoding the request sent using that encoding ',negative
'supernew jmetertreenodenew null testelement new inittreetp ',negative
'nonnls nonnls nonnls nonnls nonnls nonnls nonnls nonnls nonnls nonnls nonnls nonnls nonnls nonnls nonnls nonnls nonnls transferencoding chunked which processed automatically the underlying protocol nonnls nonnls nonnls nonnls nonnls nonnls nonnls nonnls nonnls nonnls pseudoheader for reporting local address nonnls nonnls nonnls for handling caching nonnls nonnls nonnls nonnls nonnls public maxage date header response ',negative
'cannot use getthreadcontext not cloned per thread ',negative
'although the lock appears instance lock fact the lock shared between all threads thread group but different thread groups have different locks see the clone method below the lock ensures that all the variables are processed together which important for functions such csvread and stringfromfile ',negative
'revert ',negative
'check the include pattern matched ',negative
'preprocessors are cloned perthread this will saved perthread nonnls ',negative
'package protected allow test case access ',negative
'string the panel not make these static otherwise language changes dont work nonnls ',negative
'sessionidvalue nonnls ',negative
'nonnls nonnls nonnls ',negative
'not sure but believe this cant happen ill log and throw error ',negative
'valuevalue namesessionid nonnls nonnls nonnls nonnls nonnls nonnls ',negative
'can specified jmeterproperties nonnls ',negative
'methods implemented from interface ',negative
'nonjavadoc see ',negative
'mask for this argument exists ',negative
'nonjavadoc see ',negative
'values masked must set the webapp ',negative
'nonnls nonnls nonnls nonnls nonnls ',negative
'check which httpsampler class should use ',negative
'content encoding specified set http parameter that the post body will encoded the specified content encoding ',negative
'allow list headers overridden nonnls ',negative
'create instances needed for parsing ',negative
'test csv file with header line ',negative
'dont break the world just because this failed ',negative
'with next property ',negative
'register content handler ',negative
'engine may null has not correctly started ',negative
'register error handler ',negative
'build the replacer from all the variables the collection ',negative
'parse ',negative
'synchronize the info objects mutex ensure multiple threads dont update the scheduled time simultaneously ',negative
'constructors ',negative
'check the user wants create from template ',negative
'initalise pointer first user ',negative
'nonnls default bottom nonnls ',negative
'use round robin allocation user details ',negative
'assume have already created the store ',negative
'entries all users therefore create empty map object ',negative
'nonnls nonnls ',negative
'verify regex groups exists ',negative
'key probably the wrong store type cannot continue ',negative
'note userparameterxml accesses this variable obtain the set data via method getparsedparameters ',negative
'set some objects for the script play with nonnls nonnls nonnls nonnls previously misspelt theadname nonnls nonnls nonnls ',negative
'cannot first line either ',negative
'leave header headerbufappend headerbufappend nonnls ',negative
'ensure proxy threads cannot interfere with each other ',negative
'store faulty need recreate cert not valid flag recreate ',negative
'otherwise the response scanned for these strings nonnls ',negative
'return ',negative
'nonnls nonnls nonnls nonnls nonnls nonnls nonnls nonnls nonnls nonnls ',negative
'methods ',negative
'set the title for the first tab nonnls remove the other tabs present nonnls ',negative
'should tidy quiet ',negative
'reload pick new aliases reloading very quick compared with creating entry currently ',negative
'havent got reset paramname paramvalue but did keep the code looking correct ',negative
'nonnls test cant have duration more than secs cast from long int ',negative
'these are used gui item names lowerbound upperbound and increment are used the focuslost method ',negative
'nonnls nonnls ',negative
'param element ',negative
'these names must agree casewise with the variable and property names nonnls nonnls nonnls nonnls nonnls nonnls nonnls nonnls ',negative
'thisupdateui ',negative
'nonnls nonnls nonnls ',negative
'property was found config element whether not matched the value the sampler were done with this property dont look lowerpriority configs ',negative
'nonnls nonnls nonnls nonnls nonnls nonnls nonnls nonnls ',negative
'should download external dtds ',negative
'boolean pass true ',negative
'regex nonnls template nonnls which match nonnls between text nonnls default text nonnls output variable name nonnls input variable nonnls ',negative
'called xpathassertiongui ',negative
'nonnls nonnls nonnls nonnls nonnls nonnls nonnls nonnls nonnls nonnls nonnls nonnls nonnls nonnls nonnls nonnls nonnls nonnls nonnls nonnls nonnls nonnls ',negative
'dont make these static otherwise language change does not work nonnls ',negative
'nonnls nonnls nonnls nonnls previously misspelt theadname nonnls nonnls may null nonnls may null nonnls ',negative
'report tidy errors assertion failure ',negative
'use null for url and contentencoding simulate that httprequesthdr not know the encoding for the page ',negative
'nonnls nonnls check form data nonnls get the form field name nonnls ',negative
'process tolerant settings ',negative
'show tidy warnings ',negative
'nonnls nonnls nonnls nonnls ',negative
'nonnlsnonnls ',negative
'nontidy options ',negative
'tabbed results fill table nonnls nonnls nonnls nonnls nonnls nonnls nonnls nonnls nonnls nonnls nonnls ',negative
'needed abstracttestelement also and for handling empty comments nonnls comments originally only applied test plans hence the name which can now not easily changed ',negative
'tidy options ',negative
'set the title for the first tab nonnls add the other tabs not present nonnls nonnls ',negative
'the httpclient always urlencodes both name and value the argument already encoded have decode before adding the post request ',negative
'setup bottom tabs first raw second parsed nonnls nonnls ',negative
'title multipart ',negative
'add local jmeter properties the file found nonnls nonnls ',negative
'invokee was provided then clazz has been set ',negative
'label count mean median min max error age nonnls throughput nonnls pagesize nonnls ',negative
'called xpathextractorgui ',negative
'although this field mutable only accessed within the synchronized method deliversampler ',negative
'check for local contentencoding charset override fall back default for content body this here rather can use the same charset retrieve the data ',negative
