oracle, Pattern, NLP, TM, MAT, MAT_TM, MAT_NLP,Comments
1,0,1,1,0,1,1,// @author: fdietz // // The following line is not working - just don't know why // Main.mainClassLoader.addURLs((URL[]) urlList.toArray(new URL[0])); // // WORKAROUND: // // Modify the system class loader instead - horrible! But it works!
1,0,1,1,0,1,1,// // @author: fdietz // WORKAROUND: // we simply append URLs to the existing global class loader // and use the same as parent //  // Note, that we create a new URL classloader for every class // we instanciate. We might want to support hot-swapping // of changed classes later.
1,0,0,0,0,0,0,// we can't use SystemClassLoader here, because that doesn't work // with java webstart // -> instead we use this.getClass().getClassLoader() // -> which seems to work perfectly
1,0,1,1,1,1,1,// TODO (@author karlpeder): If existing meta tags are to be kept, code changes are // necessary
1,0,1,1,1,1,1,/* TODO create exception for this */
1,0,1,1,1,1,1,// TODO (@author javaprog): better exception handling
1,0,1,1,1,1,1,// TODO (@author fdietz): fix account info panel check
1,0,1,1,1,1,1,// TODO (@author fdietz): move this to AbstractMessageFolder constructor // create filterlist datastructure
1,0,1,1,1,1,1,// TODO: @author fdietz replace with regular expression
1,0,1,1,1,1,1,// TODO implement me!
1,0,1,1,1,1,1,//TODO (@author fdietz): implement
1,0,1,1,1,1,1,// TODO implement validation
1,0,1,0,1,1,1,"/**	 * 	 * create Subject headerfield in using the senders message subject and	 * prepending ""Fwd:"" if not already there	 * 	 * @param header	 *            A <code>ColumbaHeader</code> which contains the headerfields	 *            of the message we want reply/forward.	 * 	 * FIXME (@author fdietz): we need to i18n this!	 * 	 */"
1,0,1,1,1,1,1,// TODO finish marshalling of all available properties
1,0,1,1,1,1,1,// TODO finish unmarshalling of all available properties
1,0,1,1,1,1,1,// TODO implement
1,0,1,1,1,1,1,// TODO: implement this
1,0,1,0,1,1,1,"/**	 * 	 * create subject headerfield in using the senders message subject and	 * prepending ""Re:"" if not already there	 * 	 * @param header	 *            A <code>ColumbaHeader</code> which contains the headerfields	 *            of the message we want reply/forward.	 * 	 * FIXME (@author fdietz): we need to i18n this!	 */"
1,0,1,1,1,1,1,// TODO (@author karlpeder): Implementation of undo/redo missing
1,0,1,1,1,1,1,// html - quoting is done by inserting a div around the // message formattet with a blue line at left edge // TODO (@author fdietz): Implement quoting (font color, stylesheet, // blockquote???)
1,0,1,1,1,1,1,// TODO (@author fdietz): show error dialoghere
1,0,1,1,1,1,1,// TODO (@author fdietz): add error dialog
1,0,0,1,1,1,1,// TODO: Show dialog
1,0,1,1,1,1,1,// TODO (@author fdietz): make i18n!
1,0,1,1,1,1,1,// TODO (@author javaprog):sizeComboBox can be enabled as // paragraphComboBox when implemented
1,0,1,1,1,1,1,//TODO: Add dialog to inform user that the smtp server // does not support authentication
1,0,0,1,1,1,1,// TODO @author hubms show if there is already a virtual folder for // this tag
1,0,1,1,1,1,1,// update status message // TODO (@author fdietz): i18n
1,0,1,1,1,1,1,//TODO (@author fdietz): keep track of progress here
1,0,0,1,1,1,1,// TODO localize filter action names
1,0,1,1,1,1,1,//TODO (@author fdietz):  i18n
1,0,1,1,1,1,1,// TODO implement clear()
1,0,1,1,1,1,1,// TODO (@author fdietz):: implement action for font size combo box!
1,0,1,1,1,1,1,// TODO (@author fdietz):  i18n
1,0,0,1,1,1,1,// FIXME threaded-view auto collapse
0,0,0,0,0,0,0,// get selected folder
0,0,0,0,0,0,0,// Create a FormLayout instance.
0,0,0,0,0,0,0,// g2.setColor(fillColor); // g2.fillRect(0,0,w,h);
0,0,0,0,0,0,0,// no filterlist treenode found // -> create a new one
0,0,0,0,0,0,0,// associate with JavaHelp
0,0,0,0,0,0,0,// if it is in a scroll pane, then we add to the end of the // list.
0,0,0,0,0,0,0,// try to get instance of FilterAction
0,0,0,0,0,0,0,// remove from header-list
0,0,0,0,0,0,0,// notify folder tree model
0,0,0,0,0,0,0,// ---- telephoneTextField2 ----
0,0,0,0,0,0,0,// set component values
0,0,0,0,0,0,0,// write text to file
0,0,0,0,0,0,0,// cancel
0,0,0,0,0,0,0,// user didn't select any folder // -> make Inbox the default folder
0,0,0,0,0,0,0,// ---- fullnameButton ----
0,0,0,0,0,0,0,// all / match any JComboBox
0,0,0,0,0,0,0,// *20030926, karlpeder* Added html support // MimePart mp = tree.getFirstTextPart("plain");
0,0,0,0,0,0,0,// remove XmlElement
0,0,0,0,0,0,0,// check if firstname, middlename or lastname contain only valid // characters
0,0,0,0,0,0,0,//String userVisibleName = pluginHandler.getUserVisibleName(id);
0,0,0,0,0,0,0,// filter description JTextField
0,0,0,0,0,0,0,"/*				 * c.gridx = GridBagConstraints.REMAINDER; c.anchor =				 * GridBagConstraints.NORTHEAST; gridbag.setConstraints(				 * removeButton, c ); panel.add( removeButton );				 */"
0,0,0,0,0,0,0,"/*			 * *20040210, karlpeder* Remove html comments - they are not			 * displayed properly in the composer			 */"
0,0,0,0,0,0,0,// get values from components
0,0,0,0,0,0,0,// ->set source reference in composermodel // when replying this is the original sender's message // you selected and replied to
0,0,0,0,0,0,0,// int type = action.getActionInt();
0,0,0,0,0,0,0,// ---- calendarLabel ----
0,0,0,0,0,0,0,// JCheckBox overwriteOptionsCheckBox;
0,0,0,0,0,0,0,// Date header // we got a date header (store this // fact for later use
0,0,0,0,0,0,0,// iterate through all foldertypes to find suitable ones
0,0,0,0,0,0,0,"/*			 * BufferedReader in = new BufferedReader( new InputStreamReader(			 * new FileInputStream(file), model.getCharsetName()));			 */"
0,0,0,0,0,0,0,// getting next node
0,0,0,0,0,0,0,// Add child to parent
0,0,0,0,0,0,0,// Do decoding stuff
0,0,0,0,0,0,0,// table registers interest in tree selection events
0,0,0,0,0,0,0,// enabled/disabled
0,0,0,0,0,0,0,"/* (non-Javadoc)   * @see org.columba.core.filter.IFilterList#remove(int)   */"
0,0,0,0,0,0,0,// criteria.setPattern((String) textField.getText());
0,0,0,0,0,0,0,"// create config-folder //		File file = new File(""test_config""); //		file.mkdir(); // //		new Config(file); // //		Logging.DEBUG = true; //		Logging.createDefaultHandler(); // //		// init mail component //		new MailMain().init(); //		new AddressbookMain().init(); // //		// now load all available plugins //		PluginManager.getInstance().initExternalPlugins();"
0,0,0,0,0,0,0,// Fall back to today
0,0,0,0,0,0,0,// ensure tzid matches date-time timezone.. // Parameter tzId = dtEnd1.getParameters().getParameter( // Parameter.TZID);
0,0,0,0,0,0,0,// create a form builder
0,0,0,0,0,0,0,// get root folder
0,0,0,0,0,0,0,// wrong xml-format
0,0,0,0,0,0,0,// create mandatory IMAP Inbox folder
0,0,0,0,0,0,0,"/*TitledBorder etched = javax.swing.BorderFactory.createTitledBorder(javax.swing.BorderFactory.createEtchedBorder(), "" Login "");centerPanel.setBorder( etched );*/"
0,0,0,0,0,0,0,//private JLabel enableTextIndexingLabel;
0,0,0,0,0,0,0,"//		TagList tagList = new ContactTagList(this); //		JScrollPane tagListScrollPane = new JScrollPane(tagList); //		tagListScrollPane.setHorizontalScrollBarPolicy(JScrollPane.HORIZONTAL_SCROLLBAR_NEVER); //		tagListScrollPane //				.setBorder(BorderFactory.createEmptyBorder(0, 0, 0, 0));"
0,0,0,0,0,0,0,// couldn't find folder associated with this uid // -> open the select folder dialog
0,0,0,0,0,0,0,//mod: 20040629 SWITT for redirecting feature //If FROM value was set, take this as From, else take Identity
0,0,0,0,0,0,0,// Add the custom color item.
0,0,0,0,0,0,0,// treePathButton.setMargin(new Insets(0,0,0,0));
0,0,0,0,0,0,0,// use "mark as read" as default fallback mechanism
0,0,0,0,0,0,0,//      ->set source reference in composermodel // when replying this is the original sender's message // you selected and replied to
0,0,0,0,0,0,0,// focus name textfield
0,0,0,0,0,0,0,// 3 columns //$NON-NLS-1$
0,0,0,0,0,0,0,// add message to folder
0,0,0,0,0,0,0,// associate inbox with root folder
0,0,0,0,0,0,0,// @author tstich: Added Lucene gui element here //builder.add(enableTextIndexingLabel, cc.xy(2, 13));
0,0,0,0,0,0,0,// Where, in the drag image, the mouse was clicked
0,0,0,0,0,0,0,// which parents are possible ?
0,0,0,0,0,0,0,// select new item
0,0,0,0,0,0,0,// Create a FormLayout instance. //$NON-NLS-1$
0,0,0,0,0,0,0,// attachments found... // insert start and end for html
0,0,0,0,0,0,0,// return the result as boolean value true or false
0,0,0,0,0,0,0,// you need a sound.wav in your program folder
0,0,0,0,0,0,0,// convert the condition string to an int which is easier to handle
0,0,0,0,0,0,0,// public abstract IHeaderListStorage getHeaderListStorage();
0,0,0,0,0,0,0,// just a simple example
0,0,0,0,0,0,0,// parent directory for mail folders // for example: ".columba/mail/"
0,0,0,0,0,0,0,// Logging.log.severe("Error parsing body for attachments", e);
0,0,0,0,0,0,0,// create copy command
0,0,0,0,0,0,0,// debug messages for diagnostics
0,0,0,0,0,0,0,// Server does not support UTF-8 // -> fall back to System default
0,0,0,0,0,0,0,// adjust description field
0,0,0,0,0,0,0,// If the cause is a SMTPExcpetion then only password // wrong // else bogus authentication mechanism
0,0,0,0,0,0,0,// Groups are separated by at least one WS character
0,0,0,0,0,0,0,// VALIDATION DISABLE ! Sebastian Witt 25.07.04, // "NAME" <email@somewhat.de> isnt true, which should :( // root@localhost is valid, but not with this check. :( // root is also valid (with local mailserver), but not with this check // :(
0,0,0,0,0,0,0,// charset is specified - find it
0,0,0,0,0,0,0,// setPreferredSize(new Dimension(250, 300));
0,0,0,0,0,0,0,// add email addresses
0,0,0,0,0,0,0,// Logging.log.severe( // "Error while looking for charset", // e);
0,0,0,0,0,0,0,"/*         * buffer.append(getShortClassName(record.getSourceClassName()));         * buffer.append("".""); buffer.append(record.getSourceMethodName());         * buffer.append("" - "");         */"
0,0,0,0,0,0,0,// roll correctly over years
0,0,0,0,0,0,0,//$NON-NLS-1$ //enableLabel.setFont(boldFont);
0,0,0,0,0,0,0,// bottom.add( Box.createHorizontalGlue() );
0,0,0,0,0,0,0,// user changed folder name
0,0,0,0,0,0,0,// Encrypt the cleartext
0,0,0,0,0,0,0,// create EmptyBorder between components and dialog-frame
0,0,0,0,0,0,0,"/*        UIManager.put(""Label.font"", mainFont);        UIManager.put(""Textfield.font"", mainFont);        UIManager.put(""TextArea.font"", mainFont);        UIManager.put(""MenuItem.font"", mainFont);        UIManager.put(""MenuItem.acceleratorFont"", mainFont);        UIManager.put(""Menu.font"", mainFont);        UIManager.put(""Menu.acceleratorFont"", mainFont);        UIManager.put(""MenuBar.font"", mainFont);        UIManager.put(""Tree.font"", mainFont);        UIManager.put(""Table.font"", mainFont);        UIManager.put(""Button.font"", mainFont);        UIManager.put(""CheckBoxButton.font"", mainFont);        UIManager.put(""RadioButton.font"", mainFont);        UIManager.put(""ComboBox.font"", mainFont);        UIManager.put(""ToggleButton.font"", mainFont);        UIManager.put(""CheckBoxMenuItem.font"", mainFont);        UIManager.put(""RadioButtonMenuItem.font"", mainFont);        UIManager.put(""TabbedPane.font"", mainFont);        UIManager.put(""List.font"", mainFont);        */"
0,0,0,0,0,0,0,// charset is found from line, not lcLine => not // forced lower case
0,0,0,0,0,0,0,// group
0,0,0,0,0,0,0,// Add components to the panel:
0,0,0,0,0,0,0,"/*		 * If no Content-Type header was found, it is necessary to construct a		 * new one (for outgoing msg Eudora never includes a Content-Type =>		 * html msg is not shown correctly).		 */"
0,0,0,0,0,0,0,"/*		 * JPanel panel= new JPanel(); panel.setLayout(new BorderLayout());		 * panel.add(resetButton, BorderLayout.EAST); builder.add(panel,		 * cc.xywh(5, 7, 1, 1));		 */"
0,0,0,0,0,0,0,"/* * Test for XmlElement(String,String) */"
0,0,0,0,0,0,0,"/*		 * overwriteOptionsCheckBox = new JCheckBox(""Overwrite global		 * settings""); overwriteOptionsCheckBox.addActionListener(this);		 * overwriteOptionsCheckBox.setActionCommand(""OVERWRITE"");		 */"
0,0,0,0,0,0,0,// defaultShapeFactory.setShape(AShapeCreator.createTraslucentShapeHorizontal(), // null);
0,0,0,0,0,0,0,//$NON-NLS-1$ //$NON-NLS-2$ //$NON-NLS-3$ //$NON-NLS-4$ //$NON-NLS-5$
0,0,0,0,0,0,0,// search across all providers
0,0,0,0,0,0,0,// c.gridwidth = GridBagConstraints.RELATIVE;
0,0,0,0,0,0,0,"/*LinkedList testList = new LinkedList(listFull_I);ListTools.intersect(testList,listFull_I);assertTrue(testList.equals(listFull_I));testList = new LinkedList(listFull_I);ListTools.intersect(testList,new LinkedList());assertTrue(testList.size()==0);testList = new LinkedList(listFull_I);ListTools.intersect(testList,listPart1_I);assertTrue(testList.equals(listPart1_I));testList = new LinkedList(listFull_I);ListTools.intersect(testList,listPart2_I);assertTrue(testList.equals(listPart2_I));testList = new LinkedList(listPart1_I);ListTools.intersect(testList,listPart2_I);assertTrue(testList.size()==0);*/"
0,0,0,0,0,0,0,// if there is no search engine, try the default one
0,0,0,0,0,0,0,// execute command -> use mock object class as worker which does // nothing
0,0,0,0,0,0,0,// read attribute "value"
0,0,0,0,0,0,0,// save boolean headerfields, compressing them to one int value
0,0,0,0,0,0,0,//protected RemoteSearchEngine searchEngine;
0,0,1,0,0,0,0,"/*					 * Such a header is used by Eudora to indicate attachments					 * for outgoing messages. Outgoing messages have no					 * Content-Type specified. Therefore the Content-Type header					 * can be safely set here without risk of conflicts with the					 * modifications made above					 */"
0,0,0,0,0,0,0,// AShape textShape = new TextAShape("text", "$" + GridRow.NAME + "$", // textRect, TextAShape.TYPE_SINGE_LINE, font, fgColor, // AtFraction.CENTER, AtStart.START0, Boolean.FALSE);
0,0,0,0,0,0,0,// only local folders have an full-text indexing capability
0,0,0,0,0,0,0,"/*		 * mainConstraints.fill = GridBagConstraints.BOTH;		 * mainConstraints.insets = new Insets(0, 0, 0, 0);		 * mainConstraints.gridwidth = GridBagConstraints.REMAINDER;		 * mainConstraints.weightx = 1.0; mainConstraints.weighty = 1.0;		 */"
0,0,0,1,1,1,1,// TODO i18n "Close" button
0,0,0,0,0,0,0,// get unique boundary (not checked against att. // list part - but guess its ok)
0,0,0,0,0,0,0,// get column of list
0,0,0,0,0,0,0,// if user cancelled task exit immediately
0,0,0,0,0,0,0,// display status message
0,0,0,0,0,0,0,// group item
0,0,0,0,0,0,0,// parameters ~ rest of string
0,0,0,0,0,0,0,// enable lucene search index by default //$NON-NLS-1$ //$NON-NLS-2$
0,0,0,0,0,0,0,// save last message (while loop terminated before last msg was saved)
0,0,0,0,0,0,0,// Create the header of the multipart
0,0,0,0,0,0,0,// Logging.log.severe( // "Not enough tokens in \"" // + dateStr // + "\" to create Date: header. Returning null", // e);
0,0,0,0,0,0,0,// notify configuration changes listeners // @see org.columba.mail.gui.table.util.MarkAsReadTimer
0,0,0,0,0,0,0,"/*							 * mixed or unknown multipart type (to be treated as							 * mixed). This is typically a message with							 * attachments. Eudora just stores links to them -							 * therefore we create a new multipart/mixed message							 * with 2nd part = html page with links to							 * attachments							 */"
0,0,0,0,0,0,0,// get list of all uids
0,0,0,0,0,0,0,//notifyTableListeners(new TableModelEvent(this, 0, logMessages.size()));
0,0,0,0,0,0,0,// move message to trash if marked as expunged
0,0,0,0,0,0,0,// ask the user about the destination file
0,0,0,0,0,0,0,// don't instantiate this class
0,0,0,0,0,0,0,// register for configuration changes
0,0,0,0,0,0,0,// get headerfield to search in (for example: Subject)
0,0,0,0,0,0,0,// button panel
0,0,0,0,0,0,0,// listener updates menu in case the tags where changed
0,0,0,0,0,0,0,// return (ChatMediator) chatList.get(index);
0,0,0,0,0,0,0,// notify listeners // @see org.columba.mail.gui.composer.SubjectController
0,0,0,0,0,0,0,"/* (non-Javadoc) * @see org.columba.core.gui.themes.plugin.AbstractThemePlugin#setLookAndFeel() */"
0,0,0,0,0,0,0,// send notification event // @see org.columba.mail.gui.message.TextViewer
0,0,0,0,0,0,0,// apply transparent icon
0,0,0,0,0,0,0,// example: fdietz@jabber.org/Jabber-client // -> remove "/Jabber-client"
0,0,0,0,0,0,0,// replace with "MyListCellRenderer" for simple one-line renderer // replace with "MyComplexListCellRenderer" for an additional description line
0,0,0,0,0,0,0,// notify listeners
0,0,0,0,0,0,0,// mandatory String-based attribute
0,0,0,0,0,0,0,"/*		 * Gets the platform specific default theme. This is in all cases but		 * MacOS X the Plastic theme. On MacOs X we use the System L&F.		 *		 */"
0,0,0,0,0,0,0,// skip the first column
0,0,0,0,0,0,0,// selected buddy in buddylist
0,0,0,0,0,0,0,// private void addStatus(String tooltip, ImageIcon icon) { // JLabel label = new JLabel(icon); // label.setToolTipText(tooltip); // // comboBox.addItem(tooltip); // }
0,0,0,0,0,0,0,// update list view
0,0,0,0,0,0,0,// didn't find any group for this buddy
0,0,0,0,0,0,0,// Set recipients from the recipients vector
0,0,0,0,0,0,0,"//		Border border = new CompoundBorder(BorderFactory.createEmptyBorder(2, //				4, 2, 4), border1);"
0,0,0,0,0,0,0,"/*         * If this is a unix-based system, check the 2 best-known areas for the         * aspell binary.         */"
0,0,0,0,0,0,0,// create new default options
0,0,0,0,0,0,0,// add all groups as folder to JTree
0,0,0,0,0,0,0,// add new element
0,0,0,0,0,0,0,// update status information
0,0,0,0,0,0,0,// remove all old elements
0,0,0,0,0,0,0,// create To headerfield
0,0,0,0,0,0,0,// @author fdietz // -> Moved code for updating mailfolderinfo to markMessage() // intentionally! //
0,0,0,0,0,0,0,// some other version of the constructor
0,0,0,0,0,0,0,// execute resyncing command
0,0,0,0,0,0,0,// re-select folder to make changes visible to the user
0,0,0,0,0,0,0,// update treenode
0,0,0,0,0,0,0,// setup to, references and account
0,0,0,0,0,0,0,// composer
0,0,0,0,0,0,0,// 2 columns // rows are added dynamically (no need to define them // here)
