@relation 'technicalDebt'

@attribute Text string
@attribute class-att {negative,positive}

@data
'perhaps something like the following would work instead rectangle drawingarea ',positive
'how handle empty target lists probably the wizstep should only show empty pane that case ',positive
'not implemented yet ',positive
'theres more handled which still need implemented ',positive
'fix set the application name for mac ',positive
'add figs the fignode backtofront order ',negative
'see ',negative
'make port invisible unless mouse enters ',negative
'see ',negative
'event handlers mouselistener implementation ',negative
'firenoderemovednode ',negative
'the following does not seem work centered the fig instead ',negative
'only show actions for associations not already diagram ',negative
'get the widest all textfigs calculate the total height ',negative
'generalization ',negative
'create the new figassociation edge replace the node ',negative
'make sure dont try set things smaller than the minimum ',negative
'center the namefig since center justification does not seem work ',negative
'nothing this rect will always transparent ',negative
'were about upgrade the file lets take archive first ',negative
'see ',negative
'actions specific the use case diagram toolbar ',negative
'update any text colors fonts etc ',negative
'update the relative sizes and positions internel figs ',negative
'see ',negative
'popupaddoffset should equal the number items added here ',negative
'loop through the associations counting the ends with aggregations ',negative
'add stereotypes submenu ',negative
'the fix ',negative
'handle and consume editing events ',negative
'now can remove ourself which will also remove the attached association ends edges ',negative
'mmessage ',negative
'list model element listeners weve registered ',negative
'want maintain minimum width for the fig also add the border dimensions the minimum space required for its contents ',negative
'added this part load the extra menu content ',negative
'and the stereotypes its features ',negative
'binary association not node reject ',negative
'intentional there nonsense the field not set the value ',negative
'parse the text that was edited ',negative
'intentional there nonsense the field return false ',negative
'pass everything except editing events superclass ',negative
'stereotype fig covers the name fig ',negative
'the source the event uml object then the uml model has been changed ',negative
'lazily create the event ',negative
'default implementation nothing ',negative
'the source association end should not the classifier the user has drawn the wrong way round swap here ',negative
'see ',negative
'end class crunnavigableassoc ',negative
'accessors ',negative
'the extend label its not true stereotype dont use the stereotype support int ',negative
'set the tooltip string ',negative
'see orgxmlsaxattributes ',negative
'since body ever looks the type the diagram appearance event can simplify from sending every existing event one event only but since there catchall event defined just use one rationale reduce the number total refreshes the drawing ',negative
'note that multiplicity what the notation listening for uml uppervalue are listened uml not currently why not required register for lowervalue also ',negative
'use case has external separator external means external the compartment box this horizontal line sticks out the box and touches the ellipse edge ',negative
'fail silently expect users accidentally drop wrong component ',negative
'required for mouselistener interface but only care about clicks ',negative
'the diagram are always owned the model this first implementation ',negative
'see umlcomboboxmodel action ',negative
'make sure the only figgroups diagram are also fignodes the report ',negative
'need update model element went away ',negative
'see ',negative
'required for keylistener interface but not used ',negative
'both ends must defined and nodes that are the graph already ',negative
'link the new include relationship the ends ',negative
'internal methods ',negative
'figassociationrole figassociationrole new figassociationrole ',negative
'newfc content ',negative
'number goals should now ',negative
'gef sets different fig than the one that had construction time need set its color and width ',negative
'mark this newly created this get round the problem with creating figs for loaded comments that had stereotypes they are saved with their dimensions including the stereotype but since pretend the stereotype not visible add height the first time render such comment this complete fudge and really ought address how comment objects with stereotypes are saved but that will hard work ',negative
'place the edge the layer and update the diagram ',negative
'update the priority the critic the same priority the decision ',negative
'end computeroute ',negative
'see ',negative
'snooze and verify its been enabled ',negative
'this not circle circle edge default let gef calculate edge route ',negative
'test with class and class diagram ',negative
'two iterations refinement maybe should forloop ',negative
'recursively place all nodes pointed outgoing transitions because the recursive algorithm multiple outgoing transitions will end very lopsided because one entire subgraph will done before dealing with the other transitions param seen set nodes seen far param node the node collect neighbors for ',negative
'get the two ends any valid edge ',negative
'see ',negative
'only allow binary associations ',negative
'see ',negative
'set the drop location the case ',negative
'see ',negative
'see ',negative
'melementimport ',negative
'see ',negative
'modifiers ',negative
'see ',negative
'this sets the linewidth all the group ',negative
'see ',negative
'the line angle less than degrees then snap the line straight ',negative
'dependency potentially has many clients and suppliers only consider the first each not clear that should really accept the case where there more than one either ',negative
'add the node check that actor use case and add the model namespace ',negative
'see ',negative
'tell gef its changed ',negative
'see ',negative
'add the element and place the namespace the model ',negative
'see ',negative
'tell gef ',negative
'everything else ',negative
'see ',negative
'remove node ',negative
'see ',negative
'remove edge ',negative
'something was added nothing for worry about ',negative
'concurrent and contains concurrent regions the bottom region has minimum height ',negative
'invoke the parent constructor first ',negative
'this makes dragging connected edges very smooth see ',negative
'invoke the parent refresh first ',negative
'give the assocation ends dont have type defined ',negative
'end class ',negative
'the vertex was dropped onto the diagram get the region the first region the statemachine there region the statemachine then create one ',negative
'initialize any other figs here ',negative
'see ',negative
'only the head should filled not the text ',negative
'notation settings are different since know that minimum the isshowpath setting can change because with implement pathcontainer make sure that have private copy the notation settings ',negative
'name updating ',negative
'make all the parts match the main fig ',negative
'text fig hold the include label ',negative
'the profile configuration holding noneditable applied profiles ',negative
'the include label its not true stereotype dont use the stereotype support ',negative
'nothing ',negative
'try some action errors ',negative
'the text will set later ',negative
'check multiple items are selected ',negative
'the element import the old owned means must have been removed make sure the associated model element removed ',negative
'default dont show the attribute check box mark this object listener for the check box ',negative
'verify the name property was correctly updated ',negative
'add figs the fignode backtofront order put this rectangle behind the rest goes first ',negative
'make the line dashed ',negative
'list objects note this methods which readwrite this dont appear used ',negative
'add arrow with open arrow head ',negative
'this module will still register enabled for uml but wont actually anything ',negative
'make the edge between nearest points ',negative
'see ',negative
'create new version the relevant fig ',negative
'default namespace not already set ',negative
'the nodes the two ends ',negative
'the next ifclause important for the deploymentdiagram detects the enclosing fig component this case the container will set for the owning interface ',negative
'the figs for the two end nodes ',negative
'see ',negative
'link the new dependency the ends ',negative
'see ',negative
'side effect this creates the fig ',negative
'see ',negative
'default not show extension points ',negative
'see ',negative
'use arbitrary dimensions for now ',negative
'now are sure state ',negative
'get the parent vector first ',negative
'see ',negative
'formula for described the overall class description ',negative
'massociationend ',negative
'for ellipse can put the box the middle ',negative
'the top state the statemachine then not supposed have incoming transitions ',negative
'see ',negative
'super returns any gefs buttons was hit but maybe one the notgefbuttons ',negative
'now were into processing each specific path item strategy the moment only know pathitemplacement ',negative
'add menu add extension point note placed one before last the properties entry always last ',negative
'see ',negative
'modifier menu placed one before last the properties entry always last ',negative
'mutators hold write lock will deadlock use not thread safe ',negative
'work out the radii the ellipse and the top right corner the ellipse cartesian coordinates centered the origin will ',negative
'now are sure statevertex ',negative
'result integers rounded ensure that the radii are integers for convenience ',negative
'only for associations ',negative
'use the code from the figcircle not the one from fig ',negative
'end class ',negative
'lets register for events from all modelelements that change the name body text ',negative
'register for name changes added extensionpoints and abstract makes the text italic all figs need listen remove too ',negative
'now are sure composite state ',negative
'register for extension points ',negative
'massociation ',negative
'set bounds will called from our superclass constructor before our constructor has run make sure this gets set needed ',negative
'deploymentdiagrams the situation not the same other diagrams only classes interfaces and objects can intersect each other while they are not the enclosingfig you have prouve only these elements ',negative
'set figtext hold the condition ',negative
'distribute the extra height over the visible compartments ',negative
'join all into group ',negative
'new style importers dont create diagrams well based the list newelements that they created ',negative
'uml spec for extend doesnt call for name nor stereotype ',negative
'see ',negative
'make sure the line dashed ',negative
'see ',negative
'set the property panels for use case diagrams ',negative
'were using fixed offset just add and return collision detection done this case ',negative
'the renderer should singleton ',negative
'see ',negative
'allow all packages and classifiers ',negative
'two points for line segment used compute slope path here note that this the average slope not instantaneous will give screwy results near bends the path ',negative
'try the predecessors ',negative
'mcompositestate ',negative
'private constructor enforce singleton ',negative
'end class crnavfrominterface ',negative
'often the default but windows the name listed ',negative
'let the group recalculate its bounds and then tell gef weve finished ',negative
'the clone method that should clone the jgraph with its contents and the toolbar with its contents since both jgraph the toolbar are coming from the gef framework cloning them will hard work and should actually not placed here but clone method the jgraph and the toolbar see javalangobjectclone ',negative
'accept package but not model subsystem ',negative
'not exclude model here then dropping the model usecase diagram causes package drawn ',negative
'empty list ',negative
'see ',negative
'although register for notification diagrams being deleted currently depend the targetmanager assign new target when this happens when implement mdi and have our own list open diagrams can ressurect the use this ',negative
'some convenience methods ',negative
'optimize for the normal case minimize target changes ',negative
'read until the end section found discard generated content ',negative
'class table ',negative
'see ',negative
'select buttons ',negative
'the next associationend ',negative
'output directory ',negative
'further listeners required this case the rest handled the notationprovider and subfigs ',negative
'compile checkbox ',negative
'skip backup files this actually workaround for the cpp generator which always creates backup files its bug ',negative
'generate button ',negative
'iterate over all the associationends only have problem there end connected interface and end other than that end navigable ',negative
'remove trailing ',negative
'container state composite state ',negative
'classify nodes base path ',negative
'end interface navigable other end ',negative
'else ignore ',negative
'the following possible future improvement the modelchanged function michiel propose not this keep architecture stable ',negative
'generate the files ',negative
'see ',negative
'doesnt really matter what set use ',negative
'show filechooser select outputdirectory ',negative
'only look associations ',negative
'end class ',negative
'see ',negative
'end class ',negative
'see ',negative
'try changing the direction ',negative
'see ',negative
'tablemodel implementation ',negative
'both ends must classes otherwise there nothing merge ',negative
'new gen ',negative
'check this diagram already exists the project ',negative
'otherwise create new classdiagram for the package ',negative
'see ',negative
'overridden set argospecific renderinghints determine whether not antialiasing should turned see ',negative
'the class the diagram are second pass find the fig for this class can update its visible state ',negative
'see int int ',negative
'add edges for pass process might have already added the class but not its edges ',negative
'for some reason this alleged directory single file this could that there some confusion just the normal that single file was selected and supposed imported ',negative
'java the default module for historical reasons but its not required there ',negative
'stores the action command into the class which also used for setproperty and getproperty ',negative
'the previous line helps but better check again ',negative
'there need test classes empty because the shouldbeenabled mechanism blanks out the possibility choose this alternative this case ',negative
'not suffixfilter selected take all ',negative
'runtime exception that occurs when some internal test fails ',negative
'filter out all unchanged files ',negative
'take canvas scrolling into account the implementation below does place the element correctly when the canvas has been scrolled ',negative
'set the lastmodified value ',negative
'can delete figs like figrects now too ',negative
'return selectedfileslength ',negative
'end class sourcepathdialog ',negative
'see javalangobject ',negative
'roughly equivalent and derived from old importdofile ',negative
'see ',negative
'see ',negative
'logdebugis base multiplicity ',negative
'end class crmulticomposite ',negative
'both ends must navigable otherwise there nothing merge ',negative
'see ',negative
'see ',negative
'see ',negative
'add the nonassociationend edges such comment edges that were originally attached this and attach them the new figassociation and make sure they are positioned correctly ',negative
'layout even problems occurred during import ',negative
'the enumerationliteral uses dedicated notation that supports parsing namenamename and stereotypes also supports deleting literal erasing text ',negative
'add messages from caught exceptions ',negative
'update the discriminator changed ',negative
'select the correct diagram implicitly creates ',negative
'add the element the diagram ',negative
'print exception trace string buffer ',negative
'see ',negative
'level import detail ',negative
'see ',negative
'level import detail ',negative
'see ',negative
'level import detail ',negative
'the user has selected modeplace either diagram tool addtodiagram then dont want show the toolbelt items ',negative
'build the configpanel ',negative
'select the level import classifiers only classifiers plus feature specifications full import feature detail ',negative
'super implementation found hit ',negative
'get the extension panel for the configuration settings ',negative
'end class cralreadyrealizes ',negative
'although not generally true for gef for argo know that the layer layerperspective which knows the associated diagram ',negative
'this because the senseless all files filefilter ',negative
'see ',negative
'parsing file ',negative
'see ',negative
'progress bar ',negative
'title looks better ',negative
'see ',negative
'get the contents the directory ',negative
'the following test can cause trouble with links because links are accepted directories even they link files links could also result infinite loops for this reason dont this traversing recursively ',negative
'need for trigger specialization ',negative
'this file directory ',negative
'crazy numbering scheme work here heres how the handle numbers are laid out values are defined gef and left right top bottom not clockwise counterclockwise values zigzag north south west east southwest you can correctly guess where will you should buy lottery ticket immediately pre pre ',negative
'cant remove the last file ',negative
'see javalangobject ',negative
'cant remove from existing one create new one ',negative
'see int int int ',negative
'errorwarning messagearea ',negative
'gbcgridheight ',negative
'cancelclose button ',negative
'see ',negative
'see ',negative
'constructors ',negative
'normal model elements are not allowed have spaces but for states make exception ',negative
'see ',negative
'end class crmergeclasses ',negative
'see int ',negative
'the introducing label ',negative
'see ',negative
'user closing the progress window interpreted cancel request ',negative
'see ',negative
'panel for controls ',negative
'nothings left disable firing ',negative
'most likely cause this that someone deleted our target with the event pump turned off didnt get notification nothing can about now and are changing targets anyway just log ',negative
'select index ',negative
'when this called from finished the initialization owning pseudo element commentedge ',negative
'removed item last position ',negative
'just quit ',negative
'the text box containing the problem messages ',negative
'continue and abort buttons ',negative
'see ',negative
'listeners ',negative
'see ',negative
'add invisible button used when everything off ',negative
'only prepared this far ',negative
'removed workaround problems with autosplit ',negative
'tabmodeltarget interface methods ',negative
'warn about inherited name conflicts different critic ',negative
'process the listeners last first notifying those that are interested this event ',negative
'see ',negative
'see ',negative
'see int ',negative
'guaranteed return nonnull array ',negative
'classifier ',negative
'its illegal uml have multiple elements namespace with the same name but happens keep them distinct the user has chance catching the error pick arbitrary but stable collating order dont call them equal because otherwise one will get eliminated from the treeset where this comparator used ',negative
'first element the class but need have its namespace recompute the offenders ',negative
'update our model with our saved target ',negative
'see ',negative
'list classes getcandidates return classessize ',negative
'loop through the associations looking for one with aggregation ',negative
'our first button invisible selecting deselects all visible buttons ',negative
'nonnls nonnls make sure have recognized file extension nonnls ',negative
'set editors model ',negative
'code generation ',negative
'check ocl parsing constraints ',negative
'see ',negative
'not create constraint ',negative
'verify the items were correctly added ',negative
'parse and check specified constraint ',negative
'utility namespace collection also not strictly required have variables ',negative
'split constraint body user wants ',negative
'end class crzerolengthedge ',negative
'the constraint must owned namespace ',negative
'add some test data ',negative
'the eumlresources system property defined then are stand alone application else were eclipse plug the eumlresource should contain the path the jar plugin nonnls ',negative
'store constraint body ',negative
'new constraint first time setdata called ',negative
'true true ',negative
'check name for consistency with spec ',negative
'this throws unknown element xmi file model because the uml converter can only handle xmi not ',negative
'set name ',negative
'end class crtoomanyattr ',negative
'also set name constraint body added ',negative
'replace name ',negative
'see ',negative
'critiquing api ',negative
'try predecessors ',negative
'forks have their own outgoing transitions critic ',negative
'create new tagged value with the given type and value and add modelelement ',negative
'delete the model and make sure everything inside goes with ',negative
'not uml ',negative
'see ',negative
'have model event listeners need anything ',negative
'store wizard ',negative
'transition ',negative
'see ',negative
'see ',negative
'nothing default ',negative
'the source the transition pseudostate ',negative
'see ',negative
'see ',negative
'see javalangobject ',negative
'this should not necessary but lets sure ',negative
'remember the system our root document that can write out profiles and linked models different file requested ',negative
'end interval ',negative
'this call could easily fall there public default constructor fails tweak the ifelse tree above accommodate the parameter check need test the particular method all ',negative
'start interval ',negative
'remove old listeners ',negative
'see javalangobject javalangobject ',negative
'middle interval ',negative
'this the xmi version used encode the metamodel could parse deeper pull out the actual uml version the uml version the uml metamodel doesnt actually seem contain its version ',negative
'allow listening other elements ',negative
'one everything ',negative
'add new listeners ',negative
'see ',negative
'mvw this can never happen isnt ',negative
'see ',negative
'makes sure can select none ',negative
'see ',negative
'dont try test this were removing the element ',negative
'check that the model was initialized with the unspecified goal ',negative
'tried remove value ',negative
'name mynpclass notationprovider notationprovider new object asserttruetest notation provider for not found notationprovider null ',negative
'object args newvalue ',negative
'see ',negative
'message has name and named operation and script with parameters but without name then show the operation name ',negative
'reuse change event ',negative
'this swaps the direction ',negative
'try moving simple maner ',negative
'see ',negative
'try creating string from the generated modelelements ',negative
'see ',negative
'set the child components the heights the array list calculating the height any proportional component the fly ',negative
'the following uml elements have been removed from uml dont bother testing them ',negative
'see int int ',negative
'not set buildingmodel false here otherwise the action for selection performed ',negative
'this swaps the direction back the colon obliged but the not and the dot also not ',negative
'catch callers attempting use one without other ',negative
'message has name and named operation and expression with script then show the operation ',negative
'message has name and named operation and script then show the script ',negative
'see int ',negative
'upper lower case ',negative
'see ',negative
'want the foo attribute that the second the list ',negative
'may only occur child the model package ',negative
'for those things which weve already migrated uml syntax need map them back their uml equivalents during the migration period ',negative
'event source unknown the event source the containers target then update the field ',negative
'see ',negative
'check the possibility that this promiscuous event ',negative
'remap specific classes ',negative
'deployment diagram shows something about the whole model according the uml spec but rely the caller enforce that desired ',negative
'deployment diagram shows something about the whole model according the uml spec ',negative
'clean our two models and the extent that read profile ',negative
'namespace but not package ',negative
'ommit root package name its the models root ',negative
'see ',negative
'there selection ',negative
'have model but list then build the list with preferred constructor eventually all lists should built this way ',negative
'end class actioncopy ',negative
'see ',negative
'add predicate for argoumls default capabilities ',negative
'remove from the model ',negative
'uml element that not modelelement ',negative
'projectbrowser exposes functionality not components ',negative
'lets see this diagram has some figs ',negative
'content diagram ',negative
'cannot delete the last diagram ',negative
'see ',negative
'cannot delete the model itself ',negative
'commented out next piece remove failure testcase the testcase probably correct but the implementation detailspane not panetargetsete assertequalsdocpane ',negative
'static variables ',negative
'see ',negative
'see ',negative
'see int ',negative
'test for return parameters they can also fail ',negative
'same name same participants two offenders ',negative
'argodiagram activediagram return activediagram instanceof umlclassdiagram ',negative
'simply create usecases and actor package with individual names ',negative
'usage other sureremove method legacy they should integrated ',negative
'multiplicity multiplicityrange and all expression subtypes dont have argument create methods special case them ',negative
'the diagram contains figs lets ask the user heshe sure ',negative
'build extend these parameters seem correct order add extend not need assoc the extending use case ',negative
'see ',negative
'button ',negative
'would better didnt need the container get the target this constructor can have zero parameters soon improve targetchanged ',negative
'delete button ',negative
'get nodes name along with the name its parent which well use find the factory create with ',negative
'procede with the deletion the model ',negative
'see ',negative
'confirm with the user that wants delete presenting the list settings delete ',negative
'the component jlabel which has another component assigned then positionsize the label and calculate the size the registered component ',negative
'mutators hold write lock will deadlock use not threadsafe ',negative
'handle the simple cases anything very exotic will fail but that will our clue that the test needs extended ',negative
'the user cancelled ',negative
'this needs concrete metatype cant use the general but abstract classifier replace with its concrete subtypes ',negative
'custom button text ',negative
'see ',negative
'see ',negative
'see testcasesetup ',negative
'tests used coded assume immediate event delivery theyve been modified use flush where needed tfm oldeventpolicy ',negative
'try some predecessor errors ',negative
'see javalangrunnablerun ',negative
'see ',negative
'the following will bring dialog box cant run headless actioneventthis foo ',negative
'setup user defined profile which isnt loaded the model subsystem and contains stereotype and this contains tag definition ',negative
'project was entered the command line try reload the most recent project that option true ',negative
'try adding the extension from the chosen filter ',negative
'adding project files icon ',negative
'object icon putvalueactionname translatorlocalizes icon set the tooltip string translatorlocalizes ',negative
'main methods ',negative
'see int ',negative
'end class actionopenproject ',negative
'the property value has changed rebuild our view see ',negative
'try adding the default extension ',negative
'only have this here until have stereotypes list property panel ',negative
'end class actionsaveprojectas ',negative
'only need this from super ',negative
'see umlcomboboxmodel action boolean ',negative
'see ',negative
'this action performs the layout and triggers redraw the editor pane see ',negative
'see javalangobject ',negative
'verify the priority was correctly updated ',negative
'mdr has hardcoded printstacktrace all exceptions even theyre caught which unsightly handle unknown elements ourselves rather than letting mdr throw exception for catch this can uses disable logging default output systemerr the property controls the minimum severity level for logging ',negative
'see ',negative
'testing does not fire ',negative
'proxy methods for real ',negative
'only this for classifiers ',negative
'rearrange the diagram layout ',negative
'compound critics ',negative
'make this thread interruptible called from swingworker ',negative
'problem found more than aggregation ',negative
'targets ought uml objects diagrams ',negative
'see javalangobject ',negative
'check here there are incoming call actions not then create activation the top the lifeline ',negative
'guaranteed return nonnull array ',negative
'see ',negative
'end class tabprops ',negative
'uml spec section may only child the same kind ',negative
'not currently present token modelgetfacade nif nif nif nif ',negative
'our map has any entries for this type its connection type ',negative
'have found nonstatic one that not initialized ',negative
'see theres pair this list that match the given model elements ',negative
'end class crillegalname ',negative
'see ',negative
'ignore any error the transaction may already have been unwound part exception processing mdr ',negative
'see ',negative
'dont have find the trigger this fails will keep its default value null ',negative
'see javalangobject ',negative
'includes the the seqexpr from the header javadoc the not included number always present ',negative
'see javalangobject ',negative
'put everything together ',negative
'the model repository doesnt manage model then must generate our figs inspecting pgml ',negative
'make lists ',negative
'give the entries priority over entries with the same uuid from because entries are historic ',negative
'make buttons ',negative
'override public final void setheadlinestring setupheadanddesc ',negative
'ignored this event ',negative
'get the assocations and connections problem there separate critic this binary association association role ',negative
'make buttons layout ',negative
'make listeners ',negative
'build namespace hierarchy like this ',negative
'see ',negative
'enumerate declaring class ',negative
'see ',negative
'see ',negative
'note although its not shown the uml spec templateargument appears datavalue like multiplicityrange and can not reused multiple instances the uml diagrams dont show composition but effectively ',negative
'see ',negative
'get the next nonreturn parameter null non left ',negative
'gridbagconstraints gridbagconstraints new gridbagconstraints new insets gridbagconstraints gridbagconstraints new gridbagconstraints new insets ',negative
'end class definition ',negative
'this not well formed model strict sense see the multiplicity uml figure ',negative
'always select properties panel defaulttoproperties true and properties panel appropriate for selected perspective ',negative
'sbappendstring ',negative
'parameterized class can only the client single binding ',negative
'mmodelelement ',negative
'add the collection and round look the next one ',negative
'next statement necessary update the textfield the selection equal what was allready selected ',negative
'globalsclipboard null ',negative
'for now just skip registering this and ignore the request but the real issue that magicdraw serializes the same object two different composition associations first the referencing file and second the referenced file ',negative
'the workarea all the visible space except the menu toolbar and status bar workarea laid out bordersplitpane where the various components that make the argo application can positioned ',negative
'see ',negative
'see ',negative
'dont want show some nasty gray background color now ',negative
'see ',negative
'see ',negative
'see ',negative
'check against needed for backward compatibility dont remove without checking subclasses and warning downstream developers tfm ',negative
'necessary create distance between the textfield and the icon ',negative
'compare against all earlier operations theres match weve found the problem ',negative
'make new column with labelledlayout ',negative
'create the return message modelelement with the interaction and the collaboration ',negative
'commentname text field editing disabled ',negative
'see ',negative
'commentbody text field editing disabled ',negative
'see ',negative
'only change the background colour supplied the laf otherwise leave look and feel handle this itself ',negative
'see ',negative
'this case the bounds are determined the figedge ',negative
'see ',negative
'this case the bounds the box are determined the ',negative
'newly created associationclass may not have all its parts created the time are called ',negative
'the following calls are order dependent not sure why but the layer add must come before the model add well end with duplicate figures the diagram tfm ',negative
'get the generic clarifier for this designerposter see ',negative
'needs updated for changes notation subsystem tfm string namestr getownertrim ',negative
'see ',negative
'just returns false see ',negative
'see ',negative
'see ',negative
'theres only single child and were its only parent set hint for where place when get its row ',negative
'guaranteed return nonnull array ',negative
'see ',negative
'filefilename ',negative
'the coordinate before the classifier role place the start the corner the fighead ',negative
'lets the hard way ',negative
'know this return action now must pointing the opposite way the activator ',negative
'the diagram empty gef wont write anything leaving with empty and invalid file handle this case ourselves prevent this from happening ',negative
'java has native gif writer but its not java one available the jaiimageio library but dont currently bundle that and seems like heavyweight solution but dont have time produce stripped down version right now tfm ',negative
'anything else handled the normal way ',negative
'the figmessage that triggered this figactivation into existence ',negative
'create image which will deferred rendering the gef diagram demand data pulled from ',negative
'note gefs gif writer uses jeff poskanzers gif encoder but that saves copy the entire image internal buffer before starting work defeating the whole purpose our incremental rendering ',negative
'layerperspective layer ',negative
'correct exception was thrown ',negative
'the purpose this method not explained and give give npe depending order figs they are read for now ignore null but for future lets delete this ',negative
'convert max widthheight ',negative
'get domimplementation ',negative
'implementation ',negative
'create instance orgwcdomdocument ',negative
'see ',negative
'actually are computing max max not width height ',negative
'have currentact object that means have reached the end the lifeline with call create not returned add the activation the list after setting its height end the end the lifeline ',negative
'see ',negative
'create instance the svg generator ',negative
'make stretch vertically ',negative
'skip the lines xml version encodingutf doctype pgml system pgmldtd ',negative
'correct lazy initialization static field without further updates ',negative
'see ',negative
'look for tagdefinition matching the given name ',negative
'see ',negative
'message must return the sender and the receiver the message ',negative
'see ',negative
'see ',negative
'request that made visible were not ',negative
'the added edge create message will affect the position the classifierrole should repositioned ',negative
'see ',negative
'handle multivalued tagged value ',negative
'see ',negative
'null ',negative
'target has been deleted ',negative
'see ',negative
'see ',negative
'the row past the end our current collection return empty string they can add new value ',negative
'utility function add listener for given property name and remember the registration param element element listen for changes param property name property listen for changes see object string ',negative
'keep nagging until the user solves the problem this seems nice way nag ',negative
'tagvalue true ',negative
'there are one more regions find the one that the vertex was dropped ',negative
'for debugging ',negative
'see ',negative
'override fignode implementation keep setowner from getting called ',negative
'really shouldnt add until after set but need have owner for the following method calls ',negative
'constants instance variables ',negative
'this next argument may used switch off the generation sequence numbers this still implemented they are less desired sequence diagrams since they not add any information collaboration diagrams they are needed and they are still optional sequence diagrams ',negative
'since arent sure ordering fire event for whole table ',negative
'see ',negative
'see ',negative
'way have give ',negative
'see javalangobject javalangstring ',negative
'see javalangobject ',negative
'the diagram already exists this project select the current target ',negative
'see javalangobject javalangstring ',negative
'nothing during the deprecation period then can removed ',negative
'the classifier not the current diagram add ',negative
'event handlers ',negative
'for performance check this selfmessage have just updated the activations ',negative
'path childindices children ',negative
'see javalangstring ',negative
'this done for compatibility with previous version move the argouserproperties written before the new location exists ',negative
'see ',negative
'see ',negative
'see ',negative
'see object int int ',negative
'see ',negative
'there bug gef where positioning nodes can affect edge positions need iterations protect against that ',negative
'see ',negative
'add element listener and remember the registration param element element listen for changes see object string ',negative
'multiplicityelement now interface implemented element types that support multiplicities tfm ',negative
'end class ',negative
'self messages act differently needed move them separetly only self messages selected should horizontally translated ',negative
